,Total Assets,Total Current Assets,"Cash, Cash Equivalents and Short Term Investments",Cash and Cash Equivalents,Cash,"Trade and Other Receivables, Current","Taxes Receivable, Current","Loans Receivable, Current","Other Receivables, Current","Trade/Accounts Receivable, Current","Prepayments and Deposits, Current","Cash Restricted or Pledged, Current",Total Non-Current Assets,"Net Property, Plant and Equipment","Gross Property, Plant and Equipment",Properties,Land and Improvements,"Machinery, Furniture and Equipment","Flight, Fleet, Vehicle and Related Equipment","Furniture, Fixtures and Office Equipment","Other Property, Plant and Equipment",Accumulated Depreciation and Impairment,Accumulated Depreciation,Accumulated Depreciation of Properties,Accumulated Depreciation of Land and Improvements,"Accumulated Depreciation of Machinery, Furniture and Equipment","Accumulated Depreciation of Flight, Fleet, Vehicle and Related Equipments","Accumulated Depreciation of Furniture, Fixtures and Office Equipment","Accumulated Depreciation of Other Property, Plant and Equipment","Deferred Costs/Assets, Non-Current",Total Liabilities,Total Current Liabilities,"Payables and Accrued Expenses, Current","Trade and Other Payables, Current","Trade/Accounts Payable, Current","Accrued Expenses, Current","Financial Liabilities, Current",Current Debt and Capital Lease Obligation,Current Debt,"Notes Payable, Current Debt",Other Current Liabilities,Total Non-Current Liabilities,"Financial Liabilities, Non-Current",Long Term Debt and Capital Lease Obligation,Long Term Debt,"Other Loans, Non-Current",Total Equity,Equity Attributable to Parent Stockholders,Paid in Capital,Capital Stock,Common Stock,Additional Paid in Capital/Share Premium,Retained Earnings/Accumulated Deficit,Reserves/Accumulated Comprehensive Income/Losses
Price-to-Operating-Cash-Flow,-0.02082866153328824,0.043978589890912106,0.08895625171818942,0.11431239146446925,0.40289147578544643,0.09945542128664914,0.0077766945203729815,0.06854055014158647,0.033194376469651926,0.12060634596306873,0.02079307161231929,0.07277750342395932,0.04759387858481518,0.05699498082447439,0.07282714518387261,0.019293295155514017,0.017213248317007247,0.009611581940751157,0.009629660036771,0.030698271463977144,0.05089068223004349,0.002974214359778706,0.003428431548147688,0.05872662516396778,0.039442558240652584,0.004377222906376767,0.0032765235261813797,0.03849980185207057,0.009082573811334345,0.005213317801013473,0.009473896269867537,0.01967728070687475,0.05783531073381683,0.08690571499337055,0.09512259744302182,-0.0020980545915304967,0.0061820057558455085,0.009985840702477674,-0.01540065192227862,-0.019996084006639925,-0.0019946354931293995,0.06538333374209464,0.008452376409834511,0.0031467658791448556,0.0033897938587781774,0.005274238956735564,0.03961795764455004,0.062283925121885214,0.05482645641077256,-0.01683058740417617,-0.013657971820432484,0.02830186277981126,-0.01559945160920369,0.017595467043051385
PS Ratio,0.0064116224279816905,-0.011060237034505826,0.011321438960879362,0.008296975634774583,-0.017850976560075595,0.01677057981007689,0.000990018668067715,-0.0020348382261096867,-0.0018072694987963742,0.04093605128368742,-0.006844563503838565,-0.02344086811009639,-0.0063828169597080694,-0.002104281839159342,0.0348820284472375,0.0037011959491008686,-0.0103998943039475,-0.039455905812638296,-0.02417143689789287,-0.030859753644511927,-0.031340754538509055,-0.006337533504115303,0.01712437485720972,0.0003417795869401696,0.0023779262570258653,0.006428304021455569,0.007656566710156692,-0.0012296143337423744,-0.0006772396855621527,-0.02779726591775887,0.010136676671461248,0.012871164871106299,-0.012482180616337341,-0.01003114890138617,-0.0022098450990513897,-0.015637107863668873,-0.011261610815146513,-0.0011519861920985131,-0.010264161172975163,-0.003437065280701129,-0.011647511193057403,0.018414127488177136,-0.012043213822558702,-0.0041770387222620445,-0.005779696690753006,-0.03709735221425686,0.004993533287279351,-0.004194375100936467,-0.03983610311308804,-0.01731837668082073,-0.016761194076153126,0.022471027023857722,-0.030962770835896318,-0.022558011446846247
PEG Ratio,0.015171422473368569,-0.006962248764307563,0.02027869057901585,0.01980071727198934,-0.019265171478462694,0.0319471881531756,0.00635841022023081,0.007737076999611802,0.0031791689440715987,0.04627561043851673,-0.015976405186548318,-0.008731992246093959,-0.008281873358755125,0.027168442419975646,0.04125151534149762,0.01281645811956047,-0.010171518502538085,-0.02745676436451189,-0.015667711004818983,-0.031174811418517176,-0.00402913257018726,-0.0029601180442231836,0.01314003597589696,0.011962048034282927,0.0005976848611295511,-0.0004944736891355863,-0.0011772308105768667,-0.007140702336123348,-0.002902771383742787,-0.021970011150702008,0.019487272480031646,0.020297720281250486,-0.009245225819235443,-0.013378127827330754,-0.004774297960189697,0.006409731889687136,-0.004891538721876627,0.005591890169447215,0.0026125179063406292,-0.008581118117904789,-0.0017108331263783,0.01781999572178858,-0.006737697613777862,0.0070461152772403005,0.008854690577177556,-0.017531495880849464,0.011429407671169692,-0.0012456120186092271,-0.0167584708447115,-0.009515990633787972,-0.009842283232336511,0.03380974379169224,-0.029530054297215207,-0.021300497545917587
EV-to-Revenue,0.01389843827530618,0.0034651629457886613,0.013433285720869602,0.02182050941687112,-0.013385202489010373,0.018651887148259782,0.01734818801779603,0.01915929540125168,0.001614223651044955,0.04149255057364137,0.011030534193419747,-0.0056148243994161035,0.005483273257626807,0.026913066670685066,0.03535576600788088,-0.006020236430831823,0.005122490512151086,0.009617204467480454,-0.007258867692626339,-0.024903273367692685,-0.007048275295161728,-0.013952555908431995,-0.007611030294135076,-0.012302031503878253,-0.011113042170504815,-0.0055053238441172235,-0.005380281585167642,-0.0158895734875762,-0.0038005769042736325,-0.007351425391867615,0.006915900507091267,0.01881410998865417,0.07148493867193939,-0.014025692382274317,-0.00940659378178497,0.06409807693527787,-0.002327653372505722,-0.010747633747886369,0.0009194059079375802,0.0014207574235586401,-0.008322942213281503,0.017103480020294437,0.0010910504495679995,-0.019608344908370316,-0.003994935069274341,0.005954021565368442,0.004647523275093065,0.013020049094965493,-0.025379579370064874,-0.015113548332974076,-0.008770455300470853,0.010947303194970628,-0.04140264054406806,-0.017520768446079943
EV-to-EBITDA,0.04605214400123073,0.030241745814528674,-0.009746602299186054,0.012831959558057517,-0.025158849662989147,0.010123145594224017,-0.024033056345182224,0.020863155849885663,0.026384232172128742,0.024007220055125133,-0.00771294610133284,-0.03084449557650336,0.017026976877506157,0.013894050660908134,0.024194676284706902,0.03906326092700759,0.0266408939465672,-0.01841434846348628,-0.018099067346738558,0.007715398556600238,0.02396746408446921,-0.0011893095313831085,0.00532220836565544,0.023907321853097248,0.025956443831569007,0.0227659582017835,0.02375545489986512,0.007084104276871853,0.029191778506162665,-0.013050761091218327,0.04023209579109857,0.05778756212510035,0.014313183799357528,0.023528667292854213,0.02439662876296031,-0.018959689271352283,-0.0008399069542389071,-0.00403157805658874,0.0001716783520424119,0.0020837576647566467,-0.007822039854381737,0.034574849801594185,-0.0014649115528095984,-0.009350955719149031,0.007765089777388839,-0.010716142457153497,0.04580078058694926,0.011164971287643762,0.009299960189316257,0.010158164762625502,0.03728212501965039,-0.009863289974746113,-0.0007604847003037062,0.017646111528764854
EV-to-EBIT,0.05245139800731579,0.022844333896514878,0.004044482174476283,0.021727695210491473,-0.008883613264246127,0.021030814012087076,-0.009208387217949601,0.033517809970039794,0.04458651090638647,0.012071586343651264,-0.026731146953451277,-0.014535351508393267,0.01289940020336823,0.006477834663385561,0.014942945670575645,0.040046578422629694,0.04344710663175812,0.005765031572593093,0.0005544193076290965,0.027005117110397207,0.042068795564317585,-0.008311577274441564,-0.0015287039468161161,0.041706086339612924,0.03724311057206891,0.0031010397788801825,0.004810890674395973,0.026698525426435988,0.010376039256655029,0.005177032389240341,0.05906165901425843,0.06069289516787443,0.027025191082874232,0.04170308883588207,0.04246365875722754,0.0016838533953570246,0.021449711661733397,0.009659083781911933,0.025497526174850006,0.029115513385102813,0.022341371082950395,0.03775562024906177,0.022362505350270956,0.00844562828896687,0.02830703440408671,-0.005054423272644632,0.023520428462033737,0.0016289472894744578,-0.007614402536539383,-0.008995564835463944,0.024660167802065654,-0.0016744159537939653,-0.015514229566077068,0.026349329335439813
Earnings Yield (Joel Greenblatt) %,-0.03545707450887778,0.04304670407723008,0.03375723985926867,0.035714362368314864,-0.014355607966550893,0.04418239026171451,0.008806091907545775,0.05225387665358813,0.040270235821596986,0.06828431423988585,0.010549659109717545,-0.0024638654133586186,0.041702574847302165,0.0486801084833649,0.06654238322322305,0.012947787108461102,0.039820954012501714,-0.009473590238478435,-0.020319849829031893,0.021007632914699356,0.038866609525601774,0.004489303294578102,0.003105662714685972,0.038081196248904665,0.0424803699718402,0.00874568355610051,0.007150177352037976,0.03254700102225423,0.007066573060250218,0.004590673748366701,-0.009174038261154073,0.010623312423434766,0.010913869817440901,0.044722550509366236,0.04240722320579403,0.008266506052242592,0.010622618525843876,0.006230684416730879,-0.007163558392198964,0.004055433850272196,-0.003655604298331016,0.06704247197228819,0.010622618525843876,0.004169858436815971,-0.012354448113328803,0.005981667434505479,0.0366656158140664,0.06466645734102856,-0.020061473952044214,-0.030301952967555612,-0.01932113206159165,0.03298689583699625,0.018683904637987025,0.01032152733500445
Forward Rate of Return (Yacktman) %,-0.002776059329101336,0.015523989340028932,0.056384015681927066,-0.009357784693320489,-0.029946811484419744,-0.0017809124055765415,-0.005487201636493122,0.04658234248012282,0.031016793243443478,0.017490112235757468,0.02654766269050606,-0.012239064750792162,-0.009231556283110924,-0.009758826435414305,0.020084080109876532,-0.011703252102702299,0.017917400825000433,-0.02933307249535672,-0.0314170101512158,0.01670077306662608,0.0062036537233356535,0.003464834429757482,0.002315063790528471,0.05355056498892855,0.04728814036549901,0.05196850847370895,0.0429251069798857,0.02967910966548193,0.04194207150117846,-0.011517512817726625,-5.056337161615798e-05,0.03314084083576427,0.03906955741398893,0.027934257572430444,0.027498892030689337,-0.013269186699268295,-0.01116890818559653,-0.009164776811646583,-0.024555346041053586,-0.013720846738466111,-0.022275894461381875,0.008038036883843044,-0.009748457578947486,-0.015950282986637494,-0.030662810115476613,-0.011027488196756198,0.008338543882316805,0.027163271088912293,0.00262252642413533,-0.005348097994057026,0.003539920823580299,-0.004751526359107289,0.00856294174742076,0.008131606742408098
Shiller PE Ratio,-0.011666505116102403,0.025077290961831603,0.015405829188514528,0.017014106900266897,-0.016552700555197707,0.017673786149446202,-0.004108384039704878,0.06550788364430729,0.035043302380896986,0.041129983320223114,-0.015185226027348748,-0.03338220736663639,0.007224744036861332,0.012020133690035614,0.03892267825008438,0.03272296571211821,0.014032227698413832,-0.01503246293025839,-0.020590045283684588,-0.0032945594599192293,0.03570797866544314,0.012670840879548013,0.024207316382905825,0.03413829449883735,0.02149796234027892,-0.002351963318377964,-0.001993692297858169,0.002774509573596971,-0.006074768878548832,0.00023008808317469633,-0.001866560807798489,0.015732222043079284,0.013725116243599145,0.044274341626138886,0.02425283067682111,0.004606216366771328,0.0046498749058017964,0.008218685181089822,-0.00877395035746173,0.003320141798476477,-0.0015867336702063417,0.04022388936020764,-0.01784947186021684,0.008446092294637986,0.007980955077951274,-0.021679490190948805,0.026957672763363506,0.0415348444972576,-0.017704649985589346,-0.015793895785666888,-0.017738259329206314,0.01566103423808069,-0.018833685801035498,0.011112005459160856
Dividend Yield %,-0.011601956197237591,0.0064952845851154245,0.02443712965108242,0.040774818235932264,-0.0027387104428107096,0.03684309612615301,0.010607722101091429,0.003521132587245619,0.003954981927116327,0.030426469731925542,0.005351836050711968,0.004432430990640487,0.008113298039375095,-0.0011087919957594645,0.031331618938216094,-0.014463679122453343,-0.000811600574668231,-0.004881076287854022,-0.004891301772126426,-0.006852160342691338,-0.009457225338057325,-0.0044472761665185195,-0.015350152376685584,0.003462086303428996,0.008752801665021574,-0.007192951148123183,-0.003000723800271974,0.00033928287980108333,-0.006750539257133701,0.011143055970932961,0.005585635379211669,0.011656543657364564,0.00964243505600454,0.010069553173734055,0.005897618533953306,0.016708602851605435,0.014874046364132632,0.017541305301437576,0.022199298920948064,0.011114540434803873,0.0043461813416969825,0.02635162674801841,0.01691738447471247,0.01801083592862835,0.020227287804434953,0.015472671166412395,0.016376769576176422,0.03040046068015385,-0.017321343898963653,-0.04782220540612372,-0.03579921794701469,0.02170321931602438,-0.015213128511100002,-0.02580805297248004
Market Cap,0.08993332695017593,0.04506089480762364,0.04553497859263018,0.04704645501624229,0.0366674068958859,0.0893518017210812,0.04183878587989621,0.06431887100415763,0.06378476018630075,0.04706797677688964,0.06473439273022255,0.03660819682982303,0.051436200420938695,0.05590005340599373,0.05540391891629326,0.06294796159050886,0.060169953573557804,0.020208379962858337,-0.009235094129867425,0.04799958083940404,0.06538251283042573,0.02295053741570139,0.02240598960439337,0.05581578057493171,0.0566014714231342,0.005882862140184855,0.006437024315825673,0.054459647061522676,0.005882862140184855,0.03890051067656154,0.05080260555898657,0.091865348838679,0.056479197713475,0.11473051553715187,0.05592546293856096,0.041527956540860354,0.024532944749518688,0.04235653757832657,0.02697357305033771,0.04309126334851354,0.03274142666626736,0.0656679666716731,0.013625898890213066,0.046411417852198315,0.026783720537890604,0.020938189558142892,0.04532852330033088,0.04713686048232726,0.04318020322571863,0.032039465887868435,0.036999698200244034,0.04136721512921579,0.0374649958255744,0.048982437398175684
Enterprise Value,0.09080362675507671,0.05268047371712762,0.05629809087865415,0.06221073291287021,0.009893646289453566,0.049133946089366325,0.03238555709823324,0.07613960472539502,0.07093412130845583,0.06299517480466896,0.06967126949206448,0.0157098218415286,0.04979210518191651,0.042758398440231,0.061219838016657355,0.06557773615902945,0.07998860003838235,0.020881473212569623,0.030760278475179675,0.07724663818948081,0.061261768577114004,0.027596664667518273,0.022963269635170057,0.06830997077493466,0.07774213247579663,0.02080659858338759,0.021149130453121136,0.070836778670829,0.022383753611886457,0.022099140881388053,0.06558171657615021,0.08733889003750983,0.08644071064758238,0.06341706830679629,0.0649023400999747,0.03244368381070818,0.02969862297986489,0.029544395256953827,0.03409037110608248,0.024996773088399104,0.026651517930767896,0.056973070724086854,0.03297727868771934,0.027006299462198013,0.03351163235112254,0.03376861186607199,0.05236052017937111,0.060373731624535396,0.037210220338836274,0.037851665196730534,0.022826641067504757,0.05683592087888126,0.0058427338389839345,0.06199330537671689
Month End Stock Price.1,-0.004437975176615594,0.053224381676142976,0.024969128771867043,0.039347412780345724,-0.01324641763012992,0.01970762151325487,0.010978958435039102,0.0502834048832344,0.03532179491759535,0.05229734647589151,0.010861548927157646,0.006151786955132573,0.034567714464130844,0.04760441908787596,0.06044684644213366,0.019643793591461834,0.02557414917694335,-0.02043498379715643,-0.016073066169206892,0.03123767852296402,0.02644985096841705,0.001466257513897712,0.005895414049111478,0.031345731489054646,0.03121574218248272,0.009361481709797479,0.009437144919021822,0.014819509293495394,0.011536352783493143,0.005472201076939296,0.006785705981951759,0.016955929452769095,0.017586962166389844,0.040522863789582836,0.028368133944073812,0.009664359867261007,0.00828961154830751,0.0059819023731049695,0.0066683585750750615,0.006142489409117664,-0.0016119404962829929,0.0550514451281935,0.006919610278103461,0.010030906415215195,0.0062216647304829,0.011015508176665655,0.059583299198573615,0.08052736231965117,-0.012275664750912997,0.002361060568427187,0.043640709512908556,0.015276527419809094,-0.008361298369504413,0.014037206781940696
Net Cash per Share,0.17100010504055901,0.1777156588267788,0.20081744369679272,0.223172259484643,0.549307204517748,0.09843351429475368,0.11375894043476852,0.14269437024131026,0.108256602945694,0.12018118384950052,0.1132281806039973,0.12278475884110747,0.18546986114209327,0.13078827417840935,0.13051893690484495,0.11475096210087503,0.09508783757778784,0.07961950463739373,0.0904311647139738,0.09491389321511783,0.1236199906359751,0.0846686014413474,0.08584214763279693,0.11542099091065709,0.08688278656459245,0.07713747580690468,0.07555334418776907,0.08062843685246616,0.09514314440918736,0.11085867910350686,0.08792484644559141,0.12345128699448035,0.11131004121166516,0.10894538781400587,0.09529611121040028,0.09945531960726342,0.1133252683123773,0.10776852954786147,0.10714229686671088,0.10747515953922779,0.1085423938854363,0.13458175799315988,0.11033948967198441,0.11351315153576681,0.1153442833797024,0.11999396566037666,0.16482770199920815,0.11046977102167983,0.10092203845971642,0.14507636822800893,0.0962268093226196,0.2028295040765759,0.04750636432852637,0.09078414273942981
Net Current Asset Value,0.12707264798726978,0.31606363325077297,0.14413912034392176,0.09885172128657219,0.04428487746206421,0.1852148848658919,0.10403315756117902,0.15440650370422732,0.17210151695054207,0.19189446929196974,0.11016827294517771,0.09887206243254378,0.14840113052778867,0.11032827539398611,0.091204701612967,0.0641360012590781,0.0821546294372745,0.05065368142929002,0.07479652869606722,0.046406564497006066,0.09054289987990569,0.04948895699285079,0.04337353441559475,0.14076858861983177,0.07350995589920857,0.08601940296420771,0.07593648055726834,0.07961872079438509,0.0711080906351369,0.16942912935303794,0.06714724721012846,0.18774458936274924,0.18125575817312548,0.17788763560767246,0.17330408474453435,0.11823385029500148,0.17314532717194836,0.17178766557752878,0.1764302464000863,0.17757198519914372,0.093297396522324,0.1410210449374354,0.10213909861223514,0.060987476141626515,0.044348357465584576,0.10590078874582509,0.07323119079517586,0.10205737422035996,0.052257246404126406,0.04216962334242618,0.04199349869761348,0.0739105751948615,-0.001761361420832106,0.07307775376780269
Net-Net Working Capital,0.09708518092164645,0.12788155952350197,0.07216595265011641,0.1225176651223322,0.0537617371704707,0.1147617622919595,0.12038467448992152,0.14385351045495423,0.10631047959337711,0.1372375174101582,0.11983401659813853,0.10515819247805161,0.1233480297476605,0.19369468628751965,0.13095828411504862,0.08087353512256092,0.09827235010889089,0.11342563044706827,0.1023583585451692,0.10328765136428626,0.10759961249356274,0.07975225581346816,0.0785876487729419,0.0970744487741098,0.09664794017815793,0.080378409304178,0.07659422347479142,0.08768278807906257,0.07597706721089642,0.11262246233140165,0.12421825560176535,0.13464949829975326,0.10831185715741617,0.1005876999344761,0.11093196529735005,0.1149021063537837,0.11559682856438983,0.145932515970311,0.10341886864326566,0.11618511558435332,0.10854998382210804,0.14319659222879325,0.11164064200235085,0.14576328572374078,0.10857760527477055,0.10087342423204873,0.1285316816034836,0.1361351695741268,0.18665117524067074,0.18446751241191944,0.04805091557748775,0.15088247459676055,0.037090444642750284,0.08463307203658828
Intrinsic Value: Projected FCF,-0.03345659760631294,-0.003216065614669687,0.018499104733627127,0.02193960583451423,-0.017346495072938922,0.02575372574024615,0.0014742627892436592,0.027561305064148788,0.005836498819515549,0.05324522569224765,0.010248599220110729,0.014709551340624037,-0.005772800921619713,0.0499481903058368,0.06652334022348726,-0.01521005242161944,0.00781946782425027,-0.020552403082665725,-0.0031565600530081583,-0.01290787877487122,0.023857856912199677,0.018925666753936813,0.02015853473332962,0.027976558145764243,0.015783029098931978,0.016595041670817337,0.01630621323352975,0.00826518698960009,0.026433334107386144,-0.01067484123836273,-0.012301067215237863,0.010572052483439448,0.011472715306288494,0.012363233189461847,0.010516506378433595,0.0139320710555416,0.005437422568901922,0.0036393454281399497,-0.01599342130175647,0.00504258276815985,-0.01031266109206803,0.0170625486867722,0.0028279968322009394,0.0026289650359129103,-0.013567489449816512,0.0027942642116514584,0.00010192485385161678,0.025570941771122086,-0.012278911049883018,-0.026053812883551172,-0.024838756093627696,0.02019369675459747,-0.015902234796783005,-0.003223945689243094
Median PS Value,0.00630875785821707,0.004284209771104594,0.023428241923466393,0.011519272141898641,-0.034439293051701396,0.023303769518449258,0.005869127733897695,0.018594050261120414,0.004125675531545725,0.04837344990681248,0.005516074939493547,-0.03307455182136368,0.005015874536839672,0.014836879290961806,0.04702300766247795,-0.010820932098113792,0.008481436185259029,-0.02072583008560179,-0.022356905068224117,-0.02024401354956429,-0.019335860572642832,0.0041597536838524525,0.007664792953727875,0.002931239043459598,0.0047825706045483965,-0.0127716122656687,-0.0031242413978960796,-0.023034047742910395,-0.013315914542693045,0.0005945026440448693,0.0028439921725308577,0.01724953765395088,0.02084872045683515,0.003486106621057142,0.0043192504319690675,0.004700087741540513,-0.011574110967278102,-0.0018955964915759378,-0.006124481343270994,0.004779217186608283,-0.03039642906976555,0.020055807566923996,-0.01859167702291629,-0.010085617014249725,-0.0038895170870083284,-0.019556277085169764,0.007373994385119759,-0.001068741570950393,-0.028883971174233355,-0.010800027285220698,-0.006200134261788229,0.024161548829396504,-0.033419522849507666,-0.01825541050499666
Peter Lynch Fair Value,0.011353529077244639,0.01099920366649266,0.04200100093543396,0.04323081339327679,-0.015696899770354825,0.039591878549235064,0.0024148566523759553,0.024242634817858415,0.02014960456194611,0.05137909448283995,-0.013648193427661248,-0.0074866764558080435,0.009358658208566477,0.015726737575528588,0.04876106341641415,0.0008255251444633826,-0.0049949814562632745,-0.023241874968130807,-0.018546816700771133,-0.02008867553549892,-0.015434477035145134,0.002740051268952561,0.00027015358791685753,0.006820745871030515,-0.0033648320599279254,-0.0020894926075997037,-0.0051230020102380844,-0.027131192582969157,0.008690002118401187,0.002196278318061828,-0.0018086702902633195,0.017187710867791584,0.009911386685118703,0.010768943004473334,-0.007915042250065242,0.0065400312392260304,0.006149410780370145,0.003668253027417667,-0.012298141356841178,0.0021068591325223546,-0.0025891555959543923,0.022116406618885885,0.008424926453816822,0.008738884224766489,-0.0013316092439001235,0.02325053561519401,0.010771391527107939,0.010450207278870832,-0.01266698841238258,-0.0077254809230643115,-0.021121985895049624,0.03781674427027383,-0.02409606369470383,-0.007958314584553337
Graham Number,-0.004861605231637846,-0.008156425317676267,-0.008114128587911114,0.009599261718968265,-0.016542867301283362,0.016042122852214295,-0.010501992309778677,0.001091454791596464,0.006797095384939734,0.041243309490178744,-0.0448750132689634,-0.04465274872319629,0.012497107157503906,0.02705351478798534,0.047602056828083356,0.015783031418779632,-0.003414949441849175,-0.0015681324021472455,-0.017980997228410716,-0.014617022078634911,-0.00013953248654707945,-0.013641618054741296,-0.0006046086708807732,0.004658587533910454,-0.008448085028687779,-0.008132112043381965,-0.006302267650595512,-0.025659453089543517,-0.01283809928765074,-0.021650849408070008,-0.012955438781232058,-0.011963019890826869,-0.013551384517443393,0.009034727559809311,0.0061101703462622114,-0.012658791242642428,-0.01225502276109864,-0.014863930879786703,0.006333875085981523,-0.0127803136323058,-0.009708391277023241,0.028832651898134085,-0.02944645738863516,-0.03277610065864522,0.0027023425174434648,-0.02267001945333199,0.009867092517425508,-0.021254647642480782,-0.043757135162680386,-0.028289508778480355,-0.021724446134664642,-0.0014944521523634232,-0.04340508959150683,-0.029747156817453574
Earnings Power Value (EPV),0.011240071545636632,0.03443008729695016,0.029277220381732035,0.030739240490119397,-0.013415919929368534,0.030130618939070007,0.01649565564740006,0.08018938148843494,0.07292287318541699,0.06028747381356889,0.06181550759426985,0.0016926820324269227,0.024894461683309242,0.045750405527141366,0.0622984203975958,0.03538487403729424,0.0482189937888448,-0.003337121156472288,0.016015867020857853,0.035220037825141784,0.059994858943945815,0.024334777102614124,0.0242240452633891,0.058410724085956996,0.04685886138597251,0.05915284626012402,0.04869489937143106,0.06044144991738701,0.057840712372427446,0.014396251319835632,0.05419626935742303,0.06321688580882609,0.05887398844259764,0.06224885076846925,0.058635883325258834,0.009553974308606024,0.013641251326217777,0.011764976150031982,-0.010180596990021289,0.012567057205499346,0.001664465282650598,0.041090006288451365,0.010141765532328872,0.012297162203984913,0.012468249238810273,0.012052035773439341,0.08257763906127813,0.049266562495992226,0.043111937569541625,0.02477407823613874,0.02537138306040384,0.022261537521792375,0.07721905692570505,0.039594571688217325
Altman Z-Score,0.005164329385349477,0.010078691770077182,0.020618017151297168,0.0036563544470450135,-0.0157115475747269,0.023494908261120228,-0.0219254094777678,0.023591232916702513,0.010334142059600395,0.04666536773291975,-0.028136688840050536,-0.03291515155994876,0.017849681637090744,0.0033137029378538644,0.036023700917521155,0.0001533944713329226,-0.005585827103550659,-0.02376527084429978,-0.01839254842861552,-0.021462558416838428,-0.015681421429408853,-0.0016483557982414658,-0.0021489730723944435,0.00024747183213476027,-0.01625788098141123,-0.019854116665762367,-0.003392460483566546,-0.025031272248186166,-0.021715939015975287,-0.019812345008320475,0.0143978905081622,0.015327547835124637,-0.02088389952057752,0.007846862685474073,0.009635297525710133,-0.022292601178941576,0.0035491171623244387,-0.0016136157235844759,0.00818912825873593,0.004356074384361863,-0.009780672128359716,0.026857341595939693,-0.006859143316846703,-0.006169710919163991,0.004433654878498405,0.007625705728293956,0.019875807361658927,-0.015013715595493412,-0.036477270770113625,-0.009623899221031063,-0.015301586813015241,0.01075141706326141,-0.030668134892276468,-0.012690497754775766
Piotroski F-Score,-0.043579905141596854,-0.03740022285139313,-0.03293261283393564,-0.0370605703993015,-0.026867166381821038,-0.02911037881185636,-0.044513858037089155,-0.044269454302763064,-0.028176971103636476,-0.022100201107052797,-0.039761732038688595,-0.04703270965717187,-0.05387100213437268,-0.03135265422769196,-0.01099754552408936,-0.026949905849063698,-0.02972934367648481,-0.03549256199653235,-0.02397818060178004,-0.03960359540369343,-0.024355143381259322,-0.03656837743109222,-0.04076534470431474,-0.04118307716986591,-0.04416730988785997,-0.054083445612674017,-0.03947479838768368,-0.04953485123326737,-0.05301920152750533,-0.017113026208392352,-0.03456322644917651,-0.02737893190875592,-0.0447720976732217,-0.022584606327653335,-0.024445682912231974,-0.03718699903609774,-0.015086855930082504,-0.021768730316942892,-0.01589879349308694,-0.016433055175817324,-0.03208123078056977,-0.03634282656396768,-0.014754268622681208,-0.04229017581362943,-0.032994306664359825,-0.02727723441227094,-0.024136401012029074,-0.022802702265604446,-0.08007402406451321,-0.0591442226942484,-0.05586336004196343,-0.0465497548696839,-0.036904354267468895,-0.03227500899867257
Beneish M-Score,0.07093179729657598,0.09065496531111214,0.06272193546462321,0.04533393826108586,0.0317304906459072,0.08332848321493082,0.06186905206838004,0.11571692404221395,0.11709878659512349,0.10354347401216105,0.12985862700834078,0.06840620396814628,0.08896139121924063,0.06338507619757867,0.0723729292021173,0.0830966090622469,0.11501423883248703,0.02610460222609176,0.02384860333539162,0.07345435518573538,0.08173711611341915,0.06667048242414989,0.06366332898203955,0.06590133921826459,0.06238398371821755,0.06741968826883465,0.06915630598345766,0.057034497646917454,0.06717570271699105,0.08415345864866952,0.07278659489093184,0.09896670171301453,0.13633373764526596,0.11494627180506554,0.11510277346612525,0.08972334606000354,0.08411310001061553,0.04930907182912331,0.08709810375291895,0.08358486103693694,0.04832369214986232,0.08981650526433099,0.08159403892288261,0.033941715326676974,0.07827619142963758,0.08896097877837254,0.06402489517241153,0.046988842868925566,0.060704883845921556,0.09434734802911637,0.13650176332220562,0.03617688884671119,0.05039248347954133,0.0797520820458948
Scaled Net Operating Assets,0.11793869438460734,0.15741723573517516,0.05526545285108963,0.06568111502725102,0.024564065750001356,0.05944409866096636,0.04435031461411655,0.07525286091924181,0.05773097565411918,0.06481368804771513,0.04955981940136797,0.03594058958917464,0.1700190260932941,0.1438604567227436,0.08733716252774465,0.0559973094078018,0.06199221757049385,0.044403032949329194,0.03761859993358895,0.06157366843765348,0.07573667018633601,0.0712203864606235,0.0670419537627527,0.0778840942455202,0.05848846987898623,0.07780151446869905,0.0726188485609931,0.06787890477882212,0.08092021223612261,0.07600057370238364,0.03469328036243937,0.05037330337129737,0.04924947680174069,0.06190187089280513,0.06421454577125385,0.04906097071796636,0.040563827542562325,0.04537566205643428,0.02540783299925475,0.04530127366462741,0.033847192592319865,0.07632969903822923,0.03870100343381293,0.043196401308240505,0.044479175143065014,0.04109015692104311,0.04812387333260988,0.0600877964659073,0.021549696595571446,0.014698573497141052,0.014555731829770704,0.05684983412696644,0.00430134652207793,0.04044805356753791
