,Total Assets,Total Current Assets,"Cash, Cash Equivalents and Short Term Investments",Cash and Cash Equivalents,Cash,"Trade and Other Receivables, Current","Taxes Receivable, Current","Amount Due From Related Parties, Current","Accrued Income/Unbilled Revenue/Cost in Excess of Billings, Current",Other Current Assets,Total Non-Current Assets,Total Long Term Investments,Long Term Equity Investments,Investments in Associates,"Investment in Financial Assets, Non-Current","Equity Securities/Shares, Non-Current",Total Liabilities,Total Current Liabilities,"Payables and Accrued Expenses, Current","Trade and Other Payables, Current","Trade/Accounts Payable, Current","Amount Due to Related Parties/Shareholders, Current","Taxes Payable, Current",Other Current Liabilities,Total Non-Current Liabilities,"Provisions, Non-Current","Provision for Employee Entitlements, Non-Current","Other Employee-Related Liabilities, Non-Current","Other Provisions, Non-Current","Tax Liabilities, Non-Current","Provision for Tax Liabilities, Non-Current",Other Non-Current Liabilities,Total Equity,Equity Attributable to Parent Stockholders,Paid in Capital,Capital Stock,Common Stock,Additional Paid in Capital/Share Premium,Treasury Stock,Retained Earnings/Accumulated Deficit,Reserves/Accumulated Comprehensive Income/Losses,Other Reserves/Accum.Comp.Inc
Price-to-Tangible-Book,0.038843921379332125,0.04018370263254427,0.024752023182352412,0.0350009226518424,0.020344102970128945,0.027275178590058295,0.04243444744057018,0.041098701663576265,0.015827676505917845,0.042980022916268464,0.04210418479101912,0.041434126083472744,0.03194957379436797,0.024719730110509357,0.04088588717840134,0.03625238863844141,0.029388274926984675,0.040756690838367596,0.030939711084389924,0.036513169082387435,0.0405291809616924,0.030541723461826927,0.03862499308109033,0.037016107637937244,0.059499194945620115,0.02794976858103286,0.027160169791259618,0.028688085407144907,0.02883120123899681,0.05570187412818576,0.05989606088919974,0.026079932461123473,0.03645451030712106,0.023524418617821948,0.0747588689312826,0.027721491239515776,0.023525397988884984,0.04788862588083672,0.04779291442158786,0.05961822184772421,0.018672044194931077,0.013751215401601315
Price-to-Free-Cash-Flow,0.006306336280260631,0.04487282486397251,0.05597053963728296,0.08228020797546962,0.42188226259961437,0.10059929881848365,0.013024473825672081,-0.014734282057286602,0.008642748151549388,0.0201878124021205,0.0395309574144778,0.03859630876406943,0.009624048503612101,0.0028825782690843826,-0.012891701016190402,-0.009059234824367147,0.03281199556941058,0.04310259864105103,0.004424602833594184,0.10205074773750128,0.1048056747698193,-0.005046931529436164,0.03421091693999711,-0.010470713944919736,-0.00902558049048854,0.029311232610103974,0.016600360333747035,0.021077299086569124,0.02500233974889989,-0.009036207005192006,-0.01098484933598679,0.01676557895367371,0.020202027737101308,0.013436405415321316,-0.00550481224452101,0.03117677216050784,0.012800662664352213,-0.012903405630603448,0.036158015492153875,-0.008277722468775617,0.03737722370402978,0.04280469013687894
Price-to-Operating-Cash-Flow,0.029255960122902065,0.011428944756856421,0.1025870499043067,0.12780899227032433,0.45833067613979017,0.06735699386901767,0.003745860810306408,0.02525548191389136,0.026211413003915496,0.06528949262465727,0.014953091232883006,0.009845750571508317,0.001750887120042533,0.0006821636096769027,-0.006350911939649175,0.005328238895566737,0.011276161125872245,0.019617736734436553,0.05777576676137863,0.0673189653196029,0.07679411682225436,0.05099113567786793,-0.01473477408974522,0.011393743773411093,0.04381498225517911,-0.001314669368227382,0.058497065094279016,0.060091766913718286,-0.030005078711830214,0.03643216845016192,0.03996851621103889,0.06502391271726951,-0.014590251112046732,0.012161161407457452,0.11526117189629233,-0.006952831284749367,-0.014657764423308036,0.03255910703454623,0.0326396854238439,0.03386404166559705,0.014977735921745288,0.010603217896276934
PS Ratio,0.00615742417896383,-0.013327651801911094,-0.00778787715300989,-0.011001755475422152,-0.008534229269022916,-0.011042127710842434,-0.003221108182909523,0.025687640933551498,-0.0024256726240939144,0.006510264481490479,-0.011639439942321634,-0.017955550494711814,-0.026568263711052514,-0.007968661062747403,-0.02426114134857164,-0.01438168359586054,0.011767575204993183,0.012811620898668101,-0.01254172458877554,-0.0065724439261197155,0.0033583688522464982,0.01647676428058561,0.004038518776075241,0.0017244906882538235,0.0256848264259215,-0.0007099653344521991,0.011710069885366508,0.012000649661442424,-0.011202840455867807,0.023923306540199574,0.015746614734089785,0.03540435613812545,0.007157216892452883,-0.014179590998404976,0.011346020690898628,-0.0013115971602792947,-0.007495944512246564,0.01689837385184532,0.020807277455883504,0.011311468229085178,-0.017166116027505056,0.011524527530657231
PEG Ratio,0.009264345133981267,-0.005662822103949847,-0.008196586573303143,-0.008863974876637135,-0.012444515456446963,-0.0017414856178771363,0.0023630897097208147,0.037985720404197475,-0.02094312931409663,0.011294719383259244,-0.0079252799151898,0.018794389285667304,0.0056520910368187014,0.0006480432830167165,-0.01976997605299622,-0.004515179453838449,0.021118171013563582,0.020238176308812285,-0.00930476979167364,-0.003536106328393379,0.004818066199038242,0.0020123511588675466,-0.00858947982526005,0.011801415678866264,0.03813588675196867,0.01271328009034193,-0.006598285176074808,-0.0029883492496907303,0.007320956110165631,0.0375775237355251,0.029756459276548644,0.021613630545874507,0.01939458466031059,-0.007688035769652025,0.04312608409512401,0.0002027290928826738,-0.003229369872085928,-0.003872549930301968,0.015798743189749647,0.02731380533825474,-0.009738661823194422,0.02451501553675083
EV-to-Revenue,0.004061329644076784,0.013415131129862803,-0.008244089888013482,5.4899911342332075e-05,-0.007094273923487158,0.004842226789015906,0.01401920838574565,0.07923759576529366,0.062795248447853,0.021154875572882766,0.013290139107998035,0.01697589895852263,0.0035941979351341515,0.002076103830464366,0.009249464898591615,0.01190947782585518,0.00790964450153663,0.018754566016215977,0.07162558283450114,0.006279552129509005,0.009231219000862347,0.003882215872217,0.010380872705272104,0.003654698927412167,0.021724049096480555,0.006177813442690206,0.0030227512012750896,0.017275593121479815,0.008640374165903493,0.02244842527224567,0.00600175498668238,0.01629344946559239,0.00682163953339354,0.018373071514183922,0.018471774476510775,0.010615078874609786,0.012491817421159502,-0.002566273906342589,0.026977503589647716,0.010615925371480588,0.0038820907431850143,0.02361005083844716
EV-to-EBITDA,0.03790477149747725,0.043524671698737756,-0.004240633848316352,0.01851628408670579,0.009938444843721594,0.007390488873274096,-0.021827384053634352,0.012269510381686381,0.029614716088094992,0.03316093448314388,0.042753608201415515,0.014879467340595757,0.017524461949360838,-0.007645152876510585,-0.03629384525378588,-0.012870968702119914,0.04184118653131966,0.057728018152662146,0.014253639826919334,0.01367522753661967,0.012422510956994854,-0.0033303499774859392,-0.030313631180033076,0.005161291469168853,0.026761276291405928,0.014903810480629534,0.009970014651562458,0.014337879566883684,0.013162959110429778,0.01397350296873785,0.021276590130071146,0.01730877798894478,0.053828962252051256,-0.01624081469151737,0.01513234688527502,-0.00874131695997125,0.04461562050120321,-0.024400023582025525,0.01959837739227093,0.01795716971618826,0.010527509588608281,0.01181236834492235
EV-to-EBIT,0.019691153013207736,0.058611833925521474,-0.0065458278594811275,0.010471565284939414,0.0047447893570079815,0.0208364393567132,-0.003892320577824022,0.022712008594286,0.021833553783888644,0.03099932692958432,0.03686397605180966,0.023639469030845787,0.03664676857932196,-0.005740580723748593,-0.02452266110491674,-0.0031532496371854037,0.06067074975447952,0.06063335119543624,0.02696564711043603,0.02673709313806571,0.027121957062238508,0.015415345705843912,-0.02678471586261639,0.019113814888572594,0.03334584203740771,0.02657151302870569,0.03757336097154653,0.030789845409100073,0.026731760596304107,0.008728947636450752,0.016225262455634607,0.03916743857331836,0.060942350520657024,-0.023732961395946772,0.017263251643974832,-0.008169989514268746,0.05898377024534272,0.0017842247343959174,-0.001271871399938161,0.013749183242880884,-0.014727982767267217,0.02513451824051156
Earnings Yield (Joel Greenblatt) %,0.018792275348542487,0.010854778220487978,0.04963763593441726,0.05160746440146767,0.03660811543790367,0.008934739752904718,0.004688734422111967,0.03932111367540443,0.03990694143590408,0.058385739045813394,0.008039318955230192,0.021926169580787035,-0.011007688349872253,-0.0006847328766713402,0.00810777384796944,0.008044027983509318,-0.007715531500571454,0.010563768450996568,0.010902005622985829,0.018779966145600464,0.015917532394532224,0.060878842267356174,0.0075892279548313265,0.010157537515955856,0.04227493955992759,-0.03424513218909687,0.05807987902797363,0.05833138501379372,-0.03613319461912205,0.03789345502839979,0.03789473590234207,0.060737142658258574,-0.019405744659211698,0.01463482479667023,0.03822739300292481,-0.02409036164444009,-0.018624894023093235,0.037012740595579796,0.025640721278971348,0.06722664325173622,0.011364818218127373,0.010066519883992275
Forward Rate of Return (Yacktman) %,-0.0002850606368531121,0.031416913327713576,0.08014171045284033,0.014444201127390451,0.003980775600271745,0.03191775647774511,0.009409998740085428,0.0025830346822975463,0.04099612113093754,0.03271862074844058,0.030048786518192865,0.1019333596058686,0.0630668192948492,0.010666836901020969,-0.015328681916545647,-0.010783369556534163,0.0012147692731828445,0.03308129686332607,0.039057693219533854,0.038619778687162716,0.037695066763658115,0.011047404663080775,0.03749990756552041,-0.008965191934604384,-0.008220228719934566,-0.025938589139822135,0.03418670037527314,0.03844341002288935,-0.03158613752672201,-0.007914609183669284,-0.011645391694319846,0.03259108899004815,0.004641068036129703,0.033486869290515406,-0.007841698146366509,-0.003214455412253953,0.00038528121431019666,0.013267893296591069,0.017932779005767622,-0.0077421510870716095,0.034028655783021396,0.042505034506027044
Shiller PE Ratio,0.022610981135609727,-0.000799336490502007,0.029720916598689702,0.031445087025597465,0.015602306878560845,0.008674523769465793,-0.008435471587580614,0.013786829008716825,0.022633637991087658,0.06315624741694202,-0.02255866150769451,0.017686742971697627,-0.0009982072017092726,0.000302151769643471,-0.016704195861342624,0.009252593645193596,7.027280781926083e-06,0.01567267807064109,0.013713252049144073,0.02950195407328679,0.017391330570045185,0.03581063688948314,0.01050363619038574,0.012763552922011893,0.015538705319755751,0.0026929796762832714,0.02348529929235249,0.03007682424955171,-0.01658160648867064,-0.001745987762983915,-0.002808855541695178,0.05784234882884134,-0.007492830465925863,0.018922267674828824,0.019367555037120607,-0.00880010687126297,-0.01729600932395958,0.02849284947462686,0.04216314431141658,0.011948460639014072,0.015939929197702467,0.010816634610606623
Dividend Yield %,-0.0022355445688354673,0.008133266695765416,0.003954196587986424,0.020421164830928117,0.00423233805893388,0.005023896554681033,0.007720467113440431,0.029696601254213306,-0.006556934950171116,0.025385222216246412,0.007656950540099392,-0.0033002896224026486,0.026291155937535587,0.014763291744738349,0.008670025184435853,0.07461997607172703,0.007337023086336742,0.011596999684926368,0.009783079218566295,0.016356781603631566,0.013258342165854883,0.013442347912435579,0.006758000118597138,0.02388860272083223,0.032477699989181236,-0.019837284284037922,-0.0021778680041000626,0.006867411144995205,-0.02185731482435256,0.032518288234762806,0.03686160232902388,0.007920506120785454,0.005320400619449383,0.019833626784154904,0.05485923319357332,-0.020069232229201445,-0.012666401836471015,0.01080428176994406,0.010921965325860553,0.07144265716869728,-0.006669938307435328,-0.008014152189584116
Market Cap,0.05486674380700277,0.08145399538347871,0.051139197191392496,0.05344664041368649,0.04491500749673849,0.11765904056715504,0.07359205371537197,0.04582700318404995,0.04838592559163842,0.06519999531747804,0.0913895947158626,0.04580793797017234,0.035299215565964465,0.04429456908943771,0.012679301559087242,0.00633315966016146,0.051825248648737096,0.0918058048662408,0.05641965374103681,0.13163957806769427,0.05935220311158119,0.0473724854909356,0.08889574778162344,0.025021702469833224,0.0478257884231103,0.045240030295026185,0.05998904358776013,0.06062740128602954,0.04031477260960059,0.0314848756724846,0.031140191622078088,0.07345324913567257,0.06125693578624834,0.06105831318353542,0.07347215172862309,0.08923637410869921,0.0924885859046833,0.06351955359931544,0.0013308055275792633,0.04088138886934167,0.04973233089763765,0.09095864144660405
Enterprise Value,0.06903649513850092,0.0794335605061572,0.054117458525876905,0.05900772253763377,0.046159742290190355,0.06271647067377671,0.049818487302489285,0.05279780722307757,0.0744083094936866,0.058696421758541784,0.08136772706885713,0.09373128019752795,0.04259475246553385,0.04782225499476175,0.031235186716746487,0.02686554489396429,0.06694811776132281,0.08727934606507164,0.08642884645312732,0.07374504998791327,0.0753686230236664,0.05079998377516678,0.07899396536348081,0.03903149552150859,0.05324164630121053,0.07155302354563747,0.06822476353549246,0.06295620978582168,0.0332415909894767,0.05793284753882231,0.06230304020479887,0.05596338507499784,0.0786240212575918,0.08760379400031511,0.06671358362120901,0.07704385905470336,0.03979864543602423,0.04442946204000703,0.011892182895428052,0.050292346291510304,0.08468142851474124,0.07213680149428534
Month End Stock Price.1,0.04595509324026245,0.014956823189172127,0.053519370598184894,0.06981217790132105,0.03752250616157299,-0.0015438085001008707,0.006727016729349011,0.02289452508826725,0.032752646727270275,0.07416753470822945,0.012667479711226011,0.012684433260204724,0.0034670633651150444,0.007847325860314327,0.01129722144725006,0.06905858146150731,0.008659294070532182,0.016896385480330896,0.017575097971934774,0.020381590644524345,0.008236647407832464,0.053740811454856825,0.01458671441819443,0.012738346095935237,0.026739964687134465,-0.01621633041587986,0.05843723017296152,0.054377077359389944,-0.026230231239802382,0.027282814582325236,0.014551618760429624,0.06423703586746501,0.01811826038213758,0.03241504822928644,0.03690094599655264,0.017832355619183386,0.05078717398803943,0.032007587523665205,0.09205049104345933,0.021418963793387914,0.018426517956228277,0.011518463006838685
Net Cash per Share,0.18109075015859027,0.17707744907123496,0.20537988937082002,0.2229174492153235,0.5675512013286839,0.0901171870889317,0.11201212543311141,0.10363304085130057,0.04982990008671741,0.15038523353421324,0.18472433336489597,0.10702983783790576,0.09773648454546689,0.10701496256162135,0.09617986758221268,0.12662693351884635,0.08985986851008808,0.12339174302204217,0.11129817701721009,0.12498812206342667,0.11245339365429415,0.22043634190269834,0.11987255976337102,0.12278041996161458,0.1137349573738109,0.10783880465535947,0.11670980041520891,0.1464844905491712,0.07660602648966397,0.1181341864542389,0.12161704459633814,0.14360238089926985,0.13709821554715892,0.10392460858804675,0.14786689618513438,0.1730528886078177,0.1154159390337101,0.2078641838957206,0.14356857932469624,0.12683761424638992,0.0942568684254081,0.13293328816182653
Net Current Asset Value,0.1393584164299189,0.32910138799076566,0.14557696054408129,0.09914278473056917,0.07236180014491421,0.17152079905033635,0.10224959066608956,0.10831178546222245,0.07466315003299995,0.16905446352484815,0.15331617818515694,0.15177990381319087,0.07751254259418604,0.1025573334799525,0.1693100949994342,0.17235268936349,0.06865611562246869,0.187685045390311,0.18124389397867038,0.1814380212815585,0.17782696460156625,0.18297531400269648,0.10121674387988822,0.10617238451344849,0.13315329446728894,0.1085738791535372,0.11669053703220984,0.11603593795333199,0.10916444339431172,0.11233794668420283,0.09948782127412267,0.11704260796774922,0.0551738128445748,0.0938242882134882,0.08863907152807138,0.06225511482109976,0.04338656618428557,0.06122147754431054,0.10897664798828856,0.07023161359554866,0.09518206200260175,0.08754209138550519
Net-Net Working Capital,0.10777282794450999,0.1270346172863895,0.09308654194339505,0.130121719270501,0.09025287683708984,0.10555171371517297,0.11863785948826441,0.11640531898465666,0.08098418094349845,0.14214636248889284,0.12698369111934008,0.13696409974015128,0.11729343388974872,0.12071596201867951,0.11329667792492804,0.11539819304252663,0.126153277666262,0.13458995432731508,0.10825231318497798,0.11589415882868095,0.1255850667569242,0.13607458995287708,0.12905078766606956,0.12291753658485585,0.12451991230644485,0.09354504816591451,0.1290021524071363,0.11029136345558913,0.09605342074214604,0.12167084399437783,0.11453479673922655,0.1320513334637138,0.11825201150973405,0.1252108477424239,0.2349046640226233,0.2106463729739232,0.052174234594787594,0.14068275011119896,0.11959915688323865,0.1124880963135848,0.10188140123567081,0.12182936239837659
Intrinsic Value: Projected FCF,-0.017431478269035246,-0.005882498811778704,0.010355639552932314,0.01430276545916452,0.0010112197345429857,0.003868579367788784,-0.002449571465633334,0.04041112081400778,0.023990003460988302,0.022582549034010538,-0.0024092068176507324,0.01163857673480539,-0.0021445903748539353,0.0019379829412295665,-0.0022496043184728103,0.006312355184171516,-0.011013926777128015,0.010512508511001254,0.01146085111183342,0.016371409056104014,0.014284973353047127,0.03651810234460662,0.0054665609644273415,0.003199587713176538,0.0169216502681561,-0.00017086379288107053,0.03329093064954661,0.051612175736221476,0.01958986331030861,0.021221029925173045,0.018124235386072135,0.041842627693035254,-0.01731503195720425,0.013846996624016101,0.03684840893550463,-0.017719219349888814,-0.022319597169358472,0.022877829016860158,0.023783223356044398,0.03518968165670822,0.014476537040620964,0.009435482507980953
Median PS Value,0.00678690874467322,0.022583344155411664,0.0022964835478871803,-0.006327763686196135,-0.024540209464558253,0.001105961924268625,0.0024019107255116023,0.02356584069848934,0.011048734201295886,0.0035441257441473227,0.021746251426511456,0.019947511077465674,-0.0002510830892038708,0.005077892762072558,-0.006376037621617333,-0.008414095882673995,0.004546213938638507,0.01718999368151268,0.020836856262380073,0.01168354895288013,0.008591346408213015,0.01195291219690862,0.012486419524345848,-0.01632989541653858,0.02537939264118864,-0.04920957785641034,-0.007939474557192693,-0.008841415390378686,-0.030987528489370156,0.0037505611048744207,0.0016657184114879748,0.004853797332225065,0.019027790244702934,-0.003088875140462934,0.019379720590526114,0.0029515471236464573,0.0031035765760791542,0.005851659368410271,0.021012938856244487,0.01906974508058703,0.00482411035191702,-0.003958186746662055
Peter Lynch Fair Value,0.007129343519530406,0.01724988592573722,0.011510390560559716,0.014042142513976452,-0.004718910908673675,0.005219264377321473,-0.0014280349175202355,0.03755754917128832,-0.01523262330563287,0.033508122413559244,0.015847215669219268,0.02397375098640996,-0.004287623663173152,-0.001218473425336923,0.005760869422154965,-0.011790424554209821,-0.0001064485241556749,0.017128166895353385,0.009899522490663629,0.016813698696199898,-0.009864096793998542,0.024883550443913115,-0.006165095245522102,0.01158976467379106,0.03597927196834586,-0.046220411834699764,0.011029004033014198,0.022784283118036194,-0.036288682565882,0.035433108374780656,0.03463219629053621,0.021674033998887635,0.014693590414447904,0.005422461547726714,0.050306028176588705,0.012691813243309036,-0.019042726299407238,0.0014195238658420727,0.013242446362733216,0.036765946830517336,0.022647950072966532,-0.023044976552693417
Graham Number,0.001660491720672121,-0.00729020002936442,-0.022134934742206396,-0.004067198187723353,-0.006655105134196777,-0.00019873380234276903,-0.015175307336122313,0.012210308360151351,0.003116470178380374,0.02013983638583063,0.01787946532633108,-0.020445570711171115,-0.028174571343440834,-0.02121695744159141,-0.03572535165783698,-0.027029069170398577,-0.011081850692651635,-0.012022563863265067,-0.013610928489881591,0.010733700731746686,0.00030913453512399186,0.024696984927567316,-0.027538139470404812,0.0038349769267607596,0.021473741170051627,-0.009807599375500872,-0.0001536863232325439,0.005428978514347667,0.0008581137404439334,-0.0010134929180436857,-0.011114037344814897,0.039434773531736245,0.0037531584060500603,-0.04504002127424853,0.0006412515073654919,-0.024960814859621944,-0.009206758192622094,-0.0008234131145990839,0.020297683401550772,-0.00876786842284585,-0.037622747226565806,0.016124077107473548
Earnings Power Value (EPV),0.010292759340855533,0.05410315258024003,0.0481242838191275,0.049713850909365406,0.025501658437519923,0.05971810593931354,0.036167849101675004,0.023056508910814965,0.05775677911298427,0.056229586355637684,0.05989914911509902,0.06871957203185043,0.03367510164212374,0.026944676500668195,0.014051923663904235,0.0008024136522689887,0.05539027876964631,0.06315734183638788,0.058862124248142564,0.06941990687156124,0.06601177911580383,0.043450525970425535,0.06630181933372939,0.012939864084509553,0.023532830294292352,-0.0028037408359486648,0.048895639731566305,0.05793206256397809,0.00020297328520535148,0.010724400201590586,0.02252528606075302,0.06001067026221774,0.08809008412183093,0.05965764807650775,0.039136831838625805,0.025975554678502003,0.01999873866703381,0.03180042466160585,0.04934993930381004,0.06266498323971682,0.068230232635822,0.06996794444888745
Altman Z-Score,0.00889603980072679,0.017484587301912546,0.0030575100241381215,-0.013676238099596982,-0.0060537022812089634,0.0070203475053685765,-0.026850518541283494,-0.002221973826263519,-0.013220570512225093,0.024452118848347297,0.018396032140014437,0.011686057049542509,-0.02369734279620313,-0.0243333496937113,-0.011828570673056683,-0.012765810349183218,0.016271478596742623,0.01526800386268644,-0.021002047345165916,0.01267499248803582,0.012536550533033326,0.0013320363875098115,-0.029872037955802292,0.0032780435166940096,0.021372528395375463,-0.03144278459156475,0.00710406349120668,0.005201419011693501,-0.03273112467801244,0.0029419152752199864,-0.0021030559580871356,0.03790246771068145,0.017916325553303886,-0.0389303738148776,0.0143402339218113,0.005884638186579179,-0.005017134617530521,0.00675575423886024,0.029943997477952917,0.008157434015824626,-0.001697457506537993,0.016423964502444904
Piotroski F-Score,-0.03967235453683652,-0.0330942709493308,-0.038861887924474384,-0.043140505508072,-0.032443628310129605,-0.038507326717334506,-0.06092048139160306,-0.031122351062017963,-0.025508927440193677,-0.022203018133490647,-0.03329269774583421,-0.02911753022196301,-0.038970169449310824,-0.04186684046429269,-0.024083476936743495,-0.0248750773801669,-0.033125502031428194,-0.027438475881194115,-0.04483164164565989,-0.02766991608463187,-0.029423628201609466,-0.04806347486915943,-0.06325721541756017,-0.023169933706145555,-0.029390332088239712,-0.04321592668887683,-0.05579220167973917,-0.05764097433324043,-0.042717143059871086,-0.05357220259458383,-0.05405737054154021,-0.043754171095123556,-0.02665963045767803,-0.02591466664311841,-0.038835209316017534,-0.041425986168847,-0.043932648859261715,-0.07101415192122784,-0.03124185044008075,-0.029928306589761373,-0.0250747861878872,-0.028057839031289687
Beneish M-Score,0.05752216120456118,0.14710017783306945,0.07192262095503064,0.05461355159865227,0.05326744900865877,0.1257422095041573,0.06830387358530784,0.06115199690894692,0.07360249034683301,0.10904884093649643,0.13799701141409593,0.13673806984080583,0.07206149102372103,0.10004327702910645,0.07575958261635271,0.0872347623447868,0.0741846847442228,0.09890715774057635,0.13632187345081087,0.13676041692025068,0.13692143077025606,0.08384984255294912,0.07602525226355455,0.06035007820421497,0.06130048877113867,0.13439648153181188,0.08068462623139729,0.07038681996133955,0.11703091521151493,0.05539959632640795,0.02758212109121234,0.11748276391722162,0.07440735670821852,0.04151768327451981,0.032068522065277036,0.047867493980641364,0.12571512066401042,0.05573899243009145,0.14121619720852663,0.060237178287935046,0.08898267023638604,0.13737302510796504
Scaled Net Operating Assets,0.1309878561065466,0.15377776449663527,0.05098549108159252,0.06147417179815822,0.05539524641219638,0.04362182929519851,0.04283666939538874,0.05459335055399278,0.05012930372393041,0.13549446982097518,0.15575096346521955,0.051667558888002944,0.04329095430534189,0.0652434696264685,0.06404338543326067,0.03985582470607564,0.03620214877477959,0.050313759398859174,0.04923761260728561,0.054715243301327085,0.05671525836145681,0.0765356330548448,0.04672628950187286,0.04642191882585366,0.05600022046709394,0.017532160472326717,0.0793270689565078,0.0803509021498158,-0.008351788846212637,0.05815566209925594,0.05453153932110063,0.07420622684993493,0.02434123569368486,0.048341070080174346,0.06768774198167299,0.027298654901827802,0.015408810812616709,0.0618879187646931,0.08489170111256869,0.05859808125185469,0.045621413712015405,0.056868548429686014
Sloan Ratio %,0.0343774517123134,0.023548077671264964,0.020773412308349903,0.03201363344646346,0.01825923371771444,0.04247420586215136,0.02107531591346614,0.023358530151770206,0.030041418682395873,0.03392053321768482,0.02163274212968601,0.04892178837981941,0.019695993397981566,0.02038955667661857,-0.002750229408168972,-0.008436132894543199,0.04285302047312545,0.04713377109062967,0.020877107872409845,0.051808550946661196,0.055405837961813725,0.01296692898457683,0.02394795980752799,0.005929728775286204,0.026899169705267713,0.02073548387534347,0.018965511987595694,0.019094403569975164,-0.01125709461188638,0.025312388616561664,0.02809193766555182,0.018691128105003747,0.11573551709847434,0.03160528065080234,0.0472750001707203,0.03682784986826951,0.04494096757498843,0.008468007400176676,0.03332878140787833,0.01997390576117758,0.023124982610638282,0.0548927549256385
Current Ratio,0.018864830830430716,0.10993361489982982,0.008825434977232729,0.009805914158313878,0.005488764737928092,0.08271048605857698,0.04655557829052863,0.052202947521982124,0.013859592886891129,0.0688430118794355,0.04398486598785459,-0.0020180616885833672,0.01448802501247812,0.012202403802695471,0.04517140059657164,0.05190104393887494,0.004382288661036639,0.06012796345912961,0.027118546585495115,0.05902893553500113,0.04562233080189456,0.04558344386548943,0.0399652783204373,0.05070057184139011,0.07501381332663404,0.03731866714840616,0.03770949331765032,0.03768603215076297,0.03960943306444324,0.07798589108942236,0.05736354813497064,0.05737151977557471,0.019063265887845682,0.02965192445962156,0.044060293794581984,0.004151651547649533,-0.00026827157542054763,0.032159916616753326,0.024577166645675275,0.027212331331978583,0.010275569441495979,0.01087179816641612
Quick Ratio,0.012707707098229682,-0.005620585913677591,0.008004707517693093,0.010217112760676942,-0.003876689766912079,0.00030955394216006064,-0.023141268354670137,0.037440894885169,0.00739686650971034,0.01687045701384933,-0.0056872634555283266,-0.01183612727843047,0.010826530536340162,0.004661140323291234,0.001549683892411969,0.02752156060427555,0.004103295000285393,0.007153836438006319,-0.010861630737217557,-0.0024431003523576844,-0.0030903938154813676,0.026805363673426504,-0.024276835577314363,0.01976551483591754,0.03222416513954534,-0.000982063452560582,-0.014484704809983555,-0.0029898281594283567,-0.00010619015094378214,0.02224119679014586,0.009950131990939318,0.022188164311786617,0.024633866344298122,-0.012264126738639249,0.024194070464272,-0.0010425822085923758,-0.0007530859300860963,0.014531543106926526,0.023464071757779998,0.03040136131029591,-0.009281728206085457,0.003694599571010938
Cash Ratio,0.03360666088687726,0.019537183118028455,0.04451524709294227,0.15929712672825572,0.6472147080751719,0.008025107082698766,0.006910668674466136,0.024602797909164666,-0.005867004285045467,0.02192721632208494,-0.00023615654324796848,-0.012210100619455388,-0.014261304494947488,0.002245185072643005,-0.005359093406805768,0.02230455833990651,0.0037057342567261104,0.008822766475773968,-0.0028269760260782226,0.05055551317943991,0.012049924615786196,0.027801586421826972,-0.009125748103888063,0.019532441753527263,0.03354588941450073,0.0002642471525070519,0.006540520523027529,0.007162774135840429,0.005907969581419471,0.035707910700694775,0.030140605173648145,0.01765245601270993,0.07118849302545469,-0.006220282344493851,0.11407603718290694,-0.010685207240039928,0.0010302121329735618,0.027274488046809542,0.008988280661282199,0.03205142650157311,-0.003990963215651686,0.012833272600652066
Interest Coverage,0.1348574063828435,0.1890449557477968,0.13658229948892586,0.1874382221916666,0.14499644829769015,0.1882195424344841,0.16596374556573665,0.14787312006397252,0.0900914114790722,0.14713271784659274,0.16474414480105395,0.16887588522820068,0.1726256683639712,0.1656241963614329,0.05483788141587634,0.0620098642425174,0.20923720551566458,0.16149758364500513,0.15875286461981158,0.16261299594596743,0.16817236289094756,0.15790758763342286,0.1624409862617793,0.0780798689980998,0.16088932134535294,0.1949683431381884,0.1784278961810463,0.14320015356529536,0.1916531798184974,0.14308919083902066,0.15083614647194812,0.18682304570477096,0.15292038698440247,0.17994170930743864,0.17393248630663166,0.18971394991303323,0.19542282513986708,0.09499606440704121,0.16738615785658603,0.14632803576266795,0.16665333957811032,0.19357130652412427
Highest Stock Price,0.04732556622324856,0.014365733239178932,0.049934035791379255,0.03967875898091925,0.03548281755076947,0.006752211834852596,0.004534066074580498,0.035407412884964774,0.041119578550460174,0.06923636243642131,0.018846225601627634,0.014842874517254741,-0.010905584413040778,0.014860530028847308,0.008434322171827527,0.06752601503602351,0.009228177649772806,0.025468569716578234,0.004191845008236273,0.018986758980641345,0.018785353866040494,0.044742703446512704,0.014372290335469653,0.015326901360696001,0.0356640341336448,-0.03357261652541535,0.03516729721741672,0.04473012528400196,-0.03369163734012909,0.035332750571254144,0.026693612700497943,0.05802588639864448,0.0033497897550103326,0.03402381561151464,0.038659209661493714,0.10086092917676352,0.10378946440430815,0.04510913986105078,0.10772775279238907,0.029742006357672098,0.017366883460396703,0.012470004447685935
