,Gross Profit,Total Revenue,Business Revenue,Cost of Revenue,Cost of Goods and Services,Operating Income/Expenses,"Selling, General and Administrative Expenses",Research and Development Expenses,"Depreciation, Amortization and Depletion",Depreciation and Amortization,Amortization,Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Irregular Income/Expense,Restructuring and Reorganization Income/Expense,"Other Income/Expense, Non-Operating",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Interest Income,Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Non-Controlling/Minority Interests,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Operating Expense,Reported Total Operating Profit/Loss,Reported Normalized Income,Reported Effective Tax Rate,Reported Normalized Operating Profit,Basic EPS,Basic EPS from Continuing Operations,Basic EPS from Discontinued Operations,Diluted EPS,Diluted EPS from Continuing Operations,Diluted EPS from Discontinued Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Reported Normalized Diluted EPS,Total Dividend Per Share,Regular Dividend Per Share Calc,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
ROC (Joel Greenblatt) %,-0.007973560973647154,0.1129647790628153,0.11404779198342554,0.030983406330824543,0.029914960943332295,0.06752846316542484,0.11634360313683831,0.09246526593015329,0.0045410316923196236,0.010796609432115516,0.0025150414284116256,0.01386931994383583,0.014135009524816482,0.02035825421847921,-0.0020328041754224067,0.017559969039137795,0.024751075391436735,0.024128981265578008,0.017265965591759525,0.02542056233081534,0.003709158070978928,0.0034340485203086567,-0.006101032731913611,0.02195854679369086,-0.0026585556095362036,0.020189250970942152,0.0018728885020967605,-1.3020888303776762e-05,-0.009723327149655021,0.02629935771294588,0.009668926097712784,0.11446172163366079,0.07154284074093425,0.008294943311356542,0.010279902132514892,0.005101642229634481,-0.007342497055900158,0.014737368246298654,0.044494994047308854,0.020295455863215236,0.013433576527753809,0.04457510529717299,0.02108948051072915,-0.002985598117603697,-0.009608821859568918,-0.0012650128357916735,0.04665400643801398,0.04359469676639082,0.01971443569057331,0.016028789906005647,-0.01944171340330454,-0.01834399504297827
ROCE %,0.051786477236101955,0.1135984387069434,0.030082189849695577,0.006918388534519531,0.01610954003503213,0.0032346401198613136,0.03104335369237682,0.017876959074693964,-0.013462909852326907,-0.01410907005920092,-0.013431935218060288,-0.01881017028816218,-0.022892138341029787,-0.038961590675541606,-0.031000355111487236,-0.012001171134193366,0.03572606704714015,0.04139763626133773,0.032883370751204496,0.0543650007685016,0.0001665033355300197,0.002378284913916252,-0.019896963676245098,0.03888582198335498,-0.012205978249822438,0.005471574391855431,-0.02262184362457036,-0.009277229467934009,-0.015238369126210377,0.031748083355364984,0.023644771359765965,0.04795135465837641,-0.0001301657357932473,-0.015380040501298077,-0.006761704728136579,0.014765447980120139,-0.024848518980381117,0.04991262986870959,0.021638968262283415,-0.028562101683255237,0.039500759484298736,0.019482528915139876,-0.025775277833113338,-0.016722341489238998,-0.015047571711645964,0.026761620269441958,0.02580844703931582,0.04113820476077705,0.042614609361442804,0.03689619190696663,-0.0035453842305982093,-0.0016150096113042808
ROIC %,-0.012424259960289502,0.003965866455918293,0.00964304318381487,-0.009186071720800416,-0.0005808535824477533,0.018331684658186145,0.010321659743560639,-0.006803192532340872,-0.007137833328037851,-0.007095882038266853,-0.0001293120915401404,-0.00584731376252581,-0.01447603998027985,-0.024915833037969518,-0.02744624894195566,-0.007993088911662734,-0.002865267625746447,-0.008253450885851393,-0.004109030637848099,0.0029508870964605424,-0.00828427201150254,0.012988445417476685,-0.0076018893381764666,-0.005948709772675668,-0.016831055500816677,0.0056382592568457995,-0.019617726343250264,-0.01985096104247982,-0.02027900710478738,-0.0031609827012760443,-0.00727113604432518,0.008823102606718702,0.01847564844366842,-0.015839086606651318,-0.015288719526445893,-0.006637774963077899,-0.03912099619326135,0.06625855184347626,0.014746172905523654,-0.03916580049242921,0.0362053372037933,-0.014662439863885837,-0.037851886374238225,0.002934587274790552,-0.012258417887373457,0.021506841526518373,0.012715269573270028,0.012475292958587856,0.05975703593516669,0.019277903017020252,0.02607531884836056,0.0012681198222104359
WACC %,0.0007476470665067412,-0.01598858927730966,-0.01946275858951011,-0.12309304445248011,-0.13718065957503112,-0.0771139818552863,-0.012377626742217797,0.0026876295623960923,-0.025002884986088693,-0.019126631557719705,-0.017352261011872178,-0.02691780021375284,-0.003971641121072078,-0.027461287815607822,-0.04078719434344255,-0.0024887396225684926,-0.0038184333182538846,-0.0023447587173299235,-0.004181431917387854,-0.001892098550807032,0.00035327162454558024,-0.018818888309629155,-0.02845903447567742,-0.022134112973000237,-0.006962573608208237,0.008297895881220072,0.001660252363366197,-0.0030567402969172235,0.0019168518771712352,-0.0035416816591331626,-0.0011351625646976189,-0.01848977312408584,-0.07686288698800027,-0.002427022045112538,-0.026065927700412626,0.006129286055052589,0.0021147028673131614,0.024019893038732285,-0.015399552397492737,-0.10633029908022276,0.003997555340595182,-0.016731080063555566,-0.09300335446750135,-0.00323258690537281,-0.0037419326594025255,0.018930554902416963,-0.01716041038984642,-0.0212037705531086,0.023928040054408614,0.003933514748153833,0.013244159357877936,0.015816031492329477
Effective Interest Rate on Debt %,-0.023111056796777062,0.03882201784045049,0.04203567463561854,-0.08590718826865577,-0.08971561753612829,-0.05777093992445116,0.0733764278980145,0.03675859016447986,-0.0036410148033888335,-0.007001209070571271,-0.025143854656232208,0.004283511559465054,-0.0008045077382906134,-0.029781389045575313,-0.020289569383483377,0.014150513975768775,0.019859180350197517,0.10234962438000735,0.10198876253628382,0.05874204724031679,0.02594108753103554,-0.006396580707867255,0.01959831321528703,-0.011027677118475396,0.01816870145986532,0.05636020196879931,0.05409788187975197,0.02371081163909474,0.029365365534919953,0.04222017402752349,0.02519445080780351,0.042894383560933586,-0.05715997912738792,0.030147295470982438,-0.0006194332764864763,0.10535192236673928,-0.013999669988566135,0.011099711608611298,0.019369007925977455,-0.06961823619298317,0.008674786646545623,0.019477304533763257,-0.06755822701808153,-0.002748116614816499,0.006285288004479003,0.03017669578844187,0.0045634756328532,0.00900873159738683,0.011062818258289614,0.01277565461428931,-0.027244462379552227,-0.017151168589162602
Gross Margin %,0.0791615911853962,0.11720972449416177,0.1253475748929572,0.07404556702202197,0.06784010278470179,0.09682683980857848,0.07812875413192497,0.0822228849166945,-0.008729331283661716,0.0091989817886821,-0.0016823113908548961,0.0331895949660773,-0.0012427981891912241,0.016240700856422253,0.016692292018413376,0.02132398481144382,-0.007724292696365261,0.007381187407470172,-0.021773047032530225,0.004367620897616381,0.007523775420873907,0.016070905580611895,-0.015901846678875044,0.05114826128183811,-0.01314762824855036,0.0495058288013266,0.0025419853693750133,-0.007171805561582592,-0.02489840731884148,-0.00818345605941201,0.034534701692162426,0.07115623090513057,0.09790605796742931,0.005144163402052104,-0.0014528110858142325,0.004024893208193436,0.050508260133752224,0.004867638263512563,0.029064771282542225,0.02626714061966932,0.0068313137085152945,0.032413825691441245,0.02858109138358082,0.0027522370001658797,0.035890694763493394,0.025112473373217255,0.03345814938073684,0.052424754312201005,0.02292951876111667,0.02586197311872417,0.011843841243483321,0.019426178775317507
Operating Margin %,0.02934693895858691,0.06923260192809522,0.0813763030343307,0.06402300176444028,0.07051653594874199,0.26808954950309144,0.11043028277004831,0.07121825679338328,0.012499934803288731,0.011292240155387882,0.012668045668435702,0.10320238332555993,0.1257984023500902,0.015994044228721502,0.025654554819666477,0.07223252759622237,-0.005020759374123048,0.005311488751976726,0.01035100742067799,0.0022751085193752603,0.012194902276855983,0.01789171303935868,0.008187734481149456,0.0999539720023879,0.011454934371414822,0.052843900064654906,0.00944901234930329,0.00897070061244509,-0.0017681451977987366,0.0101513179628472,0.09182350446036011,0.065436104236141,0.2598297380840385,0.10589641973190643,0.011709826775590133,0.052468884426022266,0.08054628980558719,0.015267235960163227,0.07683016287352029,0.0667705875352456,0.011995109986887104,0.07316883603907297,0.062416540539073175,0.027636874513879216,0.03078349259248119,0.02393599222254385,0.04291637251574472,0.03757918574418786,0.005567592806176115,0.017242943541522157,0.01426774451228417,0.028806743243747514
Net Margin %,0.04816202666257254,0.11013800489540491,0.11068021479617329,0.06956315860132824,0.06056576939674564,0.09667131424818363,0.08415218695815889,0.06777975499629439,-0.0024062507503967772,0.008324038599626887,0.006017167131949876,0.01449332818838983,-0.0019895523818231776,0.015535055220711452,0.00722690316051702,0.02143654286901359,0.0716976199317636,0.0810639520397304,-0.010627207877432857,0.002086554394099191,0.013538187841293833,0.01165578180315896,-0.004614289963846344,0.055951205113399065,0.003700088941538748,0.04928033293533996,0.06928436022294622,0.01366946343067384,-0.002901399283199372,0.007599091661161394,-0.01979419610128054,0.07057542203320917,0.09752289965966218,-0.0031496978406289067,0.004671035768540619,0.009125244907743706,0.0001741961769401142,0.009115746695619951,0.002223346865547094,-0.027220178545741054,0.019245459204431093,0.017644453876579556,-0.011452011469485112,0.006367848697221857,0.010820428066663088,0.020839771302567266,0.04199232049587857,0.047043680264872795,0.01737489299933714,0.00908665847850054,0.011931198443137909,0.03359280267051223
EBITDA Margin %,0.0474341979903175,0.10173648101527326,0.11159785705467845,0.06783241744913919,0.06521999067546123,0.09660184264075404,0.09509912584092896,0.058572014015331464,-0.0001513142100259381,0.009475838347480578,-0.010614345913418616,-0.008472853401984911,0.0035366303510992207,0.01633231859887108,0.017207451708002256,0.024644144480212595,0.0024513449564794658,6.785181682238562e-05,-0.005293961564737644,0.0004273229779877979,0.01579361795798951,0.014684688873428267,-0.011901307980780124,0.05990312744779984,-0.008083671993964203,0.05303641879121763,-0.007572176578425607,-0.002855846008284654,-0.004779503365041092,-0.000808766895935484,-0.017293791073839614,0.07337116356150933,0.10216323895766971,0.007576807940199507,-0.0003500020723317676,0.019933054226293507,-0.0045767487572529325,-0.0010993937203166728,0.02173480628707919,0.026616004983799405,-0.0034267783537816113,0.019400609208997277,0.0035939316463307856,0.012299517019027999,0.04052815666432579,0.021282201206056787,0.031454889330688046,0.03701637195431298,0.0033647875671598037,0.0034967815984236,0.010939418135018709,0.03464562363562331
FCF Margin %,-0.009120682494982234,0.028206637676284757,0.029713326764657905,0.2081849940682655,0.179528535421432,0.14686981713898153,0.01512693396164097,0.027500898186947023,-0.015708944172913006,0.007979811108846328,0.004601872898813706,-0.011174315889189131,0.004764203905814075,0.014239126091830335,0.008393588417656497,0.01391357868304487,0.014164706950563953,0.028764337044474866,0.01856315810284498,0.0345191560017317,0.0026826268416448216,0.007919597355902547,-0.024275309006931742,0.04334277051540894,-0.0256328936951313,0.040392398772501524,-0.025586941531270963,-0.021167529222194028,-0.02421781492321502,0.019276886306547326,0.011028939862585348,0.007472604452498788,0.17383440776564485,-0.016491436244747578,-0.006403998806400578,0.014438310055700678,-0.01636245211936092,0.044271903667114414,0.052371624659835324,0.14081711275975478,0.05005555760294447,0.03671175109095673,0.14214693789423524,0.012490186534088277,0.014383301866331261,0.05648667768617086,0.06811561071411375,0.06195702305084864,0.055486425693897105,0.04886994687859147,0.004796001360011345,0.025500993596955252
Debt-to-Equity,0.05212261411927267,0.12258411656560451,0.08028614252259224,0.11561560798319304,0.06651242381296117,0.08659278287818394,0.06828845547037726,0.04725810797894037,0.06953166481498708,0.12848625410395492,0.10777526466819132,0.08036826274627609,0.028660941384081512,-0.01757181033112077,-0.020895579180546933,0.02245450593089568,0.09137958702901525,0.07774051827070401,0.07974891442747666,0.128404015707473,0.0571215302348591,0.010311189529225646,0.014532166117341996,0.0715453501218844,0.01747362758866373,0.05863488575215329,0.033314453230172035,0.02763747897830587,0.020857408443394863,0.04292568652811059,0.038515828828357274,0.07056824409545548,0.11685339947736609,0.04022925758176664,0.026067305254072408,0.02994003774201244,0.01958538445214473,0.06390712508067391,0.04433176061439429,-0.01374115230310708,0.10496984276384791,0.04317376686213765,-0.013718722029375366,0.011936076027993153,0.009902286745849863,0.03953890793612943,0.08288526271898683,0.07527646862186177,0.06437852117109938,0.10470889596551947,0.022558795417501776,0.06156695613403111
Equity-to-Asset,0.05806622889278059,0.1785040538655608,0.17894277326658672,0.12185918862755554,0.12488752020986606,0.14592435571683773,0.11078589904131081,0.08834008214952008,0.003634231746730603,0.0519862266724949,0.017631803217117548,0.06575088749604138,0.05500921541649777,0.04189594487552805,-0.00715557485664226,0.05749498667362045,0.062476962098709246,0.09672859765287814,0.05417491298000002,0.07219392275207549,0.07782973013719391,0.027739674287056964,0.011618611203505411,0.09291540406835883,0.01502517867947923,0.10715981481906983,0.029350023610007065,0.07583942188014305,0.062347282693256276,0.0679235226890647,0.05582251855334133,0.1407761003419537,0.1820102380534658,0.039809424740540694,0.02244746983366505,0.08202317721043603,0.01897343271383921,0.08970390255159484,0.06987241749234616,0.018242967537060097,0.06249238085345771,0.034787597546924044,0.01573583588622315,0.05839998196239725,0.06721670887946873,0.049141212827936494,0.10243020956159808,0.06001693621997679,0.09435506141587993,0.08233195774366232,0.072430389489296,0.12365788481210753
Debt-to-Asset,0.058648854466657165,0.12343698484915805,0.1326076073298974,0.09744526533329051,0.0980029035345644,0.11668152680971151,0.07023155183440877,0.04971372524351954,0.08498973452566903,0.12830189567899122,0.11959768984555776,0.07264659711357814,0.04937223520400001,0.01181376875370143,-0.0055495445537048224,0.03926272722520328,0.10035936883285733,0.144353728399659,0.04744156823443621,0.13823476962974127,0.07268561947212754,0.0295276452646886,0.013440513932946048,0.05320486559723052,0.01704273030100186,0.03326462829902213,0.02806038903954924,0.03648843734792739,0.03214786337138408,0.05505271472237466,0.0461663830157833,0.09370101509633103,0.14963823678834487,0.04168958837013927,0.027424451237886054,0.06978904851698632,0.009929158215506075,0.08734567285571765,0.009878893358931766,-0.03743458464291857,0.06853920348182145,-0.009774620002412807,-0.03936939805827813,0.022964376465642273,0.023474678940430503,0.025884037377203205,0.11839131041336028,0.08328301999736001,0.08417458223698183,0.07043029639180459,0.07841807271580599,0.07720127914920762
Liabilities-to-Assets,0.027505374262044385,0.13537147423622226,0.17060841926287112,0.11522540954287723,0.14724168690694417,0.181891650083547,0.17031020654075177,0.13615570923695583,0.07471068594139237,0.12592543057894492,0.12387511022324472,0.06727148588855941,0.07939753745337973,0.03971000105712424,0.012293639001846473,0.09556864554966335,0.08179734949170207,0.09444786291215553,0.0801482290172765,0.07786824867219139,0.04016806110378871,0.059867652591095125,0.01654896805865663,0.13755953778629218,0.01940518014290843,0.13608445721611,0.04161814979890672,0.06425482266601011,0.06558845874978307,0.09536013942586838,0.057386510695173955,0.1725560207366068,0.18196145899954752,0.07009108436240413,0.06568353720065143,0.11120965441234537,0.027191385123464376,0.06623713004412533,0.06717863034828794,0.08071231159081647,0.06611125839443323,0.049865193098769814,0.07137536024141958,0.0915932424488255,0.11326438207173115,0.07677236828499133,0.09677362689247213,0.08463573058692311,0.08352501243889313,0.08151622599190746,0.05305936278181066,0.11715328511997308
Gross-Profit-to-Asset %,0.24660538830403642,0.11508675354623367,0.14205073836683182,0.028935989115522424,0.03125367612796856,0.1208983735321773,0.042369055405435486,0.059148021667253727,0.008168336425723791,0.0050938364010618895,-0.008889201554218018,0.09755236009708912,0.06976121367866027,-0.02398074722721418,-0.018089746582506967,0.0111144059523638,0.09103387019995406,0.10092419090454945,0.11125126230378997,0.1096742594167083,0.004841608740535457,0.0056097701729964184,0.05142874915583749,0.046168118131949376,0.05137126806545097,0.041875387372358096,0.059129284070631505,0.049100921000731663,0.04584734680369388,0.057096858482571164,0.07988488451161962,0.1426519321640892,0.04366456894254186,0.0882018384326237,-0.014567169447441318,-0.007061576102038426,0.07777031036290206,0.030707011380653095,0.043915169732439606,0.0011364392858066853,0.02392912326636289,0.03057714375083457,-0.004929847933927196,0.05225137912924051,0.04137304501313066,0.005849987621624407,0.10899520260317837,0.04005265349889664,0.038686167782117184,0.03263440983243025,-0.007927863275026162,-0.0003815118797984916
Asset Turnover,0.05909731815600344,0.1740357749317422,0.17465437849777737,0.1495275404453429,0.15402047737280786,0.17954879152206538,0.12753990848787292,0.10992762081756818,0.0644859059192515,0.09926549035295931,0.12128846205177904,0.06558994097224374,0.039610398792686685,0.03486329760284794,0.003524323378235681,0.05187829928480254,0.09266336527709246,0.07826429901003329,0.07671085963384114,0.07741413298180422,0.07928206365436276,0.0751534502752174,0.03759215146177871,0.12822762934310605,0.03933086804698251,0.09887063650243959,0.032767984252288496,0.0252823836950501,0.01788283023656247,0.06937113665880643,0.042404466011337925,0.13956209129364414,0.17934952265309062,0.03191976490666194,0.07191742346392273,0.10440652928408664,0.028932260253781684,0.07612169671240232,0.06794239885163307,0.10264897754872021,0.06431471993220296,0.07561995794100664,0.06803303587216719,0.055303394880186645,0.06120312476705483,0.05888545895475141,0.08122777475017516,0.08375733634707472,0.0748141445529314,0.08192597946889889,0.09659727489175439,0.10754601094655349
Dividend Payout Ratio,-0.02320397466981387,0.028688626654856393,0.03519244159602619,-0.03980484942010866,-0.02464049359177467,0.027087909321995354,0.05389428861714091,0.015981144750507582,0.00682786529670569,0.014686539903045205,0.017635638458423968,0.007758378427337237,8.078299012962212e-05,-0.03160686486114178,-0.022967339270241575,0.007882724476626253,0.000464599416901482,0.07081330184926546,0.017743270887417086,0.06320624055708236,-0.03047195288393571,0.006217096352849253,-0.0031153846802713567,0.02045451407701776,-0.01366855413909352,0.00624252017019646,-0.03942995164970328,0.04441829077297806,0.03390224015840122,0.012176807967894094,0.013630579405993075,0.035819360238474866,0.03275126589183089,-0.01268281701871677,-0.009942460229226043,0.02319789333962189,-0.012133289310662933,-0.01078272510029468,-0.006074354575395013,-0.034576291178607,0.02328944019187053,0.03392375502497827,-0.01612047991269937,-0.002705125513946154,0.0541233915246884,0.012071136945080135,0.2916924013772757,0.06280676401009247,-0.009776030259774166,0.02807772177385402,-0.04137986832860983,-0.008265053789323525
Days Sales Outstanding,-0.01951371905147257,-0.0033811734661081845,0.0046500326630051336,0.0789775978269311,0.10692906325845156,0.14179177186858213,0.006230593768402569,-0.03796244407061899,0.007787183786939293,0.0027538037591707844,-0.007081974275720467,0.0178973211015863,0.03703181299079823,0.03142830843887135,0.013091653953902379,0.04891859239855519,0.009200688892979895,0.013638404853621338,-0.012299415896699748,0.01430624703205606,0.00755592693013846,-0.003587915452962196,0.004433029051797588,0.07372965993309526,0.014972174225714625,0.04433997912671613,-0.010142526176173495,0.0013814417113384263,-0.017277556582670786,-0.0088101297020457,0.02700045160131742,0.003547592428601219,0.14933182467741973,0.007304336765474495,0.009088677287247762,0.05297949811218941,-0.01745477383739204,-0.017198748740813268,0.0247561843700574,0.01187398856951414,-0.002548177131540176,0.026237410718701407,0.012137318266341277,0.09503589976026697,0.1027208311789143,0.024039022128060562,0.0446852807228289,0.04763368407143345,-0.008253555261209512,-0.0041246772436138186,0.006852619432189712,0.026350122032571227
Days Payable,0.0051631573287564785,0.08776431423177634,0.09488077827299977,0.049914725784818696,0.0644848949043371,0.06201918053431918,0.06883465652889978,0.05641102161559323,-0.008675254984842775,-0.009372039241869298,-0.004767666363271976,0.008314056593008833,-0.008457798265665655,-0.016110066008785815,-0.003597484119262289,-0.0008100067558204247,-0.022769047684414664,-0.0237866892195651,-0.013613466183273016,-0.021722615428412084,0.00240515232338195,-0.01350582931539031,-0.018370067865877103,0.03837438329727292,-0.010566619918794252,0.007616601949027322,-0.012792007176090126,0.003873254502667952,0.007519057580073039,-0.005594188732014935,-0.01308904323920742,0.07406578048642411,0.08534143745577268,0.0004900770195250701,-0.00743784743953764,-0.005374795623566079,-0.02204106942720798,-0.007018548953034914,0.006315527071823039,-0.024689021742558857,-0.006696755921551131,-0.03822476070488655,-0.03546228449971533,7.021124246619527e-05,-0.00218426225736513,0.001268642875651553,0.04197197143788418,0.05374982023369201,0.005571889918939787,-0.0030378889830575883,-0.00977612552868828,-0.002293013352268039
Days Inventory,0.005865387689949214,0.07943083001039701,0.07311930847395362,-0.06971841257088406,-0.08753118706905019,-0.036153799314734204,0.027242208350772932,0.021831631356787465,-0.017176805059427005,-0.006022886048199505,-0.007151612873203127,-0.016848329884416494,0.01621469755571047,0.0009910829919385052,-0.017543163248663236,0.016548525520675837,0.01584118070620658,0.01714556753248827,0.018918328131127635,0.032882785513449066,0.003927037870559204,0.005513976893125592,-0.018822902953217778,0.018301538306658687,-0.011802311976401096,0.005327846708043635,-0.027776292547842203,-0.0001225410689815055,-0.010696443921859715,0.01865430054240247,0.01076835545578811,0.04593298854130787,-0.03883500371766108,-0.009521021637756442,-0.016529566994731484,0.02320748987317922,0.008306777049770273,0.011405753244228304,0.013379498806307136,-0.024124961848083347,0.0017124006887942512,0.009831388460579894,-0.03673602820710347,0.00887097789692501,0.006018010288915109,0.027780102482564503,0.021643892998994104,0.017286988972170063,0.028014210464241716,0.027136478404999106,-0.005692303569796867,-0.011050505416511947
