,Total Assets,Total Current Assets,"Cash, Cash Equivalents and Short Term Investments",Cash and Cash Equivalents,Cash,"Cash Restricted or Pledged, Current",Inventories,Finished Goods and Merchandise,"Trade and Other Receivables, Current","Trade/Accounts Receivable, Current","Amount Due From Related Parties, Current","Other Receivables, Current","Prepayments and Deposits, Current","Deferred Costs/Assets, Current",Other Current Assets,Total Non-Current Assets,"Net Property, Plant and Equipment","Gross Property, Plant and Equipment",Properties,Leasehold and Improvements,"Machinery, Furniture and Equipment",Plant and Machinery,"Furniture, Fixtures and Office Equipment",Other Equipment,"Other Property, Plant and Equipment",Accumulated Depreciation and Impairment,Accumulated Depreciation,Accumulated Impairment of PPE,Net Intangible Assets,Gross Goodwill and Other Intangible Assets,Intangibles other than Goodwill,Trademarks and Patents,Software and Technology,Customer Relationships,Other Intangible Assets,Goodwill,Accumulated Amortization and Impairment,Accumulated Amortization of Intangible Assets,Accumulated Amortization of Intangibles other than Goodwill,Accumulated Amortization of Trademarks and Patents,Accumulated Amortization of Software and Technology,Accumulated Amortization of Customer Relationships,Accumulated Amortization of Other Intangible Assets,Other Non-Current Assets,"Prepayments and Deposits, Non-Current","Prepayments, Non-Current",Total Liabilities,Total Current Liabilities,"Payables and Accrued Expenses, Current","Trade and Other Payables, Current","Trade/Accounts Payable, Current","Other Payable, Current","Accrued Expenses, Current","Financial Liabilities, Current",Current Debt and Capital Lease Obligation,Current Debt,"Notes Payable, Current Debt",Current Portion of Long Term Debt and Capital Lease,"Capital Lease Obligations, Current",Current Portion of Long Term Debt,Other Current Portion of LT Debt,"Convertible Loans/Debentures, Current Portion of LT Debt","Derivative and Hedging Liabilities, Current","Deferred Liabilities, Current","Deferred Income/Customer Advances/Billings in Excess of Cost, Current","Other Deferred Liabilities, Current",Other Current Liabilities,Total Non-Current Liabilities,"Financial Liabilities, Non-Current",Long Term Debt and Capital Lease Obligation,Long Term Debt,"Convertible Debentures/Loans, Non-Current","Bank/Credit Facilities, Non-Current","Notes Payables, Non-Current","Capital Lease Obligations, Non-Current","Derivative and Hedging Liabilities, Non-Current",Total Equity,Equity Attributable to Parent Stockholders,Paid in Capital,Capital Stock,Common Stock,"Common Stock, with Par Value",Preferred Stock,Additional Paid in Capital/Share Premium,Retained Earnings/Accumulated Deficit,Stock Subscription,Reserves/Accumulated Comprehensive Income/Losses,Other Equity Interest
  Effect of Exchange Rate Changes,0.03865676676541819,0.04549535156745685,-0.0014505457439219693,0.008683068233798531,-0.01727972660836112,0.03563528078786223,-0.0003449406162558963,0.060763368337390294,0.06865698385770656,0.007774537036353521,0.030106016348285077,0.011596880492220582,0.0008176674922566315,0.009176556049452868,0.013205511532120785,0.04775342290832626,-0.0367102069623272,-0.01996993363251907,-0.030458707954882373,-0.01029741757104925,-0.01892949562940985,-0.037315449505782555,-0.02682667980130085,-0.05302137855683762,-0.03674075284441668,0.009408769490752492,0.009915321197170803,0.021811313270314322,0.04838504933053869,0.03257365189021845,0.019216409156760914,-0.037615504018509556,-0.03331320898721566,-0.0007178797008592095,0.019623675900932388,0.014855119550590178,0.019231730374389723,0.027671147198753486,0.016321930582731195,0.0417123313744094,0.049300278708208245,0.029668703397657592,0.028487206637387366,0.018126726445485766,0.016167456997271994,-0.0007365659028536402,0.028767104433478057,0.008589086281765993,0.014770169889450674,0.07134390792016694,0.011645431203901426,-0.0011333485910554172,0.012570012420526721,0.014245856397162467,-0.003547994971029189,0.0025610500354826225,0.028984000670407295,0.006061285372547527,0.0038506142521343993,0.013183752805502878,0.019537441285812154,0.02433386315358513,0.016765219656133156,0.024096585499679822,0.041398592193000266,0.016046433066233178,0.013800740779651993,0.014070206747139002,0.014152437639243627,0.013886518793845878,0.012703891584626923,0.0009004862652066277,0.0017781620092588396,0.025123277216542467,0.0026157936660606462,0.028137791593469057,0.044255488785590595,0.05939163788761195,0.006226342521994968,0.005477083980894335,-0.005172464043440289,0.0023078377551465235,0.009420696995344906,0.015329941713865545,-0.006706413492090843,-0.001395845705312079,0.011227042001181176,0.014276122186821545
Net Change in Cash,0.02287907967336811,0.01840303204647038,0.1964139524704,0.17498619554098394,0.4446073318586642,0.1412775626298695,0.05672584141653183,0.07027537749273795,0.179754945526176,0.1811142804036485,0.0718409560444104,0.03423232322462319,0.06299839064625254,0.04686154440797646,0.04262739098337395,0.022547149252666595,0.11080461706704824,0.06683779514762715,0.03008297284261153,0.07325673451805532,0.03299403536719074,0.032772113141223524,0.0386543756424653,0.01318625669717504,0.04350660691040257,0.05891402177818473,0.03768424970678012,0.019821520213893638,0.14433978337515763,0.035332732610238754,0.10968973173115139,0.03210568190437947,0.06654557236585996,0.04661751752046544,0.13388571974506921,0.05274775272615029,0.05829047575971049,0.05798423579596817,0.04862020302736978,0.04785128771138159,0.03996418436530793,0.04457756129385941,0.05590920807281214,0.10617790506844278,0.028198340499570637,0.03212027343835145,0.04079915841501691,0.03401151171256307,0.09742886718876059,0.12171754398879077,0.1906447319772229,0.055347855306486796,0.10395719121627336,0.06614720410454485,0.1063400591590323,0.07346888055138968,0.13800076931127664,0.12640754305065172,0.08958282965637578,0.0462525787405542,0.04418861329549855,0.03247060460569964,0.08270049312842982,0.12032580919294511,0.1201953852114873,0.04010666410837491,0.04961922626525939,0.06214696234104903,0.0677496073550947,0.06813501511758933,0.06810647104975949,0.042506799088604004,0.044768358018279115,0.0991953400902215,0.10028802321772755,0.07552265524345768,0.01986289490698458,0.03933541969068148,0.1645865096411064,0.05676435868788192,0.09408895872027687,0.09300684866018033,0.07639086004042708,0.08498449337295917,0.005832892368209699,0.038133413453516986,0.04703478524738367,0.05954441665451046
Ending Cash Position,-0.0298764226941955,-0.0033991540270575382,0.120641365833017,0.13463973908690846,0.37115253131869247,0.10253029066441866,0.004777927070948608,0.01063224526172306,0.039854047899639145,0.05336450312681002,0.029723996131615554,-0.01791556407732881,0.10478722459625026,-0.006218217035059436,-0.010273382059009717,0.04680598737005432,0.024482978456124432,0.008977852413812035,-0.015579883737961967,-0.001577409886161662,-0.016697634404109454,-0.03764428880328699,-0.011676619365113656,-0.036932771189447475,-0.021540929933936998,0.01799555432714721,0.042064715795612946,-0.011387735482694797,-0.015146415224522373,-0.02543653299285861,0.03328022210495727,-0.04023764350588513,-0.04322438983206445,0.010320688065574733,0.0366170810550561,0.009343155959302357,0.02841711817469166,0.03130387004509966,0.015476605317192669,0.0288983664001749,0.006527467035764654,0.010010990823084973,0.032735137711970314,0.026604879409385176,0.07181827812477982,0.012472509702818426,0.009451596834533338,-0.004258525641625375,0.04824101077391378,0.07048875067440412,0.10862967946705832,0.03505529997864393,0.026441058839288642,0.009696501172015795,0.013030026202018801,0.038509737700393565,0.09215253541343718,0.0285455597127193,2.6356729069889587e-05,0.010763911595862125,0.0067652529633044365,0.004475974221927222,0.04510084482715677,0.03383979250005939,0.042022029954420136,-0.007765095371226414,-0.0019680011016950712,0.013051770517464189,0.0019183270995541649,0.02560822463182176,0.0141973253350374,-0.01833929923614865,-0.011831660323056103,0.0812026616572209,0.0007882184444355968,0.034407194270593126,-0.013261189529419244,-0.009690064924748814,0.040283965493768704,0.024785436528984718,0.04091710098205502,0.05598761313820829,0.019468170641617887,0.053474671879300294,-0.018585761333910572,0.0193951020453193,-0.003512441291700502,-0.004475658302368418
Capital Expenditure,0.09368580803427015,0.0836710595855303,0.2242176141413532,0.14423737370088102,0.030071040681357405,0.11818153093585265,0.08553020506122291,0.09149448904427844,0.15185221673979088,0.1455484769797607,0.11807224643087101,0.09489467349654301,0.10976950279255997,0.07835435543236817,0.08910796550430662,0.0851509556207884,0.1476943420421294,0.10757281783121864,0.14666370653643526,0.15111423206461325,0.1321347838708269,0.13252521828231864,0.20145135423047938,0.14277648425699924,0.13518760615451253,0.09352889233891501,0.08653627583231883,0.06107761559013869,0.06438780707962506,0.02685985086316461,0.14168753942633824,0.14343252882241045,0.11029274956175501,0.12673539020515395,0.15159807485116564,0.044350781271583116,0.09180935634330038,0.043774738866710114,0.03649496347927082,0.049385821446325646,0.04263291012297016,0.04090667880466164,0.0394160691601503,0.17482224274269423,0.0863313014462072,0.09426210542418155,0.10686822724127709,0.09414493896310545,0.25246120847890646,0.10079980448656148,0.16997545366817204,0.08198245313188597,0.2660560375761299,0.11087293964243387,0.18972383107848823,0.11492854435463588,0.12018893177495633,0.20369833966699244,0.17621406491278221,0.08106555958265803,0.0793225004477929,0.052881439518681406,0.13386375886434615,0.16657785172776005,0.12663509806810824,0.09274460931502614,0.08875746186067539,0.13210935049773143,0.1084276813654314,0.11584720163867976,0.09399296048017988,0.08617622363837535,0.08804460100833807,0.11741103905770363,0.17359171726736677,0.12160918995204631,0.11266214061345314,0.07528312570409798,0.15931970752901733,0.19666680742440049,0.0939156647776142,0.1423293037991011,0.14334109007483228,0.19481808718705457,0.06280001678674772,0.08160080903525155,0.05504992817569991,0.08953231786374076
Free Cash Flow,0.027224375614010282,0.027526001094214315,0.19211819003636207,0.2164454552084928,0.48290279334812125,0.15525091198032187,0.04974630716833278,0.04435689083694955,0.09493498083419874,0.08933388174266414,0.07244188577354611,0.04724634719101183,0.06965120494704105,0.043891859599247504,0.049475815463640126,0.028067419064412576,0.052733458768638455,0.037722502287337006,0.007457867949902928,0.07815919188849137,0.030914347647967758,0.004398316096206063,0.03483338318171437,0.020269053136740937,0.0029605841612779086,0.04259106608553358,0.0644906084519524,0.0021001397841809415,0.030222230210298923,0.0021591519629000208,0.06473169239747914,0.012828469522028731,0.09361463583832086,0.07302617119396386,0.12092418916765493,0.05136071860829049,0.03909658491650809,0.04445384052361297,0.03359441328013082,0.034759781931919004,0.028052577542880916,0.03542928149609751,0.04530843499046429,0.10525074981529323,0.03360141705141561,0.04115949700466185,0.035178702247403645,0.030433407459973413,0.08534048955308444,0.08655201847121931,0.12200352460874066,0.05307190028378146,0.09733792133571573,0.06610429743902872,0.1215695989726365,0.07705463075408535,0.06405691489195361,0.10732734063613336,0.09626348744381881,0.04413014511075857,0.040584597908476065,0.03316529507338415,0.07719935806437928,0.11557378256838947,0.06462407331174291,0.047433610055619996,0.0460897220420002,0.06175499006120324,0.05323400084517085,0.07043388026813471,0.06827858284569721,0.040495483961676605,0.0374756362072313,0.12790306494619594,0.08953654060738783,0.0602078634056299,0.023485750056646236,0.02978288200178259,0.06974809720751511,0.0697304279832471,0.08266519913295506,0.08926108987700643,0.09263428078274259,0.05995007741360772,0.004365783947392614,0.032864659724081646,0.03760972885091688,0.046694877133286385
PE Ratio,0.07656318908766632,0.05589901068755907,0.038508190721976254,0.03662424089866182,-0.0037273935024931164,0.08385569101469863,0.11677836972633066,0.027281543291575006,0.07110628182953345,0.07512617534029045,0.009432916823627447,0.009839271896371213,0.07032985921203318,-0.007433700622305278,-0.015550616613226782,0.05588222409769053,0.00529417542766368,0.054585618457748813,0.06450036514570628,0.031926894165435156,0.02932448813325813,-0.007446237969736305,-0.013506024462622347,-0.02167609156074212,-0.019583390964069212,0.10775985323213887,0.12548853548444275,0.004895280897082513,0.04661431003788005,0.0473781520899141,0.0057270829865582445,-0.046964393884867284,-0.044862163395270514,0.01501125904636925,0.036863214616938866,0.0654984729651495,0.10498761664358112,0.08609355220353138,0.10452907267835496,0.03602553229890511,0.037462642747657454,0.05677186038446896,0.08271199309782576,-0.009136409206164904,-0.0014298639591388018,-0.012075459432345594,0.08938536407676617,0.10417940685489194,0.04283570764320674,0.05532710021088713,0.056184347220554945,-0.004112993667970362,0.09129369106901188,0.05199558076173504,0.06505569382576629,0.010229272149118451,0.004261829230793924,0.059241882632237716,0.0048995728409533985,0.004890663653387766,0.005151610088743688,0.005562179423415319,0.01919647265884067,0.056552412657444276,0.03555634231640202,0.0018221573779718028,-0.0018366056923691482,0.06279382502607246,0.04998669532409434,0.05755540116803277,0.06436239593210569,-0.00431395087527847,-0.024873592284630437,0.05954519524853107,-0.00019441002881878666,0.008768883960954214,0.05365337684202039,0.056365187131739214,0.06922388659686743,0.08068192978833938,0.019592656054387904,0.0134191319936399,0.08420154582064954,0.06854813588463807,-0.00854240903352415,-0.009926549481353204,-0.0018440393297467043,-0.0025910090476461587
PE Ratio without NRI,0.054860176814532736,0.08022383747038189,0.03325591309978704,0.01679135762971747,-0.010772577288696098,0.07105372962529642,0.13081703812731538,0.021078031997765867,0.07870536862104197,0.0684066441138979,0.01049709512598577,-0.004577963491137416,0.05070552466835436,-0.011547654978501765,-0.006316846486103636,0.08286258931712431,0.02628821094808918,0.056580637813185494,0.05390496781593309,0.050136854797943,0.0347911937137378,-0.027783513496338938,0.01642340869306164,-0.008420424784064571,-0.02794424742784128,0.11489803331605093,0.12619354669033475,-0.0054467349511730006,0.07925460009409109,0.06861433930090828,0.03409977281230612,-0.04468173469942038,-0.048174415821841426,0.010503871130066785,0.07280994791690713,0.05807726445605104,0.11428404230785584,0.11846932361399208,0.10829746901245932,0.054574101057547744,0.04277941731902216,0.06347208156044089,0.10765798933936369,0.07932642987446323,-0.023846659547459823,-0.004655574071071849,0.09260278832902641,0.11607367482451211,0.05155479628330525,0.05850194650736044,0.06883623173424361,0.001436038487827497,0.050683581005895595,0.05885567410576738,0.06983790650861176,0.012257690384600064,0.009440011600777207,0.0731919913379187,0.00772965340592277,-5.77991158054171e-05,0.002504434316499579,0.006687781185218981,0.019235283592338424,0.06193091946432012,-0.015178470817301948,-0.008280298315400109,-0.0043279211316041,0.06006708111930958,0.05984582153261482,0.05927452979087412,0.05309885524267256,0.003999909876632072,-0.014267540200608853,0.0704489808954428,0.007856478202368906,0.014059390920459132,0.06099098131398355,0.07571252426238942,0.06471984170475609,0.07320302220037234,0.02171711936280945,0.028248199086331274,0.07478559823672216,0.07610226305781151,0.0005505120889198998,-0.009507943127250168,0.0038838367012001803,-0.0016485397458018878
Price-to-Owner-Earnings,0.014027373539562606,-0.0004943606327921213,0.01839359803301892,0.006140985146374855,-0.029594233678746282,-0.004840158118461626,0.04372834452865142,0.04835416640042291,0.03754391270126077,0.022743609543529962,0.08573170113307224,-0.009540851239858018,-0.024685327920883154,-0.011030985307198895,-0.01755893297436012,-0.008684595182418924,0.0294973991851283,0.033090839071005226,-0.018222470020015778,0.007486293468966322,-0.0011740966477239156,-0.004046976491826289,0.048926983088383155,-0.012899233894516712,-0.01313441869631305,-0.009953471914719639,-0.016920535299571333,-0.039752893739591476,0.00880587203241741,0.0072436018087172725,0.03436672882193596,-0.01581722179858309,-0.01586006019642016,-0.015028059600799042,0.03896980457067058,0.015893947699348435,-0.01606048978032081,-0.0216017949710441,-0.012539147779116858,0.024145071315441358,0.013714399006375291,0.07449660909445084,-0.021046521824133947,0.03042695741007578,-0.006867983308796313,-0.01426170831135006,0.007423038858602637,0.013816353610913507,0.013168617097055095,0.05499549905520087,0.0001227710239059391,0.04940207434395673,-0.0033928004848856113,-0.008926591171658569,-0.017668039553618967,0.010919454698025754,0.013366584481464949,0.018384301512723772,-0.004095628483024553,-0.013104236024666415,-0.011781418895302813,-0.019459431304296088,0.03289286509264019,0.04266798591916344,0.03875745484206712,-0.0004615677624528377,-0.008152593770229522,-0.01424600895455704,-0.007490832840142993,-0.017636760419146278,-0.0007795498933669907,-0.02365105632395963,-0.0242471844481013,0.005671028622601503,-0.007773065802756501,0.035135338248081904,0.0619996318896511,0.044391761521477044,-0.00467142184005008,-0.009306020587539765,-0.02119509299445483,-0.020372017550733888,0.06115280520049373,0.043253994085188714,0.02877860094798735,-0.0028865168359277394,-0.010183089593032992,0.047483336804485146
PB Ratio,0.027404372531240142,0.012771728096411986,0.005632183439148403,-0.003307594215182341,0.020215200574240404,0.03409757194268031,0.001991084879522112,0.01163515901142851,0.014290660504780178,0.02392397506817962,0.03805182344472148,0.04207535636038954,0.02243640964951365,0.02580532662964185,0.031009253964611037,0.013881118892802559,-0.00401873231673919,0.038932157091510065,0.014702943881619013,0.006723741935787595,0.02209789694334574,0.027726203904809753,-0.012045315870485131,0.017207835228368912,0.014573351846869512,0.03416645728630324,0.058616923283550115,0.03092491481757763,0.01577675686523996,0.028635255500445652,-0.0062881357024221545,0.0019132235142906686,-0.007469977027058515,0.05742164538486916,0.01701862650236887,0.039019995689351834,0.03464852222739391,0.03521889262386356,0.03515894913703485,0.01572030479805281,0.011906721342568108,0.017833964065412315,0.03661691158644544,0.013670513343153046,0.0300885580127858,0.04104090333683115,0.05374125507512604,-0.003388297272722939,0.006167874592987992,0.048397008181511963,0.023706273512563766,0.036833399786708416,0.005064345887765364,0.04774349486032294,0.01718849055425789,0.042771376883597674,0.03740285233997396,0.02694937869218902,0.038492410408590326,0.04108467849940321,0.040153602533026155,0.04411311676473362,0.03844872296037856,0.01785069491492394,0.012557434952006428,0.03124688209217448,0.04583591414711752,0.058616743314047176,0.04898013282341727,0.05126248246610154,0.05940557995924021,0.024243823008631777,0.026192635258685017,0.02686218118069835,0.02258150835694761,0.044096183586361,0.030936759876798097,0.022585832529981472,0.009681381057857267,0.038395263264440746,0.06421959948987954,0.047149133028974215,0.060027945180844165,0.03380349626157502,-0.002635293864575292,0.053733576485167474,0.027586473508726925,0.027920717799937905
Price-to-Tangible-Book,0.03151979449567876,0.03509638953066649,0.015229292578087432,0.025048140175456528,0.023485820184510803,0.049189920063466695,0.014075046512681372,0.029260331920242542,0.027488418645978615,0.03203985177353186,0.031168669346107805,0.046006143802098734,0.038304395228361675,0.03301152966052124,0.042968773329955884,0.037122832815461866,0.02506399976187211,0.05814355052768552,0.018107142461576582,0.03033183642780447,0.04982349170737095,0.013824555925674355,0.035339971003376186,0.018597195784089963,0.0385325716587599,0.040691193365704974,0.04024038764539978,0.025351015359961558,0.07726490323917197,0.0730360428812112,0.06387341262556474,0.03806579721732177,0.03680278368969385,0.04038456723532942,0.07176272104817354,0.016726925013777004,0.03377906834105069,0.05936689880393017,0.0634805826057475,0.006012457262824787,0.006212293308797134,0.0011197250396801331,0.06368886260197966,0.022744192233545568,0.057930801023612075,0.055968218514986935,0.04708412326443804,0.010963198963683533,0.024419042744960543,0.05703365760443365,0.0405887249341306,0.04768421826872734,0.01127543582957262,0.06016693188541966,0.0331063816219272,0.04143410906150777,0.05587344185781311,0.03444608661971195,0.03816374163776135,0.05084430117473839,0.036753655469118726,0.04406810324369693,0.037136620152500285,0.02619638346290601,0.02095356033129732,0.034654252307732725,0.04299688092396725,0.060119549326838134,0.06352049240138047,0.060676419672745834,0.06269144613236119,0.054058467402263256,0.05403338250723487,0.038124368845404634,0.03841508219979458,0.05469584966695317,0.04535917095684216,0.03838405273981505,0.03283955608173027,0.034308973113148164,0.06325421140523532,0.06930299191037222,0.06898939244018286,0.03374550854423589,0.012516777850745479,0.053624249118647965,0.03439276284541477,0.04434461761187102
Price-to-Free-Cash-Flow,0.024826325181394774,0.024336283392387255,0.09335742927760263,0.12052735008868028,0.39049372883584116,0.09878590199177684,0.016121595264159735,0.05429784533526632,0.10081253887440396,0.039158778014760455,0.020208472991543356,-0.008392971082195957,-0.0211100300742956,-0.009123607112347686,-0.0077535262806951,0.02430702379243035,0.02306734112511982,-0.014040181015256163,-0.058105300905480974,-0.015628155455335267,-0.0335027237101291,-0.05051075616907247,-0.007214732328504038,-0.038175148513292644,-0.03555444114999835,0.016808139537627633,0.02057059447493664,-0.0447558183520026,0.02804838625064959,-0.008050378314079367,0.002290335046640356,-0.052761551644843356,-0.010380648260717716,-0.011414834081255886,0.042469246626401294,-0.0012100164156770023,-0.004372237011627898,0.0037618715790479597,-0.0049368815364259425,0.009308131584711927,0.0373629799766821,0.02092616160794648,0.003293931562641658,0.036734167893854676,-0.001353770202623982,0.0015036099359300227,0.013220371888897853,0.011874947649806376,0.0011407459397431902,0.0450652752641919,0.1048652187422575,0.042069614089431724,0.02749718637100738,-0.008919205835058577,0.0034906083351451175,0.015834432884069684,0.012768973834809749,0.009422211542573888,-0.013704315351503557,-0.011924492499283028,-0.010745280714702973,-0.022023410550221716,0.019975957777536905,0.03500285407152806,0.008763784840402229,-0.005223048608941547,-0.005026365374711452,-0.008405226109270511,-0.00728382373221782,-0.012129131822998646,-0.014167140573981957,-0.012275845034762055,-0.013333723240880946,0.06725514435403916,-0.013029549268587973,0.02126817499239045,0.02995876924911833,0.02754681121737369,0.009500065566288069,0.020668317445587517,0.0077402757892914495,0.01790574380115445,0.017643501996230805,0.011580997042561521,-0.022323516132584292,-0.005599304707745557,-0.008042545160688785,-0.006783705400731507
Price-to-Operating-Cash-Flow,0.010952164063183528,0.02537070723190848,0.06114127788337624,0.07649886468158153,0.4095040522806167,0.14717837158893454,-0.013174819049952774,0.03101437373227303,0.067570233924938,0.06975865681572468,0.0332801140293773,0.019673571991914246,0.04921247524151832,0.013968051352199749,0.018596044238244954,0.03367709259554292,0.01240158906573278,0.05083298462464007,-0.0365325833102747,-0.0065097536349542125,0.04063213252638992,0.007445582555734097,0.006329202387224365,-0.006523448927144937,0.0162838531494194,0.02419424752208736,0.02298244355117497,0.0014812307924182964,0.030557783777171568,0.016087466689330965,0.004245528298092898,-0.018629575774824603,0.004811171704561741,0.011344467402638525,0.017383426863638383,0.022310622228803263,0.027397911993291568,0.020914420663390654,0.024825469140353697,0.0323967792057036,0.0458420069896099,-0.00397188728291739,0.021859969557182467,0.011258839072717462,0.021402202015877288,0.009792776366537968,0.02559147403055345,-0.006608342049553468,0.05182910249807755,0.08951323240444412,0.07685366079469257,0.06702340499667889,-0.0003493333929792536,0.03640679140452725,0.000988103123234009,0.02227801363884776,0.016351123243944103,-0.001025388481973509,0.004013630136310437,0.012537045681187924,0.009719973947979308,0.016766426905240585,0.041217429693822145,0.018467758333001377,0.016475662902220852,0.023748579785175018,0.024758493079445384,0.04443533663639714,0.03998680407198267,0.035666836736393856,0.04599550337860162,0.005998679326182053,0.006748190121722708,0.06678548388940256,0.005553005494389452,0.04229550391947337,0.025514205424296624,0.04799593124000745,0.08500858997478748,0.01363745584825824,0.02793227896933944,0.04109499783239281,0.04540556305259342,0.011142942700255698,-0.013732815598889357,0.02484656289509264,0.018363828213362916,0.01732989721878409
PS Ratio,0.01402443291005067,-0.00203874685345442,-0.020608090414190247,-0.025007949941684156,-0.0051576112706249195,0.006918519131517734,-0.010727492314459304,0.012980513466996272,-0.010828887654922112,0.0024282469810527436,0.024791968068271615,0.010379469669675123,-0.002368441690016251,-0.005828195814490674,5.147272793958838e-05,0.0009094560512846895,-0.054275483286093565,0.01941629161584912,-0.022198961484196547,-0.028828102278679064,-0.007237014149014603,-0.011136187530512686,-0.04623245588149192,-0.011613850647138841,-0.03966529386943237,0.021264870912013584,0.04176497209975407,0.005304012394215476,-0.01554754252817514,0.014375861234316174,-0.029401702666747267,-0.02371600386837421,-0.037014233683174975,0.021251658094184316,-0.029199225189634432,0.032658374240805886,0.01962049436062301,0.014759203482959917,0.022543574060505826,0.002792472495339141,0.020140174310501982,0.0061272493977014685,0.01229564703279433,-0.04050306194437958,0.0034424226247743083,0.005007006117462116,0.03386116621679075,-0.015542848646093507,-0.01672139759086417,0.01589510128733853,0.0034179128246846946,-0.010208784961150932,-0.02130795171766388,0.018196121929527225,-0.007887400474256767,0.017226176220369184,0.022642263470735408,-0.006591536988317183,0.013729223101736208,0.0008180568621475109,0.0018270371004198748,0.012574565920616957,0.011535260113700754,-0.008351265623101997,-0.019870050949487468,-0.000955288464191585,0.013924914239272291,0.026305180807139537,0.016924724187405475,0.020330809738516285,0.029308072201230648,-0.014326412807482414,-0.03560524669296185,0.028419035293657035,-0.00228781991438368,0.022253834807969806,0.015958422148473244,0.007044137510249321,-0.006413813300824073,0.019675881862362268,0.0330974796280513,0.012999502014581691,0.029076352246141763,0.020115066526587157,0.007536577998798101,0.01933069741160423,-0.00400302122261898,-0.003131873298511779
PEG Ratio,0.011555692718200762,-0.002011818000134168,-0.01814777929918613,-0.019013081540002405,-0.005052933285811829,0.014267653152421553,0.0010715489860874273,-0.01096619352657557,-0.001528245561956814,0.01339655537869136,0.0052787318708527545,0.02362529528654467,-0.010838889014524976,-0.0004907486997237095,0.011396280912794425,-0.0005972422214955576,-0.0058384019911649114,0.031116423534188142,-0.007095193499751988,-0.022122371757555055,0.011157655733772868,-0.004055352181646712,-0.04348485154405355,-0.004055430756549463,-0.0014652474781020456,0.0018852934665097862,0.012436290377554428,0.020904107699099343,0.0033677380926415285,0.02796639389684922,-0.047358521973129536,-0.009921371954175135,-0.02881053994915298,0.025939180106483672,-0.0036018902054955363,0.03904247325711832,0.0027275090473838784,0.004479136941040883,0.005513135881560102,0.013796120283856366,0.01996824129195653,0.0025293808819712156,-0.0014888123438255609,-0.026159213423026382,0.0001817496415162232,0.013325777637459917,0.020867057310567056,-0.005260858977572066,-0.013484442793762269,0.025526928673436488,0.004877610171476438,-0.0018890471233285462,0.01078605423103369,0.030688511946796726,-0.0009975525982151168,0.0052390766922027565,-0.006450161729231213,-0.0005272016882592542,0.016515884235592762,0.013940782962318137,0.011882484960353448,0.018792827267578985,-0.009590113755810255,0.006155417815804967,-0.012823202336905794,0.010516879971129581,0.026606241330098247,0.038756241133186695,0.02928036982939141,0.03690489186697035,0.042259879939178825,-0.00796070415031247,-0.02543081213838388,0.0243714122924307,0.004103188732689736,0.004599872804309884,0.020011120041864273,0.01062507991295686,-0.003458852463292278,0.0019263120289350895,0.005402120943004237,-0.00569996959230668,0.01085109775790904,0.0032137666966203984,0.03011434093602339,0.02401922411758578,0.0032167861035995336,0.0070741307664552635
EV-to-Revenue,0.015854813741999537,0.012908472093218968,-0.008991371928674956,0.008036862891798665,-0.00047105148448478736,0.019293806917453377,0.022253961119112237,0.0006567744862241249,0.00505546684493623,0.007930505640669631,0.08171310915189958,0.013533228493768612,-0.003037220219231341,0.00264426167362407,0.02042358345380627,0.012703429199909095,-0.00027438475429134284,0.020436812722335433,-0.014472601892531578,-0.00693510467698057,0.026024912420447466,-0.011961870192339765,-0.03197102867824283,0.007854939918844065,-0.0034798927120019813,0.01277491290211927,0.01525786997416886,0.020787390935124946,0.00037797630062171364,0.011536876992789682,-0.02077704136436956,0.00472787794460108,0.0042844281654660895,0.008617611992104939,-0.006299110759131677,0.021110580509851012,0.0028766219842775932,0.0004740631786924075,0.00027264180356248707,0.009468054633258609,0.012683586576514843,-0.012960863845143096,0.00038880793351954,0.010780293064987352,0.013892739833720968,0.011385067817096521,0.025148785247177986,-0.00979054837149246,0.06337843661841386,0.007848782310378211,0.009290762973300545,0.07050595272299687,0.07058022708477887,0.018888816455066633,-0.014606027436738866,0.026669817134829327,0.021641774514687455,-0.01876007301179309,0.00035057047429973027,0.0035334811118440997,0.0024264564883968503,-0.004761557173735073,0.0009748083769314554,0.0137849117875067,-0.02396120961385714,0.008654823580068027,0.012893261696569463,0.02234440347769858,0.018186080811034868,0.0047776581015789065,0.025876651978444586,0.004376109595859062,0.007905032941799684,0.030526638602526208,0.004471389708533285,0.014179862202717117,0.01882531693049991,0.028970485941589453,0.007463913849271195,0.019485587598491255,0.028044283497888338,0.03240863950136907,0.0390606354630264,0.007031173374503451,0.007996172072937369,0.022738917893340635,0.01056754808498483,0.01805362465019266
