,Gross Profit,Total Revenue,Business Revenue,Cost of Revenue,Cost of Goods and Services,Operating Income/Expenses,"Selling, General and Administrative Expenses",General and Administrative Expenses,Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Interest Income,Net Investment Income,Dividend and Investment Income,"Income from Associates, JointVentures and Other Participating Interests",Share of Profit and Interest from Associates,Gain/Loss on Investments and Other Financial Instruments,"Other Income/Expense, Non-Operating",Irregular Income/Expense,Fixed Asset Disposals,Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Non-Controlling/Minority Interests,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Total Operating Profit/Loss,Reported Effective Tax Rate,"Operating Income/Expense, Supplemental Section","Depreciation, Amortization and Depletion, Supplemental","Depreciation and Amortization, Supplemental",Basic EPS,Basic EPS from Continuing Operations,Diluted EPS,Diluted EPS from Continuing Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Total Dividend Per Share,Regular Dividend Per Share Calc,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
  Accounts Receivable,0.036178949845145594,0.029090469758702373,0.04729783628214802,0.19229698705385498,0.17919988360887434,0.028816326912433757,0.016951160205100402,0.030589794898248264,-0.010023946535455554,0.040976198453982614,0.0335705602042628,0.02977682280268817,0.03704933467078917,0.05852693095221661,0.04543435736196393,0.022811790189415034,-0.007538589949457221,-0.0015339579299133495,-0.005889777310185623,0.01046654347154387,0.00039254206750916597,-0.019952864235821117,0.004733767648357107,0.03315090920245823,-0.011371121169459816,-0.012970696582040213,0.04680035144096248,0.008624844888912454,0.004015034253013085,0.002420543848109427,0.002285588293472255,-0.012199061565631285,0.03330883134012305,0.008039315655931134,-0.03780676600045769,0.004824266985438887,0.011043539048180102,0.018438465266733303,-0.042921984861089335,0.0021830335985480276,0.09552161110200462,0.11187128342080974,0.041437004685724824,0.04232837215170558,0.03411018347043109,0.03695068585267593,-0.017831505942327436,-0.03788941008837208,-0.00275265180293709,-0.0019027463700001547
  Notes Receivable,0.014278411252513485,0.06808359076391193,0.09752781298134584,0.09726545521533216,0.040298834079442014,0.022397603734647043,-0.03271660930499165,-0.0031634858300674316,0.11741035093969822,-0.018973291460229594,0.008963330739717713,0.009039549590613373,0.00745900066547626,0.029902914904498094,-0.02387485969091696,-0.024512735700842482,-0.011921645461139323,0.005649006468139493,0.04930591927371348,-0.024599412200120907,0.01767589800099102,0.0037108368566775465,0.11893174203212331,0.003103037190496194,0.03313373768636654,0.03211740588641514,-0.016848162578455627,0.03984381059967571,0.11062899460446535,0.09048772872149143,0.01867553019475687,-0.003716806252848916,0.040046243673526646,0.03304284969293168,0.10277917955932545,0.021027533042693256,0.04844793669367946,0.07261930078222971,-0.00477432699702814,0.0023924669845164803,0.08907751402922942,0.08557677846101358,-0.021122237634495424,0.0006410746993129415,0.03304788215208996,0.0292152717822004,0.006555738919910046,0.037708095721370974,-0.009606852099776502,0.023939780890682303
  Loans Receivable,0.010565913948560449,0.0672098840115738,0.08299305485410308,0.09797588865207117,0.04099054276401923,0.00579053143507973,-0.012042085535343642,0.020343261978437888,0.11104448214669813,-0.02061387767835331,0.003680080222572357,0.012239237874596558,-0.022806731694457322,0.08590032996314735,-0.033566868745445406,-0.006844609281161011,-0.022102704080882087,-0.0007396341024343005,0.016078675558704188,-0.030220402387927735,0.01490937622152867,-0.014506651947521544,0.11448390166660696,0.0017300848690691819,0.03311704814535549,0.033122454044052604,-0.047226763086500534,0.03193881049470564,0.11145727495287036,0.06965073244787502,0.024623768356525643,-0.004329905502977695,0.03947360868748907,0.05964578183271584,0.10393360054985351,0.033552730953182605,0.04515860612679285,0.09258941257824638,-0.008301418336536281,-0.027337492305888198,0.030114237447636822,0.03645138065011666,-0.0033554701112532173,-0.02545948133192351,0.031441294135508946,0.028448708422432394,0.0005664138677044233,-0.02661765900747457,-0.011031318210926136,-0.03546219229102961
  Other Current Receivables,-0.06959907409924458,-0.012027584919865164,-0.0008441987525224701,0.029948239376348443,0.027089187850522466,0.001880929676463602,0.00917565949271347,-0.00845878581935059,0.11032140362759679,-0.027800967847677244,-0.011490308489413277,-0.018167840255786355,-0.013586080060652723,0.019162269258741916,-0.005358211007347091,0.002625236437324742,0.011694431820908006,0.000476506005202841,0.06801301267706171,-0.0031290668043550407,0.004982503918134779,0.00294105930759353,0.10113540393714894,-0.009268175883302839,0.09816886314028686,0.07121199989781865,0.0015358725174822738,0.08474125305004676,0.10202711579429875,0.0921889874960105,0.019084943767099013,0.007858663234781611,0.009374811373957547,0.055448271336463434,0.09634521598737344,0.007234891064430539,0.16692645609929938,0.1658133573955127,0.0005180444584682812,0.03074646951276192,0.05422344552558152,0.08244530377660843,0.020820410195438354,0.022553167370246624,0.04109292429730114,0.029479430156569262,-0.0016089058409471972,-0.0039255468417076856,-0.030864675459969453,-0.011039011373760142
Total Receivables,0.08420947520622149,0.12412056902483212,0.031598559733906406,0.26941105053302483,0.17648635170385993,0.039913053490290375,0.10379073512930773,0.038707905541524305,0.10814771581565273,0.12140437336875326,0.1331709325022132,0.10478527604109192,0.05510801011372803,-0.013776689870639276,0.043888482039047036,0.024056027045049652,-0.015521155748169126,-0.0050855910006205865,-0.007743714511232019,0.025404539090542758,0.01748121714391336,-0.00621736478979761,-0.010043631527261582,0.03783717570299498,0.05004678844688735,0.00218427567608101,0.046304482579077835,-0.0059626242252253416,0.005236389644826025,-0.0015095580966728826,0.015856530644152603,0.05296799257084325,0.13063392472803767,0.028380511412020498,-0.04615742536758856,0.06673416044333848,0.03538782023519017,0.0790903423321448,-0.0229131201214274,-0.02459425240539986,0.11292592846450805,0.1222486878832443,0.03591044822121917,0.03998849333539709,0.0661062849971286,0.03501146397581755,-0.021790726804304508,-0.019251699480671323,0.018041211545758173,0.01954537572611244
"  Inventories, Raw Materials & Components",0.01249622272864321,0.07006850085592835,0.07870444987305164,-0.07160345433450865,-0.09170120615976939,0.07550794871370019,0.08043249094321964,0.07908151580522318,0.005878834609231836,0.032705743972643364,-0.01499512771884804,-0.0181881293538476,-0.014499790427561096,-0.028022876926011617,0.04057135183560503,0.021346611211256746,0.05597552624775823,0.039730309111559343,0.014935009818022432,0.03609441663394649,0.038704389983685146,0.030347739367152304,-0.011019499372212874,0.002567018065526705,-0.019635947860378436,-0.022621919290720882,-0.03005613591079459,-0.0401008932811207,-0.007076385432108846,-0.031434656786363174,0.012440039089238394,-0.0035451997034221198,0.09403635687017739,0.027532209076082653,-0.01710103342785399,0.00184688037725836,0.02532833117792046,0.024974072374058753,-0.004641381895628042,0.03296979222323728,-0.033900573873172975,-0.017095458766279277,0.0782598645711719,0.07776627159347885,0.0072975122652640554,-0.002195521551327009,-0.006171860467266007,-0.004066793035342681,0.05026182487998267,0.07713738138493628
"  Inventories, Work In Process",-0.006781121306905503,0.015575270732494992,0.008427012886540563,0.04517760407531499,0.021791897710026056,0.017052060020329014,0.06358626958236531,0.00906146435869163,0.16211374533056375,-0.029895229742087106,0.02513074397120008,0.050458015048191654,0.006105653968024506,0.028908288340639927,-0.0022498346253224393,0.0062079026403430515,0.012584257471072332,0.01215385380870632,0.058897245498236536,-0.01771764190645078,0.011754983240482911,0.004064848229072025,0.12197354959573438,0.0423991936325715,0.14470090289384913,0.0653983276292558,0.026637622531830468,0.08874008113408523,0.09030562679028799,0.08854342889992697,0.03032870941699516,0.03377776759144636,0.03416009688058672,0.07127816380320055,0.09854867489996023,0.019080771827224247,0.0947667326766205,0.09534532529556161,-0.0052525245078454096,0.03174543057323055,0.07926700132122251,0.08392441430632336,0.01543878765732304,0.022150698613462402,0.031277153801018844,0.013813718321311333,-0.003347969490456467,0.021297093354432122,-0.03766165602597061,0.0004716972836572935
"  Inventories, Inventories Adjustments",0.05808384427875888,0.14627653838145335,0.14209349840820645,0.11853055612820892,0.09707890894138343,0.14202950577986634,0.17208395246795227,0.15543097912877077,0.0633727521058432,0.11264060020266314,0.060422323114563116,0.07057179824445087,0.0620193256078748,0.10504798379004264,0.14200063650636513,0.11914887309586192,0.11151011778237002,0.08821771133458932,0.0960326380009793,0.09354951929847405,0.1158158430112906,0.08584982397481157,0.06754463954561601,0.10463752930588242,0.05527715562483215,0.03526452214877471,0.07829585536530954,0.0532255361379369,0.05070675136468165,0.054817173916753975,0.08252183407137596,0.05803224214591816,0.16735491466830787,0.09403914864707409,0.062192556411663075,0.07745918234624512,0.11219912525551565,0.11011946665400725,0.04447700629634364,0.10926079190265615,0.15288805565004454,0.2046619759762004,0.14520571907371776,0.14168232402353245,0.10793074269721356,0.10132424369395175,0.04342827247448178,0.04413304298575204,0.09936881712763394,0.09881557640704203
"  Inventories, Finished Goods",-0.028147512972796048,-0.0030170412944503506,-0.008255351520550468,0.0715251238891857,0.09766552223361467,-0.004549597190765849,-0.0032083529450379284,0.007355723334859883,0.013324729099081823,0.024576650734858305,0.028919230154862516,0.013812044132856263,0.007398330617642508,0.008704549864520541,0.04583280735869564,0.043540166792427025,0.042420870866054027,0.03169026717826906,0.03740138403548834,0.03460800350604888,0.029194915131230032,0.025066133423279877,0.006193051871503906,-0.009473622942199814,0.057664457343453435,0.013151423833901627,-0.014674929572796331,-0.005679295903716629,-0.0013787953004314305,-0.00015820725283340747,0.03174952792192531,0.031673110234131475,0.009154150256948615,0.015611049679279662,-0.013468231326390728,0.029717635627304024,0.0009992752752703742,0.004450992775289904,-0.010438636129219778,0.012958216898901207,0.01897803642223903,0.02061917843170369,-0.010167932704232337,-0.012107464094668816,0.03574725096755506,0.009498278855219842,-0.009915185719303627,0.011490329252160609,-0.014905959430053631,-0.004949456867212872
"  Inventories, Other",-0.007908467481608538,0.08416675988436552,0.08773820036324954,0.0858667120815461,0.051515385448341805,0.06777013208189142,0.14092372709426873,0.0660805855189898,0.025993465496106132,0.048531650697194666,0.013766325769072572,0.01817101216965783,0.013934923882210617,0.03727186551516375,0.07400911182424601,0.07272013013699723,0.06991184448599005,0.044762329871610204,0.032863646918613994,0.06380943037870682,0.03400017959704002,0.01243660551489134,0.030441419075751985,0.01517010013702784,0.05083906554964242,-0.005307190057329275,0.01425604337959133,-0.002015580719765415,-0.004580866215038832,-0.010143198626904694,0.016317450585899732,0.020364806110591445,0.07824426190250953,0.054197594831534274,0.0037311098058074865,0.018413394271734256,0.04707746440247325,0.03966236098769306,0.023763831199746132,0.03580960378530372,0.0349508857113513,0.04575749475795606,0.06389087479727394,0.06490558081076289,0.03808986304593231,0.030166617935589207,0.008443481590796567,0.005548453187356112,0.036270310692194316,0.05422195238399938
Total Inventories,0.04250255418188911,0.127753481803477,0.009822438247838057,0.13960128037864714,0.11511985744442269,0.013324069920913853,0.023698990902750173,0.0035669492168294795,0.1281938939303967,0.033918293598945666,0.04621606184837926,0.018245959316557946,0.0041654348021119515,0.008532394120342639,0.0590409871183419,0.07559812894943496,0.07186948194827034,0.06211754825114459,0.03391719526657681,0.04324327864842961,0.037840133381113736,0.021749349754056516,0.03747716566456819,0.013621003543810146,0.10006630684689077,0.059691655090637084,0.009812971515651454,0.04884669525668324,0.04827437782460788,0.052107066706584264,0.03481316419579341,0.012168317151511683,0.1027105641791739,0.05936646389502775,0.017449165243903164,0.026536200389333207,0.028262644338074683,0.015466909767105526,-0.01918241640447905,-0.009143033048565051,0.08840337605738631,0.0950259152367103,-0.009330660909272669,-0.003813329283087156,0.0654078178769246,0.020636592759705946,-0.01905149067947026,-0.016538875146884985,-0.014891627693267004,-0.010223719669104812
Other Current Assets,0.02442187571024067,0.023764234838303498,0.023331835324414935,0.1400912048166177,0.14114127588312866,0.026661693157079003,0.017895429269656968,0.021833279025166887,0.03247570388361789,0.057769577265512524,0.025483400668980884,0.02899037446996919,0.027032677627954665,0.04276354077286883,0.07960771463737014,0.026991643589054426,0.04197081078516177,0.04033841998764258,0.08892761057032211,0.029843868097822256,0.03786345482857462,0.12366137997234632,0.03528988288376182,0.037110052015135765,0.02316007337470682,0.006520339546577263,0.03298533552551723,0.014103448633008069,0.0010623281360022073,0.02335138178961833,0.013886801396864004,0.014304851805223735,0.02950177005906789,0.04180509189984442,0.014474494613821394,0.012188870220076971,0.05874438679884773,0.0653213621068689,0.016931285890631073,0.031670862548061667,0.18255653225095725,0.19504393637063555,0.01572262018213388,0.015085185479990725,0.03328358634059375,0.025831777661336226,0.03784385581437787,0.004655845602515061,0.009536382447741788,0.016206854044870024
Total Current Assets,0.04698671959255425,0.13510043848912023,0.029084294360562864,0.11168099263273795,0.11331287238004664,0.01817566725985907,0.03205313401685021,0.0269584031200229,0.058189993554602346,0.023046745541703335,0.14848509256799206,0.1174042689364662,0.10956600877612559,0.004550759345410293,0.09856049463544683,-0.003212753585095347,-0.018082376191146738,-0.001993827649182076,0.05010927545203887,-0.011160867735939493,0.014042033488033638,0.10183185495945606,0.02723912803868838,0.03932286015591768,0.04774475291808377,0.007393491266250484,0.035823369356215634,-0.011129221257908075,0.06147658512287924,0.014108903627371449,0.01149671878547581,0.0016643380036948578,0.11875820417239133,0.028279616103483347,-0.012052126711869598,0.004870526031365264,-0.0066369600733011515,0.012424537348323843,-0.016508895206255193,-0.0018608163166536269,0.08960842108349344,0.1037513385404758,0.09542418538750218,0.045706587386885045,0.04898890071854943,0.026049201518618306,-0.0017722432831456321,-0.026524969117826192,0.03240742688904328,0.02627299255182502
Investments And Advances,-0.06755303840427306,0.015778646836299676,0.01855459559080025,0.03829376129903715,0.12075187676436286,0.02135893157679879,0.0548772451269889,0.07409614643150692,0.11908569811430421,-0.016168863611146334,0.019282090043774854,0.006267999029100697,-0.02611509361750731,0.028740887235188594,0.07124124667983686,0.07865841533965305,0.07417429995407222,0.008231571854947769,0.1304969595504295,-0.011800832996558208,0.017548449867110568,0.005388835781475709,0.10892999895108836,0.017961094658414303,0.10032185124995176,0.10127420840899021,0.004377695884382136,0.08337442510482743,0.07845509389045234,0.07815865424827538,0.03156084438054973,0.03840730507377905,0.04196653136166646,0.062095324406051346,0.09899020221461567,0.02744245837912731,0.12053477104572688,0.11691390849448365,-0.0014981685316243954,0.029626319260051652,0.0662298573594048,0.08269180963187236,0.03429776422294588,0.040379927353733344,0.03753102103890595,0.029610303946369355,-0.017610241916812444,0.005176612485539166,-0.059302394519936116,-0.012226996020045629
  Land And Improvements,0.014581825757920771,0.013846296037338831,0.00322776880939878,0.04103383632952529,0.07952295550257828,0.021855570681948395,0.054730092003231576,0.058472265117149806,0.09915561475382327,-0.026933448627407996,0.006992738918610008,0.008982050232405517,0.009911851982386703,0.035380232907528716,-0.0026826324649875037,-0.01025712337793047,-0.023839674964660662,0.0041292326671343626,0.07149310910453456,-0.007768027288383026,0.015006519698544718,0.010089993793347182,0.09957876162193578,0.04905390374238373,0.08021111520685623,0.107171515455418,0.005364482702785807,0.09036274112226732,0.07843293098856563,0.07893298950272784,0.038277163898772074,0.04581128328877968,0.040411058472689,0.0270874511531375,0.1012353502278222,0.03976183115836686,0.1259720215995115,0.13524513350363973,-0.004804429817520875,0.03352617958138961,0.08581802877714821,0.07095899210489442,-0.0026778168620275487,-0.0023533258352233235,0.005057236782009156,-0.0012490087000008887,-0.004804429817520875,0.03321456699857404,-0.02104973869361976,-0.0021922145264189562
