,Gross Profit,Total Revenue,Business Revenue,Cost of Revenue,Cost of Goods and Services,Operating Income/Expenses,"Selling, General and Administrative Expenses",General and Administrative Expenses,Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Interest Income,Net Investment Income,Dividend and Investment Income,"Income from Associates, JointVentures and Other Participating Interests",Share of Profit and Interest from Associates,Gain/Loss on Investments and Other Financial Instruments,"Other Income/Expense, Non-Operating",Irregular Income/Expense,Fixed Asset Disposals,Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Non-Controlling/Minority Interests,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Total Operating Profit/Loss,Reported Effective Tax Rate,"Operating Income/Expense, Supplemental Section","Depreciation, Amortization and Depletion, Supplemental","Depreciation and Amortization, Supplemental",Basic EPS,Basic EPS from Continuing Operations,Diluted EPS,Diluted EPS from Continuing Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Total Dividend Per Share,Regular Dividend Per Share Calc,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
Net Change in Cash,0.018792455458240463,-0.000867716533332698,0.022102347242262,0.2038547970081598,0.20934057176636314,0.03313059626761232,0.0230941133483964,0.02558388411960268,0.012738694532583509,0.035388899299153447,0.12438784851338364,0.12644834011632627,0.04553102218981614,0.10915745954969647,0.13385846270142718,0.0410970130880182,0.0444426911383966,0.05403410892215592,0.08129220010714466,0.04494887094573621,0.08117181986679839,0.09206783056211307,0.017141198403254187,0.034183722907262584,-0.00029662051727008185,0.004678428811424861,0.007279730483296266,0.017257238350421342,0.022357533413627815,0.017257238350421342,0.050850439247844874,0.04795260643776613,0.02033481043907636,0.014223483538011183,-0.005813122505767559,0.05553790910739986,0.06197140914764959,0.07655867801074645,0.030979624184087933,0.028980895584816917,0.15334095871145118,0.16036605430759288,0.023329577001136755,0.02740448932674663,0.09622730311869486,0.09459180056922904,0.030335690164959447,-0.00662418431808034,0.0040286854770039335,0.02172038942503242
Ending Cash Position,0.03540261493327306,0.026808515263089427,0.02999478484980969,0.1273427598375094,0.12035344725808807,0.04776668550421806,0.03047463392331159,0.02694157200007587,0.028089595913149155,0.06080845894464118,0.041758107899746204,0.03794609498295265,0.044105041965984484,0.016005899029091337,0.04539641315585653,0.014172764600410746,0.004783780658326883,0.00159020333212993,-0.010520582438743117,0.018127585897775682,0.030225894229794673,0.030650626716091606,0.003321764501652347,0.049579106707750016,0.06412618949564883,0.063225963054195,0.04028612012354183,-0.0026410393336864027,-0.010470404980595009,-0.00947454667960586,-0.00013287254729824494,0.0001420504513252425,0.02462253790633786,0.02951778621246866,-0.004132316166429328,0.01799755488384473,0.029606662711543746,0.036512465982863375,-0.02604662986881008,0.0449976512693592,0.10249292437738583,0.1491111773244595,0.046885036537499016,0.039606119756693973,0.046372131093819144,0.04635389681018056,-0.027759470110711188,-0.019920001158213997,0.011021279327781366,0.022001025080680664
Capital Expenditure,0.06898517164461111,0.08305181899715983,0.06224177984132599,0.3103488849071714,0.2344748482817006,0.15495712169028028,0.1541481757393125,0.153779740011237,0.07590499350207082,0.1770337422241715,0.18051765867457661,0.1713586935781124,0.1540056763854111,0.13709249234533902,0.15635908389065692,0.087501994393829,0.05012530322576586,0.08274412477368444,0.12186078620866624,0.1293193989261436,0.2122725204187008,0.1279651273478627,0.05544597034586491,0.07609001138472658,0.02655149405846093,0.04808302390368464,0.08454514307032875,0.020514282414000853,0.028987869270563207,0.016908446420530916,0.09420572811577184,0.06474077664952776,0.06683521505280061,0.08453701784457515,0.04498906794676934,0.16327384728990474,0.10422594422900511,0.09831567525054183,0.11648931696197375,0.1487700235300803,0.21385236104189337,0.21718981289181552,0.07231059175759746,0.054722732428203864,0.16103922243769966,0.1469674675004703,0.100546828676193,0.09180833917259137,0.004910946983080125,0.05066528638389846
Free Cash Flow,0.013864211855802094,0.022923188992459514,0.019131992485863825,0.17696483697006415,0.15322240679743704,-0.0017294962190484344,0.0031529966066942746,0.014390536855300947,0.017177562599578394,0.0040300749931069645,0.031991784573706716,0.041929174669497846,0.041351576976834975,0.09496548812179645,0.01614216954818144,0.014992418361815175,0.020448567653735955,0.04292803509672225,0.04867809942499048,0.01168366883205723,0.0800531150820385,0.0779736075337239,0.011744021509268393,0.029992265427314084,-0.010698455144047214,-0.008096464029809097,0.03070107118508213,0.0008369620531127457,0.011593486461127239,8.438418338369263e-05,0.03830907854896516,0.020818186327995432,0.020076364050473108,0.014709336191563047,0.003102403286785619,0.018879070499781436,0.04853036194835004,0.04887590149494774,0.04037070563970466,0.043085745932827685,0.15777729695417378,0.13783483944968444,-0.003630975313742765,-0.003037482412898589,0.09468764162872043,0.11493279049516446,0.03905527602304143,0.001018037852434236,-0.0016816318154318985,-0.003847089235382675
PE Ratio,-0.02584170016873276,-0.01823915431558152,-0.00453508695354435,0.05067934042633795,0.04970004312669225,0.042659171645577476,0.020105240344836517,0.008332945093801928,-0.021669878733661618,0.0373682361295086,0.016010009515358102,0.027346272767793903,-0.007727020658490234,0.08840490386216908,0.05472672938806076,0.0489091448827772,0.07147808811840749,0.06622994509765996,-0.0139577813055959,0.057923708567581125,0.022093916780226125,-0.004815155193252317,-0.011181268842544714,0.016533432429141494,-0.04041387482797864,-0.060490666339329105,-0.006677116261996706,-0.04862412444824467,-0.05035250540968082,-0.04974674518508419,0.008677206281855221,0.005534791989262669,0.004408826262750579,-0.0198271352650701,-0.013336277638850562,-0.007588338781982986,0.04491610852472293,0.03891114003633874,0.06242038795638971,0.08816235003485257,0.01937459427016621,0.04388289341654094,-0.004327037804433197,-0.008492659502386035,0.025760733261316445,0.027394909520801404,0.06454855664846736,0.035459409855735896,0.0067536102809986455,0.010420131626465838
PE Ratio without NRI,-0.01847670950336286,-0.024649978501257074,-0.03901081281259608,0.07073779454433346,0.04496300985198287,0.01422990436445093,-0.000249733698566366,-0.009310912072751264,-0.024054176906826166,0.03996663028143397,0.01070009142167477,0.012528771836616007,0.010004988727496243,0.12037572399202255,0.04393190001246209,0.08318954406000836,0.08867121941869462,0.09889016724029112,-0.011659375288472114,0.06658237519676868,0.014983051836129366,0.004324090825271446,-0.02445392953153518,-0.0007458747950648246,-0.06188941875286365,-0.07415071563218698,-0.022579183070678542,-0.03031732814850794,-0.03324598291178717,-0.034179436860975715,-0.014357497224285122,-0.0024757338912116205,-0.00030645818889057713,-0.011906658602315273,-0.04771589870887685,-0.012203568217857619,0.04369619348747542,0.05522958280318876,0.0483013020929661,0.09705616458816416,0.014986447217893394,0.029708924519279162,0.0019225031206685523,0.006248219941166507,0.046424957156750594,0.05107098784542956,0.05161873995666859,0.08189910027862304,0.01116981478922369,-0.003253267394326454
Price-to-Owner-Earnings,0.09270507216035895,0.08571174165570267,0.13266645518046535,-0.0007116599755195192,0.009464442048100655,0.1416345127822007,0.129468092858455,0.05500598125925109,0.04782319698418179,0.04936054866804457,-0.007043857191846345,0.06383729646924632,-0.007968061397301919,0.03190501533664998,-0.008742637450826214,-0.028014989942042427,0.06812254311001688,0.06338926110352579,0.03269870190541293,0.04189461737700588,0.03225152896020847,0.00332024666792609,-0.015188940723608881,0.05119361328128796,0.029585743853444327,0.039232026282708984,0.05733449032986974,-0.008718697040815992,0.04287771954308189,0.04118651703956381,-0.01706083190828036,-0.015541630116165113,0.04848851757881875,0.07678127580188625,-0.026092324993160214,0.04869138874190713,-0.0029093226429180827,0.0017386053477430152,0.0003282465387530256,0.023351793634313434,-0.04557473490731339,-0.046144560803410097,0.05185435983918357,0.04889287354211458,0.0162215171341493,-0.009765129322040229,0.004759433502277688,-0.005534535716740067,0.057663377974978336,0.045877840486782576
PB Ratio,0.030363600325882343,-0.08232757017185575,-0.05746603149067869,-0.02119084660118341,-0.0316884143742679,-0.021366913356638012,-0.08172446404617421,-0.08223740118091123,0.0029466201858740055,-0.007977931468023957,0.05396026501260977,0.07920305951175334,0.05365462393681742,0.01730740560471524,-0.03367570219686805,0.015891611074249346,0.025537354092929544,0.025613179350906626,0.014991938964264555,0.04001223884114705,0.0308676130508238,0.038099803766052764,-0.011865542092191558,0.031901313485283744,0.00957372453150006,0.00802269822289643,0.035531836567377593,-0.0026030984138094636,-0.0023807684431049587,-0.0024131695350107685,0.0412627451963492,0.04017471444893807,-0.08867396258504032,-0.018364736762398172,-0.027749497494135758,0.038317020263850046,-0.012854068820511808,-0.01435914875690018,0.011057409943303668,0.03300018458697777,-0.06501579426777788,-0.009500539397049586,-0.10452371301862508,-0.09710336375786274,0.054874212539696064,0.0545670295739097,0.019653891979517134,0.009798485467009403,-0.06254126251209839,-0.044901285256623534
Price-to-Tangible-Book,0.02962491545871409,-0.06200807006099743,-0.06902004764265576,-0.009655120287551175,-0.003084634964797762,-0.05657330255655627,-0.10972687060756978,-0.08294538016007166,-0.00867550167446692,-0.023312168957050808,0.09270304029534926,0.0871620345462735,0.08071306611804925,0.014629439734687626,-0.03540117909865847,0.026271964707388067,0.02417642120131591,0.043461087176840635,0.024148462822249313,0.038023537754562506,0.02466573682800636,0.02593064166263881,-0.012182667529786377,0.029282509563257786,-0.0007133820548556767,-0.0013539970965752986,0.013401126021549045,-0.01496153040282622,0.01484219105190049,0.009970879846009865,0.05688580867862251,0.033558239030301334,-0.06261441363778474,-0.019870541523916388,-0.034572687036767046,0.058428151085368335,-0.010703560508823996,-0.00476355726560985,0.007760053671794386,-0.0029399371389688947,-0.057539754989959405,-0.03823104582188432,-0.05191220920808403,-0.06293361749811985,0.07669306158390796,0.05481700151159474,0.015483806079912045,0.006970186838028285,-0.08702969829121684,-0.08678900366005726
Price-to-Free-Cash-Flow,0.06139828758241959,0.05386151456226474,0.055562886437314614,-0.056375483971271165,-0.007165052879048524,0.04951853697675145,0.0219294073056055,0.04575020327887371,-0.00807751698422298,0.015949811898502284,0.028469416375084412,0.0276749999097586,0.017647971360154294,0.027182510239342563,0.009766782189011152,-0.008797967344056752,-0.007127161754742019,0.008537854148741897,-0.033796839210890384,-0.014714823134898528,0.027263377402952496,0.02579791764364407,-0.011795061779459298,0.09110528973412196,-0.0278310874498093,-0.030196294048264655,0.05964120389874388,-0.021999204486780125,-0.021557872569979923,-0.025310316863051206,-0.022473669340122744,-0.03398031486510845,0.054343453855022934,-0.0019531364980830473,-0.030702864749026344,-0.021536498803339355,0.00634743756815116,0.02405583178434492,-0.001689637082796169,0.019522719089761102,-0.035996170931490205,-0.026043932563852876,0.05227497084014853,0.0430418951760629,0.01720321930051974,0.013160527714010432,-0.020144792074657535,-0.04394918693857778,0.028021144497607595,0.02960035818682925
Price-to-Operating-Cash-Flow,0.04608694434274035,0.05503264305902266,0.07484621092013521,-0.0401377662056151,-0.020091577833673033,0.17757352458856246,0.15337150853299011,0.07751170450697889,0.04577331446738227,0.07564422615999485,-0.028191628971913667,-0.03232300547994646,-0.031928104102262024,0.00015658285660989613,0.014319740063813702,0.007174315930762587,0.015220538757847422,0.008000753790298892,-0.015310704276346654,0.055427558128211846,0.038186731295719985,0.03959973330167648,-0.013026205216936365,0.06477251299640416,-0.018623388944653783,-0.02391928820125228,0.028717527167831814,-0.019259928970676934,-0.02841221258874734,-0.020147878362886017,0.02477730408210098,0.03254901754516872,0.05775721048623569,0.0484239598596776,-0.03771000855188741,0.060637103090748316,-0.005674159111875934,-0.001972575945228752,-0.019881361127067444,0.04170164450831643,-0.06841446473930081,0.027889289591074208,0.07305604315787782,0.06331756348134963,0.04308875173280457,0.028829883359253957,-0.05102892292180811,-0.053380579431226094,0.04846029598987582,0.03758205020840677
PS Ratio,0.019415996153006602,-0.10299208597573874,-0.06639792733804047,-0.027518009709910134,-0.054514862155820035,-0.04749577973029224,-0.1027455439541869,-0.09019028475966362,0.031684655632012004,0.02120712786496032,0.01745172082438437,0.040489520559535586,0.016876497452554335,-0.012547669930239726,-0.004018441817019382,-0.009170051689841164,0.0057000019347207016,0.0012957247414544506,-0.02043586350199634,0.016921096020481453,0.0030923431998194388,0.00738667505232965,0.01634722595392537,0.0300083278549439,0.0022010807573241125,-0.008707641880508758,0.011768527364353234,-0.0014025039673828035,-0.002183125479417722,-0.001459917371450849,0.018413166051409764,0.012101024383005173,-0.10378256408408394,0.021470077905390197,-0.020623462788425653,0.006901450549082323,-0.006153718619859999,-0.008022754237143648,0.008051194692283607,0.028883715653448643,-0.047715641266197706,-0.007633669225190884,-0.12235413761769032,-0.119016619529277,0.020444303025150507,0.01894241624734277,0.01079194083842842,0.020729113272650805,-0.08744535562115852,-0.07101420828564736
PEG Ratio,-0.01674050066307559,-0.0851161925503331,-0.05809274196006818,-0.07890674700407674,-0.08791416915659951,-0.023800913249725896,-0.08535861347901852,-0.06517257511262184,0.007235407026212157,0.01158970882743457,-0.0221987578795204,0.015087247647995471,-0.025049548982966966,-0.005147759410599328,0.0014829314908967562,-0.003682701097917529,0.004350008422131436,-0.0021524105886859502,-0.013633643038388456,0.006358293238787508,0.003078824804282904,-0.0131820591848357,-0.013748380587420374,-0.020911813789897284,0.015652811783375714,-0.009048378428951403,0.04827287293532337,0.014581699127423494,0.006996069501555781,0.014307839495482238,0.025625954664247774,0.021084466161314326,-0.08721888918775196,0.086483898681279,-0.03332584475861661,0.029896429508785648,-0.02519215229895363,-0.031901011298068035,0.009685460944788263,0.03235533051611055,-0.06797394584748756,-0.041804376907277015,-0.08573309851994744,-0.08573309851994744,0.0038210125462067035,0.0029192794616703386,0.00890077328137508,-0.006346495223711081,-0.06103436119926522,-0.05665163748016138
EV-to-Revenue,-0.021116334572224515,0.05160120060971821,-0.024530275333384546,0.10119952374629114,-0.054650307730904145,-0.044968644820581445,-0.13022861406661776,-0.07899107999144475,0.01252347223162396,0.012048500868767603,0.06244970961896468,0.08311760031660193,0.03317048459195038,-0.0021922519958541514,0.004281427359730318,-0.0006372291270534658,0.0019499041794685287,0.0007428324312005958,-0.011090258768631976,-0.009182427684400347,0.012787469549376358,-0.019419210858643822,0.019001028002754147,0.03933306003731302,0.0035034216172785708,0.0003843313659382488,0.005466276925910216,-0.002449867915295235,-0.0035099339903075736,-0.003394165750092515,0.004294544842632778,-0.01594441033755709,-0.06460032215608942,0.005331040869936989,-0.02352379922728172,0.0037386727587423387,-0.01730480069390964,-0.011348916716617597,-0.01150739694539996,-0.021514402003607408,-0.06781389117501711,-0.10528113036882344,-0.10944745802803063,-0.10845454709577862,0.023012337324086717,0.015467403835581362,-0.01110025345410211,-0.012967796499888929,-0.10950580541174418,-0.10993054090549176
EV-to-EBITDA,0.08267672686491855,0.06514728286686057,0.05431264059779571,-0.09511053080963046,-0.12372155458522205,0.046853463806817465,0.03284488282529308,0.04588378928832439,0.004687848357932884,0.00015138017968751877,-0.01049932869033933,-0.010889800662972819,-0.02634631903038998,0.01963894720935767,-0.001898490442804637,-0.026895780664584736,-0.008963946051917651,-0.009953209615738586,-0.038853758044637546,-0.028899213168808124,0.029539391535263224,0.03691450031817304,-0.003206797642549604,0.07220965834230844,-0.02082193068043726,-0.01971826745774335,-0.005553411419881698,-0.04084359382092065,-0.0395553066398367,-0.04077616516578111,-0.011150860834354607,-0.017929917953964862,0.024677822831831946,-0.005532542756484854,-0.029959871734445184,-0.009506233161498859,-0.004045360899616192,-0.005299179889540031,0.08503373723680714,-0.007154396560514082,-0.06017807895480552,-0.09552893587348113,0.02330330190258023,0.02309391384578616,-0.01617179147073452,-0.0021434348471415046,0.08558385897627596,0.031063572219916843,0.07924958724137754,0.08012648101692997
EV-to-EBIT,0.023750486812683855,0.04592629685935148,0.04234583837783472,-0.023232193306687434,-0.04766481522326426,0.035315965809201245,0.014049648476097559,0.02754124545281959,0.0015084083686052185,-0.013915001334869087,-0.01705592538319641,-0.010446925958655335,-0.021707891535085455,-0.006000698210835199,-0.008908693478253875,-0.041115759143142694,-0.020314999472748882,-0.02093802712787616,-0.03000917240115026,-0.0332975502535467,0.02131942383873674,0.02836053636118114,-0.014431264729933363,-0.010165774318450588,-0.021353854582163684,-0.03071208292286979,-0.0284448569020906,-0.04492603111556021,-0.04285360592148852,-0.04394828310820364,-0.02027130683329806,-0.017211918927445394,0.014947499865575576,-0.02520256233422628,-0.03299352364272504,-0.005270982950266292,-0.0002586685406377083,0.00030183621466916416,0.12622841780422653,0.08232122084418339,0.0005951266242548332,-0.03592937391192918,0.01282612090661603,0.01282612090661603,0.02081179588178748,0.02130701284385841,0.10700180240126192,0.03908322896701061,0.06568754633714895,0.04113819051580957
Earnings Yield (Joel Greenblatt) %,0.09178482229584085,0.050560304926175026,0.05237997512975496,-0.06744372979260352,-0.061073582349454855,0.050647667474175366,0.06162907347957119,0.06115958212311686,-0.015620065256578924,0.014036521125684813,-0.01902049006918455,0.0396693759104353,-0.02127010929765893,0.03853849041692955,0.07703345627087976,0.06917356455504214,0.010958572489766095,-0.0005720732233751224,0.014261133764692579,0.012133406896808748,0.04217063143278738,0.03528039390583572,-0.01781187604257673,0.05651028517960441,-0.024025070298518175,-0.023872531945955542,0.037457442724456974,-0.02303133416739714,-0.035817088111095734,-0.03145511546167221,0.021805910280202984,0.019905788766960555,0.04977547146506076,0.0056250925641950405,-0.04217713570878964,0.020885255817494487,-0.005252946283569258,-0.005082935842392578,-0.0217910408284091,-0.00979181799763441,-0.07377916161451403,-0.045648902811547015,0.045890372120418105,0.04566956507286352,0.0953364339331326,0.01858183388293603,-0.019047839457021626,-0.04956263586670166,0.004805402163172242,-0.0007693447148891443
Forward Rate of Return (Yacktman) %,0.07292098470950407,0.02968286359835591,0.014397962965047844,-0.0431114170075544,-0.04697407479436554,0.04734621677648856,0.04752094786166771,0.0395408797876964,-0.010851736338106458,0.01768801295259084,-0.004414339024543858,0.015183502965016209,0.0021127414691122183,0.010482017766349144,0.0027695374857476624,0.06233427904755619,0.026608121613170763,0.0493254088910183,0.04941895844068466,0.008686683861388093,0.03843525968554578,0.028620806367809407,-0.013247554760912252,0.09646477054912235,-0.040857886354722595,-0.030562057029607424,0.021814963621377595,-0.034494323667590227,-0.032900392304629225,-0.0328403886733412,0.00123834884734106,0.00041537910667614254,0.036816886715395326,0.01928728012185648,0.007040661700510348,-0.0024781102777728277,0.018008951166930916,0.018709904116356257,-0.051884193457822386,0.017450303329865947,-0.07638531962616638,-0.034416777295813716,0.039052977052084596,0.04002577445394104,0.06257234265953948,-0.0022013526244042234,-0.05159950023367422,-0.052348279276142794,-0.009388864369412895,-0.013764947269885437
Shiller PE Ratio,0.05237720362963363,0.009007081868928828,0.010686933360401493,-0.06612824546678693,-0.0763838653430326,0.03396824351164028,0.016314462735443794,0.011274706742226975,0.005440029220353268,0.0350397883527136,-0.004734387525156484,-0.004616247979852533,-0.02029956398861343,0.010489380373983843,0.009499402900690231,0.006451579583235193,0.02268249675887189,0.027829877676678744,-0.0025774113834056266,0.02085361329723755,0.02934082693500619,0.013594545835736733,-0.01924125731285886,0.03337785183115636,-0.042488312045650525,-0.04848867246194556,-0.014954810342830475,-0.028126436356924103,-0.02946461389382607,-0.02348768407113335,0.015502854797487354,0.009978360050744258,0.005056694382254876,0.010773864301009694,-0.04991358319304997,0.02705169856230053,-0.006634257499215377,0.008423605058646089,-0.016878285322731324,0.026280562865711777,-0.05142995444696162,-0.015880334136641278,0.011126022604060657,0.01255786161204706,0.06901950838577675,0.04766020998255372,-0.011023486594128764,0.005244652973908194,-0.009510350079703389,0.011287984455578257
Dividend Yield %,0.03372563483892847,-0.08797091647139918,-0.08737973187929103,-0.004481593885563673,-0.014870968787249406,-0.09117000895941112,-0.07295530246755505,-0.0763770799465674,-0.038386678746222716,-0.04708449112811079,0.026248169447369823,0.13442372980785983,0.06326320964485266,0.04075265236115959,0.015899130893225383,0.2657151472881955,0.005813629377243781,0.007842557563377737,0.02879921075510204,-0.0001963125936562159,0.007895010412086007,0.0185361323234617,-0.045259241869227154,0.009095119330130904,-0.015911262531783904,-0.015911262531783904,0.00874852251591261,-0.036534936241747626,0.049488752399940716,0.05263898181898383,0.0014054888096976803,0.02075419742796586,-0.09626256928359633,-0.0490399235161129,-0.04444144892110835,0.011414405601829753,-0.027065316432016033,-0.020427091490471228,-0.01458697710000709,-0.03768219999724563,-0.03887229894988403,-0.039994530268383816,-0.049232280453851765,-0.01997047000858381,0.5556003663312507,0.29320252525417073,-0.020760754543535535,-0.005662594643665524,-0.1223275702751163,-0.07438980793616484
Market Cap,0.015580738995695358,-0.0033850898653628916,-0.002867751633168732,0.028188451161275264,0.020760329365066922,0.002973852771836055,-0.003197678732250867,-0.0008268756351678184,0.0009318831849038063,-0.0028822878743335707,0.03708965106520469,0.025554181771377495,0.024579770377149694,0.07574719514512152,0.023248830618426267,0.012571512619270989,-0.005717048975211789,0.0030846010395028187,0.012148099699264756,-0.0045534518038993135,0.07205691135703346,0.07475001621484668,0.000977577312440324,0.02277393042510604,0.00500685921653612,0.0042341211422881565,0.018034552001489748,0.003088433973912865,0.0024326413113124395,0.00492432749063255,0.021635931670521892,0.003439262639807462,-0.006429547896377735,0.000933960807894681,-0.01466480824232909,0.00854655972992945,-0.0019287389792700693,-0.004050182647252797,0.058991017879238015,0.04953932558582174,0.08182575673763227,0.08584329455959754,-0.0018052179286337801,0.0009432518684225344,0.06897776609552082,0.06790511410976512,0.06530605081726823,0.05706828132258856,-0.0032971750021917397,-0.008127152421362395
Enterprise Value,0.09495292575960895,-0.0030155843786182483,0.07117388277225002,0.011431971601413234,0.031548693791599254,-0.0008759365142341287,-0.0031975229741017597,0.008899710151860819,0.07038140688891238,0.0074231624652592474,0.042616315386702124,0.07414063596589426,0.05353402911659067,0.09533013101543954,0.0214512513417888,0.01099374374405096,0.025491451225934977,0.09065956536550032,0.02720772506026518,0.00464888117176994,0.07921867542184702,0.06860149538143644,0.055617016335933446,0.02900475041674473,-0.006048129258145242,-0.004874370460072105,0.03913342348003933,0.00874395920545756,0.006936719048173246,0.006866442139267106,0.037121963069159505,0.039770367620862224,0.002854345697046899,0.024872027156455465,0.01984653072527134,0.03784584597306749,0.006324878061103979,0.009031785558158036,0.04274335848071189,0.06980568669210654,0.027916595136484992,0.04019305841452111,0.015308942621543987,0.01740925347744103,0.06496499716047016,0.06669979203760626,0.04435382818532996,0.06285873234772815,0.005114588295306723,0.008401195428095696
Month End Stock Price.1,0.06392292759180547,0.05865408541158457,0.061436833361581844,-0.06462453976943965,-0.010109615881336628,0.05742046637699671,0.05979533868624846,0.057318981518159506,-0.011986763843902869,0.0177095352061132,-0.029333043863360594,-0.02821367114437959,-0.029797076362303287,-0.0007322745349037257,0.0207002495028329,0.025719433840728827,0.019239827654195647,0.028643818206563944,0.006773536856916716,0.010566530357933581,0.04374235936347032,0.04659873732279577,-0.009230539163455155,0.04956197275072922,-0.02210332903549271,-0.021390777842567453,0.03466639236920573,-0.024794553343755864,-0.019013528667329783,-0.011346305667882913,0.023544628656890172,0.024146299418041525,0.05745797418106283,0.0037936296754985197,-0.040855624211470945,0.024108990087015243,-0.0008338878481586286,-0.00653144694427492,-0.013088615759228251,-0.0012359128553228625,-0.016197424626550196,-0.02986588887905721,0.05632328469285974,0.05448547043169441,0.0657689157282644,0.05585607642422641,0.0034905942249907887,0.0003783538212557727,0.024631246470401328,0.03779065811335398
Net Cash per Share,0.2634532037729433,0.2317773519632474,0.1704141225488607,0.03916534294154081,0.04830062278751734,0.23120356731744493,0.15357561700614492,0.15491329314815072,0.13583043358653663,0.1468898098713997,0.1379395378833552,0.15095153391067162,0.13385135387676272,0.10231710078011529,0.13053974457429696,0.13238600900002434,0.1036732941711525,0.21103927279784962,0.16298118017228264,0.06887568970543645,0.0822115894522641,0.09576701452601143,0.06595129474563828,0.1897775757981675,0.08500900156140176,0.12029281665922725,0.037656816777250746,0.135440619069563,0.0997868081932157,0.10843112700245591,0.12476997791600974,0.07225049518857388,0.22483169883262008,0.1394193455761474,0.022729764569593598,0.12745479666159013,0.03507920663055399,0.0690924569540705,0.08338158074705077,0.06888506228660797,0.07380700085881015,0.08215102126502613,0.1827957475964217,0.182617924435579,0.20067196704007215,0.15194514623410563,0.07573469327407521,0.0491853847676691,0.15457289468893945,0.15527454200587773
Net Current Asset Value,0.08350700499519799,0.09548916078316494,0.09380958516442915,0.0018445935438499601,-0.0015597490493150772,0.09692306931511856,0.09593864271667127,0.09565502429285239,0.034507695974637154,0.03931770520193395,0.10626202037364048,0.11393212169098282,0.09856249497270043,0.06727657062287941,0.14420068401157088,0.04690720526097729,0.07368125166944547,0.10061308595591072,0.13195933549549574,0.03291819083522964,0.07535342107449734,0.17290992718643003,0.036850940664884216,0.11828033952372,0.03721136374873358,0.031164039806982125,-0.008353948855520012,0.03500878965859738,0.09123613474241397,0.09374408294602696,0.09728129540298446,0.08562957887919347,0.10686952034483155,0.03872366967927452,-0.007804607089891886,0.09447709174247008,0.025852713681087477,0.018610245631566723,0.005736144708239413,0.027977156496589023,0.0012891419670085715,0.0034285209998656118,0.0811036115774492,0.08491137330517697,0.05896362653989416,0.0664760954888053,0.011242837055694371,0.029456956638393282,0.05479324183262354,0.09522976542108796
Net-Net Working Capital,0.18085459662073414,0.15498636174070482,0.15547181397465773,0.054607238445426254,0.05137422725059734,0.1862301557631897,0.165183275870937,0.1539881057878366,0.1098282878016045,0.10167387944722824,0.14435022440218195,0.06377613347538488,0.16571376080784264,0.11298450602448007,0.1669012101023161,0.08152510189424586,0.1285103165348288,0.13354305645027997,0.09424708426715346,0.07919752959038144,0.1005866805961791,0.09963646611512765,0.0837496622653712,0.19543719199725035,0.056102150200003684,0.06619840374167527,0.05840561044135529,0.05911394583574839,0.0717355666691804,0.0665096319146793,0.12918497246899158,0.12512301632009343,0.15457773132619182,0.11205040562928961,0.02847121216007898,0.12429856164222333,0.06896519715474823,0.07384464928529219,0.01872537914344969,0.07892777456792671,0.003951287492493034,0.0834318483479206,0.15986697029587327,0.15768772016146862,0.12063388447700561,0.10557649171381538,0.01708207964974576,0.01962544150788043,0.08911305156508344,0.13808775825603137
Intrinsic Value: Projected FCF,0.015617512933719886,-0.021518442156030746,-0.013660443632248463,-0.05337577564823596,-0.04989244528608933,-0.015491198185803915,-0.016256267471391257,-0.015494689106588827,0.005879392807881514,0.007352286380678907,0.03925784433966573,0.0495855329257051,0.05097497735216895,0.003282257409666281,0.0037362155328643613,0.008319362781372725,0.026298432971370047,0.035107693375763395,-0.009526736568232457,0.004528141642288791,0.02588575919899851,0.022106609292703597,-0.013837401949395128,0.02186246789712748,0.017039756661666256,0.011491034551541721,0.05510769991699528,0.01094015390800349,0.008203482056191374,0.011707054100165948,0.017876645700335887,0.026799743606678444,-0.023663464617411863,0.02399453656903165,-0.036860824292944266,0.014362584737135514,-0.001185962003223677,-0.004975650027813371,0.004806578549853901,0.02232245484814307,-0.02959194209515899,-0.01058688644225584,-0.000797904834435696,-0.007183582651030761,0.03952529030994308,0.04401667770878098,0.014654657983748171,0.007042302680689159,-0.022293118986206773,-0.017851204808093712
