,Total Assets,Total Current Assets,"Cash, Cash Equivalents and Short Term Investments",Cash and Cash Equivalents,Cash Equivalents,Inventories,"Raw Materials, Consumables and Supplies",Finished Goods and Merchandise,"Trade and Other Receivables, Current","Trade/Accounts Receivable, Current","Gross Trade/Accounts Receivable, Current","Prepayments and Deposits, Current",Other Current Assets,"Deferred Tax Assets, Current","Deferred Costs/Assets, Current",Total Non-Current Assets,"Net Property, Plant and Equipment","Gross Property, Plant and Equipment",Properties,Land and Improvements,Buildings and Improvements,"Leased Property, Plant and Equipment","Other Property, Plant and Equipment",Accumulated Depreciation and Impairment,Accumulated Depreciation,Accumulated Depreciation of Properties,Accumulated Depreciation of Buildings,"Accumulated Depreciation of Leased Property, Plant and Equipment","Accumulated Depreciation of Other Property, Plant and Equipment","Accumulated Depreciation of Machinery, Furniture and Equipment",Accumulated Depreciation of Plant and Machinery,Net Intangible Assets,Gross Goodwill and Other Intangible Assets,Goodwill,Intangibles other than Goodwill,Other Intangible Assets,Total Long Term Investments,"Investment in Financial Assets, Non-Current","Financial Investment Securities, Available-for-Sale & Held-to-Maturity, Non-Current","Trade and Other Receivables, Non-Current","Other Receivables, Non-Current","Trade/Accounts Receivable, Non-Current","Prepayments and Deposits, Non-Current","Deposits Paid for Business and Fixed Assets, Non-Current","Deferred Tax Assets, Non-Current","Deferred Costs/Assets, Non-Current",Other Non-Current Assets,Total Liabilities,Total Current Liabilities,"Payables and Accrued Expenses, Current","Trade and Other Payables, Current","Trade/Accounts Payable, Current","Taxes Payable, Current","Other Payable, Current","Financial Liabilities, Current",Current Debt and Capital Lease Obligation,Current Portion of Long Term Debt and Capital Lease,Current Portion of Long Term Debt,Other Current Portion of LT Debt,"Bank/Institutional Loans, Current Portion of LT Debt",Current Debt,"Other Loans, Current Debt","Provisions, Current","Provision for Asset Retirement Obligation/Site Restoration and Rehabilitation, Current",Other Current Liabilities,Total Non-Current Liabilities,"Financial Liabilities, Non-Current",Long Term Debt and Capital Lease Obligation,Long Term Debt,"Notes Payables, Non-Current","Other Loans, Non-Current","Provisions, Non-Current","Provision for Employee Entitlements, Non-Current","Pension and Other Post-Retirement Benefit Plans, Non-Current","Provision for Asset Retirement Obligation/Site Restoration and Rehabilitation, Non-Current","Other Provisions, Non-Current","Payables and Accrued Expenses, Non-Current","Trade and Other Payables, Non-Current","Trade/Accounts Payable, Non-Current",Other Non-Current Liabilities,Total Equity,Equity Attributable to Parent Stockholders,Paid in Capital,Capital Stock,Common Stock,"Common Stock, without Par Value",Additional Paid in Capital/Share Premium,Treasury Stock,Stock Subscription,Retained Earnings/Accumulated Deficit,Other Equity Interest,Reserves/Accumulated Comprehensive Income/Losses, Available for Sale Financial Investments Reserves/Accum.Comp.Inc,Non-Controlling/Minority Interests in Equity,Debt Maturity Schedule Total,Debt due in Year 1,Debt due in Year 2,Debt due in Year 3,Debt due in Year 4,Debt due in Year 5,Capital Lease Obligation Maturity Schedule Total,Capital Lease due in Year 1,Capital Lease due in Year 2,Capital Lease due in Year 3,Capital Lease due in Year 4,Capital Lease due in Year 5,Other Contractual Obligations Maturity Schedule Total,Other Contractual Obligations due in Year 1,Other Contractual Obligations due in Year 2,Other Contractual Obligations due in Year 3,Other Contractual Obligations due in Year 4,Total Lease Liability,Total Lease Liability - Due in year 1,Total Lease Liability - Due in year 2,Total Lease Liability - Due in year 3,Total Lease Liability - Due in year 4,Total Lease Liability - Due in year 5,Total Contractual Obligations,Total Contractual Obligations due in year 1,Total Contractual Obligations due in year 2,Total Contractual Obligations due in year 3,Total Contractual Obligations due in year 4,Total Contractual Obligations due in year 5
Treasury Stock,0.07853281750384325,0.04974654815023487,-0.009301755970657317,-0.029243163889303966,0.013520329537338185,0.003462322649943994,-0.03596795515306948,-0.02144754357592963,0.10153702174101338,0.1021176405004272,0.07315394150869209,0.10443805923205587,0.03155094813994588,0.023701421158809594,0.011771418306382602,0.0015603269921694975,0.007240578528971992,-0.020631595994541882,0.008213824908121807,-0.03160401681405661,-0.050834027028337586,-0.0033052939113499243,-0.015149407789281616,0.0030952255020485356,0.04339048057889439,-0.04850769110223076,-0.04200252903101975,-0.014963331238945565,-0.023821567277456872,-0.005522926517566548,-0.002849811320656284,0.07870400450595406,0.03409468803936776,-0.07257852393490385,-0.010189993928237552,-0.008405890592015117,-0.034785731492211126,0.013757299482385438,-0.01422916917089096,0.09517290765765841,0.0678973302028501,0.025958877389115172,0.012497076348115511,-0.013332806031797645,0.11734896672242671,0.03528133726160366,0.08256918749325597,-0.002292023638468128,-0.007776074606710081,-0.03861460989593962,0.07650150249823784,0.054540419555103095,-0.02126635752801502,0.10084249412528784,-0.01666664921118535,-0.036004705426026344,-0.015428291449528597,-0.029762995404918405,-0.03326217299822771,-0.09269314675122141,0.0634198758526612,0.011082712390714311,-0.01530933974399618,-0.046517045688622465,0.04018791984639724,-0.005589740278268434,-0.02757357842872191,-0.03408557652781948,-0.004095326073003014,0.05120676688469654,-0.0004874788937620769,0.059855875820843396,0.006890523078407554,-0.005406044392573778,-0.02621539692789394,0.03197798967431302,-0.06344866047746686,0.005090631300216782,-0.0003990112730671829,0.041285920617664035,-0.019024748994950123,0.03354489495098517,-0.02393471877371663,0.09736725598476521,0.10024578572173634,0.038266001674408405,-0.049345900475839,0.8447813628697268,0.07502595000232985,-0.06912737341287555,0.06733293884581823,-0.010940785021335532,0.015652195719139072,-0.014875665923183342,0.03021655708947546,-0.006220308023388574,0.039562341603412,0.052555761123090544,0.08146635245613562,-0.011540082274573971,-0.0020318941127523047,0.0005027394027207035,0.030209847214005322,0.04115988413546108,0.0523117898548164,0.05260493598544554,-0.004036115930676027,0.06450195480997872,0.0653016660100597,0.0652298062553165,0.04688750819752258,-0.0018034945698127806,-0.01564286923060818,0.015454257271675535,0.026578080810412068,0.03098309512095177,0.030391565174023888,0.01747600021810985,-0.05448225927954534,0.0033466643554897514,-0.053323270413742255,0.039322000042964246,-0.02533413175492442
Other Stockholders Equity,0.15096904985535314,0.007765696083930631,0.02122464673452621,0.023483470878947404,0.05477722665970879,0.013626859646932598,0.014628937011075335,0.009567836031239247,0.0064497706630751266,-0.020152776176900356,-0.014797471434293009,-0.0156835043696543,0.15603307400940153,0.027109351423034545,0.02712836734305471,-0.011652442688176761,0.023555603079820926,0.17370758867673008,-0.011412288860741632,-0.011278929445973179,-0.01718978354904497,0.022652882648217087,0.04179215518893492,0.1500790262742294,0.1602533178415105,0.11339499209783843,0.11262488099171991,0.15185223531194997,0.16598236759822904,0.04039949659827652,0.025585331194358015,0.024053247586597274,0.06338240479420802,0.002379707763683297,0.05039197725463898,0.0800519549169698,0.04011911267845517,0.09613709579249465,0.09617639413213458,0.03346678508139392,0.04037256713049764,0.02709639926076051,0.0018616583634924327,0.012318667623094968,0.001852262539252622,0.02930476476981813,0.04841190491784024,0.004886925365460001,0.0013146451223652626,0.021536481730102926,0.03936808622380085,-0.003824865485788144,0.0385275435087779,0.046790972004285225,0.01821472538947644,0.017835573371834813,0.021567865794952644,0.015793000794860984,0.05794060176994219,0.0380019760167566,0.019266863995283667,0.06950569805078238,0.016869572374517153,0.028634960335999476,0.023824127771795257,0.00021242746488884991,0.0024936371195227736,-0.007129845140243526,-0.004066023029239636,0.041512991544690195,0.025543246475342583,-0.030103250212800196,-0.01022561616928628,0.008192981842725594,0.0236351847035411,0.06838157777772119,0.006397816363226021,0.023306582310599573,0.0037109061157416666,0.019497905648086164,0.09689269617248175,0.28735403541188476,0.004905882056363829,0.0667370926364103,0.0647610345379017,0.13968844569429056,0.057098594938680906,0.10972016164868276,0.1263036198308985,0.002304943639626144,0.3484999483334623,0.018504176080763025,0.08110331844192034,0.1208102360245411,0.022572890689030706,0.026119427622876955,0.01313962237763817,-0.0008160766744000616,0.035783923349836565,0.05172528790850304,0.03604709388720874,0.03364471475605795,0.022307007384165536,0.016501727905820367,0.05469012612720186,0.052662087050555036,0.03536879595518387,0.055959861589663755,0.056662288100799534,0.05713518966111864,0.06752797339826659,0.04395190045752579,0.033353123300180754,0.022079108786715096,0.017282151508149754,0.05601330078211349,0.05610523733129133,0.005159676891034621,0.022003142861910505,0.010374642561908322,0.02282332328726252,0.03102839065174711,0.047254977959361476
Total Stockholders Equity,0.14485099569009313,0.11241204717284858,0.013618537925707594,0.02850767208633733,0.05966863937673059,0.0022194176700348718,0.027261518165637225,0.015084073544169869,0.017428266885495917,0.011459486573680532,-0.003906546245448478,0.009648723778500498,-0.0019925480907120557,0.03134314890267534,0.030294614920009854,0.05951310928877241,0.026722507061792827,0.06336349697099292,0.0007157990663470412,-0.010237013366700097,-0.013018950449194126,0.024536136450929166,0.027636342279850318,0.10160014464319662,0.09937291377571338,0.044311419726979766,0.0432955889129981,0.05045828219283977,0.05155798637977635,0.0464909236056784,0.029376699749861304,0.018595322535689948,0.022477707825561178,-0.02943825562189897,-0.005780756369487173,0.021977247104641346,0.06648700596006715,0.07620082332006692,0.024632475226368994,0.030476275255745353,0.03411004807043981,0.03490904946172629,0.02171602119884006,0.004020160843734026,0.010957647523732957,0.037756811088605534,0.03288574727049652,0.03709691250056575,0.04127476955732483,0.01653853992251783,0.01756477675069629,0.020892174278571783,0.015329483908451496,0.014583032233039774,0.040079794938591026,0.045433735972003515,0.039439562393028656,0.0387353464539836,0.023392774979521243,0.011431535750341549,0.024384844610934202,0.0367635393202401,-0.003772758930513735,0.006880024544209122,0.018559498405555694,0.03620538797312917,0.007108172653615994,0.011221882133524305,0.007921491558456693,0.01626304212452259,-0.004154987487985149,-0.020518517423769277,0.006013000651468362,0.002116319251074428,0.00854829258598882,0.011096208934530095,0.022809371432759275,0.022206672563421938,0.021569237861278782,0.019384832058073564,0.1692195077598496,0.2504302601938715,0.013859314765819464,0.08261272178375983,0.06191751819412772,0.10471804173892901,0.06159873471364029,0.11584726124776806,0.1012701249144012,0.0032532251749652534,0.1891777403207074,0.020147544933957703,0.03481498030656554,0.1498768025080759,0.06461177578331637,0.006197759790630134,0.020005356033950192,0.013320579145871439,0.004257521739354942,-0.00815566572016745,0.044455943533240345,0.04817790288753755,0.04875073589416377,0.051641527128344855,0.047795603266934966,0.049094471040985896,0.027229190888280356,0.028134975519638974,0.02876086688356478,0.028916965768170915,0.017660226772576774,0.07279187121630118,0.04983122217991669,0.05010358105256359,0.05286867510927086,0.04914844842533479,0.04929577665039062,0.07868364880861363,0.031045848215906762,0.04831075761356497,0.03111731102688171,0.03062991829207459,0.018817296596716
Minority Interest,0.1634460573731441,0.0313906851073412,0.028288628190863918,0.008951854255541592,0.01685031177561962,0.02149365238033902,-0.00030214887914455633,-0.012023817563645092,0.03572341213044731,0.036082366466631675,0.038125771593107656,0.02870287277703897,0.04183204689697491,-0.005689445476128021,0.021700611908039576,0.03356518086362215,0.022307836885301476,0.16932884133992307,0.033271652933605594,0.03219867478934741,0.022359946315705453,0.020910916512996376,0.02173981409747479,0.18252520844966938,0.1894206611361535,0.16849697362902188,0.16245017007321547,0.15704386558532882,0.15884836665931334,-0.010474829723754924,-0.0023658610103645776,0.03947319878503752,0.02014577145565858,0.0384161973416816,0.0336006115957585,0.05833219306285675,0.05783118279125815,0.0459738070565168,0.051067624987591195,0.01580155005550017,0.011784037638790618,0.021497486336212953,0.003936536889221524,0.019122579472281666,0.0047830887730474295,0.01475261691198543,0.011283121732057052,0.02819201737475418,0.03128173837887052,0.008786703006342305,0.006766710361980319,0.005777491303311744,0.031374327125560576,0.011721607154245505,0.003055109910071398,0.015328919275130908,0.010375824348933114,0.0016017212970073956,0.005866742329043483,0.01715695075244394,0.024421138037736167,0.024076242506753272,0.06966395889513692,0.06627708650722934,0.0328844154105611,0.033480923446115106,8.409292009699514e-05,0.005183549339676947,0.004165835297661804,0.03169073668522781,-0.01553461909529988,0.03193568066527958,0.03514028983421635,0.04725136342269325,0.03386197241496451,0.022336190572667555,0.02001811130869389,0.0071050573774898386,0.009173464910180323,0.03218038798729998,0.03439876445748927,0.033478227490033714,0.038011806735542816,0.03356518086362215,0.030014120555892466,0.014466144922032876,0.0403295074638511,0.0023797280610690997,0.030793824854866585,0.011565486397047403,0.11453426112746232,0.022742540706603313,0.020827964751752633,0.4554612205409473,0.011935317722747443,0.008858004253819893,-0.00034709072314583313,0.04396147864054543,0.0069514107292697235,0.040949140663166,0.0321583825160846,0.024826476841363788,0.02449944352920956,0.006163862228198694,-0.023512913171732448,-0.023625824780978633,0.015170690296334185,0.031139214991371744,0.032030975212452774,0.03142754242885091,0.06354527287892883,0.052210026854835424,0.06058140058565002,0.060856452404382214,0.040301640290644966,0.019927124605507007,0.019424338191245498,0.03033162500073936,-0.001559574523971639,-0.002316649234716189,0.009289880997875042,0.008648476135875632,0.039235066065587694
Total Equity,0.1602172766625754,0.11413495350201427,0.019492285698953976,0.02852376678906596,0.07216517426401609,0.02051975331528638,0.03380876176814326,0.004482280866192063,-0.002298407304266875,-0.011457044106710786,-0.018243782025862857,-0.009691630653043314,0.006520986583161506,0.03457077874922331,0.018549276746660303,0.05704650144926329,0.026840356678781728,0.0687976413965991,-0.001389499660021221,-0.01142943330622181,0.014720630673326953,0.03241974524782234,0.029141203968745748,0.1051296045658682,0.11041749746194562,0.03697132560732761,0.049382760337023726,0.0504026359158291,0.05340184673405811,0.03918025574758419,0.014293675395791426,0.015678311897571847,0.00856379513439863,-0.00629634136339502,0.016490205863164138,0.013976525550836907,0.024652252390129574,0.004087944224142749,0.0020071073952957355,0.016503087782585694,0.03340245612115719,0.022511670748587283,-0.00032371879575340823,-0.011311664953016507,0.005054181688451608,0.024317623699143483,0.026820970158095803,0.054540815016036186,0.0344923532638078,0.004669165198095345,0.014064353678338734,-0.00014071741411904662,0.012776854748314389,0.018671308218385557,0.033661744085936904,0.03252936762613021,0.017539864018511105,0.021139688948072166,0.015056379527825674,0.0030364519941454256,0.031074853181826213,0.033808000292525356,0.0020752763402576025,-0.00792719171234517,0.0006786612174713956,0.01489860771493441,0.017732605520952575,0.012468942848396542,0.014292525215119898,0.01423635357554651,0.0035089572421736926,-0.010555525079628042,-0.012465188512941667,-0.017038545746482683,-0.004275843159162449,0.04020804510233531,-0.013815366346266202,0.004406351938658782,-0.0053431380280157,-0.0002087125578602092,0.9246625647378621,0.09869888920847106,0.0168696039530471,0.11490489044123603,0.07996581253408513,0.0664152715622061,0.004438466212986335,0.012494421437982132,0.0119363157082807,-0.0013309662779110156,0.09113173698709069,-0.0007200734576704513,0.01803956277666189,0.14560286708298067,0.03678834417646193,-0.00507604167445374,-0.00047173932432420084,-0.005113746382652025,-0.008581637256702676,-0.02021247601163147,0.047696816781184634,0.042459298307746425,0.04303213131437265,0.0454042332325551,0.042402300021739316,0.04284400026049782,0.004339084221603153,0.032253856330851864,0.032879747694777674,0.032590176197338394,0.022470896262703398,0.054494339348982165,0.045996770802425056,0.047111085826390196,0.04919090309367953,0.048996571395474406,0.04585546795486419,0.048441656619319706,0.016526596524657655,0.025026637079081204,0.01662583683587055,0.02592344214984803,0.006529579318992808
Equity-to-Asset.1,0.10758301971462188,0.32989726985700873,0.271608631271055,0.22842188662739601,0.11821143345558487,0.16703049293279829,0.04897319945840524,0.11793689869318548,0.014634458851216997,0.007983494243382438,0.004547482108674288,0.059711231871854877,0.140784679577013,0.12664419649761002,0.17354999402550444,0.3274350441422691,0.22579488384037077,0.013525606589709204,0.14988498698438357,0.02457899076884146,0.1609409033535983,0.19069121038102474,0.18263517098741058,-0.006970766053946076,-0.04356321518377299,0.021566548038393685,0.0483584154949634,-0.051500032830334413,0.008997884016871089,0.07615416174503943,0.05712862441066362,0.12885402751281808,0.022484371444150136,0.0008812722828032043,0.11578454004805205,0.21577293054692845,0.04266053163029933,0.10624267620928192,0.062170595711868164,-0.02576548714061943,-0.008360505487471108,0.04673354087300506,-0.014936140001461682,-0.03879031828011656,0.04960764126591959,0.1812743821700619,0.11355815945386954,0.19663979835016118,0.1973537870291753,0.10026820009127618,0.15657733036157243,-0.019006373122700947,0.11272226084156829,0.010777143610464592,0.1037410314689724,0.1706424220014451,0.16115308697998698,0.11718150119800405,-0.002217368953061443,-0.02616550911433068,0.0875165175279591,0.08254874455309372,0.06150270125222181,0.026175138287109642,0.028543429958480436,0.18903076526429338,0.10853032437907055,0.11585634233223085,0.11252863139574402,0.10405702911609901,0.132488337651308,0.05565354674937198,0.0236792656447813,0.021971931692332844,0.07543339425998478,0.09059620409156828,-0.049981740666699095,-0.04765724743581265,-0.02254806230993426,0.05669601932936873,0.32952092046957787,0.3070005011086816,0.16114583844849753,0.2782159256839248,0.2280156638818112,0.06297711998406254,0.026741802756522416,0.24470406719608542,0.1376721075526746,-0.029016799352671842,0.15345131662410869,0.04771706751965037,0.09075533893029165,0.14821108804100028,0.16133046248547905,0.1608014906817565,0.1593037846529079,0.0795155166744574,0.0405348646239934,0.0633209270534694,0.0990442510617426,0.130471437306466,0.14270689984514529,0.13239885388917005,0.07991656523597526,0.07865138248427114,-0.014156623918934188,0.03472607073222371,0.004659861168907103,0.012480640335739646,0.028194764053938857,0.14058393266992247,0.12436898601444031,0.10941087269998165,0.10072873567213352,0.055049157489664574,0.05089598514276119,0.20022332138789983,-0.02860016667907783,0.0927328524935237,-0.03409494827649669,-0.004502412834975508,0.01812045142367577
Net Income From Continuing Operations,0.1501283328240053,0.019033385397269967,0.027980544019516367,0.027970534657873407,-0.012116598972507577,0.023997489533711096,0.02412884147729773,0.03604454816227062,-0.008390227828662337,-0.01791942951346972,-0.02337699856766527,-0.014774808198213734,0.02647774029040447,0.021063865650038014,-0.004446283618826653,0.016767135581225983,0.04994726773107915,0.20937340413438413,-0.0024921671340226094,-0.014739844449454337,0.005836146518831291,0.04567947714561971,0.04527915229968975,0.19618879342977932,0.18834428606770817,0.21114468281285362,0.16728898614938623,0.2122152624147151,0.2138129408266932,0.021788799815263583,0.025816772924064247,0.027173193458599226,0.0023390813351645227,0.014086203538171763,-0.015104221250016155,0.00827827964074928,0.03162455072497818,0.04588225954175983,0.03703319233395198,0.0015082063398263517,0.0006994578387060617,-0.000840802495113935,0.018639881822277722,0.014728829229098548,0.000598024431816304,0.02529538878396475,0.00416929013325467,0.01031883367255716,0.024799555767956553,0.034534297630659835,0.03860982345456598,0.008510307580070722,-0.002380891233686784,0.006721737064419854,0.030759497346623064,0.05460351285062011,0.04505484618743031,0.04976904858300743,0.056451887871991534,0.055224074761648645,-0.012295636006584114,0.003374471992190519,0.06617351813644749,0.07088696891144729,-0.01736290478354531,0.021323238146800032,0.009218954551362093,0.031673740662619854,0.019036355950816146,0.0010287535372923533,-0.006096542043046868,0.0010159659680641334,-0.006617026326051512,-0.015346159641806346,0.028425299281924294,0.020313972681661324,0.02572943882405649,0.01746174396617104,0.01447761278131786,-0.017839393355038764,0.011768970504972602,0.029154794859589404,0.027986735486703218,0.012180610655806307,0.013984828759391398,0.04424179704404087,9.420653625187006e-05,0.03846474339690081,0.002195639962821006,0.09151212915261428,0.00419862584306944,0.013912694373927642,0.02728354129243893,0.05102592111152959,0.031871246416520733,0.03748798710289148,0.03168053887258142,-0.0033041631384530235,0.0047785284246446786,0.035105473749081434,0.03714720620039426,0.018299543994361928,0.023919443024434946,0.00631799592921476,0.03014017475524708,0.030472855489640314,0.05467453077736215,0.042252524648819956,0.04313385933347432,0.047844103573448434,0.10373611204219535,-0.0010683813789506163,0.01482667388285717,0.02252079320144331,0.003933434455065922,0.030769352268926548,0.02693017842819018,0.05674460314672417,0.07261598862954112,0.07061785266559926,0.0718719013847026,0.04400919974772177,0.07545968087394292
"Depreciation, Depletion and Amortization.1",0.02083152661543721,0.0031212879366812824,0.02569108744317871,0.02037634381563738,-0.022486302482782293,0.010200306748453524,0.03506267825536185,0.03126456067200014,-0.01531051201579407,-0.03357464798931459,-0.03657927023264923,-0.002202358368428763,-0.028576862767431477,0.0074221966230615735,0.049495692257637294,0.03149718599209854,0.03110092563377316,0.08211125187033824,0.011394158921057196,-0.019709824602565193,0.024956242275824676,0.031866009153960574,0.03204271148829891,0.3790429918570635,0.38810678296099477,0.3242324016084346,0.1713264509642521,0.17730558519889317,0.16473663152403228,0.08314091071481555,0.08295726078785629,-0.02148371162343172,0.011012029596149484,-0.02296889810704709,0.0030411935886449875,-0.011644083430449073,-0.020386940056994422,0.001965021021212316,-0.007943507750746561,-0.011380518332612773,-0.03211780708453864,-0.008840132491729658,0.03986650343650463,0.029305245407817638,-0.021503226896054904,0.06723086392350301,-0.027919815550256563,-0.002441876080318127,0.00224699157016804,0.029258270171714687,0.03526138040339212,-0.007209233728243966,-0.00750725532153387,-0.03433897652331071,-0.03198850127829804,0.009323338831614722,0.0030904792451545314,-0.013952703870760818,0.019440241313415214,0.06162809984433199,-0.03520411602835696,-0.018712202513152473,-0.006645490657516634,0.09609641390042595,-0.049130248509216316,0.02313750589543509,-0.024693874235367633,0.01182812111943914,-0.030975044369571228,0.0018293800156609697,-0.021427887508710747,-0.027740346274602756,-0.013675517734650929,-0.011519693690449303,0.10697317039413613,-0.0007409468936701137,0.022314053746364273,0.030422543141593598,0.013134105388300777,-0.02708493877305339,0.0126046989225434,0.012833798379805465,0.009995610220980927,0.012768063941295012,0.010928089895612742,0.02379431690107075,-0.011687369068971989,0.011966223337351797,0.008989214200822075,0.07349658206089517,-0.017714820785758333,0.05198025078968244,-0.005504378365577979,0.0395637647892961,-0.0018829505742859638,-0.0058522112069923984,-0.007498943038400697,-0.03926519862066011,-0.013604191333100646,-0.007206065666223123,0.02409571667466024,0.0015126427765525473,-0.011639557516538961,-0.012784266179822729,0.030205966548869458,0.030915250716438355,0.04463022751110756,0.012405781884805327,0.011905904938456363,0.011912624087070726,0.02503272041263155,-0.011241005538335328,0.001388732190960368,-0.014157143102186617,-0.014086191483872815,0.02763010497029323,0.027460598314911086,0.010285100109009414,0.03758643618645478,0.025288109126678702,0.03758643618645478,0.02457283966672149,0.030244860101015323
  Change In Receivables,0.08660981512922498,-0.03092394915090676,0.047017368527174835,0.06029771355856197,0.05917435152077064,-0.022525724925468782,0.03919885080869086,-0.002021388050209928,0.04426087145054064,0.06965906447978404,0.07425869566654186,0.04129375078751819,-0.010904791082333746,0.017706178630524167,0.0612571739269309,-0.03086020328644664,-0.01680041484430823,0.09991674187726379,-0.024716766408799433,-0.018621185962376628,-0.01917857257314472,-0.01828660905914317,-0.013149339502402293,0.11244227940713718,0.11957052629430401,0.1643255659084337,0.08606793584635469,0.09103346105679513,0.09818657478555536,0.001281365865491843,0.005656672082154377,0.0156576722937171,0.06926407791143636,-0.01930376078830294,0.020817015676328533,0.030594620361276758,0.01141966453398164,0.006362268217705456,-0.006729766061669591,0.06322122007615738,0.08632543613860681,0.09361657081165971,0.05480105387771557,-0.003985436904602268,0.003939685756282945,0.04397494558118657,-0.013482842938956187,-0.019671762698313833,-0.019178334090921536,0.0636235949736111,0.057520092927784136,0.06568827826736895,0.08144663039927802,0.07700933953469324,0.012703554187216488,0.009047929403007785,0.008754619597647796,0.004838486267409426,0.018007963281532074,0.02237553993584442,-0.0052092460027839465,0.0003681914955164316,0.0016248108305489655,-0.00361212196657028,-0.02021601618169577,-0.024154987975479093,-0.01502857620608998,-0.01886174837273051,-0.01866723449089434,0.07046582318827906,-0.028959451390561657,-0.018816079993838136,-0.01638408425049236,-0.02819943572554485,-0.010995587430732676,0.0010155263002371898,0.06926455108197027,0.06555631267034207,0.0645221086684895,-0.02554278157468556,-0.028886650023723568,-0.01143559530875611,-0.006720500318679809,-0.027981842930197454,-0.02184284460159691,0.02534934521836697,-0.006666624889912796,-0.015146709527267963,-0.01601726033759973,0.016062542368066236,0.010279532187741401,0.06660334408026246,0.00641894874049535,0.06913500643975726,-0.008787736896204492,0.041336342606158635,0.026260080628431732,0.037694528962511374,0.024159471560304836,0.02545251274838877,0.004959814078532003,0.03400668532789426,0.025619215255542515,0.027163012319394123,0.02391144667248913,0.023798535063242948,0.00715456826449796,0.019310307005518553,0.01893550178322359,0.01894222093183795,0.019404852785241306,0.009192645063062346,0.03259841207623608,0.021570634188038867,0.02467004258794262,0.019692114339085968,0.019579202729839783,0.0004456868396739491,0.02247469480580121,0.009803254871154892,0.02197113902744256,-0.0013844666509080666,-0.0002722373042742211
  Change In Inventory,0.012954229787151958,0.08528955166729252,0.10260404665273853,0.12575233341069436,0.018409783200931795,0.2534603423480433,0.031107688670878313,0.17333546009826414,0.07214158675823827,0.07826694907291651,0.03568494198775305,0.006758173282402608,0.04399252853168661,0.050552484503587285,0.01805636420468757,0.08207267437746156,0.07684776221974511,0.022024061661194312,0.0480244779485296,0.029667652858495618,0.09780943449577988,0.0909296056576901,0.08168557551847949,-0.0013663999924458155,0.013424034844198976,0.04365483412490528,0.058928305982241996,-0.02098209842223814,-0.0021884875880109093,0.020954894401576787,0.009833331594510837,0.04743110378212422,0.027097249493112485,0.029397234921567837,0.035648875910559576,0.042144593567644224,0.08518368620800162,0.06900374857424578,0.05516969283383175,0.08098998160647826,0.02432929850271471,0.0732647140831118,0.003462644051726055,0.004356690045539129,0.029315528435859342,0.059411526146214026,0.004686943232695807,0.08487497055741151,0.10512795388743824,0.12235377700370374,0.19146929977904442,0.033075384451068446,0.020784808829598114,0.022648042210971192,0.12536676741416597,0.13337939521622358,0.12589698603135638,0.12596977346108296,0.02875097555314827,0.04780985953243519,0.01647793975060986,0.02165974021323133,0.06187835127439272,0.04704796184759499,0.010340381766671732,0.08407983826503468,0.10642122242731565,0.11506538724934628,0.11030115854934461,0.005929728405475705,0.10414407165608072,0.0163141990236704,0.024208902853384746,0.013849483834662498,0.016204272289345623,0.015137009878357014,0.013440025348997443,0.07082162529526488,-0.0020457422692037475,0.008668152152171933,0.08213419805638333,0.08916666734835274,0.10932878572707626,0.08542765515463649,0.08335470397287338,0.044115445791023215,0.011372879224257774,0.16270933731234932,0.0046137014347901895,-0.006616370627734279,0.02340088446270916,0.015102923403737206,0.030633215568967774,0.07808949913623123,0.15137425707195326,0.14378866348400302,0.19136784442706212,0.05166881826743577,0.07936298052793962,0.09068116307619425,0.02882421033325012,0.048022839600966816,0.07136213927425257,0.04880320754011545,0.07793397494327567,0.07774474092242527,0.01733901315307197,0.06260706278694375,0.06324397600225098,0.0637411041652653,0.07438120952175091,0.02801909154705563,0.04462181585631024,0.06498852407859862,0.04174390207533939,0.08431083429069233,0.0839930745230221,0.1452619397685537,0.04995703611649136,0.16807710005327062,0.04877543034506423,0.06281256480660856,0.07162109004123861
