,Gross Profit,Total Revenue,Business Revenue,Other Revenue,Cost of Revenue,Cost of Goods and Services,"Rent and Landing Fees, Cost of Revenue","Staff Cost, Cost of Revenue",Other Costof Revenue,Operating Income/Expenses,"Selling, General and Administrative Expenses",Staff Costs,"Depreciation, Amortization and Depletion",Depreciation and Amortization,Depreciation,Amortization,"Other Income/Expense, Operating","Income from Grants Received, Operating",Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Interest Income,Other Finance Income/Expenses,Other Finance Income,Other Finance Expenses,Net Investment Income,Gain/Loss on Investments and Other Financial Instruments,"Income from Associates, JointVentures and Other Participating Interests",Income from Other Participating Interests,Gain/Loss on Foreign Currency Exchange,Gain/Loss on Derivatives,Dividend and Investment Income,Rental Income,Irregular Income/Expense,Fixed Asset Disposals,Impairment/Write Off/Write Down of Capital Assets,Write Off/Write Down of Other Assets,Other Irregular Income/Expense,Goodwill Impairment/Write Off,"Other Income/Expense, Non-Operating",Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Non-Controlling/Minority Interests,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Operating Expense,Reported Total Operating Profit/Loss,Reported Effective Tax Rate,"Operating Income/Expense, Supplemental Section","Depreciation, Amortization and Depletion, Supplemental","Depreciation and Amortization, Supplemental","Depreciation, Supplemental","Amortization, Supplemental",Discontinued Operations,Basic EPS,Diluted EPS,Basic WASO,Diluted WASO
Net Current Asset Value,-0.0018194548597386482,0.02590021680664021,0.024500965617481038,0.03562753308286874,0.09826672743476153,0.03057160933135037,0.06100944358382114,0.03896187455655945,0.040225487188324104,0.10874347438536172,0.02659457484720757,0.016711694064311812,0.009765448420424512,0.004755572969461422,0.036070680654104105,0.05401212667068707,0.0676298488404604,0.06483959887814719,0.029279592897169103,0.02133733015241108,0.10546469850277346,0.16469029918888656,0.13884206665125695,0.04854391342620814,0.09204902954541522,0.03426100340359101,0.09796736259439867,0.16856302369424017,0.1473573917654956,0.05342897714590008,0.07461647285646657,0.09648936136566774,0.04219529515721049,0.08825821051396772,0.08635509777510965,0.03403795234326544,0.17727946669538241,0.05375028756377048,0.10474243655340507,0.06935181442437685,0.057305369887926644,0.07310770685937805,0.04040773712643066,0.030550082724879586,0.04196703495131504,0.03991031361371153,0.010069004067915069,0.049864604328285385,0.11050352884340106,0.11002789454528475,0.09728129540298446,0.08562957887919347,0.029418235209402444,0.16485638283848428,0.03276462145994501,-0.005191410469636016,0.09447709174247008,0.025859432829701837,0.016251039298351703,0.08498858639000448,0.03181551312873155,0.030790067239406263,0.014684232339582253,0.024682349730173036,0.08670135464974246,0.13081378656115294
Net-Net Working Capital,0.05341550731002424,0.06770109596272296,0.07214021847415227,0.058960926660361665,0.1539513068928877,0.07156455968267963,0.09238133574221713,0.08633966716193779,0.07671622273863923,0.2246755695974516,0.0791234172583953,0.034192866116778665,0.05635004456100138,0.056282349253166906,0.07770847355210296,0.11393481417043282,0.08648764755479732,0.10406159919434416,0.10849253029378174,0.08406393795713243,0.16020043069150852,0.13308317512329662,0.20379793727230755,0.09807113804355787,0.1369859733634513,0.09480413208452436,0.14038482390150986,0.19286905446712466,0.11084212903258502,0.1029729637811892,0.12246768642817749,0.12678817468523626,0.08381686077249494,0.11851125969259389,0.10149498130086163,0.05628550734701051,0.10769226692523831,0.10617315711520986,0.13106602262146552,0.10092792327008902,0.07478315596244191,0.11648906605103686,0.08687392465069255,0.09343269947321425,0.05967149748387179,0.07337651595029566,0.08146311974178494,0.07600455356321809,0.08863039858658961,0.08127203304076054,0.12918497246899158,0.12512301632009343,0.07605385595010174,0.2866182005177811,0.1097015643123982,0.03115573201291056,0.12429856164222333,0.06901665493571714,0.06740038951236159,0.11992061243021032,0.07443093391868048,0.07912537716173793,0.0345113337322982,0.04017916790742845,0.12059178219803982,0.1742782914621963
Intrinsic Value: Projected FCF,0.018035871821850086,0.005172066516175709,0.013936742492403299,-0.0030175750537141076,-0.02652737118053461,0.007770270107787463,0.019799825614160754,0.016221236392329974,0.028341408236582155,0.07665506627949153,0.007025323011070493,-0.013473815815291288,0.058589191692703366,0.06640806065270358,0.008176304920587501,0.008315922108137561,0.02870047430452682,0.02928765783687032,0.022779457986724292,-0.007835447003032778,0.004133196899208963,0.019481588523500543,0.039313323080285095,0.027692738320338976,0.038348617186658725,0.022780833561431478,0.03431221628700372,0.021037562151439294,-0.007916242934982984,0.01463784925255061,0.008277739088018446,0.00895518129251855,-0.014077443374019566,0.008128881802469621,0.015513554736161199,-0.022053164624636155,0.0037799319879518734,0.0063500365880116245,0.03898561200241228,0.0021320268023151726,0.029375555761878152,0.005698824169328199,-0.0036125591848855504,0.011989299353473558,0.004091509904189293,0.0035097483390707116,-0.024033282780809243,0.011019923678395237,0.007896265426757441,0.014633113586526206,0.017876645700335887,0.026799743606678444,0.0050558051807981595,0.08582746761502413,0.028422158006968505,-0.03417630444011269,0.014362584737135514,-0.0011345042222547733,-0.010983581054783654,0.017083517909849934,-0.020989453875420633,-0.010642663850634445,0.003510291070309872,0.07486162552296237,0.00672158801046063,0.008699618179206739
Median PS Value,0.00748654987474998,-0.00013151496612126036,0.0015589301731292163,-0.002983340036449481,-0.016748929158990684,0.0034372333060168326,0.013953374949149921,0.022078186407604856,0.015880792264259713,0.07180609304055846,0.002036060712850851,-0.0015839276491314085,0.031012195001684947,0.032206098542780955,0.012792740969228524,-0.016180267113347597,0.02407785160900974,0.021706010764832483,-0.0009857711763627533,-0.016542662045520573,0.0033718105542227075,0.013053083455712586,0.01901454770831734,0.021165233339204476,0.0356692800420123,0.020568230422893463,0.022619366523196842,0.024241209802413843,0.002449757616325059,-0.006316428585431917,-0.0018401169687418033,-0.0012010514845962805,0.0046909979580269205,0.005481853333107706,0.020810558156723884,-0.012416539272014006,0.007334239030815645,-0.029622920625042633,0.006860309381974401,-0.0005274412776815702,0.016932944585323777,-0.0022566328176354326,-0.002332529700698527,-0.012054752017145166,-0.016930255901660102,-0.012599722807561331,-0.03163426637392207,-0.01257713343409047,-0.0004647996019710573,-0.003479950424904308,0.021042650225806304,0.003951489630439591,0.007849637582394379,0.010903322582933956,-0.009956677772165284,-0.03998823908935536,0.015188579008333229,-0.0051642338235372495,-0.024572163915116272,0.01200766481218705,-0.02983852769092353,-0.01803707962561866,-0.00025509988537716303,0.06798957540950121,-0.012126725561602695,-0.0009606433865144265
Peter Lynch Fair Value,-0.02562538362928239,-0.020571632353562123,-0.023176096703868873,-0.009413397826680256,-0.062079127036206695,-0.022112315941253888,-0.015542772643954112,-0.01539852348457387,-0.005133835517468509,-0.032490102302726385,-0.016382409798452627,-0.028813235810535555,0.006448101741944546,0.007866529602688504,0.0013297210345373312,-0.02081563255148892,0.0021051392061287215,0.0014310968137184457,0.00834970938117873,-0.012765337176611196,-0.0053752029146303835,0.014600008545756814,0.007275620433279303,0.01394152139442787,0.05969702927951648,0.013872204163484857,0.03596068589528768,-0.0007888763348495842,0.009707742278781161,0.0073567742439991915,0.008080661111696863,0.008047633240890952,0.005186001152299487,0.011958284522687216,0.0004896566986580531,0.06824184544510323,0.010477195601743611,-0.014484766369661489,0.0070780031134343845,0.007659080014605978,0.00439890405507384,0.004498113080455457,0.005195965863837481,0.005675391892040272,-0.004152427120711949,0.0011587972532748417,0.00973676974923219,0.01059694823095413,0.010042728376454625,0.011020220748009447,0.024722213540619917,0.011694171567085793,-0.015562589164588692,-0.06572918957857866,-0.00020400459723279602,-0.04545117955785978,0.023775962033207764,-0.025617403338429087,0.011865698111962395,0.0016021986621785602,0.016015161054410313,-0.01512686248186872,-0.03238129839196116,0.027274546507228617,0.044065632008854765,0.04661233250057933
Graham Number,0.012249975349517609,0.011044643088811444,0.01713165844186427,0.0035634854089006884,-0.0419819661113233,-0.005683573664131341,-0.0029083924189096918,0.006059561006657246,0.014569907925140034,0.04005723863169303,0.005366450157437919,0.0024391519456122197,0.05179031870215487,0.06561449218324521,0.0185701186879276,0.0370646130290095,0.019060456280957472,0.0074683474814835485,-0.0035972894719862756,-0.004952746916142835,-0.0057270816647559,-0.008038489312305531,0.00511947441186822,0.023340639436606636,0.03691867733655392,0.022521321587061927,0.02552911472254337,-0.010908530325089838,-0.01665230904823194,-0.02251055576795989,-0.012481080464147667,-0.023297453271750777,-0.002228084729532947,-0.03329343785268444,0.0239231944500256,-0.03207590888401679,-0.025396228049850176,-0.036248732451836144,0.0004020265466588638,-0.017650635616374602,0.007222004676789937,-0.01081808693250864,-0.014333654023415967,-0.017685423564720568,-0.013839225180003445,-0.026340907263468206,-0.0026531176047415493,-0.02079951447778902,-0.02100890253458309,-0.020844661668785017,0.0022625014090952196,-0.0007564467668222371,0.000281462249077569,0.032891706795464166,-0.010279362628862506,-0.05143193686029755,0.002068429633947084,-0.016423881929189782,-0.02155573865792513,0.0014686753888136913,-0.008767829378255428,-0.0033089484961422696,-0.0035619632002458117,0.054196535318514025,0.01401843616942643,0.00983710316878972
Earnings Power Value (EPV),0.049633441601703916,-0.00014867034492745427,-0.009501859379515167,0.02388913296948395,0.1387578983861606,-0.0027035066660071735,0.00953808221548669,0.008336241606389018,0.009671978734893333,0.1532685446090491,-0.002607941494734962,-0.010192304360573994,0.0935599545034575,0.09498492306280414,0.013821187552979576,0.09043676225814201,0.07125352271583486,0.06851604692077645,0.029612768983006868,0.026873618625891414,0.022176084379397294,0.03208952450698225,0.03609193578997711,0.002818756017914724,0.049560733631650415,0.024121233661132287,0.07346145522238164,0.03648458960592244,0.020954546018635667,0.049565199057944855,0.03388107535826927,0.04277463014189753,0.07797565448217343,0.011231676503764478,0.06707546842547314,0.00862776500668447,0.05939430240103492,0.032087793066973874,0.06037178860207083,0.06752463983548333,0.06369120195482211,0.0253644736154042,0.04040142013505262,0.052086133317937724,0.018819862202225153,0.0403846292854792,0.04380012386159878,0.04638997810825682,0.04253645672186727,0.04353229324181185,0.016911923583698064,0.012078218188023175,-0.01101343549552656,0.16955976454416327,0.03894108526314151,0.017752512245757843,0.015392105042343366,0.03963782680580043,0.050306397447604324,0.06261958747753686,0.05016923453683716,0.05482620169212187,0.06586235891922784,0.12638454089129408,0.12489812539854835,0.11662539580362331
Altman Z-Score,0.001350540642360871,0.0029371053967636807,-0.006939547896736158,0.0047996068790386055,-0.08863408698954561,-0.019897701478012394,-0.019901941961967422,-0.020444258855346415,0.0052965819411812404,-0.031323864318418465,-0.021444225093174004,-0.01689060443268475,0.03603805856270908,0.052489095178768694,0.025857984691824445,0.034861353596980456,0.005744145809459219,0.000622381847568524,0.009274418216237095,-0.021923321662862254,-0.0018104610994151534,0.01300527031256914,0.014746711528827944,0.02650570289332565,0.021232353546421136,0.030232632133685565,0.007374486486313688,0.012742064594007443,0.003608881918137565,-0.022802110733360203,-0.01130202007062222,-0.006688585146234884,-0.0015711866527092482,-0.01644567050074101,0.03344031889718445,-0.012408765856626518,-0.008800802122527993,-0.010222041939750803,0.002116408891053302,-0.011882262368988927,0.011542318580914864,-0.02684897088954295,-0.012998022342192432,-0.003329434937104825,0.0008117340165054677,-0.00698095125821262,-0.0039760968561047055,-0.0025481247991003663,-0.01241424169024445,-0.019423119014708667,0.021267932836074966,0.0023503910449204856,-0.0012512117160580595,-0.029182983566812037,-0.01346989524770747,-0.05821626819517711,0.0028021810885890354,-0.013410176078871525,-0.015591016479894594,0.013290060345511667,-0.012286718144467395,-0.01663539491705075,-0.005728510091479494,0.0707957596034113,0.048961299237003555,0.052644169729648534
Piotroski F-Score,0.08611131425484139,0.06754971523969894,0.0573302287171403,-0.0556215076144349,-0.06778727418911394,0.04668083526704713,0.052351039033835825,0.0476083814966109,0.06934606906270765,-0.0650754095313126,0.02160672771298695,0.053423598953440725,-0.06604925591708205,-0.06535541273689298,-0.041028839236005546,-0.050078765934556506,-0.03000231001553267,-0.031418070462806265,-0.03464954685451291,-0.07847115687407935,-0.04382197937108985,-0.05124509726489297,-0.037322193091448325,-0.040814471265443575,-0.032174237357036506,-0.04152064524886013,-0.033363899475055414,-0.05411641728205414,-0.0555785478879136,-0.03068960988267316,-0.06144769423218267,-0.03292975096597493,-0.013149340145335415,-0.020793947457128075,-0.03233999212097703,0.04361494925891377,-0.04099527728955518,-0.05432078152935963,-0.049737712158907425,-0.03723650568269438,-0.021696052592450284,-0.039224393356286774,-0.06079941135173822,-0.07857562742893265,-0.06333619911236117,-0.05012199488808208,-0.04414857335877372,-0.06924319926382429,-0.07843878827432661,-0.07916566937845329,-0.030669463224958424,-0.04309805634867171,0.07159285684022149,-0.02342136099499976,-0.06076724457610324,-0.004024354326059741,-0.04086962611977,-0.0533563147998268,0.009359431555587583,-0.040272180223714815,0.01647696512599275,-0.022137296566755792,-0.07399579033328195,-0.10811192511541992,-0.07040668747469048,-0.06830845049197705
Beneish M-Score,0.02878807709298113,0.03503930692143618,0.07298648217875843,0.08711484938225258,0.18367176748939723,0.009046434140477828,0.04051954542512049,0.05657937832188344,0.07673898709750586,0.240372826913413,0.023532153749010045,0.04290508294421397,0.031158546969405416,0.06978064830856687,0.09122760919689273,0.07664656915861197,0.09105047673212811,0.07970858686283992,0.04686868495967486,0.024723462241096356,0.09052792008169092,0.12875536335940657,0.0828789037561665,0.0896728977071923,0.13914676878590032,0.08796081510029485,0.13215294277491993,0.11864684638043631,0.06245679731549187,0.07177534706558489,0.06451372881535836,0.04704008423400602,0.11128749253885031,0.05597016199905893,0.07452223851864422,0.05956765119782139,0.114092918138516,0.04599805892262801,0.07903774685481481,0.0943030760002376,0.09117415370454207,0.05334569887249002,0.09207676142914224,0.07076339939180964,0.050792515956458444,0.04915454183688364,0.02753944160952855,0.04934111071556014,0.07301511755563633,0.026116476080467133,0.09277737056069181,0.04253789491060043,0.07133902576465566,0.2569371503053699,0.04976685618518511,0.04537979811850524,0.0522519223762663,0.04275897684164238,0.03746164715249963,0.14211923863832027,0.054214743272582994,0.09837179644420511,0.08582025510151921,-0.014518007331064179,0.17373853499866945,0.1726599271415079
Scaled Net Operating Assets,-0.010922849845071546,-0.0048404263217496175,0.007112433071171904,0.04255266981884265,0.12625472105131583,0.02218936749187299,0.0451060416463162,0.02373236697937217,0.022695864675826547,0.20612390574194897,0.03168949782345696,-0.0018609659179800175,-0.001040728618606446,0.010347008311755916,0.06891211636235137,-0.01534411365950281,0.0791878402710881,0.08063946452684653,0.07621564495274352,0.04628024667592545,0.14900418812163696,0.10433838690792027,0.09631561436529115,0.055551974217567184,0.10169378062473063,0.05568621000443759,0.1054047696650504,0.1132834023186302,0.056600078692287385,0.060559179009778474,0.08751321642677105,0.05227962279105885,0.04424661277876177,0.047469964839081606,0.04062950546567079,0.030694786460632048,0.08693364593380176,0.06271216323035342,0.12107586361718096,0.05931580049615016,0.014809269083889727,0.08250562692934167,0.024105724771695092,0.031277270802507466,0.05846885308542542,0.09048782833076062,-0.0020579987057864407,0.03667311809125907,0.049912591398894444,0.049015970172371096,0.06087408551491133,0.08626766364041885,0.0065659243860629445,0.221978683190157,0.05751781258266184,0.0015642968925177123,0.0884465053426235,0.03229329509145916,0.015680588720016538,0.09072600658965249,0.024607436511747426,0.06836551720664341,0.020399770401232514,-0.048531339115096515,0.09061011095614097,0.11575675951606545
Sloan Ratio %,-0.015803748894447335,-0.01269489052773258,-0.0014524756484026293,-0.002356836607900521,0.07888903408240516,-0.013183881967790752,0.004518221927331933,0.007879019793290969,0.008479452252491398,0.11479418773140089,-0.004902934587824278,-0.01631059390918384,0.03366877284373894,0.038411655594595986,0.042544512131408405,0.18681004657566652,0.0601045927932694,0.06051041722873356,0.0141491620427663,0.008181762050225416,0.0014299160290567364,0.011818365988866795,-0.010765462957544636,-0.02144932842348479,0.049989707824999785,-0.0136725891267786,0.0361462064681361,0.014803500997390924,0.011933216536460706,0.03679935375379794,0.020221892292052193,0.03007441493237888,0.06740066017550103,0.0044286136770409785,0.055702063131118695,-0.030183362377728992,0.029340383430188,-0.016092878720977248,0.03096435236385278,0.024072197511269676,0.03899109644931396,0.009842620818230556,0.018499264416946586,0.01862844459716054,0.0007547114607467436,0.008539649902109946,-0.005954521845336295,-0.0034873109895174597,0.0020589192238607626,-0.0005980641051302198,0.015318295002745138,0.0006715058659544776,-0.015728201460034022,0.18002837932445906,0.022711441083240937,0.021925287194566052,0.01589333451323809,0.013163161057126792,0.03185035815364305,0.07026249800241655,0.03822653277957195,0.07937277077891745,0.003663882296064142,0.06986792507396523,0.08010709032860677,0.08464665717391273
Current Ratio,-0.012033724422017831,-0.006213028304073637,-0.012980907753200165,0.009746249029629363,-0.03479004642401316,-0.013543245537393658,0.0041396471114395934,-0.008143253796988737,-0.012604435175864077,-0.004834131716487053,-0.012731099432170632,-0.01474879556777912,0.08455359413336852,0.08570841530531376,0.056551435174422494,0.15803250428704846,0.026892077176770317,0.023208176497720785,0.028474323942779795,-0.03613513765230118,0.004881198756213332,0.020928430124871514,0.01615661721724593,0.031343004312430006,0.03754012745166171,0.02126340380423875,0.016000758766913484,0.03586196309941319,0.008742358577397115,-0.02490969381724367,0.016292457833197972,0.03596400373755736,-0.012887367545388412,0.03206854049113448,0.06410464027965823,0.08923539980578557,0.009908790428146996,0.0010047193867195273,-0.0029490814449549306,-0.0010177438156677258,0.018362932653629083,0.03316685488099695,-0.03752282233941842,-0.03327287319001751,-0.03594144390849127,-0.04315885954077958,-0.04802476334915576,-0.045010214800380755,-0.04658813621553913,-0.045444447244445435,0.032406941528761446,0.013717746181051198,-0.011556637294458418,-0.0006130992335873888,-0.034242402226216016,-0.03626932655802677,0.023608299493234928,-0.024702634850568034,-0.029324239429201236,0.021132948908303684,-0.015756873374206615,0.020113077368679504,-0.04553836070261487,0.11643879194026946,0.03295204267260696,0.03427334486137164
Quick Ratio,-0.012509954588889262,-0.010852053879379365,-0.01013203485495277,0.008636981005032122,-0.04900017588607756,-0.01292542124512008,-0.031761341205948056,-0.01350415078543507,-0.014143963276433153,-0.013786846747999095,-0.008612707349836355,-0.012525433815374203,0.07035041124902609,0.0886301495391287,0.054920495252456104,0.12111236953028591,0.034516842868003224,0.01612714095419032,0.02663271697056359,-0.032898623961815046,-0.0033676992298751567,0.00264609743911552,0.006390659217797502,0.03619116384031952,0.020257390685438633,0.028567208348953124,-0.0022050883627353674,-0.005323323625590667,0.0019119490726411956,-0.03740166066521057,-0.005257190257941846,0.0024468542288979154,-0.013008258053032611,0.005202130669926829,0.021295460797677666,0.06760255087575379,-0.001101699347217724,-0.026545475393703447,-0.0006769490385314324,-0.007175434520485033,0.014835572392734624,0.02595003137092937,-0.03764458337067922,-0.055952524149243066,-0.038542946724336814,-0.041795740638538185,-0.05635578964090428,-0.0499570623199092,-0.04726225644241871,-0.0470449715625408,0.030220686734196922,0.02258790156816529,-0.019562940199636517,-0.017471991615005324,-0.03749005903271635,-0.044339349583442184,0.017526635043023348,-0.027781219664110145,-0.03947195149981153,0.01410823800408368,-0.025626213728980732,2.2195584346189953e-05,-0.039970904865229355,0.11479146233168651,0.05975994994849191,0.02957785103311889
Cash Ratio,-0.02578633817797841,-0.013435053284206848,-0.011343180230320722,0.0021247485714626715,-0.07159380921068026,-0.021077018220571855,-0.03332108075443332,-0.02778998716725612,-0.03517378096609643,-0.03760089440630926,-0.011037140153440414,-0.018246652742511738,0.06858201332916587,0.0816822119257129,0.055373303707453546,0.14903501836978786,0.03267085851646562,0.04129528124570248,0.02210279728738249,-0.03760471364884244,-0.0017790893735224432,0.00406167344305479,-0.007735259753780541,0.05006217462379188,0.022239460443720896,0.09072334037992501,0.00775540118501401,-0.020344026051180526,0.0033063594804191372,-0.026475741793004243,0.027192873694319535,0.006677237052457878,-0.007974515175650017,-0.010494815970605096,0.030929224981121113,0.0440279313883386,0.02450044719711768,-0.02673234902479385,0.004956671036664853,-0.01108894173879757,0.015811620026519417,0.02430490592243121,-0.039783124483780304,-0.03218616607649381,-0.05292740776341791,-0.04247136151010067,-0.05394878830076887,-0.05163501930578848,-0.051112720441603116,-0.05109962379671984,0.022843123471910327,0.01952306409041831,-0.017076808964651267,-0.019072287215999288,-0.028302160189284525,-0.044770989988591095,0.011819911240051212,-0.03233204807277731,-0.03718612434231443,0.006651180749798788,-0.01656415790668932,0.011078695009581885,-0.05734356065542423,0.08313543698781457,0.11354157228331446,0.07241160680229292
Interest Coverage,0.008555494142924641,0.03783384755429701,0.02107869960947583,0.17494557663593138,0.0663423747865107,0.06102967463511177,0.05526084037974467,0.06070698325849992,0.058443306314948276,0.0427410236819455,0.03356525053138356,0.06943468237816543,0.07256586740309852,0.07696389900019576,0.24728079064357247,0.003965748282670555,0.10948273220606065,0.11060798591043035,0.18347730409180057,0.07324227500933735,0.20207470250012682,0.21808802847249908,0.23455841677433634,0.13682908285159526,0.23639158764841506,0.13632355629759868,0.2476987507317036,0.17949033805909384,0.18726351990081802,0.08883726752716237,0.18870550939207753,0.21999300134857258,0.2249670097231366,0.07192073819869674,0.1182372486171213,0.10483410070054268,0.14574058928514477,0.18100266152697342,0.2663929163891971,0.13413940045153402,0.1325125876570993,0.06863978480730495,0.0802688600307757,0.12790390966714368,0.03625713330297456,0.08198667440959083,0.10789704457370523,0.05366372192623826,0.0745929878161629,0.07460270409477852,0.053510091090512205,0.04117803159589679,0.02317150012936192,0.07459906557243158,0.1185451855143192,0.01835185006071089,0.05068375824841655,0.04691883620282898,0.07259269995067405,0.11192142115626631,0.08762519922374418,0.16312013250120577,0.10018716728187317,0.12752955522659454,-0.01441194014518988,0.014121010806903821
Highest Stock Price,-0.029538661320857737,-0.029452771936829925,-0.02905903828679236,0.0073157384694656595,0.07247010657770869,-0.015360152981733873,-0.006376207861860534,-0.009050697914590197,0.0020096898253746387,0.08422202392482621,-0.02749230218336055,-0.029648593193913067,0.030723033672827235,0.04355364104981329,0.02543493535525567,0.0012633441773631142,0.04324836306523042,0.020773724600784003,0.008443641904589455,0.0031403562725031793,0.006908268593953083,0.024300787624951158,0.03194019350601001,0.04994170931494763,0.03609617514272825,0.026774283955765085,0.05001048814628369,0.029325107526171804,0.03010378454238267,0.01863202866882344,0.03950587497045935,0.04408614395328803,0.026733468017166907,-0.0036792093436414097,0.03344488090621018,-0.04035850737059117,0.036647561810811954,-0.00400331032361851,0.03644722488878831,0.029792700269389804,0.022011349075333326,0.010426433561432961,0.01594736957377446,0.007428262685890924,-0.010847401008266234,-0.001986887776822685,0.00579891905094624,0.013589548248323455,0.07874667560361207,0.015927251835108222,0.020874370904359178,-0.0006322014619104028,-0.022039689386536113,0.04431918141955213,0.015726708932339187,-0.045566408496256025,0.008963097687693123,-0.019718842558705145,-0.00861856506290468,0.006325249080181923,-0.0013905679827403731,-0.008179800101208508,-0.008154597281183132,0.05987474531184048,0.04612441878386483,0.0377111167636336
Lowest Stock Price,-0.012976152447570088,-0.019155306896493588,-0.01962123610281687,-0.0003978873667237733,0.06493067957811925,-0.004187111499782536,-0.004971767935339622,-0.007977864662783746,-0.0018669924712512594,0.05979725875300375,-0.021577767973803782,-0.0178811684697791,0.06198602903698186,0.0714415634768794,0.028556581090634227,0.03817607228307672,0.016080389279745443,0.0038995550286092555,0.024657723462559296,0.0016970386056170284,0.005770441255152116,0.02771931593547078,0.039800632631539254,0.06588461322764555,0.03219478163557968,0.04445765988942306,0.051566822296594796,0.030207280473743967,0.018855700115921407,0.016431521038262578,0.02464213471048769,0.03731039698331271,0.009126886329052569,-0.0006654553623444597,0.01842321227332061,-0.03255670632513586,0.02659319083145048,-0.003191144157146363,0.037277901464388565,0.003929739132289795,0.007610843168555134,-0.005487622493901425,0.013158187097634014,-0.005946173973190527,-0.011811991499024241,-0.0054003103687886795,-0.0032702843016661357,0.010640430161467302,0.037835502420984414,0.01968581833474464,0.018571548430918836,-0.00155373042615486,-0.013478408202071013,0.046933698113366874,0.00807376171824843,-0.055646735745689915,0.004613622049256476,-0.019029331855142873,0.00019747622154756483,0.012815871567530756,-0.004931561193866342,0.004041459334537222,0.00658156692885804,0.07758279627822864,0.03637966119779811,0.03784353384069116
Shares Buyback Ratio %,0.018033297996693256,0.008314425786130664,0.017493779695351954,0.024199477946077755,0.020831556550312165,0.009771335812450311,0.021584419325024425,0.015532015540967996,0.021559085839328914,0.07433774754231669,0.014000854059826037,0.006909458085943964,0.12517094024193412,0.12885974524980176,0.05133349784808187,0.1724377132489866,0.02182093996691629,0.02788096169552154,0.038717215220481986,0.013001361865808705,0.020061180436343536,0.02041169537741956,0.04851142428329911,0.013718602515212949,0.0636376610578496,-0.00023597593826989085,0.03362972870758096,0.014260854854005132,0.007937137454204424,0.0417951495849949,0.02063431485040181,0.019225407637456015,0.02822812669762548,-0.0015136401259159187,0.0004831995425418497,0.08389381526328804,0.0011705463913140347,0.010674023912750012,0.010584160561800001,-0.013354021030296629,-0.02035971657846342,-0.015580611710126504,0.03077789233367516,0.005158691563030034,0.022962022200806384,0.010946326669879885,-0.005034537269699366,0.03255177396730525,0.01880055343631355,0.013118237529733094,0.024223684827569335,0.020492711881180917,0.01332028330590911,0.0505741036848578,0.025372306347866393,-0.0014359394494319459,0.035105472899179146,0.010006610109772659,0.05348673548425089,0.030407283570161054,0.05295343053545187,0.03207168956003531,0.004458198574597132,0.08716311175333344,0.11024183224690517,0.09965924629883913
Buyback Yield %,0.028283340332422524,0.0509142083573512,0.08141984319809277,-0.034943722760668997,-0.0070883470407544485,0.03833586442479716,-0.0008837893763424589,-0.0037879967844340694,-0.006307194857279014,-0.01858999713199016,0.03198285798899342,0.030977981186577488,-0.07229405513782405,-0.07445502681056954,-0.03514969945307248,-0.07940360468072631,-0.020474309920235387,-0.019488283480153332,-0.039038996223925565,0.026092114511496775,-0.0399124610746693,-0.041696999643292584,-0.035645802943261584,-0.014899645566295004,0.01587731790035714,-0.0029403481056567418,0.010338745316160074,-0.00556106461140877,0.016872304680974923,-0.022642480176349046,-0.024081382123372685,-0.03929146262917113,-0.008023489988260255,0.02146238743066465,0.006157395786152488,0.007089496417460571,-0.010172767311336154,0.04066468783176559,0.011681047938299912,-0.019019368979431045,-0.030639926958539208,0.015226439859931218,-0.03160428145330394,-0.04615275469128907,-0.0549972404528513,-0.0525935832333646,-0.05692330091472163,-0.049377970318149146,-0.04999186162577411,-0.0495771138433508,-0.006675245590830499,-0.007254394647401955,0.029128348165505434,-0.03190339064592077,-0.04642831618262817,0.06025721575256872,-0.006832982394398544,0.04105564670178874,0.04956137652178848,-0.031258300566882675,0.04817690036334825,0.018055713136972733,-0.045032496752946,-0.03954416321163891,-0.014653609759664172,-0.013333921445931901
