,Gross Profit,Total Revenue,Business Revenue,Cost of Revenue,Cost of Goods and Services,Operating Income/Expenses,"Selling, General and Administrative Expenses",Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Interest Income,Net Investment Income,Dividend and Investment Income,"Income from Associates, JointVentures and Other Participating Interests",Shareof Profit and Interest from Joint Venture,Income from Other Participating Interests,Gain/Loss on Foreign Currency Exchange,Irregular Income/Expense,Fixed Asset Disposals,Impairment/Write Off/Write Down of Capital Assets,Goodwill Impairment/Write Off,Other Irregular Income/Expense,"Other Income/Expense, Non-Operating",Pretax Income,Provision for Income Tax,Earnings from Equity Interest,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Net Income after Non-Controlling/Minority Interests,Preferred/Other Stock Distribution,Other Distributions,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Total Operating Profit/Loss,Reported Normalized Income,Reported Effective Tax Rate,Reported Normalized Operating Profit,Reported Normalized EBITDA,Reported Operating Expense,Discontinued Operations,Basic EPS,Basic EPS from Continuing Operations,Basic EPS from Discontinued Operations,Diluted EPS,Diluted EPS from Continuing Operations,Diluted EPS from Discontinued Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Reported Normalized Basic EPS,Total Dividend Per Share,Regular Dividend Per Share Calc,Reported Normalized Diluted EPS,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
Total Liabilities,0.005104916715766364,0.04287096463647086,-0.007722443397999749,-0.004256597341938278,0.003966272005639008,-0.015419307194444783,-0.007770729188585141,0.14001454560039622,0.028225697254976333,0.12418017513481543,0.052590661537670474,0.07057179040503729,0.0408477354780371,0.020102124117929665,0.05882190975129857,0.0084911617779079,0.01912585124412998,0.04248345256925325,0.045639272436657524,-0.029417122176236377,0.054749214587754905,-0.013180293389524164,0.005129783042216719,0.02115911418153813,0.07456607928821751,0.015779868886360286,0.005270211033727311,0.060087170943513,-0.022113604612104504,-0.014852412473035053,-0.00444985855099154,0.04978338712067399,0.041517561860764864,0.012015890021788203,0.005790733938227821,0.049259132846488626,0.036913886447677874,0.007141781075911153,0.04525843553946589,0.03558714429458585,0.007579501343106132,0.046382132740704685,0.008109053247936922,0.039985804727963585,0.04070790023256217,0.002788285635085447,0.008725993997300514,0.03511340312267232,0.011136842987088951,0.015392534905333747,0.04573483735004055,0.01432428531729386,0.04515507703307067,0.04810014452874952,0.09622127576654382,0.06637958372817387,0.07491785371202292,0.003879928005760452,0.013479498395395688,0.004097990267500259,0.04132751667863991
Common Stock,0.0006915364384090638,0.007309252318144577,-0.00926880636349196,0.028640138185960874,0.03079753027810441,0.005436408091616253,-0.010997507513553478,0.024364884089864126,-0.009838296595966268,0.024124635855093356,0.026434785401382044,-0.009697819623021069,0.0317505721097881,0.0363403436302991,0.014714430608533691,0.02221446501215001,0.0559368545112796,0.02921021669887278,0.03135238066776773,0.020571503443962896,0.008210028518226697,-0.009563969352497297,-0.030444898613978578,0.015358124541352434,0.041018932382841426,0.06212122663092814,0.0071776156100101345,0.019624038897913868,0.0032107931762479125,0.002102794766466754,0.0016418101523198287,0.10036926603497644,0.022955912053282426,0.4911089354676289,0.4955222386061544,0.02473681218287551,0.019035144482708443,-0.004981589861920858,0.007971368274138815,0.019455581434345857,-0.00898126701542504,-0.005208907262817227,-0.008666471054606235,0.006934624833087695,0.02350961190324993,0.007420747192255434,0.01831915035736233,0.024424981143802333,0.012091371847960922,0.009579353684838567,0.01839700555489815,0.05170347528861737,0.044907242613838695,0.010476700523820989,0.06599259391853585,0.07068542130191645,0.015309507021230018,0.009662234988354808,0.005737701643080853,0.012810450756103313,0.008016493935073605
Preferred Stock,-0.019409487307408928,0.08235419340344846,0.09635204480834562,0.017889836712295458,0.017217997045163167,0.09367864156542849,0.036928749920231575,0.0445158447325827,0.08481493427941696,0.017725256999580667,0.04610885024071655,0.012743986380252462,0.008407038150543712,0.008637802614880256,-0.026272813015189418,-0.030850713758858773,0.017514682048663684,0.0074232792592320955,0.0043756619280321115,-0.003825391486549445,0.0012861514436171033,0.02555145703681915,0.11557565057643421,0.027036164308856324,-0.014905174087009953,-0.003970447206686468,-0.015817219599799218,0.06939417872446992,-0.029919261158222264,-0.02323644453248605,-0.023986478911398407,0.29058873500628346,0.0459135932712973,0.06590743425585754,0.04243549456421732,0.007147873039461001,0.004794439905775116,0.09351349771585558,0.04297137737272813,0.040154353091039575,-0.001509989800089486,0.04229497320374972,0.006733783025153918,0.033169865750735626,0.02560295940219654,0.016396176856508026,-0.00953064107624522,0.019609582959052227,0.043646724850098295,-0.003379322734416287,-0.001107986796712737,0.07710789057917657,0.06498224094439428,0.01635307525854129,0.032141089235811306,0.015537339940158476,0.003977516166721132,0.015451331462970555,0.04262427888891221,0.01537598104320375,0.0418844985244657
Retained Earnings,0.03202892814551356,0.05875261417373677,0.07304985191949982,0.02573153141293996,0.01937162772325638,0.06384935836086732,-0.0151012036006365,0.10372180732960072,0.054455947928037554,0.10641954314060145,0.10563220467545695,0.041034964667809946,0.07202693223707857,0.059128885433885794,0.07441724812004176,-0.0003428814258317212,-0.011316337128298718,0.05247922166418736,0.01885357023231759,0.0838143824058258,0.013579924800670416,-0.0003910292101116219,-0.009221913874535644,0.0024219779931758637,0.021695527139210007,0.03310145716293485,-0.03137400453740134,0.11259160078678394,0.035229702316214195,0.03370941977568103,-0.008096653345080519,0.04269548064338628,0.01768865171588459,0.04489907701429467,0.04398158895647696,0.05423692164959642,0.05672251547167503,0.060314451751101984,0.04966077477333559,0.037248922804568624,0.01861171474182731,0.11509699506869807,0.0038355259958092417,0.01173715032008796,0.005553903186023113,-0.021105648832482535,-0.023176777142141128,0.002070833909095552,0.00251169073718793,-0.0038996850560502195,0.004290299663728194,-0.015529849904323179,0.03427126267088827,0.04365499539707196,0.08533743752986585,0.0307892835142236,0.04938829949934352,-0.030284773798570547,0.0020723644387522916,-0.05855825686062289,0.014855152229198672
Accumulated other comprehensive income (loss),0.0006163088319033928,0.14043502692750442,0.05952143940342426,-0.01876991789661023,0.016060472972189398,0.17814042445799466,0.09809857038066451,0.09186897694994306,0.20069436858429743,0.10768709092435935,0.09413238484001434,0.09297273629397568,0.05430525950376673,0.06224740684980812,0.0863893602783557,0.03567711110231678,0.01915829208929818,0.09073369519480315,0.030786789531803936,0.06101949831768293,-0.018923271932698743,0.014338033637044036,0.14711021729166368,0.09742062573322906,0.0969967257242211,0.04108889233483304,0.05310196035794085,0.021053711940582774,0.05754690419719596,0.05754690419719596,0.05717957686675804,0.05405203641607565,0.032351930273480704,0.07988005956758464,0.07594018501894732,0.07089568974602081,0.06578614214080518,0.14674184780966834,0.11166517434746678,0.10563543278496398,0.06932875605750112,0.045257471986329866,0.04462493379097088,0.014389440466797236,0.028713658849578164,0.022189496483539906,0.036219802377571025,0.03429402201727565,0.013742686578900987,0.05767472934025526,0.04108738819041377,0.0438598672658047,0.04389607509209571,0.024350003651332115,0.03469435367496181,0.027887465797352164,0.034142067219008754,0.022445254552255697,0.015407574008003296,0.020776641041120848,0.00491680762525493
Additional Paid-In Capital,-0.004070953639237887,0.0006850301136188926,-0.01768560103926552,-0.005032319136405593,-0.008145439291398441,0.0016436309362979455,0.006776168351930688,0.02946505283044382,0.003612038746474886,0.08181994908275235,0.01839515079787624,0.08951458067741183,0.02926968873186057,0.07674625923133271,0.049844338460122276,0.017889566001353864,0.019729617812173042,0.07700730732817433,0.04708603046787287,0.01658648942401764,0.04394797250226951,0.019583384923272606,-0.007663770023387648,0.021797448506081955,0.04309117847579429,0.018184718846857933,-0.004342379253407887,0.04669404378894741,0.009139275938208537,-0.00028076307254354524,-0.004500733608517653,0.03263183470769502,0.03440302787698566,0.018159848060820386,0.0005664572519979818,0.038120448410284946,0.03471910982066333,-0.002165583697949247,0.004109041791382215,0.005785485670407481,-0.0029045370597186437,0.00990443500549514,-0.01865989137950146,0.012231381115500232,0.018160571608730042,-0.019532698080821295,-0.01760465707443105,0.004661766435818737,-0.03030246712061294,-0.008477229329191982,0.002744233929330364,0.004179049029087278,0.01940632666312204,0.017280025751220122,0.0531582099853234,0.04247793369930233,0.028215726293264982,-0.01670919670559871,-0.03002695121206456,0.0008492444303167027,-0.0011779686929116982
Treasury Stock,-0.024996212947699176,0.07559849291394122,0.058433432243132494,0.01707397531060247,-0.0008538238436946533,0.03240163819233667,0.037015053597064564,0.042992753794057134,0.041256815548479236,0.00192166656205932,0.037891545589491135,0.0877336785587979,0.005483420660242829,0.009361940000294744,0.04544994522700789,-0.029580957102989736,-0.0046939734540022565,-0.008566818629772842,-0.00898201362365712,-0.0028352636689476457,-0.00848598435483606,-0.002113391155156411,0.06232311869260014,0.05946080683924524,-0.020183881577841577,-0.01944361268457251,-0.019566610515577256,0.0656694583956731,-0.02783317479865112,-0.020382834690009184,-0.024251771370378504,0.11080131196360204,0.04616334073320786,0.06366176371281644,0.03840279347998517,0.02511315610244532,-0.005727648879903791,0.09366410633027342,0.02566238855663103,0.04672875287079642,-0.024603621038907206,0.007756515525170662,-0.008638425640530016,0.008123206544636595,-0.011981317693487498,0.03938134237738431,0.018612057987504194,-0.0014617572192874382,0.0317413772328005,-0.011670864109247663,-0.03164724861623003,0.007109552533413547,0.0076611917939746295,0.00934715569454089,0.023384166219484824,0.033213847174968746,-0.02138903191575875,0.04284620197110596,0.032094197663800256,0.027561593573482854,0.008270806483230734
Other Stockholders Equity,0.02606134976428282,-0.006941119547274154,-0.007315901539620447,-0.014486416025817796,-0.02522365806593989,-0.01420238049403889,0.0046573535427239824,0.08118617868918707,0.032286197230961884,0.07645864135596979,0.077359010260651,0.07434284363622917,0.04763882058303799,0.004679193093036507,0.11262118288542573,0.09062096186204016,0.05123398051562071,0.08711430220997136,0.06037593081139878,0.031938286054071334,0.029167854554809955,0.008973003179986068,-0.022265153234206227,0.06310739875866031,0.08149470891127726,0.004778601263612084,0.01063059245468004,0.21554009699860469,0.004308042731996905,0.009905524964135326,0.004808013617518826,0.1943779294880509,0.13091132972659614,0.09671814035684181,0.11075091852955832,0.032536897386605784,0.015666480069869503,-0.008152550366565554,0.0033031624694019237,0.04799632783556167,0.03325844402327346,0.07480972135869803,0.007666061125979023,0.03175234023620194,0.031000755568942207,-0.010077836198927803,0.007697186735520841,0.030046634120137666,-0.0042128092907305955,0.004943034518233266,0.030155349929483943,0.06967634170006548,0.15169289912648717,0.0672195137464664,0.14391583792469634,0.14855842290933985,0.05258819879083497,-0.0007877716473483615,0.007219810910821146,-0.0174553334530614,0.01897118530123892
Total Stockholders Equity,-0.004737606204777882,0.03210754740660643,0.008912826640504301,0.00017784043695546863,-0.01873231941678545,0.010315477784349178,0.008521249971751983,0.12228866579585683,0.01501941883010734,0.09683559835354391,0.06526507321238684,0.06877015224291412,0.05696439726119391,0.09109345669008657,0.10479373742742326,0.06392294952462378,0.050747946986265786,0.03473785351239743,0.05665854349748294,-0.0014791933958607805,0.053733055691390925,0.03165025393746589,-0.006479348181195291,0.022926240241675642,0.058924359446873416,0.006560906840245274,0.005282622616986154,0.26263729975854466,0.0015167595614600103,0.0015167595614600103,0.01032215241178324,0.16401952063072206,0.07942934574345792,0.08344347994536248,0.08600423365349044,0.058969467232737424,0.03718062908565688,0.03623051986850327,0.025856764695803114,0.06960648693355453,0.0313372741892055,0.06464770936550815,0.014217695485379074,0.03565759516357708,0.025881332874634583,-0.0003908652187248325,0.013670015010697794,0.03587862058839378,0.0020604973913989633,0.014168560062093466,0.039219689796335146,0.05961131655863188,0.13296575133731015,0.06532230587752337,0.12213354135484805,0.131442186218325,0.05713423928509257,0.006632506855884342,0.01617888180963804,2.6772225225544697e-05,0.03849944700084008
Minority Interest,0.016223302528326027,0.02457349064502149,0.019527379712493416,0.03906323847305448,0.0263509021620551,0.029772884411250578,0.030093875538278445,0.028351006303183792,0.0435171340303007,0.015775833688953456,0.05842612773694213,0.05588895627456968,0.05403755057075462,0.05373699690113043,0.030894261055995666,0.06532317334135711,0.08407773925973024,0.11255847057697795,0.030702291181458938,0.07492595728419887,0.009323528676457235,0.005839985457546578,0.030045051294869462,0.009018153842975036,0.03664219685080586,0.10127412810262197,0.03372382284393126,0.05986369594760079,0.021833561298134345,0.02828585992998201,0.5114212712891608,0.02198967874018911,0.017750648153216093,0.03305624369000986,0.029972897212281118,0.019534236514640504,0.021293384094862314,0.027640921223547193,0.01666442445402853,0.0337444195684389,0.03667969553259738,0.017812680058072926,0.0012204408689089502,0.02285348129562737,0.01646439469146069,-0.020154051065667464,-0.00966134678759914,-0.0026501354923827436,0.008311238210749946,-0.008449696043607723,-0.0010510032693781342,0.020277420368666636,0.0269764953943908,0.00327595475813213,0.031129779109775543,0.0279490045324572,0.017458890989343247,-0.020289814236308143,0.0075572215840055655,-0.023511239945473696,0.015972767816506202
Total Equity,0.07073099463004774,0.06525279027552776,-0.012236004085639197,-0.013307534346232967,-0.012804479189328933,-0.015976121605402117,0.002811639776179711,0.11172078162032015,-0.007927851859423438,0.11644390065179182,0.029513751350029486,0.09347041031083383,0.03772790508287069,0.07076566301820111,0.05452000830720371,0.0027812630518227297,0.05165491289707289,0.00332144840547423,0.05044438697908189,-0.010728967779381107,0.05433181918353416,0.02936309663834999,0.01422961504903647,0.026480686803427446,0.05580663745559488,0.013687059644230191,0.012010746574424252,0.09340509123782718,-0.015870990576655603,-0.0032841007340233073,0.014002025725902178,0.0883532713392624,0.06863055460302814,0.05050131577475183,0.04898382536627073,0.04012146880823588,0.013512368134891659,0.028653334859683622,0.033931680542513665,0.08095647209478879,0.033555116837658744,0.06975386276218963,0.0299431358600437,0.036600168459563,0.027454839222396804,0.020748039501948118,0.01827008776257614,0.02215171371971736,0.016501865202286692,0.016394583532950167,0.02046238327770118,0.04931040992761115,0.1053126154198074,0.07110515960807169,0.15718920894800745,0.05511885643969975,0.060791678133919565,0.02068035532310805,0.0215065134542498,0.011523499673288654,0.07675501387385411
Equity-to-Asset.1,0.09547180602636701,0.06359562521894614,0.06629289478102691,0.18605902867059063,0.14752555534431921,0.028442338545338675,0.009887694885627797,0.09744631470140754,0.04763124350545444,0.06840152548388544,0.0974153432939926,0.06439899682955434,0.08002317541894266,0.1373120258687921,0.1528745262048998,0.07406153096038302,0.15614633274994114,0.04529068274445288,0.08272260535726532,0.06737316150298917,0.2110938327550169,0.12093062301064317,0.044730101893703814,0.06502896161593769,0.10562800335784106,0.10464325880972132,0.08479442584883069,0.15457274246267524,0.08796844891472783,0.08706688196981083,0.0911351690705816,0.11452056515294536,0.0807298420460952,0.15825821363937856,0.15240942204479646,0.07460404015753934,0.05400890974758461,0.02988569351145238,0.10345189854334447,0.07006562289311942,0.10389416596340023,0.059721992227021674,0.109872207922667,0.10554671286554186,0.0771825302662272,0.07456842494481958,0.07892443298072944,0.06457561208397958,0.09051081020918897,0.0660903004527183,0.05579591415620709,0.06683949924495897,0.02984002083024174,0.08844315445563199,0.11475938095930445,0.06876021751115102,0.08728288623640464,0.11456610235148003,0.11329147038242932,0.07481947526793252,0.10712618260213982
Net Income From Continuing Operations,0.020619030164646744,0.03803983389657932,0.006990180390107066,0.07740591458628454,0.03385601291173983,0.23560782790598908,0.07800674885970303,0.1426877422591496,0.12242215986490682,0.16106283589139972,0.1669354345192969,0.08488779752783493,0.025437785855267864,0.11189043286573504,0.06107665951735231,0.12042703171987716,0.040543741667699244,0.10257312620181283,0.027430046869576834,0.09240070663301204,0.010669626763828259,0.013835627123556049,-0.009436783655794222,0.05523669985893638,0.1166754967459946,0.04619130481102484,0.04709317959602751,0.0440290129385442,0.09038851795247684,0.19264198138801916,0.12126042740619118,0.06529461054969216,0.06263840671870247,0.12590244178530008,0.12405992336777165,0.03249122003092854,0.08989968620414733,0.049668322605651814,0.0904698089449666,0.0780191505665693,0.030829523505155807,0.1609793030005505,-0.01737230896749158,0.09275760916269833,0.040052775257899985,-0.042054834095353676,0.026527651031328987,0.04254842133289038,-0.042054834095353676,0.03265754804351402,0.047286970888917104,0.010114181558344704,0.06158999850051163,-8.832117862485873e-05,0.024899237929122516,0.024939914533312582,-0.01917204134420948,-0.042054834095353676,-0.042131859985462504,-0.04073078081806065,-0.049279779540965324
