,Gross Profit,Total Revenue,Business Revenue,Cost of Revenue,Cost of Goods and Services,Operating Income/Expenses,"Selling, General and Administrative Expenses",Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Interest Income,Net Investment Income,Dividend and Investment Income,"Income from Associates, JointVentures and Other Participating Interests",Shareof Profit and Interest from Joint Venture,Income from Other Participating Interests,Gain/Loss on Foreign Currency Exchange,Irregular Income/Expense,Fixed Asset Disposals,Impairment/Write Off/Write Down of Capital Assets,Goodwill Impairment/Write Off,Other Irregular Income/Expense,"Other Income/Expense, Non-Operating",Pretax Income,Provision for Income Tax,Earnings from Equity Interest,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Net Income after Non-Controlling/Minority Interests,Preferred/Other Stock Distribution,Other Distributions,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Total Operating Profit/Loss,Reported Normalized Income,Reported Effective Tax Rate,Reported Normalized Operating Profit,Reported Normalized EBITDA,Reported Operating Expense,Discontinued Operations,Basic EPS,Basic EPS from Continuing Operations,Basic EPS from Discontinued Operations,Diluted EPS,Diluted EPS from Continuing Operations,Diluted EPS from Discontinued Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Reported Normalized Basic EPS,Total Dividend Per Share,Regular Dividend Per Share Calc,Reported Normalized Diluted EPS,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
Dividend Yield %,0.04136830878364682,-0.014613824675729916,-0.01601767169458175,-0.0681924767305668,-0.07742375156569951,-0.015847608933943883,-0.010090150940234285,-0.008126361572118778,-0.045237604085995496,-0.016447673452225416,0.062302745912836806,-0.00027223840285800255,0.07931385053383473,0.03707946899009645,0.30988325462322897,0.0021676193126043772,0.010820330719812187,0.004503628749810345,0.011985836713647786,-0.022399754345119004,0.019452280743689522,-0.03704459629284177,-0.05291250580467296,0.011782948774307163,0.011293484465199835,-0.05003935552813688,0.006720843612799053,0.060541315951206987,0.003749164048378241,0.003749164048378241,-0.021481014931971062,0.05159184788396573,0.01151864805032777,0.05854231347927533,0.06152401900189075,0.0014054888096976803,0.02075419742796586,-0.02297113318224273,0.02343586348595424,-0.0021698590194624673,-0.0024573379877954947,0.005981293244239129,0.02016047717528711,0.030357289469803147,0.014007966271935077,0.01957768713413313,-0.0031551491404957733,0.014241186066257648,0.04181990393551787,0.03559005720671516,0.03350631689777521,0.09078595657584855,0.06583366820917007,0.00550687460306096,0.5556003663312507,0.29320252525417073,0.04630028216792818,0.019387669401083874,0.0371390680259648,0.002961075507505084,0.012696605557067957
Market Cap,0.005811265645579881,-0.014869523425840804,-0.013610794137289741,0.014633663213762856,0.007365522061191661,-0.008463234070028167,-0.015357600501804255,0.0493492008641721,-1.586077440468396e-05,0.09941057524057521,0.09691178640499466,0.08495516979356452,0.05278468184089693,0.03285287133690357,0.05803300759415416,-0.003873732531063911,0.000666428455449601,0.014220515097258385,0.04567873845688451,0.01630545025039771,0.05032381187833678,0.01913518799849644,-0.0032661647776123692,0.04379036186469752,0.03791743503937171,0.015818310972911476,-0.0076742855869878016,0.05734231341519581,0.006521419011935897,0.00508136120698746,0.001575906315079078,0.04404899342416185,0.05059066803981297,0.007148204336134777,0.008375137892833595,0.021635931670521892,0.003439262639807462,-0.017428801035402768,-0.004819805493262056,0.09181942854470564,0.012782190091025705,0.05741419656931879,0.021914546993621734,0.015027784670683993,0.01797162451995303,0.0018882497870831437,0.0004301720636532875,0.011852478137452504,0.0016344974713961595,-0.002535347208868423,0.011537710863375527,-0.00797627473936426,0.04511944118467748,0.07463500189625269,0.06897776609552082,0.06790511410976512,0.06407234955666034,0.007798791850015397,0.004360076097216588,0.003936877978136957,0.05084002253541833
Enterprise Value,0.07058962972449688,0.01050242884982881,0.08102150175365262,-0.00431771550096207,0.013768982315089624,0.0016388560014254042,-0.0016564954651661044,0.1041082397794243,-0.015224158164961896,0.0816817070602462,0.09886851636706255,0.09325085745301641,0.07276949028810265,0.044124879250468596,0.0516631471835686,0.022235882525187545,0.02479422013238443,0.03987903733678599,0.051046357001520305,0.018826053785373914,0.04577156880673056,0.03388698409414264,0.014491145844288535,0.0296174896300027,0.061203631462916325,0.026130904127879592,0.005105244917197771,0.049314877370804276,-0.003692684867767285,-0.005946985616645006,0.007216731364726255,0.08018668946629927,0.0764722270443081,0.009456308991873637,0.010900054899327364,0.037121963069159505,0.039770367620862224,0.0074049733682631305,0.01095157567730475,0.06967976216311289,0.022759192400497674,0.07985638706575024,0.009104967398441386,0.03306710402174534,0.03833148476879511,0.004953877622845944,0.01835621903842407,0.038206825812474414,0.018179879850050866,0.01813930466281657,0.04095330407857617,0.016844359299699296,0.08016731367045016,0.04409876608353673,0.06496499716047016,0.06669979203760626,0.026948630699475014,0.004520121972988923,0.014659914039221173,0.0049952857030928265,0.08118858777629828
Month End Stock Price.1,0.007922677902192046,-0.02795408862818985,-0.026818064037583245,0.06020576007564773,0.11536945865433153,-0.03127263825681044,-0.02734060117936586,0.015227828493210156,-0.014447189011217923,0.013931257316359476,0.013074352099468133,0.011002408070486216,0.01256039090535038,0.018944254636943218,0.042401742089521466,0.022490263881837513,0.026214783113688904,0.025045108557141448,0.03322517109373203,-0.004745386734239594,0.05363218913892018,-0.020570563718248037,-0.017952765367509553,0.008135231968641188,0.06866465600415861,0.019434315948792823,-0.01267356909904286,0.038826505878277344,0.006285915626408663,0.006795745713882226,0.003961015302047157,0.046552572881711426,0.018855072113403152,0.026595197991325543,0.030065049246222535,0.023544628656890172,0.024146299418041525,-0.0320687976919549,0.021147723502583548,0.010612059710630058,0.015214836921800975,0.018230050003896672,0.03677346283633818,0.029558722882477188,0.021368978564740435,0.007261897264852866,0.01964565612430456,0.022332742663685564,0.025716882538636188,0.022415493001893782,0.026626401792579676,0.025322546532436922,0.016266889463561737,0.03589073696479795,0.0657689157282644,0.05585607642422641,0.06180652865557499,0.017230935580448765,0.022930715021298214,0.0074745429939430535,-0.031715157567398025
Net Cash per Share,0.12316627039771849,0.12235757067536995,0.07757510538769481,0.15946294169181943,0.16046453190356014,0.1288464109201904,0.05994057503955583,0.18007447398484425,0.11777744612232427,0.18447694468225304,0.19800903501574552,0.1896821034586692,0.07827067870449324,0.15392309553883168,0.1633517845300809,0.10675899966742836,0.20656203117514585,0.12329997196699338,0.12093785345623452,0.05920740685358238,0.12876138607088403,0.08246317864698652,0.03231153207681103,0.10168368376669594,0.13731318327187747,0.09297173605475187,0.11245319131095383,0.150546729526421,0.13170345128899222,0.1666564799648168,0.18101604351703035,0.11804757701318337,0.13244887058262375,0.15282805756109577,0.16356549358136785,0.12476997791600974,0.07225049518857388,0.12714395404856466,0.19455571952128484,0.11512782636536796,0.11106884913617607,0.10985396871976498,0.09284836459126139,0.12091054876442124,0.12179006359127649,0.11948715018646199,0.10503815289026727,0.1061679865647474,0.09435655939414282,0.1100216171600511,0.07438510149587792,0.15085205044389075,0.13291220276672838,0.08323163704442008,0.20067196704007215,0.15194514623410563,0.09759959687278955,0.11599353784395945,0.0932464255903539,0.13452865963184646,0.11785726724255395
Net Current Asset Value,0.0034807622745924244,0.025849290639590784,0.024450039450431612,0.09826672743476153,0.09666006745887949,0.025161419068450108,0.02699836160151415,0.07987123622875508,0.028119955352127107,0.15410591253191705,0.16341220508331028,0.15782575029380733,0.04035475745853895,0.1644135986851701,0.06706826109429642,0.06990980255682826,0.09846789212620448,0.08153544543171808,0.10192193962073857,0.039248706053765854,0.18881952656846615,0.07020904936266882,0.04724022500592471,0.07154385341389466,0.09978387704780024,0.049115785531167876,0.06452194644042991,0.0648385685373342,0.08179086652836172,0.07560776404958686,0.07990445663206582,0.08063643608062515,0.05591456761983723,0.14946163860779113,0.14761401331653257,0.09728129540298446,0.08562957887919347,0.029418235209402444,0.07984030548236928,0.08498755456876696,0.07748710712380771,0.07907713957943992,0.06902189054850946,0.09427608292020681,0.07056748956166221,0.03895243970724732,0.054600644644969464,0.06011764561593212,0.04648908814526804,0.054600644644969464,0.05180026395076815,0.07199525953137176,0.06824204678785571,0.05434670499527354,0.05896362653989416,0.0664760954888053,0.04705781689877537,0.04292352868699906,0.05704078055394839,0.06737141103079984,0.08651939276661794
Net-Net Working Capital,0.05653146369935662,0.06765016979567354,0.07216704554809474,0.1539513068928877,0.15229900934473878,0.0909393236133008,0.07957194264505643,0.1528992794654564,0.07577151944081262,0.2042892367033644,0.12807944483906689,0.2195541250883373,0.0898819820758887,0.18775655446435688,0.09945458859508081,0.1322670803440379,0.1415005436100856,0.12974062657271798,0.12852871658162168,0.06749249353601806,0.12904252797502075,0.10351635743377212,0.06427297527764199,0.1126500780600556,0.14294938071431804,0.10080838802216259,0.12507514450205776,0.0925803938203905,0.10112906719167072,0.11079478457100253,0.10677747696953033,0.09872284385090173,0.08239308740586475,0.12724613788421882,0.12056322953127518,0.12918497246899158,0.12512301632009343,0.07605385595010174,0.16458026829289793,0.1305370882391486,0.1189676620866381,0.14381968723119132,0.09912456862775135,0.16010142440511788,0.1354972573679656,0.05880756809982719,0.11390940035534058,0.0956168509565392,0.06169164602262449,0.11585348877151273,0.09453195590087454,0.13995228828229286,0.12619892532856125,0.08266940488488743,0.12063388447700561,0.10557649171381538,0.09352871668031437,0.057104414258042975,0.06160255220567225,0.08838339832067431,0.09068680133132465
Intrinsic Value: Projected FCF,0.009662054092752002,0.005284978125421894,0.014049654101649484,-0.02652737118053461,-0.02024442978819667,0.008629603700115453,0.0078069491517224155,0.028452174314970578,-0.012914648044071027,0.012194803203087943,0.01580797986706074,0.017146498126475156,0.02558357198141928,0.008194979961598754,0.028635081115268288,0.0298221667893499,0.048587179379770355,0.018128551683209083,0.007850578465350313,-0.003721429426590658,0.006244401051596489,-0.02073381562321051,-0.010253768681386602,0.002020152517359798,0.02567605838125376,0.006529070314032808,0.005162812143084065,0.017216976972972503,0.008887692365704542,0.00791385593711329,0.004228151079659789,0.01928303937924864,0.021724168615781754,0.014291335230351563,0.019292316774101054,0.017876645700335887,0.026799743606678444,0.0050558051807981595,0.04873564265044105,0.03215366464175314,0.03818880280299694,0.03487042525417785,0.05213916045007961,0.04010949351761686,0.002777253816314402,0.021510837611847314,0.04606925101104916,0.03758310629850908,0.028156866522875607,0.04377661441669159,0.03276327217075146,0.04139350343737119,0.018609864905515406,0.03147119082244145,0.03952529030994308,0.04401667770878098,0.0638825026199503,0.030043229095242967,0.02400413664546839,0.022186684750606853,0.017429574096913043
Median PS Value,-0.008687054433578794,-0.00010468789217880047,0.0016718417823754013,-0.016748929158990684,-0.019322499810198054,0.003148124574130193,0.0024442349018347835,0.022075444935578267,-0.014328294625303386,0.019814924514222388,0.020056899085129976,0.004058005087880322,0.015940858606956897,0.012214813961129866,0.01475298350936768,0.010035061888613833,0.033251009519470694,0.01107519451250646,0.005740538967462393,-0.003314881802833022,0.00984606419409257,-0.03869119238501265,-0.014628971686037346,0.007235901484039624,0.010215166967574543,0.016746055139034707,-0.011803413303851113,-0.00419752053100457,-0.0016686748796401942,-0.0014374245241980136,-0.0035896362727223675,0.017388987498310592,0.008509658710466998,0.013263077219752001,0.009973068438357952,0.021042650225806304,0.003951489630439591,0.007849637582394379,0.02469119942888848,0.02346245287996191,0.012127897034095886,0.013136023565624414,0.041185245344575946,0.020724425852842895,0.0038502607480285548,0.023325341336557538,0.028271285058212463,0.020322404565336395,0.029232567958869513,0.03126905468019622,0.021581433661247405,0.02699167693725161,0.015171890252548,-0.004171831031493186,0.03323446520745798,0.02816906798882378,0.024332014232530397,0.030817962109458377,0.0449881864841912,-0.0077427838081135895,-0.00706869924342138
Peter Lynch Fair Value,-0.002526554931611468,-0.020544805279619664,-0.02306318509462269,-0.062079127036206695,-0.06196276815469739,-0.019650695887392277,-0.015600783657800705,0.017028587886440932,-0.02076873296966207,0.026625481729756997,0.024398509638975305,0.01253307993610061,0.004655938876866099,0.006675033789366083,0.003107936893801753,0.012131795810891837,0.030978341032300676,0.02275633987759375,0.013383604838832285,-0.013851417530223934,0.01423029749973391,-0.011302742922300222,-0.002715671994720197,0.007186417337296034,0.021862896974949066,-0.0009618358968870072,-0.006673426664191957,-0.006573906331779081,-0.004781179574913541,-0.005419026534509316,-0.0012591170231392242,0.014862819042273776,0.008660507224602713,0.007305476200249895,0.00822476511781089,0.024722213540619917,0.011694171567085793,-0.015562589164588692,0.03144442746659372,0.01747875289315261,0.004169520913859189,0.02265956041511757,0.010964686230040878,0.02357263154275049,0.006534973291871756,-0.003992311593290724,0.007359661686994213,-0.0019475292537480613,0.0079280315658406,0.010318000796505704,0.003511966917360065,0.0364891699127039,0.021210366122488868,-0.014230377568727168,0.01973959627758209,0.020936373811855636,-0.0004800757373340928,-0.003992311593290724,0.007765404434447367,-0.002604667155592302,-0.018568212847161137
Graham Number,0.004428636214734794,0.01115755469805763,0.01724457005111045,-0.0419819661113233,-0.05973353745504005,0.013714567859746521,0.00577462434642185,-0.006612570265372219,-0.014736514844753317,-0.014217411671346828,-0.015652609391267003,-0.021098901682212193,0.020288322845133384,-0.016447988474076445,-0.00753126471345203,-0.012661113200352937,-0.0024893376122115227,-0.0109131641194907,-0.027985373139202963,-0.030301382969641463,-0.02271494592130516,-0.046425067822482735,-0.02802586249770993,-0.023351337458802513,0.008172809947860696,-0.0051005018262485005,-0.028261697908606415,-0.01591961053383238,-0.01696374502053478,-0.029052792224200055,-0.03039074393727243,-0.039053233863435635,0.012092149721204206,-0.02561962890950569,-0.02558305827427909,0.0022625014090952196,-0.0007564467668222371,0.000281462249077569,-0.005370791536950313,-0.02014674262922996,0.0035623608782026027,-0.016261898825628333,0.0300750683070156,0.016695335752104384,0.01616785675070286,0.01265558250445644,0.02008382345103818,0.015216856832974537,0.00920480527643099,0.0009267594258235276,0.005385025768827717,0.021946941258679655,-0.003443048818615397,0.011214138738080623,0.01746443365457353,0.013087180834909878,0.022833260051746,0.017958759202481713,0.006111790600987881,0.008848195988115176,-0.018487051361372284
Earnings Power Value (EPV),0.07544931427883352,-0.00019959651197687693,-0.00955278554656459,0.1387578983861606,0.14297870699203527,-0.003331728278107055,-0.0021594161080738406,0.06459776177278047,0.006404104916085152,0.057978701402399815,0.04953891279064409,0.0554180697333921,0.0015876614099950325,0.03268814300748879,0.013805861742611501,0.02815160170645713,0.06765025146373468,0.01871365372398518,0.05361290769438221,0.05523311874801887,0.04563905746983211,0.03679372515116873,0.022723257156611196,0.022798892413168823,0.0754111687783535,0.04519546018970282,0.041391360914015726,0.14404236787782573,0.020899217345786494,0.03417160044469567,0.036184130353530235,0.07567980684752565,0.07730622341012912,0.04125950926885397,0.0412760199040569,0.016911923583698064,0.012078218188023175,-0.01101343549552656,0.04870879610560495,0.0730748831935442,0.057495436978424325,0.07084747778091498,0.07517406796752192,0.020577388211377903,-0.008690889332500167,0.07684420478471589,0.06080153027231926,-0.001678623154570741,0.024123195765049118,0.05710696104396948,0.005573954369575144,0.05843404266866511,0.0644749684233214,0.06093817964724076,0.024489449273335354,0.034328035339107534,0.05353184170274784,0.06109764935561272,0.054938804466327595,0.01649793807600096,-0.005910277062757886
Altman Z-Score,-0.0009091269697288078,0.0030500170060098657,-0.006826636287489973,-0.08863408698954561,-0.08794488656870471,-0.020562433885604477,-0.021036050904190074,0.011833584617574123,-0.03081343572433901,-0.00441163863067019,0.012551203601698707,-0.006073896689714645,0.027705050494912238,0.01241600019690328,0.007090836216426488,-0.010822092663110563,0.00010030805583652585,-0.01002780997227758,-0.004690482128473398,-0.009861862208806322,-0.011876569924497288,-0.028711114092876664,-0.02467971615121779,-0.01794427318166324,-0.0058568613531523005,-0.0028166940524891665,-0.01704024320611627,-0.010733453795505679,0.0018874376745083576,-0.010846034667183313,-0.012676857782670858,-0.0030983057579951393,-0.0051796471641926654,-0.015803847755148495,-0.02206086159618526,0.021267932836074966,0.0023503910449204856,-0.0012512117160580595,-0.0028471112627483125,0.01677909468700472,-0.006773246311995823,0.01371253926538447,0.03662191601177861,0.0005431442180359041,0.00013476990097734232,0.012229564077960315,-0.006582877949996239,-0.0016540431607711557,-0.008720676228347215,-0.009474730403057716,-0.0057376518647651465,0.014546586701629635,0.0016953596455109088,0.01456071301532466,0.03343998414778157,0.019971235907269305,0.03518383490768605,0.015720618304950185,0.0167780373499076,0.01478519607137837,-0.0008089664282863629
Piotroski F-Score,-0.04185059023557071,0.06773408965992006,0.05751460313736144,-0.06778727418911394,-0.06788497162012833,0.05023280886179883,0.021940446447955262,-0.029594340611780144,-0.0713462585904935,-0.03305056183778268,-0.048070379423917196,-0.0369096783468208,-0.04020053176626043,-0.06195639061282591,-0.04203428171454401,-0.05003883859292275,-0.02974910301129782,-0.04195105631470325,-0.020212204113759874,-0.05288737540599657,-0.054210551151717516,-0.05684499838086831,0.014622243223320732,-0.02939417966210754,-0.04049147310961453,-0.06404785348557683,-0.07157420574158109,-0.04933784925047971,-0.044559299497138695,-0.05189977987169864,-0.061573008007483006,-0.03297866539953393,-0.04381739967806108,-0.06228981591119556,-0.060198087484201745,-0.030669463224958424,-0.04309805634867171,0.07166431965119643,-0.024527133629930722,-0.0431154513495949,-0.05878626692258322,-0.03341373512701892,-0.028925408398337328,-0.042985780659372974,-0.04800253655839527,-0.029458732099493592,-0.019985214975393684,-0.038558521816635785,-0.030424247483482183,-0.021918068645899413,-0.032351676614981235,-0.027581552330836194,-0.04038266860812856,-0.027914759190283196,-0.031214577096765603,-0.02528242486838324,-0.03892470517696278,-0.028730224205403155,-0.029725197675499974,-0.0363728160167998,-0.04910672371730481
Beneish M-Score,0.046774833704269575,0.035152218530682365,0.07309939378800462,0.18367176748939723,0.1323111676709189,0.06902668866518591,0.023871674487852514,0.06667484207233448,0.02713657005534515,0.13259940997475836,0.13399525972645465,0.09123197013604059,0.08691733654165897,0.12188120180253484,0.05392746058706435,0.06620966865074897,0.08274124681775731,0.048619452828357,0.06357296394617581,0.1145345610694897,0.0870744531622287,0.07671062273877753,0.07337128405303124,0.05609042760427085,0.07312060610982052,0.11849195291329642,0.08405235442512805,0.06053799935717554,0.0870848407792725,0.08043960347001,0.06819353364646619,0.09787224773343677,0.14621718270396583,0.09603459070639975,0.050284915705553816,0.09277737056069181,0.04253789491060043,0.07133902576465566,0.09484373598972583,0.1435926004781845,0.11671027134512064,0.10572947590008383,0.13750160379501603,0.09078829199378627,0.061309654968261115,0.10589686387621942,0.09066474906283208,0.061662050260565746,0.05491353614807063,0.0908758010655614,0.06175854730531787,0.09723625483494709,0.10747352394398454,0.11764985863942486,0.07294665543538746,0.07607372951640375,0.05981390259288979,0.12369192491818236,0.10855568049680854,0.11965704267330922,0.10250544863361483
Scaled Net Operating Assets,0.016299009507274184,-0.004891352488799042,0.007061506904122481,0.12625472105131583,0.13945030516878096,0.0420003599225804,0.03209328457776354,0.07968446083188012,0.06345245549561657,0.13909484775156628,0.07101236946992276,0.06116341530817968,0.04453476295737288,0.11069498013009461,0.0582118505746652,0.11259645727670893,0.10719289072572562,0.08107327785066129,0.06842354521736448,0.03798651651495697,0.08948111203374363,0.0402797355476445,-0.0016472423483355147,0.0480909495906636,0.11678700726282504,0.04822090096417127,0.0711129218884808,0.06012561824944402,0.10608983288763978,0.13304196233372295,0.07525812516010898,0.048793755607808326,0.050746682433066376,0.09645960596257784,0.09557015530933163,0.06087408551491133,0.08626766364041885,0.0065659243860629445,0.11151827717001808,0.07175709709457227,0.09585356569470863,0.08849112419494914,0.1061778471965882,0.08686305457995061,0.09906920879427801,0.04495996174878346,0.12974924208894095,0.09751838666557769,0.046343900777165464,0.12400363493442065,0.09538614807499772,0.08991899192437752,0.03985884897460679,0.07250580113997462,0.06628624308359148,0.06997429160983262,0.06649113190815205,0.051046191596225025,0.04801768700616923,0.0608932313934864,0.05884168306825369
Sloan Ratio %,-0.009462013687548305,-0.012745816694782006,-0.0014256485744601694,0.07888903408240516,0.07246481368136505,0.014807155855758862,-0.004189961897313816,0.06185208315465646,-0.004438880992163104,0.04858420125997263,0.013586283827556117,0.008000733250788124,-0.020906499702848275,0.011202059019022551,0.006320179889540135,0.017100239762071052,0.030511014388780937,0.008409621078926578,0.026177964219862796,0.01164121703898521,0.020697372718820262,0.014927376326989936,0.004446788115458972,-0.013710937883940684,0.05475778837148183,0.02619780224840383,0.021382095491329856,-0.01994988658268098,0.01766005097790527,0.017373192412887848,0.005960788095052115,0.059112316198877864,0.05563736806400582,0.01664949687061657,0.014391431031196326,0.015318295002745138,0.0006715058659544776,-0.015728201460034022,0.05396132155179512,0.01953450971183823,0.07133481679857138,0.058465282443782796,0.04185463468674186,0.026522018091912368,0.02242548631979524,0.033573190144023324,0.061829295725740904,0.026155070402981127,0.037189861277918956,0.06256692748687066,0.018596915655267797,0.022080423994787518,0.013787988964084355,0.02726371940233005,-0.006111571217840526,-0.006017749223305524,0.00484244893984281,0.03788972486435742,0.045985279314161055,0.03979274343677563,0.043762605255817766
Current Ratio,0.007742140651384062,-0.006263954471123061,-0.01286799614395398,-0.03479004642401316,-0.05454100226985481,0.007473726987947999,-0.012482731443398811,0.02031873821456247,-0.02317932982394741,0.003948702835423349,0.010400097954637285,0.004723898060956661,0.03958144549042454,0.009636005686885139,0.038318395618883054,0.011378671086932763,-0.0018558047066112222,0.03269513569723709,0.052569379081744715,-0.012382125077962318,0.017039693131153208,-0.021224631617810585,-0.028920164880521168,0.010487393904056154,0.04061275916701733,-0.021087583128224778,0.011745175376397951,0.030418286242223754,0.016232935047769903,0.0070261892390829465,-0.0002903403248802395,0.007143874690149526,0.013333688559019712,0.00288590944334508,0.003803960818325307,0.032406941528761446,0.013717746181051198,-0.011556637294458418,0.044042832592862825,0.008706483023683024,0.02384452473696239,0.015085815898626124,0.02142960809324532,0.05341173812640807,0.05512407953062758,0.018927448531071478,0.06155128807586028,0.04752632206604882,0.030712207406768065,0.054943635658166325,0.048652318718613426,0.030437213595321977,-0.0008553310433802367,0.0083620391219888,0.05177541129993325,0.0498303262408516,0.04614073722746926,0.029656867050113656,0.03051997926964605,0.03022537681317029,0.011804825095755
Quick Ratio,0.00611668632012639,-0.01073914227013318,-0.010019123245706588,-0.04900017588607756,-0.07941212732425651,0.0019868466163065254,-0.008099892057215194,0.014207197821254767,-0.02445217637862378,-0.015083187603887258,-0.008581667687227313,-0.013835806328049344,0.04914352183332514,-0.029901527732426696,0.022346978562207433,-0.005226980781112301,-0.020692941156210162,0.004139079555410364,0.012235573212917947,-0.03792648199041392,0.008692666285042375,-0.04088713148609069,-0.04843781621287566,-0.0023786466695987023,0.03860566139972457,-0.02587197698504673,-0.013472434937098186,0.03719798133304768,0.01089339235510211,0.00612791672442365,-0.005847050753750362,0.008126069942671415,0.01171242325057896,0.0019073110011663527,0.0024917820653102343,0.030220686734196922,0.02258790156816529,-0.019562940199636517,0.03347621943024581,-0.006575621861063333,0.014018548687423665,0.0022216538136852837,-0.009869384959384008,0.02809642192668234,0.027846291285550637,0.03523631508100915,0.05515414046970848,0.0332500901204312,0.03385896206405386,0.05548114916649241,0.03266166118263963,0.025408380695206994,-0.006379880264169836,0.005276684607856543,0.04885882876329029,0.04677240771408615,0.023827048551515607,0.030404054971823084,0.023028079336048862,0.03392134831240816,-0.0008866434116378383
Cash Ratio,-0.009401902073767853,-0.013485979451256272,-0.011394106397370145,-0.07159380921068026,-0.0739760692664406,-0.004267970263545838,-0.010938151900660366,0.010479717455783199,-0.03547586616044478,-0.009381325883974799,-0.0034581993885239807,-0.018734960243000674,0.05120945855746211,-0.04344562115212322,0.015715846465086714,0.005384486619980607,-0.021020744815662372,0.019996772133542697,0.025545185653251742,-0.05458058256079947,0.016783812304144684,-0.04013439983748527,-0.04992957745595754,-0.0165956179929865,0.034632361886873374,-0.029399186842744392,0.007232547972643411,0.018074423244333053,-0.008657502447803613,-0.0012179991672425592,-0.012235308903903348,0.0086557242366401,0.01585001946548267,-0.007657643796247437,-0.007590911238985254,0.022843123471910327,0.01952306409041831,-0.017076808964651267,0.037618798323825225,-0.010325548979459183,0.017208200318203387,0.006854770093546193,-0.022745955819585002,0.022986457824349056,0.04253862129375084,0.01474980777961768,0.0221712456588552,0.018691156292809638,0.014378720042547324,0.017725864241526782,0.004846581000240026,0.023719703013646277,-0.0032152421784786374,-0.0021010990518604226,0.05475398355164632,0.05379922842154866,0.008761689766588565,0.012561738053428771,0.018752720866837765,0.028114871915617172,0.003975829153536419
Interest Coverage,0.13108799285912595,0.024988567673073957,0.009690674621119194,0.05321306127642353,0.05745983408497514,0.03516180567214413,0.027130143005019383,0.19499038241686217,0.12546762822991706,0.2692144653449806,0.30320132658307997,0.29734668513573315,0.12258524589608248,0.19419693428138668,0.1272123642907263,0.0960602526851377,0.10237676397071176,0.05365110775386122,0.1395275302637546,0.1505133362264548,0.14874780396391038,0.15661472410509927,0.16633544045396942,0.11552460450435062,0.1703760167888727,0.12958333916675188,0.1640365728031564,0.123258365006508,0.1047328961817985,0.15013229232056105,0.14452346223230025,0.21046770196870387,0.23504168756741262,0.14260173606049634,0.14232086549743223,0.05310912453871332,0.0407770650440979,0.015390839264423238,0.14748463751449986,0.17004153031390734,0.07664328745813263,0.19060197176787463,0.08063440621733692,0.03988967796812323,0.04775444286065776,0.11441807400867661,0.17198239235027984,0.043258568588603406,0.16814908438577356,0.17470861091453668,0.04226088416189788,0.13639315216283338,0.19421278127499625,0.16422414505727212,0.14019877282804194,0.12525160466625873,0.18885989410476664,0.1477263103158627,0.16901240419431296,0.09078984990510906,0.136856540360413
Highest Stock Price,0.0060317421763386855,-0.029425944862887465,-0.028946126677546178,0.07247010657770869,0.08248876022322162,-0.0221051421047617,-0.026944219590754718,0.014411840734985599,-0.01809429458926265,0.017124323970730014,0.032720676791865605,0.01786527158365777,0.04207926760322603,0.01775446755886262,0.011438514977738363,0.008286115361861008,0.027714647397954765,0.02539789637115622,0.03017101472029782,-0.01754125580444215,0.05534727562626163,-0.024103724668331997,-0.025878553589424168,0.007645537175286883,0.07001217026299006,0.02100837515539385,-0.014375593890820673,0.08496182427912259,-0.01454826300571676,-0.012917926674272042,-0.005342868842507383,0.11349045478180127,0.012297425461259889,0.06828895516707766,0.0055736971262658344,0.020874370904359178,-0.0006322014619104028,-0.022039689386536113,0.02770203640515195,-0.0066523284817970475,-0.00489877738368387,0.026730874800216405,-0.003485819709874783,0.011305549132788945,-0.007291883839140816,0.007750630012929248,6.908663849000115e-05,-0.004061971566103557,-0.011915388142345395,-0.01275266297986706,-0.010364207879667443,0.08069963747814582,0.013124642953360993,0.01691769475165876,0.10160328839631087,0.020457133035475722,0.02699445838792521,0.005188836716475392,-0.010625381008984441,0.0012045157651698313,-0.041141051782404583
