,Gross Profit,Total Revenue,Business Revenue,Cost of Revenue,"Dpreciation & Amortization, Cost of Revenue",Operating Income/Expenses,"Selling, General and Administrative Expenses",Staff Costs,Stock-Based Compensation,General and Administrative Expenses,"Legal, Accounting, Auditing and Consulting Fee",Other Professional Accounting and Consulting Fees,Telecommunication Expense,Insurance and Claims,Exploration Expenses,Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Interest Income,"Other Income/Expense, Non-Operating",Irregular Income/Expense,Impairment/Write Off/Write Down of Capital Assets,Write Off/Write Down of Other Assets,Other Irregular Income/Expense,Pretax Income,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Operating Expense,Reported Total Operating Profit/Loss,Basic EPS,Basic EPS from Continuing Operations,Diluted EPS,Diluted EPS from Continuing Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
Dividends per Share,0.13594582620557272,0.0834500258147671,0.08810406310313645,0.0881066566325443,0.06682189106809647,0.056548603517807876,0.06310715278734665,0.04462058327547959,0.14269034190460023,0.06649257886460536,0.022004646895329737,0.03258527095736376,0.05245767529768277,0.03762358310278711,0.059988180506609215,0.0486632502334796,0.0828542963178993,0.048761889408741634,0.041651121761993065,0.07914510645039464,0.13240036065204033,0.08006330305656408,0.08256846324857933,0.06983591972629795,0.08310729961715178,0.0787156404961345,0.037783717316719964,0.019694719770191285,0.023344387492500215,0.0071413880787153305,0.06736703816449696,0.06656480458276906,0.057804932311751274,0.03556481139209019,0.07197165009379082,0.08421669700781298,0.06470256753333238,0.02459462849728845,0.012370561435679448,0.02953967726922969,0.02722381177491939,0.13796457813632515,0.13354348337234181,0.037918275999306215,0.0326448921154159,0.0016059034736696765,0.06447622665423397
Book Value per Share,0.04286113831765208,0.039229051876202015,0.039229051876202015,0.05385145808092302,0.050991453249823564,0.01999401360858597,0.020584744402721154,0.0252103089801284,0.04732895740664552,0.021545243340088064,0.0030858501780377,0.013996852305221356,0.020210641920518267,0.01725805023017716,0.05413571444973526,0.026507059765102627,0.06041197532754959,0.04860739149574434,0.04626728693297372,0.05279011382889933,0.051589384008463926,0.04746130874428145,0.06721535464291793,0.06881461801185572,0.06598682748245306,0.07538693496755032,0.014342748153747125,0.0168879317801831,0.020583298952931147,0.016759154646806836,0.01473569269798379,0.014576045157311562,0.0646617239347336,0.06231672826713213,0.06466413160809101,0.06710968437558452,0.06128761839123891,0.06120380397021998,0.05736845308794031,0.05250646065237274,0.05711388948340341,0.029249177850520915,0.027859340078010483,-0.0427391738212433,0.05054904036293493,-0.025551139588353776,-0.011704574493275943
Tangible Book per Share,0.052764178129731394,0.051791233604092254,0.053333724403237706,0.056204737907506575,0.050523641670332575,0.035228323399939254,0.03703191482573063,0.04343339495477247,0.06043207582830595,0.03451616792386026,0.024365120541020295,0.028737419107751096,0.031541418881041124,0.031619287227601746,0.029057389899623545,0.036363813250346766,0.03749693010761382,0.03284770946770299,0.03376723605749811,0.05746696770416855,0.04336044848522729,0.05492822027809965,0.06555532076074684,0.05663091192696402,0.049937208164672335,0.051931789992163545,0.00398411483599965,0.027869712995791864,0.02892843818900561,0.028011917212457254,0.03587280031949909,0.02752514231418687,0.04668025973639569,0.0441693509184021,0.04840559675580672,0.05121182830069043,0.04749614092933101,0.0656726359208068,0.05019883179246973,0.06303489066693473,0.0498437254989021,0.04003081272801621,0.03798412794502413,-0.035851181444239585,0.06228901863559513,-0.014915506238663754,-0.021030134633640236
Total Debt per Share,0.08382074663643173,0.14807226301775434,0.03286767153239362,0.03186834763707256,0.09201833439901011,0.020057349624369197,0.011563460059375693,0.04171641227827351,0.04064140181624124,0.020526455325504837,0.0007639179218307539,0.014065300800195753,0.023223868260710025,0.013250241587344282,0.0458216414629477,0.08181832579253055,0.1415800608892399,0.11241210134036353,0.09036181181662298,0.09396316621061067,0.11766226531806159,0.055878735592367695,0.09422222578034842,0.09841660808154173,0.048437803405883016,0.05688335748976336,0.012383999063207403,0.012406456379487051,0.015887677456456556,0.014853689866309814,0.04097479797745737,0.04015081425147374,0.052558276568839095,0.036301446085004026,0.1325947572449904,0.05530780363593789,0.07783078835717262,-0.007626398466640202,-0.015632038259828167,-0.01911779670900486,-0.012975359267559133,0.10868418402380617,0.1083505962536866,-0.015610445729110967,-0.006201840646663396,0.002727284369401585,0.014119200534768353
Month End Stock Price,0.021057050991094582,0.03161353430305977,0.030391854875623604,0.03175882538860216,0.025479427674030837,0.013094873314687517,0.016875792167955678,0.008281179982976016,0.048871995795253385,0.0011044974914614742,0.017059429913555666,0.012548165079316628,0.0027237018550175167,-0.00373096963335988,0.0099358105196672,0.013885395033048375,0.018766523737439336,0.006983190135173284,0.013033231410065271,0.025414922076229786,0.04984593610882195,0.005032631610662482,0.045189271878223185,0.045579345450099194,0.024108203920916203,0.024926414505492153,0.013599736340578551,0.01872305397376054,0.019797536166694343,0.01765404601417171,0.02083254829567802,0.03435919128515743,0.02160071069768469,0.02030740866113928,0.023177474090446713,0.02743142625731052,0.0213709295647399,-0.018536533176693137,-0.019985261149477903,-0.012653226965706631,-0.02102446808397135,0.01790491379969289,-0.008508075492697706,-0.01645783849600717,-0.019861397372617412,-0.018145855049656167,-0.013272539856054037
ROE %,0.02449177586930848,0.02704767799001967,0.025749408830838042,0.005116566844182277,-6.530391897258039e-05,-0.013219890239915816,-0.015435061424728471,0.004575130441346087,-0.0014536091219826972,-0.012441985936201709,-0.010099969524323498,-0.01332234889714268,-0.013192215546001612,-0.015173979895945142,0.0016153986624794776,-0.00979592718116389,0.0020527904696043815,0.0016781473142579392,-0.00535749266769804,0.002667541003609619,0.0317579395707698,0.029807678317248038,0.059671207034279306,0.05875707227452564,0.021138343444299792,0.01782316746824786,0.0027083037299157897,-0.012484956952397723,-0.013478305928376896,-0.01076529422097849,-0.01125144217813119,-0.012443883437976522,0.020935272302343728,0.01219790598837089,0.018950592343042263,0.019632273448329626,0.020926499711323047,-0.04424498810096252,-0.04817674256362124,-0.02109023509316528,-0.04770111842030581,-0.010552720101320322,-0.011865083878164954,-0.031536182133669606,-0.05680685238129862,-0.010863520559449821,-0.00047782298177148543
ROE % Adjusted to Book Value,-0.0006147323627189436,0.039314115251298735,0.037480950029851495,0.02484654123359781,0.025213053533536412,0.000448612151505102,0.01774923881649645,-0.0024292344552090204,0.0311142311770929,0.013004607903396706,0.014882462179315662,0.009282256583172927,-0.009760101405468798,-0.010882896775392573,-0.009844658782498577,0.014055793544078083,0.014703835317345329,0.0008862160713578619,-0.0022309619627914512,0.02832068120907657,0.010738102317448059,-0.0032992968351980316,0.024972633943342436,0.04027759005431033,0.019603792889116064,0.007413807154535223,0.0001844333262276494,0.016205266591109997,0.015696560317707314,0.016621012457984842,0.020366409309745814,0.033561284744142696,0.021153542638370958,0.017208608102216697,0.013185124650619832,0.03642433567633677,0.03691305823346073,-0.039657532172842375,-0.025048215689384288,-0.008951916854916201,0.0022870323475779417,0.014820294652599387,0.014837846140519835,-0.014595516852930635,0.010906071245523731,-0.023232060498933706,0.00017311065944053232
ROA %,0.078205951708176,0.03801454474332835,0.003385956588232454,0.001974336398500445,-0.0012728631974555874,-0.018488748113869937,-0.01453482657844635,-0.0010455508443952236,-0.005614307799036431,-0.00966576019136172,-0.006539031857314204,-0.008823297321186925,-0.010330718224905087,-0.008789376692960985,-0.01734428862673042,-0.019206665649096486,-0.03276317442366287,-0.023319204351126825,-0.0333787398209371,-0.00047559981929595676,0.010918906176781082,-0.010766002444163085,0.007179290504484499,0.019626182720148544,-0.0035334343361498642,-0.009039494444522886,0.002348255228282568,-0.007265164232971673,-0.005239889612109805,-0.015264615053088407,-0.009511474336594081,-0.005675952415914278,-0.009981653279056474,-0.014177757894975301,-0.01497466933868857,-0.010227385514172122,-0.007813185561241534,-0.007920766869698025,-0.037040792263125795,-0.04540345577415398,-0.03825893201582268,-0.012291190535774748,-0.006863030291210006,-0.03199726334869177,-0.05741750849965885,0.003019511424697847,0.0017241167617099247
Return-on-Tangible-Equity,0.012485082503334258,0.028973127865089883,0.042910357472572075,0.024795374705955393,0.026566122929580792,0.00359635482021328,0.002292621052123145,-0.01196460209001919,0.03312861092345891,0.008221295986443484,0.006161769372901893,0.004890732145933226,-0.004308714262875753,0.0029765248144703713,0.021540127120382533,0.006741997646463603,0.04062642600780357,0.019894082227170234,0.017633559395441728,0.030542456484061575,0.041117095482033086,0.06739378826378696,0.06336330162096764,0.05162693968620597,0.0380596195680869,0.03920638248236401,0.007465436758846469,-0.01563508577110022,-0.004841049177916003,0.00386363098241596,0.0027448402249990373,-0.0015470772691234458,0.043755937801649734,0.038070001942047654,0.04430985902871233,0.04870712139346368,0.04467164276063789,-0.0454917540293838,-0.0024955073435733613,-0.05754166896835834,-0.0062913086838328885,0.012201285972867832,0.013581548990133177,-0.03217769916348283,-0.05010446783897696,-0.00974994492361975,-0.013345832824067639
Return-on-Tangible-Asset,0.01957622011646692,0.025462424540754404,0.027487590770133474,0.020178437717807276,0.008924944315825807,0.014778195592112353,0.011053439445533383,-0.015514780491649114,0.007384793931250774,0.007096674303852997,0.012314089753854996,0.011712229647880684,0.0016773348706868377,0.010930718935929189,0.004315689028563062,0.013343750522598848,0.016697856475818222,0.0037243296538467243,0.0035679439270428787,0.008049544496872929,0.030629514338072747,0.02805108863338272,0.04770917421378399,0.11451219713441035,0.08770137829533506,0.023256480513650226,0.013905120389068609,-0.002796735563139056,-0.0014022508115219081,0.014204045256576626,0.00953622852591695,0.011116988743113378,0.022136620597451088,0.014728727641765742,0.022150828680424926,0.027252185676471356,0.023029727768557468,-0.06774910243741798,-0.03141138341182046,-0.06779089732756825,-0.04383635203867105,0.012080004470331529,0.01699381337085856,-0.05097728669039971,-0.06779089732756825,-0.00266912613121347,0.0040935704223426265
ROC (Joel Greenblatt) %,0.05603161848878131,-0.001373886033741019,0.004452354610505937,0.06210324074582444,0.05995449422996305,0.0012013700609962517,0.001173089297313244,0.006079435479647821,0.03337665072355578,-0.0003950513604467601,-0.012257356259409519,0.0010721338212871978,0.0033714619440458867,-0.02092988421562353,0.04340313354779,0.00404561162458321,0.050979312866008174,0.04008545138290136,0.03989025156269331,0.054950814861237325,0.031600580560797994,0.02751897591838949,0.039033591081319645,0.03462155730002117,-0.012810440791613493,0.02622560475763302,-0.01184159998410814,-0.017124008468394708,-0.014406115438357094,-0.011067549607823683,-0.016284223473563005,-0.02561247870507283,0.02629935771294588,0.009668926097712784,0.024336841645253605,0.032012067718181075,0.024478474768569746,-0.015501587200507448,0.029777130332345778,-0.017661916085656936,0.029100725259207837,0.010778293969108302,-0.0005516546855238126,-0.007439279163599338,-0.011454741341961124,-0.00682163832511001,-0.009468343699525317
ROCE %,0.09064257065472339,0.0960884698291458,0.019258441752900472,0.016224467696723036,0.013212161522538252,-0.01866441498873066,-0.017580312138267825,0.02168278914548964,0.03608598191125895,-0.015512500780629053,-0.020193158111183756,-0.014160650254640934,-0.0145850612913812,0.0006407882280523762,0.020814105259309875,-0.02106278390778462,0.0036882918092804,0.020018595652313856,0.03419731138795213,0.015526601511846948,0.0481635441517801,0.028810477340974232,0.05108557418837805,0.061814704698747086,0.040412171084664224,0.030388752596083157,-0.002400043108831693,-0.02009857762630665,-0.013810957326812819,-0.025085025316348826,-0.011447008833731042,-0.017551120522487258,0.031748083355364984,0.023644771359765965,0.03573875508000933,0.03386698428706625,0.031510987896105444,0.018964691043475534,-0.027064316212452737,-0.00041541021623518574,-0.026575589304759343,-0.018556909169629404,-0.020237151885806753,-0.03271841427931216,-0.03047113070653532,-0.0039761701409297264,-0.005677944329401081
ROIC %,0.03348458438303908,0.01303877559363977,0.018342906060272078,0.008743617937019029,0.005673172422623775,-0.011578046971610249,-0.012648833689956028,0.0034635998204257073,-0.005805329389626329,-0.012548755024849242,-0.012365159369217312,-0.011476275214574033,0.0029811950125621395,-0.0104021352214981,-0.01628047747525031,-0.00893653337374759,-0.022843881982697458,-0.01695543568255182,-0.021153494079055608,0.00439749153693514,0.02716383779936817,0.020515681668223474,0.05203289532982076,0.05095984681103257,0.00021193155567984312,-0.0022084052210766332,0.003105870345490273,-0.00907898109611656,-0.009960375554806788,-0.01287865571588638,-0.01228594043394635,-0.01311232550097571,-0.0031609827012760443,-0.00727113604432518,-0.008472758558869711,-0.0014190377172024812,0.0002468912613583917,-0.0005007889730203104,-0.07261238700957043,-0.047692948749401665,-0.0755113680983377,0.00515919719351481,-0.011471457932668249,-2.469959730374855e-05,-0.08954210889598235,0.031319461787068,0.0027064378050323575
WACC %,0.006448251144775818,0.023833629163928616,0.018495456295476387,0.012174743477890677,0.008768095559234189,-0.00534376120245724,-3.1012281679511713e-05,0.005966298679000261,0.001491143772308189,-0.004019239582462132,0.0009236496790775246,0.003289594106086221,-0.004079718115640618,-0.0030372487046718185,-0.016590778828103513,-0.005392971782836447,-0.01672854312982389,-0.018849795084230615,-0.01719871076796401,0.008667643313765782,0.003160694026075227,-0.000711102366823816,-0.001266253596289766,-0.011715177362391579,-0.021802185518032414,-0.0034646186335290513,0.0006431426778379626,-0.01091839397145986,-0.014908307270212414,-0.001558552609392719,-0.0057557620743155305,-0.0011478961238179887,-0.0035416816591331626,-0.0011351625646976189,-0.00430712909486167,-0.0029815406911329863,-0.0037049710259756986,0.003246593922042605,-0.042005343409492524,-0.03881415282850171,-0.03899163896529219,-0.012325949691982516,-0.013271030183416419,0.03958833141661038,-0.03847523873550131,0.0021122881652729623,0.0025366324304987673
Effective Interest Rate on Debt %,0.0028047031064177257,0.007187919734713874,0.025463915185709736,0.017588432135382314,0.032668503283014946,-0.0028045277935465373,0.026531078195984523,0.009535868907873894,0.024838484569109545,0.028212623540015004,-0.011818992739551048,-0.010762129365149812,-0.008321500959765655,-0.008024725499092432,0.004415660746194784,-0.008230229851187702,0.019586703457432318,0.006905527680193407,0.09533580057575591,0.10725478126128953,0.056240201189270485,0.03359860156135823,0.01993370390796008,0.029801916078391454,0.04134407628142907,0.017821468756650905,1.5543834576362686e-06,-0.009197273342574013,-0.009575621319488217,0.02345282475315576,-0.004213554797591518,0.002041017845958403,0.04222017402752349,0.02519445080780351,0.023557415201526988,0.025709441046225273,0.030897490774553164,-0.04383312459973595,-0.008444576669822271,-0.05791314038513158,-0.008869335448501693,-0.004819871414802057,-0.007141706508326267,0.021994497156222287,-0.03142302999907325,-0.02524776689813381,-0.02235228560411169
Gross Margin %,0.17460516540309215,0.01792486114307577,0.025012711107701216,0.07995653757403917,0.06104099118628065,0.011894900283205848,0.008415984262525154,0.06082509063408051,0.04419864151840228,0.017417393766156204,0.004873400419469562,0.015337736830377358,0.019438533935479344,0.018421547107001134,0.021991903911095602,0.04203408200689031,0.010533331516882027,0.015909870093284127,0.02833194440355151,0.045708391117261604,0.027939914331185613,0.01256280596252444,0.037842661929697985,0.02866028654231974,-0.014083611958505025,0.00010635097729335113,0.017912291076514448,-0.004848392920263169,-0.005355874793636713,0.012212993127196741,0.0016501073222667914,-0.016461028734735133,-0.00818345605941201,0.034534701692162426,-0.022902428730808316,0.006266314323684326,-0.00045399256712467216,0.07833554758858541,0.06856640884719997,0.03360865090751136,0.04066449460712416,-0.006825583663841599,0.01382572795620509,0.009944001630225472,0.04490847362744746,0.0038560059225377728,-0.0030568391257744603
Operating Margin %,0.11198511826316657,-0.007353686355784405,0.009524132303637155,0.05983387953691694,0.07729840162722346,0.1358721571591469,0.05389856781509467,0.03584312731983505,0.07155832230065676,0.05740038026184798,0.03386800273847231,0.034968788391426454,0.038081742069792,0.0338585543714739,0.05334190399614313,0.12559043972238026,0.14877417259535114,0.012052566077100558,0.021831459913675376,0.06825947389238139,0.022121814018381963,0.05136767966155087,0.04001717188687132,0.031134656364699233,0.014923732253098966,0.014426884180707283,0.03150967451572436,0.03021357781241146,0.03021357781241146,0.026411623737948472,0.025629946601255414,0.015580372483041182,0.0101513179628472,0.09182350446036011,-0.011112190042419081,0.11259320591733386,0.10483109841050846,0.03696725400827728,0.13089198749612158,0.026480604180454913,0.11171506816477778,0.011551625548506209,0.00038500875707856656,-0.005932852046381762,0.040101801109153956,0.0012679808325828492,-0.0015067685431476088
Net Margin %,0.13441556741270058,0.009950359739187264,0.014174455367310872,0.07743117738727535,0.060420998819702185,0.013033707005120599,0.021807843852845496,0.05007774294174101,0.043585510851343295,0.02984642117386243,0.004873132660315815,0.0005799892156482327,0.021966779615081807,0.021270526806958366,0.025857216743509232,0.027659439350126783,0.01291859627541124,0.09681767952620694,0.10577186107085425,0.05574970047006399,0.02389597002245555,0.0193121308274311,0.036598420207489754,0.03551298746487873,0.013694921115836202,0.0037949832258432326,0.025613528261632962,0.009460784331840942,0.014387246597518154,0.08133930119178209,0.022976834691884412,0.007605977829726777,0.007599091661161394,-0.01979419610128054,-0.020836170885646575,0.00857190564807268,-0.007643226203614767,0.07931188392206255,0.03697284306854719,0.046733413549784775,0.03624903466373378,-0.003758637876208378,-0.013129832710367677,0.0022415132156796136,0.08251032289890957,0.003385000396437993,0.011436753071731014
EBITDA Margin %,0.13277098783923608,0.003690676860253912,0.018669805369102326,0.07252685787503826,0.05936085646012429,0.015419918551223917,0.02724237968835903,0.039387931647305,0.04609172408033127,0.03425746207060325,0.014281223629720782,0.008181439688231061,0.023485742350412127,0.028967515354437888,0.027375330998759887,0.007561821350316461,0.01943725238413446,0.0179671763336815,0.01564248184432305,0.05777380468685507,0.01975206328465928,0.020429669125022705,0.03968908710444401,0.04119416618215051,0.013872163703283131,0.005399200351514222,0.030205375586578185,0.003465138577707356,0.003539246333031817,0.0034972986744035354,0.009131509906286769,0.007413348018773278,-0.000808766895935484,-0.017293791073839614,-0.013711115719096518,0.01174692276014754,0.0068735710076338425,0.07045984443277101,0.0655111420216097,0.05405686934144667,0.06071978918435912,0.001447169468145183,0.010847224168015777,-0.003962798776019802,0.06074085172348166,0.0020383714979319376,0.0031296119265834758
FCF Margin %,0.03642066928519697,0.052966267264073,0.06270213941317783,0.044061712722684276,0.03197689980404267,0.021010972622762327,0.013479698927932033,0.02007910957010657,0.003650787652452145,0.02330940414439959,0.003141786351737724,0.004185148728615187,0.02659110172066619,0.011799244052957368,0.06467513401350623,0.019225915688506602,0.045610535990327564,0.042951956603616614,0.0555683599260984,0.020174449142876638,0.08092359440848121,0.0485643146515904,0.06779807660105412,0.05388683486511764,0.04012246493343967,0.038987243619866385,0.032530285894719076,0.0035973494334807948,0.003945629753041422,0.004927977973645992,0.011815426032841449,0.007535134884447876,0.019276886306547326,0.011028939862585348,0.011042550174544799,0.03805139151632103,0.029750758094015017,0.15493812209010302,0.11659531322934552,0.11203768285882576,0.10526769750572734,-0.011801973841828002,-0.01929333313316053,0.03621666283542043,0.10547254566415137,-0.01509947910755997,-0.009480445760188305
Debt-to-Equity,0.06442049731964039,0.08477526749670934,0.054451537184066395,0.058069595301618565,0.06919509210798623,0.011984316454853932,0.009741481797768983,0.077028649056136,0.07202173883789419,0.015384605268992674,0.0021467068788040356,0.01265521312668094,0.02470604845979575,0.02294989887719702,0.03568862289476294,0.07048041821257572,0.04287417764435491,0.08316577992162315,0.06889444471810958,0.06909973273096662,0.14303626311719228,0.05517276692815526,0.0771016239959998,0.08128409311283197,0.03772212959343488,0.030282202257971846,0.060344648040708555,0.012972961799740853,0.012090697672138983,0.02732627899518073,0.021637183455149017,0.015455339557108226,0.04292568652811059,0.038515828828357274,0.04888190578178623,0.053667785867888895,0.06931861038795319,-0.004838170711277441,-0.00447633921954502,0.0599893484521235,-0.005336388940089559,0.015466690065916184,0.01525730200912211,0.004319856620332387,0.05979178663102072,0.024921988166253316,0.06672347063344142
Equity-to-Asset,0.10425601995258517,0.11668409916665749,0.11627493796432542,0.07683299026590597,0.05277396212488882,0.07097743262890213,0.06480918735003299,0.09018507594367621,0.18500068832338198,0.07804053683709587,0.04478064792504439,0.05431035670341149,0.08832082511727724,0.05300133070690263,0.07494254612986219,0.10175549683295154,0.0759563837429846,0.04388752672020351,0.06815542689942244,0.06947592807694003,0.04931809711633059,0.07923618162804966,0.1298483236366869,0.19646082309143345,0.0995630244825,0.07835888465701603,0.11112353900701138,0.04605280328437922,0.045596217153664506,0.060506694434000696,0.10698474692467436,0.09348697214429627,0.0679235226890647,0.05582251855334133,0.07906919315809333,0.10592137096328719,0.07646622173810311,0.13005626441284218,0.10682267767248887,0.11027841164248812,0.08132222716026913,0.03038448814651941,0.027359210688008458,0.009194813743451147,0.12721685147779527,0.04130916211907231,0.08063043100802329
Debt-to-Asset,0.07951307744922693,0.08926830728651546,0.0982990280804605,0.03991536580000023,0.07056666589976725,0.03756594109877351,0.01583736011353975,0.08615068191990824,0.08867219456756728,0.030725662784851573,0.012280228974613264,0.014503287163743252,0.03820810782143145,0.023095313830394863,0.07452155232689399,0.07168939309717282,0.07396683708221093,0.09051043134020592,0.12437038651216815,0.03788813241406111,0.14340626799711614,0.067480536477095,0.10944128084044585,0.17440037345912662,0.15836140589595543,0.05125989456556552,0.07718320770274291,0.011720072588185028,0.011498563357317231,0.023210307856874238,0.030507128209115955,0.026453741631008387,0.05505271472237466,0.0461663830157833,0.06893949951013922,0.10255445083604776,0.07202424862556571,0.0335703635825791,-0.026943964844031096,0.03114075498156825,-0.037451389916053894,0.02617965202214963,0.024825914768727902,0.011938273848590876,0.03168012942089669,0.08074900001745224,0.07819305260602696
Liabilities-to-Assets,0.08105857703963724,0.0937152611639992,0.10843078778109937,0.06724927358257064,0.09494771811533774,0.09746866449705849,0.10864717581954045,0.11284508622092315,0.12095283212752525,0.1175185709987653,0.03808768868861566,0.054016172198171994,0.09683202361889799,0.07810359667733842,0.08007979718153607,0.09196956508817748,0.10181798300010485,0.055943705118251495,0.06828017044182794,0.08487265448284667,0.05477714752914745,0.1025051504045193,0.1277599410875185,0.2033979404892441,0.17346201288432975,0.0743290876183063,0.06126182645785155,0.03892500427589774,0.03838502828546279,0.061540100740480906,0.08366842902324213,0.08469869970718026,0.09536013942586838,0.057386510695173955,0.10362976321119909,0.10190303181127705,0.1012922667357514,0.13686860240023774,0.14854268025956813,0.13392677785050877,0.13569772579207004,0.07230102446287101,0.07295571330143631,0.011632240783305789,0.14636215981413514,0.03351927487708498,0.0745945243900214
Gross-Profit-to-Asset %,0.29262029321775507,0.09857645042776582,0.10070263561482858,0.03778689366268358,0.10603869929664898,0.06823715875773433,-0.006568039139130708,0.035253775491903054,0.11083037240379551,-0.0059978381600631955,-0.021854384240907007,-0.007298860958263089,0.006824625360566038,-0.003697562565023115,0.040921984283749074,0.09798651442583535,0.1047566135129426,0.08219858307404153,0.09045969143100313,0.10199220615485756,0.09910107821369576,0.03662317693903871,0.04820033304484506,0.06912866025625379,0.0850749608099161,0.04406817001954176,0.003963652221382527,0.05178798181621099,0.05178798181621099,0.05886484186198485,0.048836478792085025,0.0459040087883247,0.057096858482571164,0.07988488451161962,0.11361306532694705,0.058790212094142466,0.13509656197693978,0.026110252182462018,0.07671741751188656,0.027121385996230072,0.0609151762913395,0.05121972521948278,0.037489721014568066,-0.034034853237223064,0.03337901299294768,-0.010260697720833765,-0.004149404233621858
Asset Turnover,0.10752273409893817,0.09845924749621646,0.09888492549310363,0.11204910528224075,0.12285931038915889,0.08347402952728702,0.06339642418504088,0.12629868665007354,0.11476073977908963,0.072346681205505,0.030371923944988784,0.039393063576757155,0.0600391138094471,0.09326625469026392,0.07123773449123286,0.08360614776356515,0.0638026637787,0.0741696339263544,0.055850955575929354,0.08594025373479529,0.05856171952941657,0.07403002152418095,0.1199319400677937,0.1695513295786796,0.1330721815170341,0.09133734441623256,0.10253451508790754,0.058389557983350514,0.05723538622278594,0.05082010618724039,0.04334754993463616,0.036182795936346976,0.06937113665880643,0.042404466011337925,0.059572753569978605,0.09890010033376062,0.05947164800702894,0.13925001072192625,0.1511765870997414,0.13293340803649406,0.16397286307374095,0.036965669811944026,0.028323844874723902,0.010929013703471826,0.15153191555831055,0.0774451030028781,0.07377057808466832
Dividend Payout Ratio,0.0147329229875982,0.005475991184800272,0.008857548735166303,0.03418161600859098,0.022977156510984274,0.009347911323483594,0.004382572062350721,0.009481867576793482,0.09822336707060587,0.010446000722301604,4.785822965957219e-05,-0.004892681974307525,0.009098878413453238,-0.005282552080124653,0.0378365744462996,0.003717184742278574,0.026122392173380554,-0.008142424941288128,0.06657661158382175,0.027743396254130928,0.07561955179944238,0.02747519329670714,0.011614256448359754,0.014533312554294957,0.005474665990841901,0.017688328307932672,-0.0218504736073245,-0.004662864399434943,-0.003757541490026334,-0.02869073782029774,0.05075367441093656,0.040593732926155424,0.012176807967894094,0.013630579405993075,0.017370193349315815,0.0417913308665676,0.027871269394967924,-0.07328489485911546,-0.02650168765300013,-0.03631963111899532,-0.003387911269482953,0.011798165046215899,0.0668189594686262,-0.028154468690041557,-0.030952954456233688,-0.02260221831402385,0.0023549921698118367
Days Sales Outstanding,0.05207050768121947,0.028748125975412167,0.027479190152414713,0.05865442034285995,0.0652112745044731,0.0510683523637521,0.05515358299866105,0.045068583007867494,0.02800330184068152,0.05478581724251819,0.03598907282529507,0.03857090388720065,0.02121818726998976,0.031955254901361876,0.0303163311731766,0.055495160130966614,0.04424170898443428,0.044023904963117026,0.048692618239271436,0.04430911755174171,0.039702151635820415,0.018229510282257468,0.02993118583700697,0.028882638933097955,-0.0005647591453723302,-0.0019598844202484015,0.045573110760583915,0.04061116341356256,0.052119165428175206,0.022448183196981913,0.03552276800379575,0.01511436164113863,-0.0088101297020457,0.02700045160131742,0.010281983366515642,0.012527408688089263,0.0012028289101480658,0.011027607835738053,0.0344903460934837,0.01924671528127523,0.03514354638099171,0.06423887652887263,0.06350920059026911,-0.00965056975444336,0.01743923475064264,-0.014336819642334447,-0.0034499260057679294
Days Payable,0.08966794927247343,0.0021166859825339085,0.03250690345284925,0.04835118767348572,0.04298656383177235,-0.006377426454549593,-0.0008371686137209704,0.03862106514778863,0.04060933570702078,0.003831370258462499,-0.004918504352601849,-0.004204630834162456,0.012347268965272565,0.0029548045253289315,0.008728738161055342,0.01617046342391888,-0.0017133309372900857,-0.005737376409005181,-0.006755017944155615,0.052157186258030924,0.01700711067389535,-0.002585579924411701,0.020454394436900454,0.03187699848079808,-0.011135756007705628,-0.02324512210657465,0.010193999086767295,-0.006683562894727792,-0.0031783652861481623,-0.00518466783646249,0.012443469349404147,0.01687918576294921,-0.005594188732014935,-0.01308904323920742,-0.010462409135946756,-0.014912777451682051,-0.0006456226228552736,0.061741267856556606,0.03275885098204941,0.06309906119038136,0.012686403150645252,-0.008521900404791767,-0.013513427939238359,-0.0057845676622665255,0.06373821221822977,-0.011324286325979559,-0.00908385112504054
