,Gross Profit,Total Revenue,Business Revenue,Cost of Revenue,Cost of Goods and Services,Operating Income/Expenses,"Selling, General and Administrative Expenses",Staff Costs,Wages and Salaries,General and Administrative Expenses,"Legal, Accounting, Auditing and Consulting Fee",Other Professional Accounting and Consulting Fees,Selling and Marketing Expenses,Research and Development Expenses,"Depreciation, Amortization and Depletion",Depreciation and Amortization,Depreciation,Taxes Other Than Income Taxes,"Other Income/Expense, Operating","Other Income, Operating",Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Gross Interest,Interest Income,Other Finance Income/Expenses,Other Finance Expenses,Net Investment Income,Fair Value or Unrealized Gain/Loss on Financial Assets,"Income from Associates, JointVentures and Other Participating Interests",Gain/Loss on Foreign Currency Exchange,Other Investment Income,Irregular Income/Expense,Fixed Asset Disposals,Impairment/Write Off/Write Down of Capital Assets,Write Off/Write Down of Other Assets,"Other Income/Expense, Non-Operating",Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Non-Controlling/Minority Interests,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Total Operating Profit/Loss,Reported Normalized Income,Basic EPS,Basic EPS from Continuing Operations,Diluted EPS,Diluted EPS from Continuing Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Reported Normalized Basic EPS,Reported Normalized Diluted EPS,Total Dividend Per Share,Regular Dividend Per Share Calc,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
ROC (Joel Greenblatt) %,-0.007973560973647154,0.009971650992533759,0.010652143581791599,0.12205780946841291,0.1211822862799241,0.08395150057224728,0.11634360313683831,-0.017800053508720316,0.009892217701646227,0.009984607813783828,-0.012451960467436466,0.0005040776615922609,0.10453702107454314,-0.008466070083925784,0.03834852119075604,0.04519167978507665,0.0434099509818811,-8.471922431146223e-05,0.029839221943392464,0.029903780666510414,0.013885522083700023,0.0036360237808361405,0.040802135563897064,0.04606699111074385,-0.006004884308075654,-0.0029220380267287018,0.04417672076564714,0.0009500646846915626,0.002393806657452634,0.022494267227227735,0.0540322679330186,0.017752315871598454,0.04428553643351844,0.030800906839713177,0.01321443089454715,0.013943248525901081,-0.01779495147189107,-0.0007887043718427315,0.0007755805952781997,0.0026063587406860165,0.002687771686026818,-0.005472227028650075,-0.003909819033617405,0.04465223518735073,0.0006489068250458063,-0.0011158202185966876,0.02629935771294588,0.009668926097712784,0.011066073232026843,0.00138874651831332,-0.003612803683706682,0.014928465701035822,0.03412240001659655,0.011840334586803567,0.03420251126646069,-0.000582686608419388,-0.009608821859568918,0.026749380491971148,0.026758963079941064,0.04665400643801398,0.04359469676639082,0.018920227576725564,0.012535505297830797,-0.01650991684301381,-0.01834399504297827
ROCE %,0.051786477236101955,0.04846785774042834,-0.01999703292549065,0.0480912294007493,0.057422937815041014,0.015448916156990884,0.03104335369237682,-0.005701639796401736,-0.01533721893461091,-0.01989567174695551,-0.020119417610526085,-0.01408690975398326,0.03152627244401795,-0.05015012609247888,0.03664360374560412,0.03590995608473325,0.042003249446489824,-0.0038564260976416778,0.02478353947030156,0.02740423199951218,-0.01985169081114758,-0.013916849518036536,0.03282957324489852,0.048745951173764,-0.016656065300586376,0.07043637812834627,0.040139052605502545,0.00042586828103538966,-0.0013520857340431369,0.003729574708320781,0.016791084607899208,0.025721582035160978,0.030460851840123444,0.021557134506644482,-0.024559821115549548,0.052642201627600124,-0.00954450965911224,0.03634009347953495,-0.017166393101259964,-0.00021242331436899286,0.005144933829839623,-0.01963131459981276,-0.013930545900664205,0.03228833036537127,-0.024118980676529976,-0.010939417560291216,0.031748083355364984,0.023644771359765965,-0.005059050784251453,-0.02225462971668587,-0.020453675787701506,0.032348662063760344,0.016839696953212205,0.017908413179541966,0.014866883156680461,-0.013920261536054593,-0.015047571711645964,0.03541070170709435,0.04206003791151826,0.02580844703931582,0.04113820476077705,0.017782464907062694,0.01610825057402663,-0.0011245605953446045,-0.0016150096113042808
ROIC %,-0.012424259960289502,-0.026897891751855158,-0.02194299930338554,0.018631441546512233,0.027679747610773468,0.019091707905101535,0.010321659743560639,-0.0016968780553387151,-0.00818755792602191,-0.01143273093076297,-0.01229141886855964,-0.011402534713916362,0.010439926533014374,-0.02029819859880714,-0.00920443380182733,-0.009042156407569073,0.0029927783259393794,-0.006823142329603699,-0.01644493173174497,-0.013153842606054436,-0.002692824011822547,-0.021836378386373655,0.0027566618218115772,0.000977152484385035,-0.013206128238057991,0.01899530252871049,-0.012680321232867924,-0.011654745485396249,-0.006392561229095474,-0.00875825913255577,0.004620745841758735,-0.007861006703173835,-0.008893379719705352,0.007779965645375817,-0.008296162602405018,0.026205231163425415,-0.011135450905032568,0.002998192966701698,-0.011257742123883911,0.005999679747514813,0.012405907120378916,-0.003944787852094839,-0.0048261823107850635,-0.002942384872334107,-0.007464389059430367,-0.0076976237586599255,-0.0031609827012760443,-0.00727113604432518,-0.023881314280891863,-0.010272755666462846,-0.03441271959150723,0.018987526643104338,0.007323361682286293,-0.006512674751934792,-0.019132430702359905,0.003514166683577664,-0.012258417887373457,0.051395081273609464,0.0339786678648822,0.012715269573270028,0.012475292958587856,0.013238876374936143,-0.021242922998711743,0.026111325172292726,0.0012681198222104359
WACC %,0.0007476470665067412,-9.195040362348266e-05,-0.004115598889640851,-0.004129518388450678,-0.01945183415079273,-0.0013640330500024368,-0.012377626742217797,-0.02716637645283582,-0.017212877209450445,-0.013262833246977333,0.0007290454710505772,0.0030949898980592735,-0.033034040029961416,0.011653798546585692,-0.010258958974786214,0.0003096574843158952,0.004317065937844524,-0.025682904794442935,-0.008506007456773412,-0.010708841191285134,-0.020559270447253118,-0.011624444450819418,-0.0015134520460506817,0.003231764242066619,-0.004743525350955551,-0.0086486607335679,-0.019782888477413562,-0.0041478239262657994,-0.003917016011611509,-0.004823436132710744,0.01166099439473635,0.003099754401221371,-0.001017613229446151,0.010708413969795367,-0.010833427802944367,-0.020238240770915288,-0.020014794059124957,-0.005866713912736793,-0.003615836200252736,-0.01691401139841292,-0.02539114364333258,-0.02156300523975611,-0.025654021575000376,-0.010313725285679476,-0.016306535259552248,-0.021023527919835666,-0.0035416816591331626,-0.0011351625646976189,-0.002634360518385542,-0.013829775644005438,-0.02138027794914821,-0.0008142618583575978,-0.020373087691826497,-0.0157089399833047,-0.02153035137262678,-0.0018754830993869386,-0.0037419326594025255,0.017917260707682684,0.014156068362359633,-0.01716041038984642,-0.0212037705531086,0.0006285454344788373,-0.018059872998249567,0.014920536289565361,0.015816031492329477
Effective Interest Rate on Debt %,-0.023111056796777062,0.014162725524526666,0.020664537512529006,0.05026144976408749,0.04718242120366766,-0.01934631891234137,0.0733764278980145,-0.0015967107342277588,0.0003887572654923395,0.011655957178598877,-0.012387048899245986,-0.011330185524844749,0.04299830427909975,0.006624538099569538,0.01794175649113987,0.012387484514872722,0.006883165036616615,-0.0037753422670288124,0.008557811999172764,0.0062562994340728375,-0.0058104194061208495,0.0006185702824679602,0.03306882118809156,0.12676069384697675,0.07877816581359959,0.06917398046393207,0.052688950058289157,0.005370032803479785,-0.010499238502364663,0.015465968391527434,0.018721491149144818,0.03213628844434363,0.018782760729665355,0.011381970869820263,-0.013220482863990217,0.00681217216638361,0.009914695780960494,0.04812741035608994,0.011075938851319198,0.0018683545060046306,-0.0012419720640144513,-0.006992847508421418,-0.006836892364240359,0.04560809682492656,0.029635548210348407,-0.00024980699855896987,0.04222017402752349,0.02519445080780351,0.020658867019643815,-0.006864312209236451,-0.0252787041919328,-0.021316503905776687,0.008471681343823112,-0.022937327066942126,0.008579977951608912,0.00899059112939269,0.006285288004479003,0.019861992241327658,0.02424102490296584,0.0045634756328532,0.00900873159738683,-0.020586924791459044,-0.02130276916607867,-0.020611297893113854,-0.017151168589162602
Gross Margin %,0.0791615911853962,0.009660447144957028,0.016244944763959563,0.12001125604663923,0.11406303309554924,0.11786076164432761,0.07812875413192497,0.016324503515581432,0.011421422524428943,-0.004340014579867885,0.004947140920127233,0.01493457076858705,0.13416356854641165,-0.022821529194583988,0.033460535939967326,0.051023694457195484,0.04513056696183308,0.019482527233418548,0.03323342425055088,0.035770905663201714,0.030434326927244276,0.018786423537391614,0.04750147925182605,0.06165179021261333,-0.00860035362246629,0.12087728009588952,0.02412063720984853,0.02566357382536977,0.03259617315658934,0.03207451485763682,0.06626207231332146,0.030406506997636824,0.05995365832001447,0.042452595108475495,0.00921464441080997,0.04307063938049607,0.0038043183154315655,0.028980789275844656,0.023520484342778442,0.006565515749957271,0.012862976665629102,-0.0164866412820137,-0.016994123155387245,0.023229882734878853,-0.0006355397713497662,-0.011078412783281344,-0.00818345605941201,0.034534701692162426,-0.0194874548169013,-0.0011731631691911555,-0.01283611388167227,0.003059978228532733,0.019053848557474346,0.002418414940131219,0.0256115480667973,0.015666966305097663,0.035890694763493394,0.04155578921585655,0.04439431148904612,0.03345814938073684,0.052424754312201005,0.03691987463343769,0.03637788092921415,0.025040412969182448,0.019426178775317507
Operating Margin %,0.02934693895858691,-0.01482992326068016,-0.0008331664597398545,0.12403433350112025,0.1329918341473394,0.2908445604701455,0.11043028277004831,-0.010054853181308311,0.013285636570479294,0.027748908892472716,0.03329994657877738,0.03440073223173152,0.1376609316762242,-0.01384567217950483,0.06771978050508193,0.06654937816071853,0.07267404140292637,0.01985510898297585,0.0962709709480485,0.07713890804883278,0.10356862771015303,0.13810454002317935,0.028637596632513734,0.042659405271907536,0.022019695670301317,0.01614084405124415,0.020890691612542284,0.0433040258176302,0.04429883608033284,0.04976255993617652,0.06583331045495475,0.04770434247518532,0.061653196614160154,0.046336558896753983,0.009209069876704737,0.017954091001790972,0.03279092773789324,0.0562718664069277,0.08122009146066987,0.010684330869288022,0.012535280528939197,0.007667113003080431,0.007667113003080431,0.025655497684326473,0.0061937436222206455,0.005412066485527593,0.0101513179628472,0.09182350446036011,-0.014141107170567447,0.10523143124983565,0.020017079270455526,0.00815671991579476,0.0668495508605192,0.0076201385195531195,0.0633644375954864,0.04167198780475283,0.03078349259248119,0.03586573197242637,0.04198360620047603,0.04291637251574472,0.03757918574418786,0.006252284597754821,0.012158238164871965,0.029226496884277742,0.028806743243747514
Net Margin %,0.04816202666257254,0.004685520226063374,0.007722253178288363,0.11748859303390626,0.10647832712667257,0.1188589284155382,0.08415218695815889,0.0017541881742604427,0.009916072459669679,0.006057983183477376,0.004946873160973484,0.0006537297163059035,0.13456657813466305,-0.02339044005715959,0.04738391451265993,0.05598686414782683,0.05917239203637434,0.01768091310850164,0.03933266794124576,0.04188001800002227,0.014959500567360399,0.015806935079136962,0.12061128924074456,0.13356170118391944,0.0022390811495844342,0.031448630668586185,0.02181785345836267,0.027478779398537663,0.03437385373925543,0.13596007505611252,0.057056910630620086,0.027482197713498815,0.05151739476550871,0.0414775515333727,0.007787476330518,0.04358824141403102,0.018140784267426484,0.05520090847288664,0.02665280244244326,0.012418691143217309,0.008342564628758608,-0.005199084566985002,-0.00027262230130778355,0.0268472076221557,0.06859161582978271,0.010805269413082623,0.007599091661161394,-0.01979419610128054,-0.019424727160981703,-0.008324511900855218,0.0021572020421560508,0.006969236124359259,-0.0046905601472479585,0.014198857318516417,0.013289497637149131,0.01968959004032017,0.010820428066663088,0.03952864761622339,0.04254208372268271,0.04199232049587857,0.047043680264872795,0.02180096545080093,0.012277017545005505,0.02558373619765861,0.03359280267051223
EBITDA Margin %,0.0474341979903175,-0.004638112666332714,0.009118311849974088,0.1126967858957142,0.10949241710043718,0.11824814276659369,0.09509912584092896,-0.007846622018731573,0.011156292707258118,0.0027543221350188546,0.014086619421693838,0.00825518018888873,0.13515501813193018,-0.022005026453235092,0.0477718672923527,0.05946338611519548,0.05150104348426229,0.018547982530933732,0.040452457547201955,0.04347752296355556,-0.008310078916905262,0.0231425504479964,0.04330875079307145,0.0472147520801965,0.007227750410481609,0.03296542284839165,0.0203813903003311,0.04036119541813571,0.039513224594694515,0.045171911363662595,0.054566670142988584,0.031967256987256346,0.05207717486843044,0.04048419699172981,0.008584739708677631,0.014777096645200747,0.02992318652766131,0.054486511385843456,0.034370270695673645,0.014417703484349278,0.009987252483440177,-0.012421929458849148,-0.012347821703524688,0.028872112745346838,-0.011896438602847958,-0.007180108032707004,-0.000808766895935484,-0.017293791073839614,-0.0140011196660978,0.0006677568558436289,0.00016524362933251734,0.0028897969215111083,0.014594782982529222,0.0024345873847860114,0.012090146232486722,0.03151209128597938,0.04052815666432579,0.03210930314233867,0.03901145212623861,0.031454889330688046,0.03701637195431298,0.007592187141106275,0.009283970159840716,0.03188312565602251,0.03464562363562331
FCF Margin %,-0.009120682494982234,-0.011892448925960353,-0.008991192977249063,0.05714741198308655,0.022585454248122222,0.14207636945039281,0.01512693396164097,0.0028255404234053378,0.0013770880300602475,-0.011184731202163596,0.0032155268523953967,0.004258889229272858,0.04591824585683643,0.026734786260312764,0.0283794019281632,0.04994219038076502,0.04831115583004692,-0.010858161687136342,0.03466313303581372,0.031540550952359664,-0.009123623548029963,0.025577419495591232,0.009350996853216028,0.02306831350170264,0.004777137326314887,0.028153011992379046,0.07985576460133412,0.03057577442851077,0.02994525866378499,0.04280076879916825,0.019319270431216905,0.015127480812140128,0.04100155189007488,0.019762239707640714,0.007385266707030755,0.052018304375246086,0.017843764559249693,0.048949444332484555,0.02269810598909476,0.00692859535917547,0.003948137013935293,-0.021960204738159527,-0.02153538927138893,0.010032702366245531,-0.021340973013740307,-0.016921560704663375,0.019276886306547326,0.011028939862585348,-0.03311632996396092,-0.0024218367703786403,0.033702490253955344,0.03414623957151226,0.04611710791850505,0.03457696888036746,0.03281843333101755,0.02302858188034333,0.014383301866331261,0.07320102710959962,0.0636051489785099,0.06811561071411375,0.06195702305084864,0.07264056840347602,0.03302328148944157,0.01484803314535223,0.025500993596955252
Debt-to-Equity,0.05212261411927267,0.0656269133558608,0.021959345892765894,0.1541776785446069,0.09012000792704032,0.09730872793521966,0.06828845547037726,0.06751441773151594,0.030085810281119212,0.020824273132098035,0.002220447379461708,0.012728953627338611,0.0696603057200972,-0.017714807417441508,0.09752685195485508,0.15577898516678362,0.0960309301442539,0.06270687807764423,0.040426427337093715,0.04359130724959742,0.07299502576265987,0.01429412465121004,0.09786644421472028,0.08392929133882727,0.06309642165821881,0.1160666995668643,0.12127873867566306,0.05781754195940839,0.05994697037591313,0.05135455735202925,0.06406337470054894,0.04407460090636851,0.04742027285403039,0.059201077905890305,0.0024285442512661016,0.07529996952065392,0.004882774149985634,0.04889571181180422,0.015622815691958388,0.06164183585322727,0.009753963874111083,0.015987399335633187,0.015105135208031313,0.06582544988555313,0.030728389747130217,0.025040772159471814,0.04292568652811059,0.038515828828357274,0.028490437164075476,0.03414499572995972,-0.0022814489293814626,0.03470021551122417,0.03900728278712845,0.07369417764817311,0.037849289034871794,0.010111674802643935,0.009902286745849863,0.06120951564847503,0.045268827358859925,0.08288526271898683,0.07527646862186177,0.03766000397327603,0.07307469617550094,0.02072617757829929,0.06156695613403111
Equity-to-Asset,0.05806622889278059,0.07869900990383093,0.0779134961585562,0.16156736883262937,0.16684079637742155,0.1583350841242663,0.11078589904131081,0.03132187411966591,0.055745055501672844,0.03530794131290711,0.04485438842570206,0.054384097204069164,0.12854276970041287,-0.029788687862602976,0.07473443240277436,0.12135491207841553,0.1259248708092159,0.06400967076238555,0.08912659447364522,0.11234628835472105,0.06587764769705544,0.07383157921939995,0.06177945908049589,0.09969936936685189,0.059530870322281014,0.0956063228048337,0.057635573022274435,0.07881369599646547,0.10744961955700397,0.1790508407224646,0.11859887118757477,0.09176259578463009,0.08666672501933045,0.1532526884865768,0.07296628770874117,0.20422186432620706,0.1745709799973944,0.14548215769117673,0.07704295266037242,0.07494984185536763,0.022291939631733832,0.011097989725436385,0.010641403594721677,0.07219088416708497,0.025209501610222507,0.07391183508001814,0.0679235226890647,0.05582251855334133,0.04283600873615184,0.032849043711497924,0.02547327782072347,0.060562868176948406,0.060044019476228734,0.025240187766311106,0.02946311971965819,0.07041974622880501,0.06721670887946873,0.10155047450898365,0.06854949033436208,0.10243020956159808,0.06001693621997679,0.0668448896630916,0.046571317709319944,0.08480380852384024,0.12365788481210753
