,Gross Profit,Total Revenue,Business Revenue,Cost of Revenue,Cost of Goods and Services,Operating Income/Expenses,"Selling, General and Administrative Expenses","Other Income/Expense, Operating","Other Income, Operating",Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Gross Interest,Interest Capitalized,Interest Income,Other Finance Income/Expenses,Other Finance Expenses,Irregular Income/Expense,Impairment/Write Off/Write Down of Capital Assets,Gain/Loss on Extinguishment of Debt,Restructuring and Reorganization Income/Expense,Fixed Asset Disposals,"Other Income/Expense, Non-Operating",Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Non-Controlling/Minority Interests,Net Income after Non-Controlling/Minority Interests,Other Adjustments to Net Income Available to Common Stockholders,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Total Operating Profit/Loss,Reported Normalized Income,Reported Effective Tax Rate,Reported Normalized EBITDA,"Operating Income/Expense, Supplemental Section","Depreciation, Amortization and Depletion, Supplemental","Depreciation and Amortization, Supplemental","Depreciation, Supplemental","Amortization, Supplemental",Basic EPS,Basic EPS from Continuing Operations,Diluted EPS,Diluted EPS from Continuing Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Reported Normalized Diluted EPS,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
Long-Term Debt & Capital Lease Obligation,-0.03422149004201052,0.016028453169850986,-0.0019519422742778434,-0.005364858776319793,0.01036032380510038,0.0049114097466773305,0.0049289923660753385,0.03274002105196648,0.03454288974397004,0.004914679293936468,-0.01121184815470388,-0.007669792921790467,-0.009451742203143036,0.07907116339578571,-0.03763147606402863,0.07736490169958961,0.032827050042007554,-0.012512053873984864,-0.00879568471809777,-0.018702625471763046,0.06396824106943945,0.08849175093987856,0.051528198851140815,0.04747208537606183,0.04247480248065376,-0.023876704222399864,-0.014269657930834274,0.010898645400666158,0.00844886538197541,0.02759860560925055,-0.010605478861298246,0.021005490626489192,-0.010814459727767544,-0.007860017943379203,0.05188398093308585,0.0460003888118798,0.025901666432419857,0.012210966164527316,-0.01416911114875934,-0.0215678084483081,-0.04590810923746928,0.047817284730664954,0.02849510442624826,0.02490537358255331,0.01485025842356941,0.0016192887380477522,-0.01542383233613165,0.011867356388137205,-0.01416402036764845,0.010338915073842232,-0.006438554678771965,-0.0045572819734916205,0.0009606525803876183,-0.014074874780931678,-0.018447627560810767,-0.03646523759202547,-0.05000738510430624
Debt-to-Equity.1,0.03399665452425433,0.04599307815980649,0.0343406734944812,0.1204396669176452,0.0706484403873693,0.08152941373470395,0.08054127906743183,0.07146841661774238,0.08057720506409259,0.07492325546994626,0.027148063913612297,0.06692751049804754,0.09785240854052918,0.01758545779172743,0.05136151085705257,0.06555699187751794,0.1252891081742774,0.06985417653650025,0.0767969466950629,-0.017301236498468927,0.09948377009438043,0.036687530005364184,0.026374824720015917,0.08503131640672225,0.0577716328867529,0.05209198431002347,0.016928320391421003,0.013668578262672438,0.012509497423136954,0.08281091110006726,0.034516251825175884,0.02347646455230444,0.023338818315341476,0.012789993617899974,0.03496263977437274,0.03883059610243425,-0.0021361312264540433,0.04348719416994168,0.023556497617921415,0.058260789182541635,0.07254007978290518,0.03764887107646382,0.039450132877741254,0.05301198618340003,0.0361563031409419,0.05308562490927575,0.05463181243449186,0.08310174749142588,0.0890658683046003,0.08123471109191625,0.01195198132441996,0.011602261893343398,0.07363583623020688,0.09936687368032708,0.10994459220161418,0.025686849709418265,0.06359241214468456
PensionAndRetirementBenefit,0.08313273136127342,-0.014403903315243261,0.002907028436495967,-0.0017778409121092832,0.01189208750599399,0.03631528072383599,0.04549123520627721,0.02353327876058108,0.012902531628144621,-0.009212450229687025,0.12913340113830188,0.10027605788839146,0.22770589325419333,0.09258791648388615,0.0726079413793088,0.0487766211448815,0.08392897246802593,0.06360966699127227,0.01929132984099218,0.10359369421894682,0.018788509351977224,0.00624552870369171,0.012594160100444802,-0.009213598662142596,0.07638925048883113,0.053240785964184134,0.18020888091184203,0.050313291425657616,0.001497894184400518,0.029834307055521522,0.04856719228350825,0.08963370527610877,0.010309655718168073,-8.96674831975166e-06,0.07736770099665931,0.03480696049176637,0.01827588382903302,-0.023883472131394204,-0.04177384575389377,-0.02483724549584545,0.09241490188905574,0.031154405964909558,0.13638389303983986,0.20660283415295527,0.16564508940315054,0.221873808243319,-0.021105012555443618,0.006984229048725457,-0.023008782693921932,-0.004774855203462949,-0.002844430173094736,-0.006696468303013145,0.01281902100646879,-0.022173872756491898,-0.026797244078602837,-0.03572771518180864,-0.06403025676692856
NonCurrent Deferred Liabilities,0.060903421753268405,-0.04022593881307954,-0.01928672149325112,0.010170497712935132,0.015394516312264895,0.01543677287088653,0.015867713639184933,0.01489840041714433,0.018548501362386238,-0.02412701485112575,0.11050157820293396,0.0700986526269938,0.09226867417402598,0.08232219871469833,0.06804803092437098,0.0465123599368549,0.02288889565569849,-0.00041935309161644004,-0.004780260120943572,0.006648983272036753,0.0041912999058383435,0.06596130073291818,0.00725497866149842,0.03458083203118572,0.014388869303491342,-0.03621354598926599,0.08023491380784456,-0.026424609809248458,-0.013375163794779451,0.039598124978099135,-0.01912713466166428,0.039501511680993605,-0.009820447524595252,-0.018035473998868064,0.018352969278990633,0.02541922377239803,-0.009972422581903324,-0.020227021230503565,-0.02080512916413394,-0.019306845576011603,0.12722234096204044,0.022087662016964577,0.1644317529527547,0.1834770828830032,0.18800514919237934,0.18490233226689123,-0.0286279018001731,-0.0011616178067359022,-0.00027387846239095535,0.0072676160378928436,-0.014660171610881999,-0.006220056079694078,0.035469675737682324,-0.01698909469136468,0.0032320351607109934,-0.030416865961857234,-0.009287122281046375
Other Long-Term Liabilities,-0.02845609301399938,0.003888900341288467,0.0009701612348969922,0.0027180648373242265,0.01720822314603846,0.017676068164299216,0.0016001089912529168,0.07996161815928587,0.087024998170097,0.012572378299770433,-0.0037487117150001494,-0.027458515525216512,-0.001014181085545465,-0.028949895716116197,0.01799321932244672,0.05215162931351003,0.04286246894918251,0.12623391499313624,0.1215375183811305,0.02438969776894966,0.029799647581210016,0.08455610409969368,0.025262727077893312,0.02365963142955635,0.07017596853638931,-0.016269052635328306,0.006887327563865129,-0.014892377404339583,-9.259798072272507e-07,0.015040875914157502,0.009653910372774608,0.022778865683980503,-0.0006003473971401873,-0.001610727789367222,-0.0006350693835003251,0.013824622029992142,0.017147841360573964,0.021039290455860796,0.06106492541415282,0.0063866640778033725,-0.00603915399437582,-0.00805344416323565,0.08704710564539644,0.08980840762395433,0.02934033373385705,0.0930075974033537,0.019569398315056816,0.015539036427525129,-0.007519464469705267,0.012744617969171076,0.008804390578150453,0.007204992522732409,0.02790534137886136,0.020918989414439263,-0.0007419825676051952,-0.01952161964103807,-0.013343109482953655
Total Long-Term Liabilities,-0.016189936522098384,0.069207542112845,0.032435513293390186,0.01953953675858659,0.03901098598549173,0.03343207101338334,0.027609779087532104,0.04642656879028933,0.050087906270456985,0.08250714702277381,0.018797818183568453,0.10215573742917283,0.02583682101224996,0.02871793839229936,0.019213630111629215,0.06549237828578638,0.03737144568155531,0.07984763915155972,0.07768691327253809,0.001089874252099587,0.031573181016142655,0.0795107420992095,0.028396861543498412,0.023724914491918863,0.05409068858957188,0.000704564447544354,0.012829299503038946,-0.0018649921990085932,0.009784745060631012,0.015424553703254087,0.005317136977761964,0.011172647755678672,0.008267291567580815,0.01224821662956944,0.023141399240252665,0.003625656979351682,0.06977874487011364,0.06081848387557569,0.035454737766751156,-0.0007931304593198252,0.005892122301727254,0.0034097317288608133,0.05733590074079311,0.07796075039770009,0.015586408371656165,0.08763934313261038,0.01731177902353382,0.025834998472232813,-0.008310043374410311,0.023633017917830224,0.010697437416758167,0.014029367866870705,0.010509179673339825,0.017096562989619903,0.010315780031362784,-0.0019726479158994163,0.0007623629632079504
Total Liabilities,0.0006403775193011023,0.06569260258692457,0.017798067301589216,0.003966058315190191,0.012411144046135861,0.009531591503669282,0.01698659637170665,0.05017210826928615,0.04336518715563819,0.14277232123299352,0.04687515780829051,0.08887021888257347,0.01858065175107026,0.019560824256787804,0.08669327416413726,0.054942759362600714,0.02542787913730425,0.0864636589629503,0.08628828141599129,-0.03139530832968489,0.06631172216515235,0.025589964204558287,0.005671402214375041,0.06802292260856617,0.04493764685606579,0.014859751404373055,0.048640948739695884,-0.014011602252407346,-0.006682293870902928,0.002163627431268716,0.009213327792317327,-0.007605876126317443,0.015661488719092728,0.008505196037620608,0.049259132846488626,0.036913886447677874,0.03458845239273043,0.07014140911408662,0.021001798765549605,0.011457422307875867,0.017861525557417705,0.08824058828076027,0.007018553896913667,0.0187438279766523,0.0015555177476706955,0.06570949226996027,0.03773406859394255,0.04744368227781406,0.04571766980703162,0.05283347019163506,0.016797276584227454,0.01629612636416506,0.05704048753027482,0.03890457747707465,0.04647496783117529,0.007070292257852308,0.02248165354739658
Common Stock,0.0028952068796880837,0.03834553763445893,0.022223029345820704,0.057525612765971235,0.058979367316698325,0.05097734634490133,0.033626073774500914,0.02979248752055671,0.030784941069484192,0.017597597619165295,0.019345716618604496,0.003936627450509503,0.014780711955683317,-0.014379950273048704,-0.016713806631880324,0.0136739716607381,0.02506627739402514,0.03218608532178901,0.013903976845534238,-0.008119646649252306,0.023535186114693546,0.003409362097979372,-0.0019295322815425996,0.02270101168002954,0.01852277340021117,0.026691588542348228,0.02233394895797308,0.018063920982341445,0.017122904065154185,0.0098327829369481,0.015719630377189882,0.4750958654106553,0.4886149380618693,0.49807172239680025,0.02473681218287551,0.019035144482708443,0.02675824218245053,0.01647200407950531,0.04286141883382649,0.0025292280692840036,-0.00387754791619821,0.02572678270841349,0.008258870241789895,0.007580815504671285,-0.004798276840641054,0.0007256505690630835,0.011198629838125387,0.014469816052669431,0.01774049194759912,0.005575741029553492,0.057571118554330634,0.05774567337675725,0.009676547419800395,0.012767618289550935,0.014191940945027844,-0.008553330789577505,-0.0013588005225381255
Preferred Stock,0.10471922561353816,0.0002796471531815014,0.008712696332825287,0.012866931474898022,0.008730557473195476,0.04062588900499554,-0.014505341884068518,-0.0022478747085624726,0.019632069295470397,-0.01598870992274036,0.11779823258177284,0.042303389259831264,0.1195285904372543,0.05763665719171241,0.06402912772374093,0.022003258354977556,0.02366422920033307,-0.020319618265109626,-0.0035561017343089304,0.029404606741820202,0.006198702495245693,-0.05815065823920211,-0.0035025888120260532,0.022038824536356395,-0.013369160270040533,0.0015180251687498586,0.07196328218850039,-0.02819180449676629,-0.021095511102239988,0.021441641375893834,-0.0286679977320296,0.07352965776031722,0.061547095865154965,0.038054666068984666,0.007147873039461001,0.004794439905775116,0.009423758472937988,-0.017423000989138904,-0.02622311459953903,-0.02040175208520272,0.08807976648486354,-0.0007514640879758431,0.050256259089234846,0.068363159303286,0.11408274145837996,0.06582162669340917,-0.019501648072768663,-0.05105058066599299,0.006656855820442605,-0.04481059283707592,0.028266931457595915,0.02666911482871974,0.003393225622804806,-0.020181647849031047,0.00607351946179414,-0.03374050364210135,-0.007749266575326144
Retained Earnings,0.05544757509862287,0.11093813947255694,0.12527750983630304,0.04320974713401955,0.03714141168850201,0.11115398437405373,0.03509403832049169,0.050783441982429955,0.1107007614862332,0.11908375295311441,0.08009356584414468,0.05880984450152366,0.07931687262804128,-0.017071228314029553,0.030822236361687582,0.0423170030667232,0.09726505673957427,0.07069135934889013,-0.0014316641493691447,0.06453639272568767,0.03876401965392136,-0.01229914507725325,-0.0073492964533175,0.034705868245910355,0.02644748205334658,0.020456777021735675,0.04591602353010366,0.06255935266467659,0.061039070124143446,-0.0014347107760930363,0.01422359831538121,0.03957709022744841,0.0646016904231815,0.06401514617240109,0.05423692164959642,0.05672251547167503,0.1142273190619988,0.1267007735145821,0.030840905357084825,0.010624786772488957,0.013391449819064894,0.0556421461912624,0.026120631242419874,0.005457977259110944,0.013620204788380373,0.01793286734305992,-0.000544494834355969,0.01030492116040059,0.023412249898834416,0.026845021114479253,0.006792668831292011,-0.00414635616090591,0.0402556448257892,-0.009984846072538568,0.022233339863881808,-0.0401553572284907,-0.0037504469863105837
Accumulated other comprehensive income (loss),0.10274529644358785,0.031919764774174325,-0.0405038715471603,-0.023372587501090263,0.010384213609254343,0.10293151832249563,0.03773911292111737,0.11031450861387823,0.10229747545918029,0.04726058573596268,0.2221531899893587,0.19652348120882623,0.20544161909915445,0.1675195609957316,0.10909953066893938,0.0018172543320394653,0.06874609866225728,0.06601821871146664,0.06300722895254579,0.08931987474441554,0.0008614321073963445,0.05297961985365746,0.10122042494590625,0.001260307867710567,0.092137911815588,0.043552542813608215,0.17653010590247203,0.06196753347987053,0.06196753347987053,0.037684057292177636,0.06042971285242929,0.10898727485775982,0.07531252399938627,0.07137264945074893,0.07089568974602081,0.06578614214080518,0.04113372875911481,0.06355002898448539,0.04417961525703991,0.052497590542062454,0.12077863592127489,0.08644679084641363,0.16101666660207403,0.18135974503565622,0.18262494077656913,0.1808335742716413,-0.014915926185733812,-0.006159090991555342,-0.02682583270716047,0.01662221925056109,-0.0065835064536231514,-0.005549814374029263,0.04004208417245786,-0.015043820159074638,-0.024778268173077114,-0.028228242217077343,-0.03354504824313947
Additional Paid-In Capital,0.002172729204533835,0.03418614120269543,0.015400168885489765,0.017763803108950864,0.01682624403227643,0.015910295491711305,0.02170653915086558,0.02883958040826697,0.0287458753605072,0.05638190959242663,0.02235281545177905,0.07944251580094791,0.03886266045542511,0.08733911614955804,-0.03423669831617075,0.1021851380078145,0.009924556652967311,0.07486809632693751,0.07423215936142813,-0.0017574401023203422,0.08858066548287452,-0.012487450157484925,0.003384128899460204,0.05653554805215522,0.01808278876657085,-0.007748746659187761,0.027576149867828425,0.016564121042791875,0.007505753337684206,-0.006981636173362268,-0.005612184820136874,0.06347351571722755,0.018290352262365115,0.00046002117483077845,0.038120448410284946,0.03471910982066333,0.030390610646166143,0.04242891995828078,0.02304823626657218,-0.0052594906650280885,0.011019589080319822,0.09545630457258085,0.02790581461595129,0.012768947495390856,0.02261406121623239,0.014446812653447327,-0.010591702017445226,0.014774803432525534,-0.014943634065016845,0.024489730140161713,0.002520612971863602,0.0030356684245650654,0.004854002800594705,-0.011242389499999695,-0.01466811815646847,-0.0018705109396979426,-0.009565899627814765
Treasury Stock,0.09988152472806151,-0.016036183364836098,-0.032438427087945476,0.012051070073205024,-0.009752984991003466,-0.01869681771350991,-0.014419038207235536,-0.01729881188567774,0.0062978583848864005,-0.01804567661339488,0.06577046059002112,0.025411005990521023,0.1084832482998823,0.14708245814596685,0.06383015293309494,0.09749893124868747,0.021563627296770953,-0.03403750719824324,-0.017444064047194896,0.031029964415972503,-0.028373582982365118,-0.06889224252900626,-0.002984447433021475,0.011807639365090999,-0.01827694336146898,-0.013331005919592536,0.07247830002178848,-0.029154412493563743,-0.021290595616131718,0.039829079441446445,-0.028602825207970573,0.07350236419772536,0.05912842686056695,0.03402196498475252,0.02511315610244532,-0.005727648879903791,0.005595652695438258,-0.036607094407532986,-0.020088830325227205,-0.041093136236232904,0.06107469130110292,-0.0018123604137141227,0.040408430191099576,0.06576400430013019,0.1195221413332322,0.08683693079716262,0.004207887374456751,-0.024569089181305417,-0.0010338975193998337,-0.05627637198430697,-0.04077614675997452,-0.031218798665152092,-0.02187543025228318,0.007672746968178405,-0.00030627987717095004,-0.02495694091997392,-0.04215769299123648
Other Stockholders Equity,-0.008265356361194293,0.022520081976516202,0.02168047562334044,0.006867830986643992,-0.0030399480628357954,0.011832943600745788,0.028871095811740462,0.09844545859520791,0.1180015023190942,0.029016411069108607,-0.004151788434808909,-0.013899444066935242,-0.004345658639376638,-0.015589431357692866,0.017473285600003705,0.07714818773585304,0.0654303308739601,0.0628780911318609,0.0790061535459026,0.029253486099747077,0.044824690666769154,0.012212715380045468,0.018402818950443822,0.042994863065989306,0.09406363910058942,0.012172695379480604,0.016998582926788713,0.02016765696070594,0.028181634554057016,0.021495131141928806,0.031961883868269855,0.09544050616348966,0.10963361806287521,0.12394721220014322,0.032536897386605784,0.015666480069869503,0.0213086511572248,0.024947044812495642,0.022456579445312878,0.023528790206302976,-0.019538148271725956,0.02886606247453968,0.027950310497019862,0.024570552963893752,0.03352040821287033,0.02677441202840944,0.02498300879237669,0.04667151248691178,0.028747733769092544,0.04229035515477041,0.10247293433599221,0.10176891711868413,0.04638545138945252,0.032073927448534385,0.037844107260358514,0.009816785617598408,0.011838338053922929
Total Stockholders Equity,0.011384295806121441,0.0473525085382531,0.027301255484742493,0.024543866443270702,0.010008502322092747,0.020088119727567987,0.03758235380539556,0.06491209585642876,0.06872021003054542,0.07476946501976675,0.05058005581954477,0.03362088134596134,0.025538878480488567,0.005673737548874189,0.0953047400790582,0.07346134400686735,0.07059141304368775,0.01709897863806618,0.018921955298105923,-0.03240182803128125,0.07191972437521307,-0.025577258347866533,0.008711340596684337,0.06905046291732812,0.06820535572489068,0.0031090291396719174,0.03521254825673621,-0.0005438755591121277,-0.0005438755591121277,0.029624054471605942,0.012450536744255584,0.11466058084909421,0.08369365004002889,0.08625440374815684,0.058969467232737424,0.03718062908565688,0.05186098064847307,0.03592557468220804,0.008978619001654153,0.0028604996740883566,0.01451491683324261,0.051737316939850606,0.022216639696211956,0.031172501401511177,0.036871881271832475,0.04062768915471568,0.04125754324205458,0.051514643356037865,0.04561407888155272,0.05175934922112891,0.05973195261381399,0.06168983878819724,0.0665113859667229,0.04850408344295955,0.057970347023172,-0.0053256237833353036,-0.008593508193815113
Minority Interest,0.03680972275223829,0.030383624627786078,0.025728305079613028,0.029323291278592532,0.02145273262787239,0.03743955532792654,0.03193160443716337,0.027043405766620034,0.0308378466397291,0.05551295059576512,0.03148194989291301,0.022684552360948237,0.07254169136510606,0.06014139802390036,0.11729528711010948,0.059057138970023716,0.04852215524243865,0.038239881280398826,0.030927901407750147,0.019300693811756364,0.03980939857817949,0.037482754640628474,0.004818191133531758,0.024100563232577723,0.010688628913724813,0.029139122206194842,0.045173420019752296,0.026410464419668524,0.028649667674904327,0.6470276881784317,0.5071779952473321,0.007451310183186073,0.025749290936597467,0.022272164606434972,0.019534236514640504,0.021293384094862314,0.032643144768689236,0.05146464038575707,0.07530358268844894,0.014902040688126977,0.02208229413931152,0.023670479213764386,0.052117102417434086,0.028310896503929227,0.024211454744272463,0.020121423894679864,-0.025097069287951294,-0.019586548244562775,-0.001961357042720463,-0.018464043087288128,0.025209443945094945,0.024193078961083202,0.0017956088285578046,-0.025232832458591974,-0.002715373669464849,-0.006581464130405294,0.02149450788053528
Total Equity,0.0860127179935221,0.0752785429783739,0.0015459836112305938,0.01998378223419357,0.015114549244802673,0.011252899175802938,0.03020023287444629,0.060644125190112017,0.06793726499940252,0.056037984898381854,0.013552231861210032,0.04015297335412989,-0.017701284616878303,0.015641133073571296,0.08647838406757927,0.08061624316975488,0.038438308112912635,0.005392563896149203,0.013106267863683666,-0.041051720264863735,0.07157830407975245,-0.03233632363376435,0.003029646016932978,0.0698089692020961,0.0640454635043991,0.007666192477747782,0.029256031168504577,-0.023054990115183104,-0.010358056353033059,0.03643069144472848,0.0113793776684191,0.06061382073212607,0.04363073618757993,0.04233040281801476,0.04012146880823588,0.013512368134891659,0.04431786003763996,0.03170849091022238,0.007494427345263821,0.004821408901118402,0.020317299136021292,0.029780482433782562,0.006575238552187947,0.02291636948183054,0.019967210969363623,0.016814535298116478,0.05239197963989275,0.05531037486298618,0.04683590240472761,0.05720597344685411,0.043096233066323174,0.048877341223390616,0.06916665696839498,0.05232429546105268,0.05277251626094825,0.004036373836409512,0.008344595623943478
Equity-to-Asset.1,0.06979133700097528,0.04717110931291203,0.04890011221244628,0.178990572172113,0.14085835006259473,0.1767640437541776,0.1345947402264887,0.08929538035296423,0.08440799881749897,0.06837507443505993,0.03971707745292381,0.019816218815111915,0.06879633468577595,0.013127138269162026,0.040912480289637836,0.09713533694211056,0.07204567564368485,0.08681628252628538,0.11788083595747928,0.04430267969469373,0.19756971979166374,0.049724199952723126,0.03576407086794932,0.2244101332530102,0.0635828624807557,0.1171839164411676,0.022851721931549634,0.07215177721662175,0.07161845050957481,0.09262806546890988,0.06350915028902943,0.13192941364536104,0.13499277013643066,0.12947657527209347,0.07460404015753934,0.05400890974758461,0.013749064848679902,0.07261093700274257,0.06250642993016775,0.09998344616251073,0.06804021785048685,0.061433302763405515,0.008439333326386413,0.0009084109659887297,0.03522494554967039,0.020140109758267192,0.07463470822955462,0.08051876249439914,0.07898860337232615,0.07282978829272214,0.06064346654168959,0.03844253432156061,0.06677772254517086,0.09570266199639318,0.09398544512545506,0.07078936050294779,0.10700650127839864
Net Income From Continuing Operations,0.021111021507654506,0.08290372389270546,0.052861467759075055,0.08488402617636477,0.03310259179593644,0.2803708174317945,0.12625162876808332,0.11284029075652333,0.11113353904493191,0.1054616915751887,0.08127458431221377,0.0839140788448595,0.10693322907593691,0.016297853138698176,-0.006007940302626816,0.05725091037754213,0.05723684665125353,0.11452755266870104,-0.001096112475088653,0.03838755288417187,0.02639938499818322,0.02788042197120075,0.10974076117740834,0.032760066857501303,0.12457472238146627,0.010073959580478492,0.04421747190477519,0.08999226800438012,0.18871399601578695,0.03922467864920868,0.11551791033401727,0.12430735990323087,0.11803863776605122,0.11695117019752099,0.03249122003092854,0.08989968620414733,0.09731119636373874,0.12129356070543511,0.048711475734934395,-0.009577755821447497,-0.03271718352715658,0.07026042997083307,0.07640461320483066,0.02939490196456828,0.02968283658345059,0.024195354818601127,-0.026284932018874815,0.03128097808640751,-0.026374077605591583,0.03587568963298042,0.012329696050089142,0.010834687945050738,-0.018859429877972348,-0.026284932018874815,-0.026451103495700415,-0.02144757313603376,-0.023921269882276015
"Depreciation, Depletion and Amortization.1",-0.03637433366422131,-0.021505327921950566,-0.025936806760364046,-0.010583440846358937,-0.0009260628431678047,0.017898888492947088,0.037636427640404264,0.047157519340286704,0.042429105640312034,-0.006614555205731686,-0.030509877275350192,-0.04583399295605656,-0.03630767242146318,-0.048921948885529656,-0.046997192344722216,0.01718116589851163,-0.0044479834679054565,-0.010022654294865685,-0.013296336343930645,-0.006050931348159119,0.09465997274330624,0.04910222276525379,0.04860622644392759,0.09004156057151239,0.04469160695755995,-0.023652745300347337,-0.011339289802889726,0.014794832158514406,0.014231547886055941,-0.008997889464612616,-0.0010669442125757198,-0.008310511143383709,-0.0015130515319370266,-0.007087427451998099,0.008066575256106908,0.015651429620840415,-0.01556865826884095,-0.004271168060756185,-0.004304494452822449,-0.00661758751834237,-0.02698723113124768,0.02067153108073858,0.5448551276599601,0.5091920782712069,0.2754000092417861,0.05984789796415429,-0.004832236644709785,0.03359002392545289,-0.0033706679663845236,0.035299918198803265,0.008936861245564583,0.010074849053271695,0.03812194046169649,-0.0032110121810912653,-0.010476039052456532,-0.018963485592361027,-0.01584379621893887
  Change In Receivables,-0.02759365344690449,-0.011007287031053036,0.004214013456145845,-0.00555542972349783,-0.001108493203239004,-0.007605936346735415,-0.005445710646511059,0.060391253298325155,0.06642602730959818,0.004960175266589483,-0.014204366775364305,-0.014151940433898407,-0.010262424655661104,-0.029133933606428172,0.005611010945032407,0.049833143735334644,0.0486399359677923,0.0058550919260972134,-0.017729395869319806,-0.027257475350385325,0.03486313824655542,-0.018059819727704804,0.012465745606972632,0.034732237563209034,0.05766593984346236,-0.018308083577799863,0.0021872506160946405,-0.024008336600909553,-0.01929736984483968,0.0006761459956108606,-0.008026391476963728,-0.0017503793120206888,0.006302241734219272,-0.006825980718617687,0.00180090609393469,0.002584110014571676,0.006816202137704118,0.004473444439157253,0.0090047526828907,-0.02643132317516067,-0.010337421211773164,0.004924451460582989,0.06660211561916485,0.06076757200675764,0.07015197555520072,0.06184182272733081,0.002588147295790929,0.032011661849216326,0.0009958897872232022,0.03161735306985467,-0.010252727957425415,-0.006960906312845464,0.029238605739483177,0.002766397794644675,0.002263635647263872,-0.03416164922796923,-0.026433944471288818
  Change In Inventory,0.022426414860724213,0.0506408688534975,0.04787223873362182,0.020406234213751963,0.01682537016383629,0.12772372555899633,0.12263954788078636,0.07404485165196308,0.07608577983744816,0.025256323033429774,0.029632568045855588,0.02404219566151524,0.04180785707329261,0.021236018528592804,0.021073638433564773,0.08857309523568878,0.0941640723815059,0.03289410344517522,0.006205801997772606,0.05576166762007374,0.05842824077806255,0.05611902761748186,0.035574303472276796,0.04277929239596672,0.06853289813283622,0.014348432195119342,0.022063839648644803,-0.013554172431857556,0.010411198266078012,0.007316114846651516,0.00843601865749155,0.03293253711504283,0.009887840037244945,0.015495355178553735,0.023400320118247112,0.020450651854880604,0.05160740619092133,0.027016704640641386,0.051142989048833756,0.0016001534267727538,0.03573337610008235,0.021003165833298077,0.04135433102436589,0.039159401985584125,0.026718929964965707,0.027180543424893348,0.01424524522062734,0.04398156032449259,0.01165390999057498,0.04444145166858743,0.007193987715699589,-0.0005668190968469572,0.043216331490815066,0.017620367806626423,0.013728494857020247,-0.00869426837441022,-0.015123241984369196
  Change In Prepaid Assets,0.12132949521152685,-0.008559043969831207,0.008263631314460899,0.01665292199228978,0.014825765294565932,0.07652452019262733,0.01643284849356515,0.019426372717950228,0.026892889138813762,-0.017221110940482898,0.10439205703932795,0.08916183381129311,0.166277234266376,0.06714045437348734,0.07659226963633023,0.041229021313102895,0.08722141890831528,0.014411206159476426,-0.0033323588665185346,0.023646240108790052,0.09360897517301082,0.03244864944845875,0.0006187770121110466,0.10466096666598301,0.004059232117664976,0.0034325255679297554,0.08728989052803697,-0.010887774361340724,-0.007138591880827678,0.01938474556717282,-0.0053039274301061486,0.07506247094620748,-0.022175094873827003,-0.02113321464724633,0.01881206735637299,0.0159815990367058,0.02129959877120812,-0.017251305239302954,-0.0110935326046415,-0.012848583019022756,0.10152668171989014,0.021302838146765923,0.1691409261077463,0.1966502854958351,0.1901374182585072,0.16231616936884594,0.00045857299926643866,-0.002608316837737717,0.002565654201294497,-0.0026403632648718638,-0.008345842240953376,-0.006915241255442267,0.013360313826542158,0.0038885205139883084,0.004245753428194013,-0.029786771040795128,-0.012374433240115808
  Change In Payables And Accrued Expense,0.03490956909340828,0.028031558636667307,-0.013387179021676953,0.030988133996354545,0.09403646689542486,0.11942472116715443,0.1517138868103969,0.11014618038056026,0.07450824352947603,-0.01969459405409333,0.22420623940683654,0.22483708643709258,0.24477939817260078,0.19948582702721182,0.08485806720633374,0.03395202858168388,0.06860021054976813,0.03625624086882559,0.035083084801595325,0.07090483477896169,0.0060141129782082265,0.03989887554914087,0.10511119005048389,0.004143440728659405,0.09755718058652196,0.010044610459743229,0.15158545849912072,0.06241712437233388,0.0651726842901911,0.03619047445379874,-0.02548111473726275,0.09371891597289625,-0.008241436395902245,-0.008638461525222763,0.06837502745482117,0.08730284421842417,0.04668426295699816,-0.026192857753278856,-0.020063947733124744,0.035250440037115714,0.12270812343942036,0.07430146798122905,0.18388716565814484,0.2074167369527995,0.17381741862850936,0.1897208945319846,-0.01979113273549573,-0.0006968711997838647,0.0014392219032734227,0.010103160671058112,0.00558632350312576,0.0011243984206475673,0.02285536109453424,-0.021818348514451587,0.004233615577524261,-0.05581997216451921,-0.06463503176099643
