0,Revenue per Share,EBITDA per Share,EBIT per Share,Earnings per Share (Diluted),EPS without NRI,Owner Earnings per Share (TTM),Free Cash Flow per Share,Operating Cash Flow per Share,Cash per Share,Dividends per Share,Book Value per Share,Tangible Book per Share,Total Debt per Share,Month End Stock Price,ROE %,ROE % Adjusted to Book Value,ROA %,Return-on-Tangible-Equity,Return-on-Tangible-Asset,ROC (Joel Greenblatt) %,ROCE %,ROIC %,WACC %,Effective Interest Rate on Debt %,Gross Margin %,Operating Margin %,Net Margin %,EBITDA Margin %,FCF Margin %,Debt-to-Equity,Equity-to-Asset,Debt-to-Asset,Liabilities-to-Assets,Gross-Profit-to-Asset %,Asset Turnover,Dividend Payout Ratio,Days Sales Outstanding,Days Payable,Days Inventory,Cash Conversion Cycle,Inventory Turnover,COGS-to-Revenue,Inventory-to-Revenue,Capex-to-Revenue,Capex-to-Operating-Income,Capex-to-Operating-Cash-Flow,Revenue,Cost of Goods Sold,Gross Profit,Gross Margin %.1,"Selling, General, & Admin. Expense",Research & Development,Other Operating Expense,Total Operating Expense,Operating Income,Operating Margin %.1,  Interest Income,  Interest Expense,Net Interest Income,Other Income (Expense),Pre-Tax Income,Tax Provision,Tax Rate %,Net Income (Continuing Operations),Net Income (Discontinued Operations),  Other Income (Minority Interest),Net Income,Net Margin %.1,Preferred Dividends,EPS (Basic),EPS (Diluted),Shares Outstanding (Diluted Average),EBIT,"Depreciation, Depletion and Amortization",EBITDA,EBITDA Margin %.1,  Cash And Cash Equivalents,  Marketable Securities,"Cash, Cash Equivalents, Marketable Securities",  Accounts Receivable,  Notes Receivable,  Loans Receivable,  Other Current Receivables,Total Receivables,"  Inventories, Raw Materials & Components","  Inventories, Work In Process","  Inventories, Inventories Adjustments","  Inventories, Finished Goods","  Inventories, Other",Total Inventories,Other Current Assets,Total Current Assets,Investments And Advances,  Land And Improvements,  Buildings And Improvements,"  Machinery, Furniture, Equipment",  Construction In Progress,  Other Gross PPE,"Gross Property, Plant and Equipment",  Accumulated Depreciation,"Property, Plant and Equipment",Intangible Assets,  Goodwill,Other Long Term Assets,Total Long-Term Assets,Total Assets,  Accounts Payable,  Total Tax Payable,  Other Current Payables,  Current Accrued Expense,Accounts Payable & Accrued Expense,  Short-Term Debt,  Short-Term Capital Lease Obligation,Short-Term Debt & Capital Lease Obligation,  Current Deferred Revenue,  Current Deferred Taxes Liabilities,DeferredTaxAndRevenue,Other Current Liabilities,Total Current Liabilities,  Long-Term Debt,  Long-Term Capital Lease Obligation,Long-Term Debt & Capital Lease Obligation,Debt-to-Equity.1,PensionAndRetirementBenefit,NonCurrent Deferred Liabilities,Other Long-Term Liabilities,Total Long-Term Liabilities,Total Liabilities,Common Stock,Preferred Stock,Retained Earnings,Accumulated other comprehensive income (loss),Additional Paid-In Capital,Treasury Stock,Other Stockholders Equity,Total Stockholders Equity,Minority Interest,Total Equity,Equity-to-Asset.1,Net Income From Continuing Operations,"Depreciation, Depletion and Amortization.1",  Change In Receivables,  Change In Inventory,  Change In Prepaid Assets,  Change In Payables And Accrued Expense,  Change In Other Working Capital,Change In Working Capital,Deferred Tax,Stock Based Compensation,Asset Impairment Charge,Cash from Discontinued Operating Activities,Cash Flow from Others,Cash Flow from Operations,"Purchase Of Property, Plant, Equipment","Sale Of Property, Plant, Equipment",Purchase Of Business,Sale Of Business,Purchase Of Investment,Sale Of Investment,Net Intangibles Purchase And Sale,Cash From Discontinued Investing Activities,Cash From Other Investing Activities,Cash Flow from Investing,Issuance of Stock,Repurchase of Stock,Net Issuance of Preferred Stock,  Issuance of Debt,  Payments of Debt,Net Issuance of Debt,Cash Flow for Dividends,Other Financing,Cash Flow from Financing,Beginning Cash Position,  Effect of Exchange Rate Changes,Net Change in Cash,Ending Cash Position,Capital Expenditure,Free Cash Flow,PE Ratio,PE Ratio without NRI,Price-to-Owner-Earnings,PB Ratio,Price-to-Tangible-Book,Price-to-Free-Cash-Flow,Price-to-Operating-Cash-Flow,PS Ratio,PEG Ratio,EV-to-Revenue,EV-to-EBITDA,EV-to-EBIT,Earnings Yield (Joel Greenblatt) %,Forward Rate of Return (Yacktman) %,Shiller PE Ratio,Dividend Yield %,Market Cap,Enterprise Value,Month End Stock Price.1,Net Cash per Share,Net Current Asset Value,Net-Net Working Capital,Intrinsic Value: Projected FCF,Median PS Value,Peter Lynch Fair Value,Graham Number,Earnings Power Value (EPV),Altman Z-Score,Piotroski F-Score,Beneish M-Score,Scaled Net Operating Assets,Sloan Ratio %,Current Ratio,Quick Ratio,Cash Ratio,Interest Coverage,Highest Stock Price,Lowest Stock Price,Shares Buyback Ratio %,Buyback Yield %,YoY Rev. per Sh. Growth,YoY EPS Growth,YoY EBITDA Growth,5-Year EBITDA Growth Rate,Shares Outstanding (Basic Average),Shares Outstanding (EOP),Beta,Filing Date,Restated Filing Date,Earnings Release Date,Number of Shareholders,Number of Employees,Price (CN¥),Market Cap (CN¥ Million),Shares Outstanding (CN¥ Million)
117,0.757,0.198,0.198,0.139,0.139,0.12,0.393,0.402,1.075,0.0,4.373,4.361,0.42,4.34,12.75,12.88,8.97,12.79,8.99,17.53,17.01,11.41,6.67,3.07,34.53,25.21,18.39,26.13,51.84,0.096,0.688,0.066,0.286,16.86,0.122,0.0,60.1,13.13,6.14,53.11,14.87,0.65,0.044,0.013,0.05,0.024,1278.03,836.741,441.29,34.53,107.212,0.0,11.837,119.049,322.241,25.21,0.0,-5.377,-5.377,3.45,320.314,-72.53,22.64,247.784,0.0,-12.813,234.971,18.39,0.0,0.139,0.139,1687.31,333.959,0.0,333.959,26.13,1791.908,0.0,1791.908,743.825,0.0,0.0,0.0,743.825,8.185,0.0,-0.551,42.969,5.996,56.599,136.579,2728.911,0.0,0.0,7563.76,1711.768,48.85,2408.698,11733.076,-4188.696,7544.38,20.541,0.0,306.996,7871.917,10600.828,125.294,170.786,1737.659,0.0,2033.739,700.0,0.0,700.0,0.0,0.0,0.0,92.512,2826.251,0.0,0.0,0.0,0.096,0.0,0.0,208.363,208.363,3034.614,1150.0,0.0,2362.458,0.0,3181.922,0.0,598.283,7292.663,273.552,7566.215,0.688,247.784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.004,678.788,-16.268,0.197,0.0,0.0,0.0,0.0,0.0,0.0,-13.5,-29.571,0.0,0.0,0.0,0.0,3.517,3.517,0.0,-28.558,-25.041,1167.732,0.0,624.176,1791.908,-16.268,662.52,9.0,9.0,36.17,0.99,1.0,4.98,4.06,1.52,0.84,1.32,5.25,5.25,19.05,20.7,12.9,5.55,7236.95,6418.594,4.34,-0.91,-0.35,-0.56,9.14,10.06,5.17,6.88,1.89,2.56,8.0,-2.89,0.626,-6.84,0.97,0.95,0.63,59.93,4.92,4.29,0.0,0.0,6.32,10.32,1.02,10.73,1687.31,1667.5,0.8,08/30/13,08/30/13,,0.0,4261.0,11.78,27879.941,2366.72
118,0.82,0.183,0.183,0.131,0.131,0.152,0.298,0.326,0.728,0.228,4.501,4.488,0.0,4.67,11.53,11.09,8.28,11.56,8.3,15.94,15.13,10.78,6.79,0.0,32.14,22.35,15.98,22.35,36.38,0.0,0.75,0.0,0.221,16.65,0.13,1.737,53.82,12.24,5.98,47.56,15.26,0.68,0.044,0.033,0.15,0.084,1334.406,905.506,428.901,32.14,119.586,0.0,11.087,130.673,298.228,22.35,0.0,0.0,1.937,5.998,306.163,-77.828,25.42,228.334,0.0,-15.045,213.29,15.98,0.0,0.131,0.131,1627.737,298.228,0.0,298.228,22.35,1214.539,0.0,1214.539,830.18,0.0,0.0,0.0,830.18,0.0,0.0,0.0,0.0,62.116,62.116,147.752,2254.587,0.0,0.0,0.0,0.0,71.594,7349.875,7421.469,0.0,7421.469,20.217,0.0,305.842,7747.528,10002.115,117.639,227.54,1563.726,0.0,1908.905,0.0,0.0,0.0,0.0,0.0,0.0,98.0,2006.905,0.0,0.0,0.0,0.0,0.0,0.0,201.981,201.981,2208.886,1150.0,0.0,2575.748,0.0,0.0,0.0,3778.885,7504.633,288.596,7793.229,0.75,228.334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.807,530.141,-44.632,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.521,0.0,0.0,0.0,0.0,-700.0,-700.0,0.0,-377.503,-1077.503,1792.02,0.0,-591.883,1200.137,-44.632,485.509,9.28,9.28,30.72,1.04,1.04,4.82,3.93,1.56,0.8,1.37,5.51,5.51,18.15,21.77,13.51,4.88,7787.225,6861.282,4.67,-0.77,-0.15,-0.38,10.38,10.27,5.85,7.13,2.27,3.41,8.0,-2.95,0.621,-8.44,1.12,1.09,0.61,No Debt,5.19,4.12,0.0,0.0,18.84,19.09,12.96,11.63,1627.737,1667.5,0.77,10/30/13,10/30/14,,0.0,4261.0,11.78,27879.941,2366.72
119,0.805,0.22,0.22,0.138,0.138,0.22,0.314,0.323,1.044,0.0,4.635,4.622,0.0,4.79,12.1,11.75,9.24,12.13,9.25,20.15,18.13,13.41,7.11,0.0,43.25,27.48,17.13,27.32,38.99,0.0,0.777,0.0,0.193,23.32,0.135,0.0,47.79,14.36,6.87,40.3,13.29,0.57,0.043,0.012,0.043,0.029,1344.583,763.078,581.505,43.25,-82.037,0.0,294.01,211.973,369.532,27.48,0.0,0.0,10.63,-32.176,347.986,-104.709,30.09,243.277,0.0,-12.955,230.322,17.13,0.0,0.138,0.138,1670.047,367.406,0.0,367.406,27.32,1740.129,0.0,1740.129,578.315,0.0,0.0,0.0,578.315,8.422,0.0,-0.551,34.171,10.687,52.729,104.111,2475.284,0.0,0.0,7531.644,1746.111,9.585,2287.075,11574.415,-4407.246,7167.168,20.287,0.0,287.001,7474.456,9949.74,122.506,278.005,1239.543,0.0,1640.054,0.0,0.0,0.0,0.0,0.0,0.0,89.54,1729.594,0.0,0.0,0.0,0.0,0.0,0.0,193.761,193.761,1923.355,1150.0,0.0,2788.346,0.0,3181.922,0.0,607.845,7728.113,298.272,8026.385,0.777,243.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.775,540.052,-15.756,0.147,0.0,0.0,0.0,0.0,0.0,0.0,8.552,-7.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.974,1200.21,0.0,507.021,1707.231,-15.756,524.296,8.9,8.9,21.77,1.03,1.04,4.25,4.05,1.55,0.73,1.27,3.3,5.0,20.0,22.98,13.57,4.76,7987.325,6545.468,4.79,-0.29,0.15,-0.01,10.42,10.43,6.59,7.48,3.09,3.92,8.0,-2.92,0.628,-9.82,1.43,1.4,1.01,No Debt,5.07,4.55,0.0,0.0,13.86,33.98,30.18,12.24,1670.047,1667.5,0.74,04/04/14,03/31/15,,0.0,4499.0,11.78,27879.941,2366.72
120,0.774,0.208,0.208,0.15,0.15,0.24,0.058,0.066,1.102,0.0,4.78,4.768,0.0,4.83,12.7,12.57,9.87,12.73,9.89,19.57,16.64,13.82,6.99,0.0,36.0,26.94,19.34,26.94,7.55,0.0,0.778,0.0,0.191,18.37,0.128,0.0,52.74,12.69,5.88,45.93,15.52,0.64,0.041,0.01,0.038,0.119,1288.196,824.477,463.719,36.0,104.413,0.0,12.22,116.633,347.086,26.94,0.0,0.0,3.727,5.883,356.696,-90.682,25.42,266.015,0.0,-16.861,249.154,19.34,0.0,0.15,0.15,1664.854,347.086,0.0,347.086,26.94,1837.366,0.0,1837.366,910.701,0.0,0.0,0.0,910.701,0.0,0.0,0.0,0.0,53.525,53.525,121.167,2922.759,0.0,0.0,0.0,0.0,13.636,7007.35,7020.986,0.0,7020.986,20.097,0.0,278.216,7319.299,10242.058,106.818,281.694,1285.928,0.0,1674.44,0.0,0.0,0.0,0.0,0.0,0.0,96.558,1770.998,0.0,0.0,0.0,0.0,0.0,0.0,185.878,185.878,1956.876,1150.0,0.0,3037.5,0.0,0.0,0.0,3783.943,7971.443,313.739,8285.182,0.778,266.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-155.6,110.415,-13.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1707.231,0.0,97.237,1804.468,-13.178,97.237,8.66,8.66,20.13,1.01,1.01,4.54,4.32,1.53,0.67,1.25,4.85,4.85,20.62,23.6,13.33,4.72,8054.025,6530.398,4.83,-0.26,0.39,0.17,10.69,10.45,7.18,7.74,3.3,3.96,8.0,-2.84,0.648,-8.18,1.65,1.62,1.04,No Debt,4.94,4.48,0.0,0.0,9.01,15.38,7.77,12.87,1664.854,1667.5,0.76,04/30/14,04/30/15,,0.0,4499.0,11.78,27879.941,2366.72
121,0.849,0.226,0.226,0.168,0.168,0.268,0.429,0.437,1.524,0.0,4.691,4.68,0.0,4.86,13.94,13.4,10.58,13.97,10.6,21.4,17.66,15.26,6.73,0.0,34.03,24.88,19.75,26.62,50.54,0.0,0.741,0.0,0.228,18.23,0.134,0.0,51.72,10.44,5.6,46.88,16.28,0.66,0.041,0.009,0.037,0.018,1393.242,919.137,474.105,34.03,115.505,0.0,11.937,127.442,346.663,24.88,0.0,0.0,8.428,6.239,361.33,-69.716,19.29,291.614,0.0,-16.423,275.191,19.75,0.0,0.168,0.168,1640.799,370.94,0.0,370.94,26.62,2541.502,0.0,2541.502,668.684,0.0,0.0,0.0,668.684,7.731,0.0,-0.551,41.174,11.011,59.365,130.433,3399.984,0.0,0.0,7530.361,1762.109,15.713,2287.788,11595.971,-4750.216,6845.755,19.908,0.0,296.96,7162.623,10562.607,103.483,83.728,1955.001,0.0,2142.212,0.0,0.0,0.0,0.0,0.0,0.0,86.642,2228.854,0.0,0.0,0.0,0.0,0.0,0.0,180.566,180.566,2409.42,1150.0,0.0,2887.191,0.0,3181.922,0.0,603.911,7823.024,330.162,8153.186,0.741,291.614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.463,717.077,-12.953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1804.479,0.0,704.124,2508.603,-12.953,704.124,8.28,8.28,18.13,1.04,1.04,4.42,4.22,1.5,0.62,1.1,4.26,4.26,23.47,25.3,13.15,4.69,8104.05,5892.71,4.86,-0.12,0.4,0.2,11.9,10.56,7.8,7.86,3.88,3.47,8.0,-2.89,0.548,-8.07,1.53,1.5,1.14,No Debt,4.89,4.67,0.0,0.0,12.15,20.86,14.14,13.28,1640.799,1667.5,0.76,08/29/14,08/29/14,,0.0,4499.0,11.78,27879.941,2366.72
122,0.831,0.196,0.196,0.131,0.131,0.289,0.179,0.187,1.454,0.255,4.828,4.817,0.0,5.76,11.11,9.34,8.37,11.14,8.38,19.42,15.57,13.07,7.26,0.0,33.23,23.53,15.77,23.53,21.6,0.0,0.765,0.0,0.202,17.63,0.133,1.948,49.45,9.97,5.99,45.47,15.23,0.67,0.044,0.009,0.038,0.04,1398.551,933.839,464.712,33.23,123.981,0.0,11.635,135.616,329.096,23.53,0.0,0.0,4.153,0.019,333.268,-95.209,28.57,238.059,0.0,-17.513,220.546,15.77,0.0,0.131,0.131,1683.117,329.096,0.0,329.096,23.53,2424.972,0.0,2424.972,847.189,0.0,0.0,0.0,847.189,0.0,0.0,0.0,0.0,63.265,63.265,132.598,3468.024,0.0,0.0,0.0,0.0,7.967,6701.619,6709.586,0.0,6709.586,19.661,0.0,326.734,7055.981,10524.005,100.539,115.725,1646.025,0.0,1862.289,0.0,0.0,0.0,0.0,0.0,0.0,85.436,1947.725,0.0,0.0,0.0,0.0,0.0,0.0,177.103,177.103,2124.828,1150.0,0.0,3108.238,0.0,0.0,0.0,3793.264,8051.502,347.675,8399.177,0.765,238.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.423,314.482,-12.423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2090.014,0.0,302.059,2392.073,-12.423,302.059,9.81,9.81,19.93,1.19,1.2,5.88,5.69,1.77,0.73,1.39,5.32,5.32,18.8,23.6,15.06,4.43,9604.8,7527.503,5.76,-0.03,0.6,0.37,11.93,10.37,7.91,7.98,4.09,4.25,8.0,-2.75,0.566,-6.28,1.78,1.75,1.25,No Debt,5.76,4.83,0.0,0.0,1.34,0.0,7.1,13.48,1683.117,1667.5,0.83,10/30/14,10/31/15,,0.0,4499.0,11.78,27879.941,2366.72
123,0.875,0.318,0.318,0.207,0.207,0.393,0.377,0.412,1.879,0.0,5.092,5.079,0.0,7.54,16.58,11.2,12.7,16.62,12.72,31.79,23.89,20.95,6.11,0.0,50.59,35.71,23.68,36.39,43.07,0.0,0.767,0.0,0.2,27.13,0.134,0.0,47.43,13.53,8.17,42.07,11.16,0.49,0.044,0.04,0.113,0.086,1447.69,715.232,732.457,50.59,-92.419,0.0,307.927,215.508,516.949,35.71,0.0,0.0,19.38,-37.976,498.353,-137.187,27.53,361.167,0.0,-18.416,342.751,23.68,0.0,0.207,0.207,1655.302,526.802,0.0,526.802,36.39,3132.739,0.0,3132.739,657.734,0.0,0.0,0.0,657.734,12.289,0.0,0.0,40.069,12.505,64.863,155.25,4010.586,0.0,0.0,7489.766,1769.291,13.911,2250.339,11523.307,-4975.387,6547.92,21.216,0.0,494.176,7063.312,11073.898,111.537,216.517,1582.199,0.0,1910.253,0.0,0.0,0.0,0.0,0.0,0.0,101.905,2012.158,0.0,0.0,0.0,0.0,0.0,0.0,205.152,205.152,2217.31,1150.0,0.0,3450.489,0.0,3210.712,0.0,679.536,8490.737,365.851,8856.588,0.767,361.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.658,681.825,-58.331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.053,-37.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2414.395,0.0,644.547,3058.942,-58.331,623.494,11.51,11.51,19.19,1.48,1.48,7.25,6.86,2.26,0.82,1.77,4.42,6.33,15.8,22.89,18.82,3.38,12572.95,9806.062,7.54,0.33,0.86,0.64,13.07,10.4,9.24,8.66,5.11,5.02,9.0,-2.51,0.544,-5.96,1.99,1.96,1.56,No Debt,8.77,5.65,0.0,0.0,8.7,50.0,44.55,14.08,1655.302,1667.5,0.67,03/31/15,04/29/16,,0.0,12276.0,11.78,27879.941,2366.72
124,0.836,0.261,0.261,0.186,0.186,0.429,0.129,0.135,2.007,0.0,5.275,5.262,0.0,8.84,14.32,8.52,10.94,14.36,10.96,26.76,18.81,18.19,6.11,0.0,39.69,31.19,22.27,31.19,15.42,0.0,0.761,0.0,0.207,19.49,0.123,0.0,56.13,12.66,7.18,50.65,12.71,0.6,0.047,0.007,0.023,0.044,1389.543,838.067,551.475,39.69,106.049,0.0,12.043,118.092,433.383,31.19,0.0,0.0,8.76,-6.4,435.743,-111.873,25.67,323.87,0.0,-14.419,309.452,22.27,0.0,0.186,0.186,1661.869,433.383,0.0,433.383,31.19,3347.022,0.0,3347.022,1051.646,0.0,0.0,0.0,1051.646,0.0,0.0,0.0,0.0,67.006,67.006,179.583,4645.257,0.0,0.0,0.0,0.0,16.2,6393.502,6409.702,0.0,6409.702,20.828,0.0,485.459,6915.989,11561.246,120.994,227.579,1755.835,0.0,2104.408,0.0,0.0,0.0,0.0,0.0,0.0,86.707,2191.115,0.0,0.0,0.0,0.0,0.0,0.0,197.595,197.595,2388.71,1150.0,0.0,3759.94,0.0,0.0,0.0,3885.402,8795.342,377.194,9172.536,0.761,323.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99.783,224.087,-9.804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3058.942,0.0,214.283,3273.225,-9.804,214.283,12.77,12.77,20.61,1.68,1.68,7.94,7.55,2.61,0.88,2.09,7.09,7.09,14.1,22.06,21.15,2.88,14740.7,11770.872,8.84,0.35,1.13,0.84,13.37,10.31,10.1,9.05,5.39,5.36,9.0,-2.52,0.526,-6.2,2.12,2.09,1.53,No Debt,9.06,7.1,0.0,0.0,8.01,24.0,25.48,14.59,1661.869,1667.5,0.7,04/30/15,04/29/16,,0.0,12276.0,11.78,27879.941,2366.72
125,0.835,0.24,0.24,0.186,0.186,0.348,-0.556,0.507,1.365,0.2,5.385,5.373,0.0,11.66,13.9,6.41,10.58,13.93,10.6,21.96,16.96,15.37,6.64,0.0,40.01,28.69,22.31,28.69,-66.64,0.0,0.762,0.0,0.223,18.97,0.119,1.075,57.36,13.51,7.52,51.37,12.14,0.6,0.049,1.274,4.439,2.097,1384.39,830.508,553.882,40.01,144.95,0.0,11.717,156.667,397.215,28.69,0.0,0.0,17.157,15.255,429.627,-103.953,24.2,325.673,0.0,-16.88,308.794,22.31,0.0,0.186,0.186,1658.337,397.215,0.0,397.215,28.69,2276.521,0.0,2276.521,688.787,0.0,0.0,0.0,688.787,6.048,0.0,0.0,54.304,9.473,69.825,169.28,3204.413,0.0,0.0,7490.235,1777.996,1774.477,2252.265,13294.973,-5232.48,8062.493,20.613,0.0,503.506,8586.612,11791.025,124.993,223.691,2000.656,0.0,2349.34,0.0,0.0,0.0,0.0,0.0,0.0,79.469,2428.809,0.0,0.0,0.0,0.0,0.0,0.0,198.44,198.44,2627.249,1150.0,0.0,3735.234,0.0,3210.712,0.0,883.351,8979.297,184.479,9163.776,0.762,325.673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.959,840.632,-1763.129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.664,-1779.793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3141.884,0.0,-939.161,2202.723,-1763.129,-922.497,16.42,16.42,33.51,2.17,2.17,90.39,9.4,3.45,1.09,3.09,10.29,10.29,9.72,19.63,27.13,3.9,19443.05,17351.008,11.66,-0.32,0.24,0.01,11.86,10.1,10.7,9.26,3.85,5.91,7.0,-2.67,0.596,8.14,1.32,1.29,0.94,No Debt,14.46,8.92,0.0,0.0,-1.65,10.71,6.19,15.07,1658.337,1667.5,0.72,08/18/15,08/18/15,,0.0,12276.0,11.78,27879.941,2366.72
126,0.86,0.258,0.258,0.186,0.186,0.361,-0.18,0.087,1.063,0.0,5.541,5.529,0.0,8.27,13.53,9.08,10.48,13.56,10.5,20.71,17.98,14.15,6.89,0.0,40.33,29.97,21.65,29.97,-20.95,0.0,0.788,0.0,0.195,19.52,0.121,0.0,48.82,12.73,7.51,43.6,12.16,0.6,0.049,0.311,1.038,3.066,1422.555,848.821,573.734,40.33,136.805,0.0,10.597,147.402,426.332,29.97,0.0,0.0,2.961,-0.544,428.749,-115.026,26.83,313.723,0.0,-5.691,308.032,21.65,0.0,0.186,0.186,1654.246,426.332,0.0,426.332,29.97,1772.979,0.0,1772.979,833.398,0.0,0.0,0.0,833.398,0.0,0.0,0.0,0.0,69.821,69.821,164.386,2840.584,0.0,0.0,0.0,0.0,2207.704,6198.959,8406.663,0.0,8406.663,20.398,0.0,450.683,8877.744,11718.328,111.834,213.198,1690.715,0.0,2015.747,0.0,0.0,0.0,0.0,0.0,0.0,96.344,2112.091,0.0,0.0,0.0,0.0,0.0,0.0,176.559,176.559,2288.65,1150.0,0.0,4043.266,0.0,0.0,0.0,4046.243,9239.509,190.169,9429.678,0.788,313.723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-169.434,144.289,-442.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-442.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997.26,0.0,-298.079,1699.181,-442.368,-298.079,10.81,10.81,22.91,1.49,1.5,0.0,7.25,2.43,0.7,2.16,6.84,6.84,14.62,22.22,18.47,2.42,13790.225,12207.415,8.27,-0.42,0.22,-0.03,11.02,9.94,11.81,9.76,3.25,5.16,7.0,-2.73,0.649,14.06,1.34,1.31,0.84,No Debt,10.99,7.77,0.0,0.0,3.49,41.98,31.63,15.44,1654.246,1667.5,0.81,10/31/15,10/29/16,,0.0,12276.0,11.78,27879.941,2366.72
127,0.849,0.239,0.239,0.193,0.193,0.25,-0.233,0.329,0.807,0.0,5.615,5.601,0.0,9.81,14.05,8.03,10.82,14.08,10.84,18.05,16.47,12.14,7.26,0.0,40.08,28.15,22.75,28.15,-27.45,0.0,0.754,0.0,0.23,19.07,0.119,0.0,45.65,12.9,7.93,40.68,11.51,0.6,0.052,0.662,2.353,1.708,1436.046,860.54,575.506,40.08,-137.771,0.0,309.097,171.326,404.18,28.15,0.0,0.0,19.471,33.745,457.396,-127.358,27.84,330.039,0.0,-3.403,326.635,22.75,0.0,0.193,0.193,1692.422,404.18,0.0,404.18,28.15,1345.585,0.0,1345.585,603.396,0.0,0.0,0.0,603.396,7.974,0.0,0.0,54.543,17.232,79.749,221.243,2249.973,0.0,0.0,8678.719,1688.318,2106.17,2563.086,15036.293,-5529.562,9506.731,22.802,0.0,643.419,10172.952,12422.925,131.441,262.111,1927.797,0.0,2321.349,0.0,0.0,0.0,0.0,0.0,0.0,73.92,2395.269,0.0,0.0,0.0,0.0,0.0,0.0,466.505,466.505,2861.774,1150.0,0.0,4161.319,0.0,3392.432,0.0,658.857,9362.608,198.544,9561.151,0.754,330.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.711,556.75,-950.885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.364,-915.521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1671.727,0.0,-358.771,1312.956,-950.885,-394.135,13.05,13.05,39.24,1.75,1.75,0.0,9.26,2.9,0.86,2.7,6.86,9.16,10.92,19.46,21.23,2.04,16358.175,15211.134,9.81,-1.03,-0.49,-0.73,10.29,9.57,11.42,9.73,2.11,4.8,6.0,-2.72,0.701,21.21,0.94,0.91,0.56,No Debt,10.19,8.56,0.0,0.0,-2.97,-6.76,-24.84,15.21,1692.422,1667.5,0.83,04/29/16,04/29/17,,0.0,12299.0,11.78,27879.941,2366.72
