0,Revenue per Share,EBITDA per Share,EBIT per Share,Earnings per Share (Diluted),EPS without NRI,Owner Earnings per Share (TTM),Free Cash Flow per Share,Operating Cash Flow per Share,Cash per Share,Dividends per Share,Book Value per Share,Tangible Book per Share,Total Debt per Share,Month End Stock Price,ROE %,ROE % Adjusted to Book Value,ROA %,Return-on-Tangible-Equity,Return-on-Tangible-Asset,ROC (Joel Greenblatt) %,ROCE %,ROIC %,WACC %,Effective Interest Rate on Debt %,Gross Margin %,Operating Margin %,Net Margin %,EBITDA Margin %,FCF Margin %,Debt-to-Equity,Equity-to-Asset,Debt-to-Asset,Liabilities-to-Assets,Gross-Profit-to-Asset %,Asset Turnover,Dividend Payout Ratio,Days Sales Outstanding,Days Payable,Days Inventory,Cash Conversion Cycle,Inventory Turnover,COGS-to-Revenue,Inventory-to-Revenue,Capex-to-Revenue,Capex-to-Operating-Income,Capex-to-Operating-Cash-Flow,Revenue,Cost of Goods Sold,Gross Profit,Gross Margin %.1,"Selling, General, & Admin. Expense",Research & Development,Other Operating Expense,Total Operating Expense,Operating Income,Operating Margin %.1,  Interest Income,  Interest Expense,Net Interest Income,Other Income (Expense),Pre-Tax Income,Tax Provision,Tax Rate %,Net Income (Continuing Operations),Net Income (Discontinued Operations),  Other Income (Minority Interest),Net Income,Net Margin %.1,Preferred Dividends,EPS (Basic),EPS (Diluted),Shares Outstanding (Diluted Average),EBIT,"Depreciation, Depletion and Amortization",EBITDA,EBITDA Margin %.1,  Cash And Cash Equivalents,  Marketable Securities,"Cash, Cash Equivalents, Marketable Securities",  Accounts Receivable,  Notes Receivable,  Loans Receivable,  Other Current Receivables,Total Receivables,"  Inventories, Raw Materials & Components","  Inventories, Work In Process","  Inventories, Inventories Adjustments","  Inventories, Finished Goods","  Inventories, Other",Total Inventories,Other Current Assets,Total Current Assets,Investments And Advances,  Land And Improvements,  Buildings And Improvements,"  Machinery, Furniture, Equipment",  Construction In Progress,  Other Gross PPE,"Gross Property, Plant and Equipment",  Accumulated Depreciation,"Property, Plant and Equipment",Intangible Assets,  Goodwill,Other Long Term Assets,Total Long-Term Assets,Total Assets,  Accounts Payable,  Total Tax Payable,  Other Current Payables,  Current Accrued Expense,Accounts Payable & Accrued Expense,  Short-Term Debt,  Short-Term Capital Lease Obligation,Short-Term Debt & Capital Lease Obligation,  Current Deferred Revenue,  Current Deferred Taxes Liabilities,DeferredTaxAndRevenue,Other Current Liabilities,Total Current Liabilities,  Long-Term Debt,  Long-Term Capital Lease Obligation,Long-Term Debt & Capital Lease Obligation,Debt-to-Equity.1,PensionAndRetirementBenefit,NonCurrent Deferred Liabilities,Other Long-Term Liabilities,Total Long-Term Liabilities,Total Liabilities,Common Stock,Preferred Stock,Retained Earnings,Accumulated other comprehensive income (loss),Additional Paid-In Capital,Treasury Stock,Other Stockholders Equity,Total Stockholders Equity,Minority Interest,Total Equity,Equity-to-Asset.1,Net Income From Continuing Operations,"Depreciation, Depletion and Amortization.1",  Change In Receivables,  Change In Inventory,  Change In Prepaid Assets,  Change In Payables And Accrued Expense,  Change In Other Working Capital,Change In Working Capital,Deferred Tax,Stock Based Compensation,Asset Impairment Charge,Cash from Discontinued Operating Activities,Cash Flow from Others,Cash Flow from Operations,"Purchase Of Property, Plant, Equipment","Sale Of Property, Plant, Equipment",Purchase Of Business,Sale Of Business,Purchase Of Investment,Sale Of Investment,Net Intangibles Purchase And Sale,Cash From Discontinued Investing Activities,Cash From Other Investing Activities,Cash Flow from Investing,Issuance of Stock,Repurchase of Stock,Net Issuance of Preferred Stock,  Issuance of Debt,  Payments of Debt,Net Issuance of Debt,Cash Flow for Dividends,Other Financing,Cash Flow from Financing,Beginning Cash Position,  Effect of Exchange Rate Changes,Net Change in Cash,Ending Cash Position,Capital Expenditure,Free Cash Flow,PE Ratio,PE Ratio without NRI,Price-to-Owner-Earnings,PB Ratio,Price-to-Tangible-Book,Price-to-Free-Cash-Flow,Price-to-Operating-Cash-Flow,PS Ratio,PEG Ratio,EV-to-Revenue,EV-to-EBITDA,EV-to-EBIT,Earnings Yield (Joel Greenblatt) %,Forward Rate of Return (Yacktman) %,Shiller PE Ratio,Dividend Yield %,Market Cap,Enterprise Value,Month End Stock Price.1,Net Cash per Share,Net Current Asset Value,Net-Net Working Capital,Intrinsic Value: Projected FCF,Median PS Value,Peter Lynch Fair Value,Graham Number,Earnings Power Value (EPV),Altman Z-Score,Piotroski F-Score,Beneish M-Score,Scaled Net Operating Assets,Sloan Ratio %,Current Ratio,Quick Ratio,Cash Ratio,Interest Coverage,Highest Stock Price,Lowest Stock Price,Shares Buyback Ratio %,Buyback Yield %,YoY Rev. per Sh. Growth,YoY EPS Growth,YoY EBITDA Growth,5-Year EBITDA Growth Rate,Shares Outstanding (Basic Average),Shares Outstanding (EOP),Beta,Filing Date,Restated Filing Date,Earnings Release Date,Number of Shareholders,Number of Employees,Price (CN¥),Market Cap (CN¥ Million),Shares Outstanding (CN¥ Million)
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.764,0.0,0.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.586,0.0,390.586,138.717,0.0,0.0,0.0,138.717,0.0,0.0,0.0,0.0,13.338,13.338,252.961,795.602,0.0,0.0,0.0,0.0,3.983,296.127,300.11,0.0,300.11,52.671,0.0,29.029,381.81,1177.412,13.36,97.423,86.44,0.0,197.223,0.0,0.0,0.0,0.0,0.0,0.0,7.703,204.926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.926,600.0,0.0,-6.54,0.0,299.978,0.0,5.702,899.14,73.347,972.486,0.764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.494,0.0,3.88,3.82,1.91,No Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/09/03,04/09/03,,0.0,0.0,11.78,27879.941,2366.72
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.734,0.0,0.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820.604,3.105,823.709,122.344,0.0,0.0,0.0,122.344,0.0,0.0,0.0,0.0,16.371,16.371,38.404,1000.828,0.0,0.0,0.0,0.0,0.434,277.054,277.488,0.0,277.488,53.594,0.0,110.214,441.296,1442.124,19.056,74.477,207.125,0.0,300.658,0.0,0.0,0.0,0.0,0.0,0.0,11.769,312.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.427,600.0,0.0,107.982,0.0,299.978,0.0,49.97,1057.93,71.767,1129.697,0.734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.26,0.0,3.2,3.15,2.64,No Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/09/03,04/09/03,,0.0,0.0,11.78,27879.941,2366.72
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.902,0.0,1.299,1.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.806,0.0,0.141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,931.356,2.869,934.225,246.879,0.0,0.0,0.0,246.879,0.0,0.0,0.0,0.0,16.744,16.744,40.875,1238.723,0.0,0.0,0.0,0.0,0.0,257.653,257.653,0.0,257.653,53.061,0.0,118.655,429.369,1668.092,34.105,86.206,102.811,0.0,223.122,0.0,0.0,0.0,0.0,0.0,0.0,11.639,234.761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.761,600.0,0.0,350.731,0.0,299.978,0.0,93.901,1344.61,88.72,1433.331,0.806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.88,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.346,0.0,5.28,5.21,3.98,No Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.3,0.0,04/09/03,04/24/04,,0.0,1705.0,11.78,27879.941,2366.72
76,0.238,0.105,0.099,0.069,0.069,0.0,0.106,0.11,0.608,0.0,0.737,0.707,0.0,0.0,21.92,0.0,16.33,22.84,16.83,141.55,29.12,57.14,0.0,0.0,64.35,41.37,29.05,44.2,44.32,0.0,0.689,0.0,0.257,36.16,0.14,0.0,99.93,38.11,17.09,78.91,5.34,0.36,0.067,0.017,0.042,0.038,246.817,87.978,158.839,64.35,48.679,0.0,8.041,56.72,102.119,41.37,0.0,0.0,5.603,3.669,111.391,-36.383,32.66,75.007,0.0,-3.303,71.704,29.05,0.0,0.069,0.069,1035.3,102.119,6.97,109.089,44.2,1046.576,2.869,1049.445,293.698,0.0,0.0,0.0,293.698,0.0,0.0,0.0,0.0,16.204,16.204,67.091,1426.438,0.0,0.0,0.0,0.0,0.097,249.664,249.761,0.0,249.761,52.682,0.0,116.828,419.271,1845.709,39.389,97.69,304.016,0.0,441.095,0.0,0.0,0.0,0.0,0.0,0.0,32.776,473.871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.871,600.0,0.0,278.435,0.0,0.0,0.0,393.879,1272.314,99.524,1371.838,0.689,75.007,6.97,-63.777,0.539,0.0,0.0,93.123,29.885,0.0,0.0,0.0,0.0,1.801,113.663,-4.279,0.001,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-4.279,0.0,0.0,0.0,0.0,0.0,0.0,-1.44,7.277,5.837,931.355,0.0,115.221,1046.576,-4.279,109.384,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.49,0.41,0.0,0.0,0.0,0.0,0.0,1.38,0,0.0,0.193,0.0,3.01,2.98,2.21,No Debt,0.0,0.0,-66.67,0.0,0.0,0.0,0.0,0.0,0.0,1725.5,0.0,04/23/03,04/29/04,,0.0,1705.0,11.78,27879.941,2366.72
77,0.086,0.03,0.023,0.012,0.012,0.0,-1.392,0.056,0.461,0.0,2.073,2.042,0.0,5.04,3.56,1.47,2.94,3.64,3.0,10.54,6.25,2.43,0.0,0.0,46.91,10.66,14.52,35.09,-1617.98,0.0,0.891,0.0,0.085,9.51,0.051,0.0,163.47,28.5,18.95,153.92,4.82,0.53,0.11,16.83,157.941,25.893,148.503,78.844,69.659,46.91,49.066,0.0,4.769,53.835,15.824,10.66,0.0,0.0,10.946,3.343,30.113,-10.453,34.71,19.66,0.0,1.906,21.566,14.52,0.0,0.012,0.012,1725.5,39.401,12.702,52.103,35.09,787.847,6.969,794.816,238.366,0.0,0.0,0.0,238.366,0.0,0.0,0.0,0.0,16.541,16.541,55.53,1105.253,0.0,0.0,0.0,0.0,2500.122,241.576,2741.698,0.0,2741.698,52.303,0.0,115.611,2909.612,4014.865,9.863,78.927,213.477,0.0,302.267,0.0,0.0,0.0,0.0,0.0,0.0,38.67,340.937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.937,1000.0,0.0,300.001,0.0,2182.614,0.0,93.901,3576.516,97.411,3673.927,0.891,19.66,12.702,41.838,-0.336,0.0,0.0,25.994,67.496,0.0,0.0,0.0,0.0,-3.336,96.522,-2499.266,0.204,0.0,0.0,0.0,0.0,0.0,0.0,-4.097,-2503.159,0.0,0.0,0.0,0.0,0.0,0.0,-143.573,2291.481,2147.908,1046.576,0.0,-258.729,787.847,-2499.266,-2402.744,62.22,62.22,0.0,2.43,2.47,0.0,30.36,15.56,0.0,20.23,49.62,56.52,1.77,0.0,0.0,0.0,8696.52,7999.115,5.04,0.21,0.39,0.31,0.0,0.0,0.0,1.93,0.0,15.85,0,0.0,1.56,0.0,3.24,3.19,2.33,No Debt,5.45,4.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1725.5,0.0,08/26/03,08/26/03,,0.0,1705.0,11.78,27879.941,2366.72
78,0.176,0.102,0.098,0.063,0.063,0.0,0.035,0.038,0.5,0.0,2.136,2.105,0.0,4.96,11.95,5.15,10.57,12.12,10.71,24.55,18.1,14.99,0.0,0.0,71.45,55.73,35.79,58.0,20.08,0.0,0.879,0.0,0.096,21.1,0.074,0.0,88.15,11.98,17.85,94.02,5.11,0.29,0.056,0.017,0.031,0.078,302.945,86.502,216.443,71.45,38.158,0.0,9.457,47.615,168.828,55.73,0.0,0.0,3.061,2.763,174.652,-59.998,34.35,114.654,0.0,-6.229,108.426,35.79,0.0,0.063,0.063,1725.5,168.828,6.877,175.705,58.0,848.089,15.212,863.302,346.92,0.0,0.0,0.0,346.92,0.0,0.0,0.0,0.0,17.292,17.292,61.147,1288.661,0.0,0.0,0.0,0.0,2500.122,235.523,2735.645,0.0,2735.645,51.924,0.0,114.387,2901.956,4190.617,12.859,118.406,230.638,0.0,361.903,0.0,0.0,0.0,0.0,0.0,0.0,40.133,402.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.036,1000.0,0.0,408.427,0.0,0.0,0.0,2276.515,3684.942,103.64,3788.582,0.879,114.654,6.877,-96.159,-0.751,0.0,0.0,40.452,-56.458,0.0,0.0,0.0,0.0,0.925,65.998,-5.16,0.044,0.0,0.0,0.0,0.0,0.0,0.0,-12.557,-17.673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.918,787.846,0.0,60.243,848.089,-5.16,60.838,34.44,34.44,0.0,2.32,2.36,0.0,24.31,9.92,0.0,11.17,23.15,25.13,3.98,0.0,0.0,0.0,8558.48,7798.818,4.96,0.21,0.45,0.36,0.0,0.0,0.0,2.61,0.0,13.58,0,0.0,0.729,0.0,3.21,3.16,2.15,No Debt,5.47,4.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1725.5,0.0,10/28/03,10/29/04,,0.0,1705.0,11.78,27879.941,2366.72
79,0.211,0.092,0.085,0.055,0.055,0.0,0.058,0.061,0.549,0.0,2.19,2.16,0.0,5.16,10.12,4.29,8.88,10.26,8.99,21.2,15.27,14.05,0.0,0.0,65.49,40.32,25.98,43.62,27.44,0.0,0.876,0.0,0.099,22.39,0.085,0.0,93.4,11.72,11.67,93.35,7.82,0.35,0.044,0.017,0.041,0.057,363.586,125.463,238.123,65.49,80.144,0.0,11.391,91.535,146.588,40.32,0.0,0.0,1.494,-2.996,145.086,-42.257,29.13,102.829,0.0,-8.381,94.448,25.98,0.0,0.055,0.055,1725.5,146.588,12.018,158.606,43.62,945.969,1.19,947.159,397.414,0.0,0.0,0.0,397.414,0.0,0.0,0.0,0.0,14.804,14.804,53.165,1412.542,0.0,0.0,0.0,0.0,2500.15,233.582,2733.732,0.0,2733.732,51.545,0.0,118.758,2904.035,4316.577,19.377,145.936,253.771,0.0,419.084,0.0,0.0,0.0,0.0,0.0,0.0,7.193,426.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.277,1000.0,0.0,452.414,0.0,2182.614,0.0,144.362,3779.39,110.91,3890.3,0.876,102.829,12.018,-46.501,2.488,0.0,0.0,17.317,-26.696,0.0,0.0,0.0,0.0,17.659,105.81,-6.041,0.009,0.0,0.0,0.0,0.0,0.0,0.0,16.649,10.617,0.0,0.0,0.0,0.0,0.0,0.0,0.514,-20.539,-20.025,849.567,0.0,96.402,945.969,-6.041,99.769,30.0,30.0,0.0,2.36,2.39,0.0,13.98,5.03,0.0,7.6,17.09,18.62,5.37,0.0,0.0,0.0,8903.58,8067.331,5.16,0.24,0.51,0.41,0.0,0.0,0.0,3.11,0.0,13.55,0,0.0,0.702,56.26,3.31,3.28,2.22,No Debt,5.31,4.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1725.5,0.0,04/24/04,04/29/05,,0.0,4211.0,11.78,27879.941,2366.72
80,0.202,0.114,0.108,0.07,0.07,0.0,0.082,0.083,0.631,0.0,2.26,2.231,0.0,5.58,12.6,5.1,10.92,12.77,11.04,27.01,18.9,17.3,9.86,0.0,70.5,53.5,34.64,56.48,40.52,0.0,0.858,0.0,0.117,22.22,0.079,0.0,116.5,15.1,13.87,115.27,6.58,0.3,0.045,0.004,0.008,0.01,349.186,103.015,246.171,70.5,48.221,0.0,11.141,59.362,186.809,53.5,0.0,0.0,1.969,-2.576,186.202,-58.966,31.67,127.236,0.0,-6.268,120.968,34.64,0.0,0.07,0.07,1725.5,186.809,10.394,197.204,56.48,1087.653,0.99,1088.643,494.218,0.0,0.0,0.0,494.218,0.0,0.0,0.0,0.0,16.512,16.512,52.573,1651.946,0.0,0.0,0.0,0.0,2500.274,226.94,2727.214,0.0,2727.214,51.166,0.0,117.777,2896.157,4548.103,14.711,182.767,311.27,0.0,508.748,0.0,0.0,0.0,0.0,0.0,0.0,21.818,530.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.566,1000.0,0.0,573.382,0.0,0.0,0.0,2326.976,3900.358,117.178,4017.536,0.858,127.236,10.394,-97.81,-1.708,0.0,0.0,100.762,1.244,0.0,0.0,0.0,0.0,4.082,142.956,-1.478,0.0,0.0,0.0,0.0,0.206,0.0,0.0,0.0,-1.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,945.969,0.0,141.684,1087.653,-1.478,141.478,27.9,27.9,0.0,2.47,2.5,0.0,23.45,8.27,0.0,7.44,14.83,15.98,6.26,0.0,0.0,0.0,9628.29,8656.825,5.58,0.26,0.58,0.48,0.0,0.0,0.0,3.17,0.0,12.01,0,0.0,0.679,53.77,3.11,3.08,2.05,No Debt,5.82,5.22,0.0,0.0,-15.13,1.45,8.57,0.0,0.0,1725.5,0.0,04/29/04,04/29/05,,0.0,4211.0,11.78,27879.941,2366.72
81,0.212,0.099,0.093,0.059,0.059,0.0,0.03,0.032,0.646,0.0,2.32,2.291,0.0,4.8,10.35,5.0,8.89,10.48,8.99,23.12,15.85,14.22,10.62,0.0,68.9,43.84,28.0,46.67,14.17,0.0,0.861,0.0,0.115,21.88,0.079,0.0,128.46,12.51,13.04,128.99,7.0,0.31,0.044,0.01,0.023,0.067,365.102,113.545,251.557,68.9,79.073,0.0,12.409,91.482,160.075,43.84,0.0,0.0,2.692,-1.026,161.741,-54.583,33.75,107.157,0.0,-4.923,102.235,28.0,0.0,0.059,0.059,1725.5,161.157,9.227,170.385,46.67,1113.306,0.99,1114.296,533.755,0.0,0.0,0.0,533.755,0.0,0.0,0.0,0.0,15.943,15.943,80.579,1744.573,0.0,0.0,0.0,0.0,2500.044,219.276,2719.32,0.0,2719.32,50.901,0.0,132.851,2903.072,4647.645,16.433,178.39,324.488,0.0,519.311,0.0,0.0,0.0,0.0,0.0,0.0,13.476,532.787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.787,1000.0,0.0,575.617,0.0,2182.614,0.0,245.376,4003.607,111.25,4114.858,0.861,107.157,9.227,-46.228,0.569,0.0,0.0,-18.691,-64.35,0.0,0.0,0.0,0.0,3.421,55.455,-3.707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.244,-18.951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1076.802,0.0,36.504,1113.306,-3.707,51.748,19.43,19.43,0.0,2.07,2.1,23.41,22.43,5.99,0.0,5.27,10.37,10.97,9.12,0.0,0.0,0.0,8282.4,7279.354,4.8,0.27,0.64,0.51,0.0,0.0,0.0,3.57,0.0,10.58,8.0,-0.76,0.66,1.79,3.27,3.24,2.09,No Debt,5.96,4.61,0.0,0.0,146.51,391.67,230.0,0.0,0.0,1725.5,0.0,08/28/04,08/28/04,,0.0,4211.0,11.78,27879.941,2366.72
82,0.22,0.065,0.049,0.023,0.023,0.0,0.01,0.045,0.617,0.058,2.287,2.258,0.0,5.34,4.03,1.73,2.74,4.08,2.76,8.54,8.24,5.19,10.14,0.0,44.95,22.25,10.55,29.61,4.63,0.0,0.561,0.0,0.419,11.68,0.065,2.52,127.21,15.53,7.41,119.09,12.31,0.55,0.045,0.158,0.71,0.773,379.346,208.836,170.51,44.95,72.859,0.0,13.255,86.114,84.396,22.25,0.0,-17.895,-17.895,0.351,66.852,-23.502,35.16,43.35,0.0,-3.345,40.005,10.55,0.0,0.023,0.023,1725.5,84.396,27.916,112.312,29.61,1062.765,2.0,1064.765,523.941,0.0,0.0,0.0,523.941,0.0,0.0,0.0,0.0,17.984,17.984,88.602,1695.292,0.0,0.0,0.0,0.0,25.111,5062.24,5087.351,0.0,5087.351,50.408,0.0,196.398,5334.157,7029.449,54.649,80.057,2727.063,0.0,2861.769,0.0,0.0,0.0,0.0,0.0,0.0,84.944,2946.713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2946.713,1000.0,0.0,615.622,0.0,0.0,0.0,2330.539,3946.161,136.574,4082.736,0.561,43.35,27.916,13.424,-2.041,0.0,0.0,-39.571,-28.188,0.0,0.0,0.0,0.0,34.437,77.515,-59.947,0.0,0.0,0.0,0.0,3.181,0.0,0.0,-3.377,-60.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1045.393,0.0,17.372,1062.765,-59.947,17.568,25.8,25.8,0.0,2.33,2.36,29.67,24.16,6.32,0.0,5.69,12.98,14.31,6.99,0.0,0.0,1.09,9214.17,8285.979,5.34,-1.17,-0.8,-0.94,0.0,0.0,0.0,3.24,0.0,2.26,5.0,-2.93,0.649,0.65,0.58,0.57,0.36,4.72,5.41,4.71,0.0,0.0,25.0,-63.49,-36.27,0.0,0.0,1725.5,0.0,10/29/04,10/26/05,,0.0,4211.0,11.78,27879.941,2366.72
83,0.278,0.081,0.036,0.022,0.022,0.0,-0.047,0.009,0.59,0.0,2.309,2.279,0.0,5.02,3.75,1.73,2.0,3.8,2.01,4.5,5.99,2.27,10.24,0.0,42.23,11.71,7.74,29.19,-16.94,0.0,0.508,0.0,0.473,10.91,0.065,0.0,106.3,20.15,6.31,92.46,14.45,0.58,0.04,0.202,1.722,6.23,480.307,277.492,202.815,42.23,127.144,0.0,19.406,146.55,56.265,11.71,0.0,0.0,2.986,-2.317,56.934,-23.787,41.78,33.148,0.0,4.035,37.183,7.74,0.0,0.022,0.022,1725.5,61.566,78.655,140.221,29.19,1018.152,0.0,1018.152,595.088,0.0,0.0,0.0,595.088,4.362,0.0,-0.081,14.905,1.234,20.42,113.468,1747.128,0.0,0.0,0.0,0.0,34.134,5814.685,5848.819,0.0,5848.819,50.223,0.0,198.757,6097.799,7844.927,67.892,68.236,3540.064,0.0,3676.192,0.0,0.0,0.0,0.0,0.0,0.0,33.144,3709.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3709.336,1000.0,0.0,605.14,0.0,2182.614,0.0,195.708,3983.462,152.129,4135.591,0.508,22.49,78.655,-125.284,-2.437,0.0,0.0,69.453,-58.268,0.0,0.0,0.0,0.0,-27.323,15.554,-96.906,0.0,0.0,0.0,0.0,2.786,0.0,0.0,15.998,-78.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.72,0.0,-62.568,1018.152,-96.906,-81.352,28.85,28.85,0.0,2.17,2.2,66.93,29.7,5.5,0.0,4.95,12.59,15.82,6.32,0.0,0.0,1.16,8662.01,7795.987,5.02,-1.65,-1.23,-1.38,0.0,0.0,0.0,2.99,0.0,1.62,4.0,-3.31,0.443,2.13,0.47,0.47,0.27,No Debt,5.64,4.87,0.0,0.0,31.75,-60.0,-11.96,0.0,0.0,1725.5,0.0,04/29/05,04/25/06,,0.0,2198.0,11.78,27879.941,2366.72
