,Gross Profit,Total Revenue,Business Revenue,Other Revenue,Sales Return and Allowances/Discounts,Cost of Revenue,Cost of Goods and Services,Operating Income/Expenses,"Selling, General and Administrative Expenses",Staff Costs,Directors' Remuneration,Other Staff Costs,General and Administrative Expenses,"Legal, Accounting, Auditing and Consulting Fee",Selling and Marketing Expenses,Research and Development Expenses,"Depreciation, Amortization and Depletion",Depreciation and Amortization,Depreciation,Taxes Other Than Income Taxes,Provisions,Other Provisions,Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Interest Income,Other Finance Income/Expenses,Other Finance Expenses,Net Investment Income,Fair Value or Unrealized Gain/Loss on Financial Assets,Gain/Loss on Foreign Currency Exchange,Other Investment Income,Irregular Income/Expense,Impairment/Write Off/Write Down of Capital Assets,Goodwill Impairment/Write Off,Litigation Income/Expense,Merger and Acquisition Income/Expense,Write Off/Write Down of Other Assets,Restructuring and Reorganization Income/Expense,Fixed Asset Disposals,"Other Income/Expense, Non-Operating",Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Non-Controlling/Minority Interests,Basic EPS,Basic EPS from Continuing Operations,Diluted EPS,Diluted EPS from Continuing Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
PS Ratio,-0.030629188340259246,0.020789866224040884,0.05597250876803737,0.02142526215898546,-0.010597655471843393,0.028713873483946918,-0.001386395491963524,0.07271814814310873,0.02147694397227638,0.03677638076613732,0.01571955376726709,0.0032184745468521766,0.005572274383604985,-0.024080645516060727,0.017700278959223218,-0.03772876316053071,-0.004617579240970558,0.0052961075270035185,0.031343787690622495,-0.010593794915256596,0.0179911046677165,0.023482940893068224,0.007352291354201093,0.00829754842319258,-0.011251165182794304,-0.0007707601285122032,-0.004224570384744325,-0.013811768893285255,-0.0042853381892381335,-0.0007056936765962351,0.0011576533902881003,0.007529576273650055,0.0017753284265260988,-0.01012275866775993,0.0005986039722566464,-0.012915730972455396,-0.014838330354951954,0.009535889904552789,0.028805530668050406,-0.03716578865680688,0.01985544085614551,0.007368656278582277,0.016447736500366336,-0.01997293864325874,-0.004036803330998259,-0.0019849974668087206,-0.008187647142644281,-0.011560298975718041,-0.012239945154487775,-0.011534324137436713,0.018413166051409764,0.012101024383005173,0.018488287010864874,-0.007746263239767613,0.009199019605820535,0.030390519717777027,0.003114707556780452,0.030705432218445065,-0.013268838049205079,-0.02906149151924773,0.011939765751965346,0.024598884919912356,-0.01994976797007669,-0.015561586801822817
PEG Ratio,-0.016308805965789718,0.05318705718472297,0.07661114251088984,0.010759265718545576,0.0014511892405046065,-0.03622871961848377,-0.045319066318003795,0.035756403482574,0.051667295989582876,0.07760869072257895,0.01037686191593941,0.07089246636477657,0.0032171816140325405,-0.0032219483637097746,0.07927424884010459,-0.028386933611343538,-0.005695984274675758,-0.00401153817573357,0.05048118239271112,-0.029098200562446854,-0.0007610631616614639,0.004969468700180674,0.0076912771188552415,-0.02119950256034812,-0.018354040827596632,0.01666568835421378,7.066934612752918e-05,-0.011394767392280323,0.017581082381201176,0.01435617660698536,0.0030635170494123804,-0.012637653361490624,0.0029696129652026114,-0.006290711650504833,-0.0009416498760009373,0.001065444825533013,-0.018804111557200437,0.01878856603883462,0.011845006338475036,-0.034582668421295704,0.0016676363809572247,0.008635191870487183,0.014669673334933093,-0.009737647984839018,-0.022639132797343666,-0.018696047876278828,-0.039082166882751526,-0.021547299340273794,-0.026035080302865353,-0.021902041635828696,0.025625954664247774,0.021084466161314326,0.048549430613491366,0.0003855420478141678,0.011126682301989673,0.03393345781301464,0.028289637456448875,0.04744992885527488,-0.010418420946004151,-0.002034443910527424,0.010063819250281374,0.018695301634387745,-0.015816179245472652,-0.0005172087201593964
EV-to-Revenue,-0.023655447285516225,0.1603483860921786,0.07823550466685883,0.11170850477259746,-0.02364395126445376,0.18615876342578003,0.017278812893157393,0.11593122235527772,-0.025289095817798424,-0.023539723506279198,0.008005361916577955,0.0024505097814310627,0.0033122379091880877,-0.015911474929821944,0.004384469180508901,-0.026036337770279215,-0.021381799143304018,-0.015445130851583829,-0.002529974229305275,-0.014706428599428776,-0.0009546081026261203,-0.003279438914101069,-0.010236992756122923,0.00012571044268564532,-0.012422091296523503,0.025294966763410146,-0.0007947635511029532,-0.015358208963747344,0.014983518402217018,0.005445655277229934,0.015204379442271595,0.0030046747961206136,0.007533270271676653,0.0008531893997019624,0.0200391775835499,0.0006080178603117903,-0.00217178100244871,-0.005152282561232062,0.026112634673129905,-0.008127713461263494,0.010965860830030816,-0.005736851373173491,-0.005208037747992747,-0.017176003520758182,-0.006367896141644487,-0.0026422406347970297,-0.006698504365438976,-0.012792735767434116,-0.01830963218772255,-0.013775211145824369,0.004294544842632778,-0.01594441033755709,0.036286251969891846,0.011447988950753267,-0.011536796246376532,-0.021543801304583977,-0.0025452536451171124,-0.009557553552526389,-0.015656404768832722,-0.021998494196714874,-0.011129652755078679,-0.0066805479108560965,-0.016647391847153987,-0.024164295105261215
EV-to-EBITDA,0.016782564595482746,0.010932832717075734,0.0032506350572283605,0.05409696169910123,-0.002202353032851063,0.057970576045369114,0.028138564935100176,-0.010796970734491835,-0.002631807345655917,0.00023836980489201577,-0.019386257416551773,-0.013962565307888985,-0.007779742396271537,-0.017159014762535035,-0.009801385279748914,-0.014526194422561145,-0.007304918136261203,0.002410246155046515,0.01971081497496876,-0.034836657026208445,0.0407296788782458,0.03547115465850757,-0.011946046695933809,-0.029497980200862747,-0.009707582543753241,0.014058584549176276,-0.007019298976139661,0.02576477630692696,0.004770688664108688,0.02008875929645646,0.015482392422401346,0.008797537311190637,0.014565969004094473,0.014400597410304222,-0.013941218844503854,0.013962639466712595,0.0007144568921144106,0.021592723099940408,0.015364098704039833,-0.004300858913926348,0.01560282346333985,-0.0017906682708827251,0.03112892853068488,-0.02047811530408937,-0.0044339844597878625,-0.01102298956967549,-0.010282796558953821,-0.0266757887778186,-0.02479716552291647,-0.026608360122679062,-0.011150860834354607,-0.017929917953964862,-0.007559515583593026,-0.030024969316604526,0.0860145110683786,-0.007072671555161007,0.017202184421713368,0.007377186380757663,-0.02426179071826148,-0.02256613808603992,0.08656463280784742,0.031032981928621955,0.007140419220548009,0.016223272909144427
EV-to-EBIT,0.013953060608122,-0.019037734676048287,-0.02106556536402569,0.027055505502359856,-0.008800829424118068,0.0005853530033528803,-0.007559227237002366,-0.011841080293786723,-0.033570029900091516,-0.027604003028383856,-0.01020907830063667,-0.028130890058090684,-0.012044282294589924,-0.021606055315860434,-0.03280240509630397,-0.022668272158184108,-0.00830514946477142,-0.003965613730305288,0.016427510187889106,-0.026476131411765552,0.04610779395280007,0.03465228515904691,-0.010715955118191922,-0.04017343508959155,-0.01664887576791403,-0.0032769613691257093,-0.02152829489827378,0.01905646520244791,-0.02648495806623694,-0.011374878080283955,-0.016375596781575727,0.0015788583875904981,-0.011967228965242473,0.020853018617838823,-0.02290414010410573,-0.004340447494464132,0.012039296558929567,0.03846903791509424,-0.017790928995657332,0.0019012748649562391,0.004323559201680452,0.006290813692527824,-0.001609104322975919,-0.00408084085072779,-0.02527916995380116,-0.010571906769641898,-0.01624249191348736,-0.028111386690742618,-0.027330009825992898,-0.02768657122397202,-0.02027130683329806,-0.017211918927445394,-0.030434746084523567,-0.01516741221864647,0.12714360892867102,0.08240294584953647,0.017308832825734973,0.004923750980418755,-0.02556065713415486,-0.028493638412265317,0.10798257623283336,0.034106862021246416,0.01160193853987877,0.0029728537224577023
Earnings Yield (Joel Greenblatt) %,0.032273346025259116,0.038322137730523356,0.04117595994387136,0.007675797558883349,-0.015652850110692115,0.05886953257109117,0.06669281893783728,-0.03149335336119541,0.04433213632853261,0.008270996681115193,0.009452379630034159,-0.004953931145804436,0.021223750358164033,0.014233833657138996,0.0572115161257249,0.0007952304057909356,0.017159239041317675,0.016735672330814667,-0.017317561851145996,0.006096020156725398,0.014501018402969827,0.013655873747087691,-0.007638817356149846,-0.005102017631524411,0.007624017991719448,0.0979451478715975,0.042331021789662075,0.0673457398005742,0.026814254684423087,0.033059557309091624,0.07651975879170589,0.03978284224731203,0.01947381027102544,0.10029707327448062,0.008494273427848864,0.031169512740532663,-0.018315427576651937,0.03874491497513528,0.02732082186365613,-0.004098490725278018,0.0435900127882403,0.015101556171516374,0.03363746089018892,-0.02209973543270951,0.005844850179719232,0.002318036152595541,0.001636941914738085,0.0013998366966520327,-0.011327351635024852,-0.006755002718141272,0.021805910280202984,0.019905788766960555,0.04095302148506608,0.022037137574630196,-0.021284354130672704,-0.008042324378257543,-0.009367476263902762,0.004745424184397652,0.008399611346533394,0.002782165062458059,-0.017642103933066845,-0.008243881257879403,-0.0159766434063016,-0.02384452166402208
Forward Rate of Return (Yacktman) %,-0.0011536818733344128,0.006587929153598191,0.01660970240420916,0.032800823125050935,0.04478826144926245,0.10697484395875344,0.10334919960516217,0.010227746044830005,0.02699053615435569,0.012297381990970267,-0.007153942586679779,0.00042099149365778816,0.011377600138988309,0.024188022528176804,0.018396752780060203,0.008903102115771142,0.014732716807177092,0.016677204369439945,0.003939425317471038,-0.009434219442643022,-0.000588272507173356,0.001414591820634377,0.004188790814269833,-0.009384313102572837,-0.00021229267527749732,0.04139431619633028,0.026676229996902282,0.010862923467810252,0.025372880873903752,0.025298898727179928,-0.003800985241434138,0.017107429031329502,0.0021952323935342946,0.00794607577693029,0.009650527842566533,0.05405677858850578,-0.0015181608992754737,0.026609390337439174,0.04191148199669128,-0.0062054435283401,0.03825488928784994,-0.012044880475347632,0.018975658151798372,-0.01176521706986976,0.026907713182037336,0.0016046584037774994,0.006654639546300982,0.003031785396833195,0.004549647662433782,0.004609651293721805,0.00123834884734106,0.00041537910667614254,0.015559254312947836,-0.004546673816830308,-0.05164200410844532,0.01893529960088348,-0.04213999559524668,-0.013705760552739518,0.009237213879598364,0.009215272582757198,-0.05135731088429715,-0.04005822791947708,-0.01495441236385522,-0.021099158573421605
Shiller PE Ratio,-0.006899754991275533,-0.016256272381203616,-0.019370789639541974,0.04866333411610476,0.0007616915160759559,0.057770808287835027,0.047669289630698504,0.010017654584937495,-0.016696751509799098,-0.03174311701398864,0.02168664369984789,0.0017391456254506037,0.007169541947927731,-0.009416126128428504,-0.022817203699331184,-0.018813528655420717,0.016535915836767126,0.01953320035029782,0.02336104634012698,-0.022807487926460892,0.025055456518437814,0.07110161507495585,0.030998384566070864,0.008170753887468707,0.004771873340431911,0.0403463964703629,0.01905984131980334,0.02415479025529557,0.04032542669651483,0.04791697805727006,0.002240785985081945,0.010961477032438435,-0.0030298490709716503,0.0286366506962823,0.018287177885316114,0.0034562051008064525,-0.015089394577925392,0.025677261294175663,0.030411144821283306,-0.013943927063202488,0.003975961346588498,0.00966910948879885,0.026087410053395398,-0.012602291952944232,-0.007354285010772142,-0.005973131791890934,-0.009781131103270203,0.0012203589758983911,-0.0010545227699891545,0.005298600236432325,0.015502854797487354,0.009978360050744258,-0.021159639292517934,0.02392681166137653,-0.015200114935930173,0.028030056485088644,0.01660654397275728,0.0354136307806616,0.004055520470091641,0.004447416251052048,-0.009345316207327611,0.017060623434005318,-0.017816898433489003,0.006767002940853047
Dividend Yield %,0.0058408869254000725,0.014676161345581744,0.014501408229157228,0.005610349523921092,-0.03214376242560346,0.023902855986271364,0.016853659063517573,0.06426035141950515,0.01693282984855119,-0.017304397326711265,0.025183133211829124,-0.05115325722101918,-0.04958237620702534,-0.044031600126665335,0.009097130527072013,-0.05703064970487588,-0.046115450192668495,-0.05570828860243003,-0.030068588617801668,0.005167013153569123,-0.0008593356458680441,-0.0007368295675237691,-0.0648117679970794,-0.0054977747891385535,-0.06099443580446533,0.07490645615515135,0.01048809358348837,0.03549269692100226,0.014140083112246408,0.02409070015198829,0.04179892373605791,0.011231410874991346,-0.024515050529673257,0.06585929873274911,0.016893884072385748,0.007087605810376322,-0.007989894173820539,0.006060010509631662,0.01811534451856865,0.00956346217258311,0.01864298555288845,0.03810534814212987,-0.030443571900440086,-0.05886828325651278,-0.05433442615398945,-0.04773358790840319,-0.04773358790840319,-0.06920947296705737,-0.002532811659171826,0.0013208561141837341,0.0014054888096976803,0.02075419742796586,0.009224758023487718,0.016345445321802172,-0.013232118724931944,-0.037226390448388866,0.03745780682203883,0.029703572145214602,0.005412147965533196,-0.0021620143437258293,-0.019062138073038304,0.033537312949283665,-0.07324858880962744,-0.061688848810583494
Market Cap,0.0211248867519783,0.014997616368033644,0.01425741492505353,0.012172468740628247,0.008678531241300684,0.03279688770131171,0.025482581308995885,0.01892297012003083,0.013562527390831117,0.016238535659922018,0.005508722808754221,0.02301795350618606,0.02166385102512096,0.0116234408754365,0.03387861044444074,0.04576345920106786,0.023660514579868386,0.027494691205479965,0.040843326362848854,0.02013163762976545,0.053800393273176116,0.057914013628875945,-0.007661564445367633,-0.008102778393705998,0.007761782327462541,0.01790182935962328,0.008052354889934964,0.06253002364916342,-0.00046422545030110876,0.0007648316145985868,0.03033157816219679,0.04607989972395209,0.01589824783408853,0.07298782177196003,0.014047498060635816,0.015620771913087169,-0.012258987521172982,0.05739208805696933,0.008758261131153036,-0.00146440096764715,0.04580438302631671,0.03222545373477085,0.01440435310698397,0.040817995075856914,0.027220058525944796,0.007383388572897069,0.005975713391681338,0.0025149687257970147,0.0036585598112713344,0.005094881424764229,0.021635931670521892,0.003439262639807462,0.010690010047909655,0.01139943657920051,0.0601677418880801,0.049610148612726036,0.03301917711452931,0.037759933131498696,0.019653013505039493,0.0275841655914913,0.06661968076581298,0.040085364913282205,0.043425859835402716,0.03376142094513488
Enterprise Value,0.10258624585166386,0.024914938176823036,0.09940758750774592,0.025203549656033747,0.013425903271266124,0.019404338592206447,0.02666594628469578,0.03642594498657002,0.01806641479500063,0.01016076185415881,0.02612688176978242,0.036928236676685385,0.02374683530547928,0.005314333938872723,0.028554476319150302,0.016376381690627627,0.004856779538448623,0.01850392411765578,0.029811542242475144,0.025245582518528552,0.07978117977070569,0.07257925805863973,0.019768437001942744,-0.00802591272184535,-0.0027456691262161986,0.04019854000422435,0.027272998555514207,0.08609814182602747,0.023335536089943845,0.017206450327677994,0.035421670665425606,0.08782912565657533,0.023226093379895528,0.06713930034982825,0.012761489533232712,0.02227794463813,0.027939270400118888,0.07186457570682843,0.02008203836467317,0.028984426095957683,0.07536746139134837,0.032206062982270564,0.04251078060312204,0.01254684386341056,0.015778492275851222,-0.01564939702881985,-0.017023430397163482,-0.004290710649089497,-0.004826219736183663,-0.005502749162643924,0.037121963069159505,0.039770367620862224,0.02564212519031236,0.048735955042784114,0.04371323033383456,0.07077555854522923,0.06087162357606776,0.05914986185833579,0.015570933695908165,0.029171133626333758,0.04566745813387472,0.05409163071019752,0.004248966882407765,0.034406083622620216
Month End Stock Price.1,0.004435583603022161,0.05264174419943689,0.053963009939955515,0.023508782440335628,-0.005580790094971149,0.061004715901557684,0.11894443599165415,-0.02904794528307319,0.054267367427868085,0.020651154469208583,0.013714873549474111,0.0159205698299537,0.00719045096042437,0.023743180709715456,0.058029738891491656,-0.02217349105577571,0.012374206808858012,0.015917039681648284,-0.003803291595562631,-0.016677545526451835,0.011383996101357076,0.03416603291042914,0.003966704501904826,-0.0020334233137392207,0.0011590071773457345,0.03692626710003287,0.03824034401015889,0.018044022550968115,0.05117810985848635,0.049631949371375335,0.020730085432242803,0.04513840876555821,0.012486575478888668,0.03788182091255703,0.01340335060545401,0.03435289435033664,-0.012767406142745569,0.037299044021092326,0.032993576488959786,0.010124573096329857,0.05438099322143916,0.02498902528934929,0.014533763689751688,-0.0053497871838986705,0.003272487161431193,0.005304482259306626,0.005934638451267446,0.0028166336677671114,0.01795137884017539,0.022218588343545672,0.023544628656890172,0.024146299418041525,0.051197428219468995,-0.00033691777862044053,-0.011754203467849184,0.000513580764054002,0.013428119292734703,0.008323126443402749,0.014107578476675608,0.007559170781960765,0.00487536816812746,0.00944874679653872,-0.0035801948501759124,-0.015536290902991518
Net Cash per Share,0.12777344171424632,0.13962977930908813,0.07926470206790708,0.11763652836512994,0.0373051327839983,0.19097595064214667,0.19118111989704678,0.12094414768676848,0.06626066519828279,0.07036715787906027,0.11623084208754526,0.1130180688857804,0.076762510730417,0.03195483447045713,0.07090090514453777,0.047756161122232535,0.048664792071789226,0.07909452585810377,0.0594117114085464,0.11562639817365443,0.060591505382799386,0.10637564786020405,0.13179575857906037,0.12668075043800936,0.1385001534156671,0.2075259886273187,0.19416108803129664,0.08188461026093066,0.13438906409860898,0.13003006811904086,0.17161270068554174,0.08730392772084022,0.11635741682100807,0.1746887274637653,0.1071522599438034,0.13399787416054507,0.03909176542304148,0.10067788102844707,0.09251596328669652,0.10949793720268615,0.09448373622500073,0.12970736173240682,0.09907527333092901,0.04132284353615276,0.07321362479203387,0.09016254704697237,0.12579226977134814,0.14018345328641388,0.10379721514020114,0.11341690256415875,0.12476997791600974,0.07225049518857388,0.13291917793367627,0.09655301599769377,0.08513107436642764,0.07063455590598484,0.06874979612909636,0.08323565242251293,0.09389468434531764,0.09400006876039278,0.07748418689345209,0.06751725517184923,0.07607303141640467,0.07963633025168473
Net Current Asset Value,0.008102001870718693,0.01166175596924725,0.010041724322949655,0.07193262841094039,0.02417483453850771,0.13459154136365067,0.13355498974164137,0.015759870623169175,0.016172004098260948,0.004558684103900824,0.08095809318749872,0.03985766964766941,0.039434751262512495,0.039859613881510096,0.016172212095868145,0.01538295225319727,0.02960085973989178,0.024479385858235614,0.01202655928893903,0.06159273393429511,0.04089151491926886,0.03220287508802742,0.024104934906804095,0.019878825927433393,0.10469375741007908,0.16448906573277328,0.15934714608464642,0.055036584975558876,0.07910605843234805,0.08288182796135643,0.17890885730968897,0.15552344156501344,0.09291475330977172,0.10092381083625747,0.0661072100505962,0.10022655616854209,0.05252529687999722,0.07684615698638178,0.07412066647899226,0.09671112606818624,0.07299379811929746,0.18082657290252696,0.07202029006130516,0.021989492550473826,0.02252621627292986,0.0405902556840354,0.03426440286296194,0.03725017297698016,0.09824815922849581,0.09756161945973352,0.09728129540298446,0.08562957887919347,0.01749047543190032,0.06289704500986515,0.00714188023219419,0.02972665011596589,0.036664644335925284,0.04359563871788857,0.018762707452915122,0.02129019429257465,0.012648572579649152,0.047245046076016414,0.014884551348648963,0.03885313843179655
Net-Net Working Capital,0.06309443166893733,0.05611612482521725,0.05817473246039442,0.07529193018351844,0.05911814918972485,0.19014444342378792,0.1886731436672616,0.0778486223284046,0.0681859392741285,0.019650721460634044,0.12374806495558446,0.0863801203902683,0.07866557501038393,0.09255262046683044,0.08457909315434509,0.03838903096604198,0.07852767833914952,0.07845998303131506,0.04301401750599858,0.11694947842806476,0.06303449429276752,0.08682813793865662,0.10256842755099607,0.08093345471669669,0.1583531645138875,0.13345005915244332,0.22483611103215329,0.09342834147478254,0.1224569487542504,0.12530900797921057,0.20991255078528143,0.10971306133405771,0.1303008596348351,0.0966810125948008,0.1122693789827578,0.14904668152589964,0.08037543599976242,0.11310188408215416,0.1062022448191377,0.11847879759592309,0.12019431565448546,0.12986312177224543,0.11007155331321866,0.05477149378942637,0.08528850691677727,0.05816196100810021,0.06724690545812204,0.0630545787362428,0.07568042375961428,0.0679756212927915,0.12918497246899158,0.12512301632009343,0.057933527537389076,0.13578345481501944,0.019232065841186093,0.08067726818730359,0.041168764822446156,0.08906569934946132,0.08069370396944228,0.08413573701126136,0.01758876634748216,0.04117035558631725,0.029016519365114436,0.06367497851838824
Intrinsic Value: Projected FCF,-0.00887968668522191,0.0561064539150188,0.0630054906218522,0.015269085417560271,-0.012416236522893368,0.0016524090438908836,0.008358901280733123,0.03484289215151234,0.0619959658122405,0.01711976255620384,0.0012421396032841195,-0.007850536272420834,-0.0026312470201620094,0.009278415930700525,0.06469544009141923,-0.029804517117242295,-0.007504106525697551,-0.0015470726504368307,-0.02496525012641215,-0.022115438289844302,0.015292435490829022,0.027795131495997293,0.012076036739740266,-0.006268946798454311,-0.0019362172160407123,0.045438114105705085,0.04682755853216893,-0.002342375184549355,0.038183955094142165,0.039233380267303365,0.012355358405115355,0.11439480497843924,0.010093993199588591,0.003126941356600154,0.01584853871505775,0.03799658234667965,0.006236887391573462,0.005462617921516987,0.03520396713699883,0.004909373780237547,0.026004987614765107,0.0144198443499179,0.013420555246798267,-0.02496861936966399,0.006375346335668664,0.004747171329263675,-0.00018627208063587072,-0.0007216829479032112,-0.0035212508295351845,0.0031666885667826347,0.017876645700335887,0.026799743606678444,0.057821333810597036,0.001475478526759015,0.006040947751335906,0.023829258912471455,0.007673533113821947,0.025141188583632595,0.007479773654001581,-0.0055554928875892196,0.016232785280652265,0.003164190066662783,-0.004016382353049525,-0.009380383036606078
Median PS Value,-0.002465422461335382,0.02527921659209277,0.05071166379959451,0.0355955687383377,-0.022978958441481342,0.013836056323260675,0.011148982860396853,-0.010190729225536887,0.024567851854863716,0.020695446343571275,-0.002427337219847228,0.011486184851870434,-0.0036665129025836244,-0.0036472501331323536,0.02514442525420768,-0.03465496916951032,-0.006420703592971996,-0.005921945819245012,-0.023453341949075217,-0.01171259267499622,-0.00021287416316622884,0.008380939702878879,-0.01424115044855147,-0.00651946857855259,-0.0042239573647584,0.043744246648437735,0.03699245457169281,-0.004086723075823301,0.038398469928765465,0.02782957051084541,0.018029886105664382,0.04789906143626557,0.013957501028600428,0.0010432324076646393,0.012304396849064248,0.007370505399337077,-0.004509777044424552,0.004610669813926935,0.03287599241473299,-0.026887873119136624,0.011890585640072083,0.02458870909563688,0.005974175737501166,-0.015870549190434194,-0.0170145774593167,-0.009035881672183995,-0.008942048968659242,-0.011692314940290348,-0.0039007158023712605,-0.006554195319660097,0.021042650225806304,0.003951489630439591,0.027045092363621796,-0.0182292610023947,0.0005736565047706355,0.0143076872530871,0.00964162479132652,0.010742841289270003,-0.002167251273734081,0.0016963541972227969,0.008619591163492198,0.026262891109157818,-0.034298984901729175,-0.010866450495307184
Peter Lynch Fair Value,-0.01703476301290084,0.012001418895363342,0.006643682552201258,0.004923604946357155,0.011051816205803469,0.07511668565930642,0.07430942024238031,0.030406813387965605,0.01689908648457738,-0.023653168597078753,0.009993698337965328,0.01846227220236282,-0.0015945651606340079,0.006730370697375185,0.009559125560693741,-0.051433584264515005,-0.006060098262356241,-0.007820734274627546,0.008406465934614225,0.0011483388459306372,-0.037131581441462794,-0.011956836005565068,-0.005717603708646787,-0.017244865888090304,-0.013655810209120404,0.024242717568432923,0.011965742881981555,0.0038531287907455705,0.02256827337716176,0.02817063176047827,0.013420895944493957,0.06277649682472149,0.014997899443396266,0.014048087256889408,0.0005004608481180201,0.014888735381160976,0.009390437248657848,0.004773471963599046,0.025793195902544173,0.00013780894560038197,0.025961396250703594,0.02573337156334407,0.01119658984172141,-0.016927871425123975,0.0009067931153262385,-0.018123989006869706,-0.020946164161852868,-0.016251218663048395,-0.016351821460972537,-0.015432532543411545,0.024722213540619917,0.011694171567085793,0.01479279599033613,0.028553343707795106,-0.04939691456947544,-0.028920836905602487,-0.00841560849233997,-0.005480266617047613,0.005413772094572602,-0.002431773164478169,-0.04939691456947544,-0.008325918879596113,-0.02091418729989079,-0.022420483406253543
Graham Number,-0.015785032400783813,0.059718112156211166,0.0635380427460387,0.029761777395448306,-0.025283680745942273,0.048380635320641026,0.03363581160530911,0.054591179049883386,0.05414054620941022,0.027061698720430623,-0.017920777699176375,0.00418723739903671,0.007598578756163139,-0.02500344032733026,0.050614784509598006,-0.04861441758551663,-0.006987217871141967,0.008888762465858714,-0.013281489927074123,-0.022524630976744363,0.002342368678917172,0.02608182241874067,-0.007402212853917263,-0.002979068290953903,-0.007355316227791276,0.0174276317811216,0.012379645271156606,-0.005489009880367945,0.030464952340177612,0.037486858694839996,-0.012060196254987752,-0.0094152310204946,-0.012401735105259418,-0.010386755539126977,-0.017331055390200106,-0.0038476709430444725,-0.012230415394285609,-0.02053370101706578,0.008951347621854573,-0.032098590335826516,-0.004956080205105199,-0.01947612763725285,-0.0031323235154020828,-0.028067423231029058,-0.025249468981348853,-0.0113804814445311,-0.023479583298408102,-0.024521537173352634,-0.0247309252301467,-0.024566684364348626,0.0022625014090952196,-0.0007564467668222371,0.023093954410125045,0.008711872574429081,-0.011626601857055299,0.0001976951148837153,0.0007528057124003115,-0.014979494471351548,0.003913671281408996,-0.013799711653282986,-0.0033459878092966457,-0.002420266624374925,-0.004500965869526258,-0.021227955148755317
Earnings Power Value (EPV),0.0831529306830262,0.10120595776613805,0.09335576406448845,0.07778058349248808,0.04104086190288476,0.14631221898783242,0.1508578358233467,0.0356941238444857,0.09813140064037675,0.07498791007424908,0.013497135614833417,0.04095096654740861,0.04492166939604258,0.05385306994471542,0.09618970749504341,0.0476642692331428,0.03415609880312048,0.040349390016261165,0.02601367930412863,0.02086891905570612,0.032128129467998014,0.04538756249240386,0.030530273861294564,0.01392438650638971,0.028398753778625,0.047397222938048725,0.05460475548691425,0.03217130400175627,0.061949204352353654,0.07014159280478237,0.034405753195395516,0.07905442194276026,0.04064670309246443,0.06087524095812144,0.037984628650252726,0.06021520009706771,0.010817550151425876,0.05919664081449252,0.07236418015134922,0.011566201594078146,0.06767335114892294,0.018304692498800935,0.07227293221626167,0.01737827067652538,0.046698262809787255,0.01469643058152564,0.028868920442120888,0.030604734890113117,0.02774403266693542,0.02792548547368862,0.016911923583698064,0.012078218188023175,0.09272339325554232,0.022459540997395125,0.07560844461714922,0.06512249477034314,0.002317377977365746,0.03466450822152653,0.04364442698378158,0.03319840158175617,0.058666002463203394,0.03136003215948711,0.016372602696458377,0.008496591605706713
Altman Z-Score,-0.022267462198041845,0.0500626762679305,0.042417643084721415,0.03140716049181735,-0.009804248229853705,0.03574077936222148,0.035156868700686655,0.02915145999134266,0.031165122045264705,0.03699478052577578,-0.01685428682340388,-0.002011824599046183,-0.013609889200652578,-0.013821892216022686,0.0376317830485744,-0.03859123685933727,-0.012666063700901554,0.0010445508133161852,-0.004419994312648877,-0.02390824566993825,0.001664387251567684,0.012370448827008702,-0.003279055984349217,-0.018953413308475293,-0.003859305600428173,0.026418804219090826,0.012773248930754811,-0.0014919909230573579,-0.00037884182740433405,0.001783720034954102,0.016212767891571465,0.016937707168214317,0.0019513711189441882,0.006928672159872742,0.001984197861155492,0.009888798977717096,-0.008414089401515088,-0.008045054310368475,0.013933631931959761,-0.01810504765405421,0.006707920776646113,-0.0004886779895041886,-0.016099628517983335,-0.019708793100510207,-0.01161292712925306,0.0042852973514630865,-0.0035281023313740306,-0.007326263203295995,-0.01671106160112635,-0.024094973788770974,0.021267932836074966,0.0023503910449204856,0.0474762602094156,0.008740015973955621,-0.012816706776540255,-0.03843355344268316,-0.020687733482599346,-0.023232778202930654,-0.001883446927967276,-0.018605440629848254,-0.007709013304696862,0.0053787655336490605,-0.0070974147604989865,-0.02248558093046199
