,Total Assets,Total Current Assets,"Cash, Cash Equivalents and Short Term Investments",Cash and Cash Equivalents,Inventories,"Raw Materials, Consumables and Supplies",Work-in-Process,Finished Goods and Merchandise,"Trade and Other Receivables, Current","Trade/Accounts Receivable, Current","Gross Trade/Accounts Receivable, Current","Allowance/Adjustments for Trade/Accounts Receivable, Current","Accrued Income/Unbilled Revenue/Cost in Excess of Billings, Current","Other Receivables, Current","Amount Due From Related Parties, Current","Prepayments and Deposits, Current",Total Non-Current Assets,"Net Property, Plant and Equipment","Gross Property, Plant and Equipment",Properties,Land and Improvements,Leasehold and Improvements,"Machinery, Furniture and Equipment",Plant and Machinery,"Furniture, Fixtures and Office Equipment","Flight, Fleet, Vehicle and Related Equipment",Construction in Progress and Advance Payments,"Other Property, Plant and Equipment",Accumulated Depreciation and Impairment,Accumulated Depreciation,Accumulated Depreciation of Properties,Accumulated Depreciation of Leasehold and Improvements,Accumulated Depreciation of Land and Improvements,"Accumulated Depreciation of Machinery, Furniture and Equipment",Accumulated Depreciation of Plant and Machinery,"Accumulated Depreciation of Furniture, Fixtures and Office Equipment","Accumulated Depreciation of Flight, Fleet, Vehicle and Related Equipments",Accumulated Depreciation of Construction in Progress,"Accumulated Depreciation of Other Property, Plant and Equipment",Net Intangible Assets,Gross Goodwill and Other Intangible Assets,Goodwill,Intangibles other than Goodwill,Software and Technology,Customer Relationships,Other Intangible Assets,Accumulated Amortization and Impairment,Accumulated Amortization of Intangible Assets,Accumulated Amortization of Intangibles other than Goodwill,Accumulated Amortization of Software and Technology,Accumulated Amortization of Customer Relationships,Accumulated Amortization of Other Intangible Assets,Accumulated Impairment of Intangible Assets,Accumulated Impairment of Goodwill,"Deferred Tax Assets, Non-Current",Total Liabilities,Total Current Liabilities,"Payables and Accrued Expenses, Current","Trade and Other Payables, Current","Trade/Accounts Payable, Current","Taxes Payable, Current","Other Payable, Current","Amount Due to Related Parties/Shareholders, Current","Accrued Expenses, Current","Financial Liabilities, Current",Current Debt and Capital Lease Obligation,Current Debt,"Bank Overdraft, Current Debt","Other Loans, Current Debt",Current Portion of Long Term Debt and Capital Lease,"Capital Lease Obligations, Current",Current Portion of Long Term Debt,"Bank/Institutional Loans, Current Portion of LT Debt","Provisions, Current",Total Non-Current Liabilities,"Financial Liabilities, Non-Current",Long Term Debt and Capital Lease Obligation,Long Term Debt,"Bank/Institutional Loans, Non-Current","Borrowings from Associates and Related Parties, Non-Current","Other Loans, Non-Current","Capital Lease Obligations, Non-Current","Provisions, Non-Current","Tax Liabilities, Non-Current","Deferred Tax Liabilities, Non-Current","Payables and Accrued Expenses, Non-Current","Trade and Other Payables, Non-Current","Trade/Accounts Payable, Non-Current",Total Equity,Equity Attributable to Parent Stockholders,Paid in Capital,Capital Stock,Common Stock,Additional Paid in Capital/Share Premium,Additional Paid in Capital/Share Premium for Common Stock,Stock Options/Warrants/DeferredShares/ConvertibleDebentures,Retained Earnings/Accumulated Deficit,Reserves/Accumulated Comprehensive Income/Losses,Other Reserves/Accum.Comp.Inc,Debt Maturity Schedule Total,Debt due in Year 1,Debt due in Year 2,Debt due in Year 5,Debt - Interests Charges and Other Adjustments,Debt due in Year 3,Debt due Beyond,Capital Lease Obligation Maturity Schedule Total,Capital Lease due in Year 1,Capital Lease due in Year 2,Capital Lease due in Year 5,Capital Lease due Beyond,Capital Lease - Interests Charges and Other Adjustments,Other Contractual Obligations Maturity Schedule Total,Other Contractual Obligations due in Year 1,Other Contractual Obligations due in Year 5,Total Lease Liability,Total Lease Liability - Due in year 1,Total Lease Liability - Due in year 2,Total Lease Liability - Due in year 5,Total Lease Liability - Beyond,Total Lease Liability - Interest Charges and Other Adjustments,Total Contractual Obligations,Total Contractual Obligations due in year 1,Total Contractual Obligations due in year 2,Total Contractual Obligations due in year 5,Total Contractual Obligations due Beyond,Total Contractual Obligations - Interests Charges and Other Adjustments,Total Contractual Obligations due in year 3
Piotroski F-Score,-0.043513569048147335,-0.033030893085489774,-0.03240146542412208,-0.036422821625083646,-0.050018563421625355,-0.06494089624496001,-0.0595966716656825,-0.03540168278471957,-0.02364545186956829,-0.03099974347995451,-0.023435493405363824,-0.03022819477940732,-0.06372489553942559,-0.057310806698115946,-0.03407630609389395,-0.05845188787145174,-0.03965877752648828,-0.034636497421765125,-0.03397882110508871,-0.04345658760588476,-0.05972701085795794,-0.043668133940814605,-0.04042968467058622,-0.04282863245447393,-0.06667662452857095,-0.03824137164737973,-0.05427804524220834,-0.024495787543821076,-0.030619278259035897,-0.03150636186460864,-0.053713012510918576,-0.053696497142746304,-0.04996745818155488,-0.053478334846490484,-0.03940279035220088,-0.05559422221050727,-0.03912143145110256,-0.05376859394667295,-0.041706201503846664,-0.05507511255476989,-0.02384291929803081,-0.06013499881579451,-0.053107690977161955,-0.06816203197819842,-0.07062398586268527,-0.0565977694943342,-0.025445466463992976,-0.040658189781990095,-0.042971535112824644,-0.04665470716541018,-0.03185711722328678,-0.03681673974737963,-0.04914929630393743,-0.04708665140034837,-0.049114264138861496,-0.031264475642200105,-0.02657408395566725,-0.03642671686872231,-0.03084019349232981,-0.04053451729529045,-0.07442733833960705,-0.05420268798908405,-0.04308662222527235,-0.07036080878696259,-0.035622433852623654,-0.03663151915362312,-0.053619653163975,-0.032702802280112464,-0.019108926942277227,-0.035582750868009674,-0.05470049667709089,-0.03744609471633948,-0.03973182299270138,-0.05675216085845917,-0.027602823736304582,-0.025617740358470656,-0.04832055337247182,-0.052976868238481564,-0.05395190094740383,-0.04556918759140854,-0.04138962213880086,-0.04385649101505294,-0.05217052245534956,-0.07527624791384951,-0.07306022792475543,-0.0713571223230354,-0.04867641172503989,-0.04943015398417856,-0.0312929875538862,-0.031209736725459753,-0.05865378005401613,-0.03575974837503128,-0.04480192217371045,-0.05189980796156643,-0.03482920046000439,-0.05886065014182677,-0.03119703093628565,-0.015245451997001593,-0.017289255457102644,-0.04347148370736985,-0.03759937109255071,-0.03204770568353214,-0.03367919296783686,-0.02775060439286799,-0.029397272194041375,-0.04676893560823056,-0.04804667813974262,-0.03545503169800244,-0.05667585377609913,-0.05024814562959289,-0.049260786508087406,-0.043937527859530284,-0.03460465398290203,-0.03763427037857651,-0.05671600614588708,-0.048646373390999954,-0.03921094900745614,-0.05944678352980246,-0.051008451648206124,-0.04406205591116036,-0.047170978921153364,-0.053041889842555534,-0.03812565488323345,-0.05617594568833087,-0.04570110113880455,-0.04913517037893178,-0.03790416267819606,-0.0378893862178445
Beneish M-Score,0.03405954104884501,0.13620425294684013,0.09082865644435623,0.07704789911958648,0.1234961841733308,0.04315031704736517,0.08782123310535069,0.13541068865309885,0.13720747770069208,0.13722623024094602,0.09837449305913783,0.08511759245482425,0.0682587333424109,0.09385065581106918,0.06241461164960208,0.08497526410949445,0.13171657447762308,0.09753746469562101,0.06074318563638639,0.06865879433722782,0.087945633665556,0.08315058220249492,0.07586519873034113,0.10826094861173936,0.045086935741867194,0.03747526993405638,0.04224966800094237,0.08179666008585734,0.048497481506966554,0.0449629083691072,0.061527358170083535,0.04007312033173663,0.07138626933202487,0.009316803333350276,0.013891782827580404,0.06558965971698844,0.05310901831329298,0.04814660820506699,0.005494531249064707,0.1296953189932935,0.07618726000858651,0.07966627646172994,0.05601288877720194,0.05861791947824486,0.0889596354720604,0.07539485353457381,0.07176123301492496,0.08341617463199384,0.08259448262866408,0.06163277964648929,0.0874973516204142,0.0797877378318788,0.07388550395606773,0.07708795340674253,0.0611764235545591,0.0589361469193972,0.0948540427808864,0.13178023200779554,0.12465950422918881,0.11716735894774281,0.05880539932827128,0.08753015354495243,0.0518031594145961,0.08665072070486948,0.08858437243745403,0.07121126120084244,0.0982250848297618,0.11247181196839735,0.10637011135589407,0.07676163800572368,0.09486644644783425,0.09188260175681569,0.053328261166510904,0.08818765418669824,0.09904953309211481,0.1279346275365776,0.07837864507335582,0.11659838192532938,0.11967866235297628,0.050048435873541616,0.09763404874226919,0.06304794507713048,0.09149005550784368,0.061175809094709134,0.06490700710838049,0.08597800653915394,0.09373333860807392,0.09039221795397712,0.08398598990821869,0.0688254446468044,0.031331674225174105,0.04395776490565036,0.0887644292974945,0.04535843086134127,0.013679194604528372,0.07797442235239424,0.10051541322518753,0.04931120778236027,0.08542285796951404,0.11502075782742972,0.09693480456395237,0.07707014886837926,0.13993311679042394,0.04973196839577211,0.13430766562079485,0.10021401371749969,0.007613895883359257,0.03896598112155347,0.043828767464867385,-0.0024632162881975403,0.04222133906107384,0.013025315617504075,0.04647579592719651,0.035307246839835146,0.0832502565167388,-0.002556730502626439,0.041153604684474016,0.04673169436051343,0.0037520063322321446,0.04138468987579634,0.008186471503395487,0.06686409774457328,0.036327645378174185,0.07039758270110123,0.08610258282702148,0.06151702092369866,0.03280485004569436,0.09104677266387161
Scaled Net Operating Assets,0.07013272444586413,0.2003601927944634,0.010348751872187981,0.020533956271575265,0.07301669215039741,0.03378483711778182,0.0668454260762452,0.10744886984897252,0.10280708814811583,0.09986166861055304,0.08732742667193824,0.09798040568143658,0.07132079545825447,0.06248806026669882,0.05368773295588884,0.06357847702509468,0.198925232551894,0.18821569053625317,0.08723593040102257,0.035679596627095106,0.06391431999540495,0.05309880494584811,0.10103783719927088,0.10529758210352141,0.06435155545747977,0.036866437637145755,0.05265428088880419,0.07574853438079109,0.022575597758914993,0.019258350855225304,0.11429197042310903,0.08156495155013714,0.10648094753906273,0.0017923966790914028,0.012551239410955262,0.06610875063803592,0.08941789624968982,0.07879639470779723,0.04247453507103884,0.187801506187931,0.13763001349551066,0.036189181656137916,0.056166353515092256,0.06304458944287403,0.050969796705367575,0.09488689235664058,0.09864608574890027,0.12587597712242557,0.09137171589195428,0.08677409525683143,0.09455481952763889,0.1269793760837449,0.11511424790876555,0.05272081393327441,0.09428932340424492,0.06502123296505569,0.09927288751147126,0.10090549785809697,0.0985739577129558,0.09329733142287681,0.06220046463197431,0.06464463063113975,0.05306076213589352,0.07040981942030336,0.05858205287737382,0.06626608023234241,0.05195813649277068,0.05752161278461001,0.04592560470751694,0.05629951510842717,0.06353631600696444,0.06578653613811102,0.051717079450608744,0.022840248816024082,0.09974949167540786,0.0961417211082697,0.10273855604146419,0.09016134119050893,0.08648502569999635,0.06221422029567602,0.05683742629823885,0.046474607105142,0.04968052547296643,0.06354067337885183,0.06146770552643012,0.06617374063002086,0.0680757355685196,0.061810245912185674,0.07459500574191529,0.09579968293147924,0.04951115450657784,0.04698703680592301,0.044422960263881775,0.05218463983896368,0.043906759508194254,0.06266980313544772,0.10137619743267681,0.038016817548054534,0.04932824182660699,0.08955499978296844,0.05140729546254012,0.04395054766061798,0.09547953302835363,0.04268060823278092,0.0746150895279144,0.04840197144722022,0.024988400602290864,0.06168367921850473,0.05782532387581749,0.026439822572476332,0.048474870876374275,0.03716753596569883,0.044253096879141036,0.039285558959898985,0.07462086547518362,0.031119831144519244,0.0648302325812087,0.061491293395501544,0.028885269954118588,0.05013860034311888,0.03618452788067953,0.07713148103572107,0.03937974857489627,0.05981842251218224,0.09216556648284352,0.04501082587739106,0.04033631202520331,0.07234891834824202
Sloan Ratio %,0.00741414566203483,0.023008778143934303,0.029893896344564335,0.042414079855997204,0.019384642932383,0.017193369246735896,-0.0001724466471474226,0.011990063363388547,0.044608768822006456,0.04546180398395271,0.03680824932369088,0.026206812234256183,-0.0024941727869899673,0.003766593346309278,0.008178492309008798,0.011635840796901654,0.020792923495872712,0.028343752817700078,-0.006849002157386527,0.04093976698545232,0.017666910336032498,0.027442148346698912,0.023188083259067044,0.028822910390057615,-0.005275512924694186,0.019670834946470442,0.00809673001322753,0.03717249589485659,0.02987953939232394,0.03825239961798404,0.042675036523806484,0.007136314691351361,0.046432707811539964,0.008492086576866712,0.009688914599527778,0.042038303049406665,0.032632873107812925,0.019069116684603288,0.002180411368940333,0.0335096595101478,0.029381310255088722,0.022648153899994906,-0.004238896288242461,-0.002588017925822396,0.041018758385591395,0.016426463835772398,0.0193854624724191,0.040683593098691864,0.024051543435580556,0.04672173301728001,0.03613534367474856,0.03628550110975823,0.024523429208964616,0.027576133914664524,-0.03326356647078952,0.007924328262037317,0.03901877295823757,0.0206731964572124,0.030094327969053924,0.030440169070062355,0.007803631536489806,0.007803631536489806,-0.0006414572954698292,0.0059146203224342735,0.03342460894506755,0.04575335004322173,-0.001870248659232833,0.03821515853485722,0.07446339362145765,0.022883106234742646,0.03367632342494012,0.008153932445056347,0.01127575190303341,0.017666910336032498,0.03840297147783988,0.03891948247670018,0.04999232840506297,0.03393453317886629,0.037700929457716414,0.00022612620060719502,0.03067556191094434,0.010979596938851307,0.006303108060603724,-0.006575074804868238,-0.006246067566595752,0.010713198236975368,0.024275736348192075,0.008784487935045607,0.09919655629266552,0.024709070791917257,0.03906620535648928,0.03379690248464993,-0.010833066586814578,0.03380178489977381,0.0015300779332505583,0.00778353241817057,0.027809619589104318,-0.011840159567783837,0.0077058347488139604,0.01986384730424714,0.04006073534439199,0.007466126241489667,0.05471303215850565,-0.014016152778545546,0.055468381533281624,-0.004167432393240897,-0.010291543218226302,0.04854751380738124,0.0232484544796749,-0.012046579601162467,0.021473291088233846,-0.017954113715510003,0.00253929673023517,0.01045531614406113,0.034388166050676634,-0.01868526047373384,0.03660670004237131,0.01924277616369653,-0.014918937126258629,0.017154170991940488,-0.019443549971152305,0.026442748000032552,0.011566048108501353,0.03704898578252604,0.050598715990479826,0.04534493905544891,0.000157122510347882,0.06455897855941128
Current Ratio,-0.05736711787035738,0.1255703299541984,-0.029252844493876086,-0.02769675806962566,0.0125239062466082,0.018313922002595642,0.01208839805482601,0.004676089195202908,0.12257192166973827,0.06971977423484438,0.060298022359495294,0.03266041933075042,0.017900850034260084,0.11927284466898741,0.04309211331578776,0.03842921019762574,0.05853406486153232,0.02341185574467656,0.015128091477903085,0.0037602549277922152,0.026377264293115397,0.0297370410673889,0.037624076611820954,0.03126196583745567,0.015100708603630865,0.005429555356022195,0.015170558065174894,0.010080261053373986,-0.015172818916102705,-0.01537043671840459,0.030331685672461996,0.021563608046006273,0.0055833780146115255,-0.050176300333637,-0.04554097235953986,-0.010042166108510678,0.020093602113444534,0.04013566950391257,0.013693976115699018,0.028910983946256328,0.00804859126151794,0.009944524807585422,-0.016056852698318726,0.015957169905736944,0.043068003769088814,0.016261786571666593,0.03488143598795991,0.019901960317239273,0.016648027183233015,0.03619430792260681,0.0202092887121324,0.01972388281801856,0.04321358862355032,0.04198325728321897,0.04478143003139453,0.014955787584748515,0.07485881747572765,0.038301423463160296,0.06914421281125238,0.04820404145329675,0.053321382582670655,0.04032783487684259,0.04225794842122983,0.046069244951289307,0.04118385139344839,0.0427886325041053,0.09411557753120661,0.0409260172122417,0.04725711935689454,0.0036841280871501222,0.017276797129005806,0.07073137338973558,0.049647799755373014,0.07778695320768278,0.06098321468321598,0.04503189946584055,0.021626253039206598,0.011896925997632472,0.03300031998405707,0.04407348385813752,0.06953368862964196,0.046103458271328855,0.05695821635493146,0.07301567575572843,0.056866819561467115,0.04149037871350439,0.036503112344724684,0.03981771339715484,0.02942479810635451,0.04373312480103775,0.011226940967588944,0.018658769291734434,0.030722884128501597,0.01785349091614178,0.017824115968436194,0.017339184489429574,0.014460064685043472,0.021832808470549133,0.02428864188458479,0.007080975705062445,0.0079010778884284,0.029738589716942862,0.02604466944916444,0.022531224281842586,0.010668775675551079,0.037609583762275675,0.00024141875141830494,0.018592377641073805,-0.01886398921128086,-0.008072612573445492,0.006416100560109851,0.012467876135513967,0.005932721093149688,0.020835189086212836,0.0277375404804492,-0.008202956518389204,0.010154581921381169,-0.020335009102000295,-0.01232445760813978,0.004239924158951594,0.009027360482150616,0.03430095995916003,0.012555420819242817,-0.004293955772031685,0.05129002778553355,0.018943284655296332,0.004023522604295839,0.017238560765386844
Quick Ratio,-0.049976191514285145,0.003766108336446369,-0.030073571953415715,-0.027462508986528664,0.0043572126833433655,0.010189965686033538,0.008401434049600925,0.002731702389696343,0.033827786077234245,0.03201872344907963,0.007022161817106819,-0.0018169209554226773,0.0141433033972871,0.02251252918277439,0.024519307956634307,0.0036793508905959473,0.007335491737326413,0.018387889859278316,0.016012374262273876,-0.015857838607821376,0.005169373578325288,0.021764887737472666,0.03692715740504145,0.001272168765770874,0.017669737350118387,0.0002575299479368135,0.003388108807329017,-0.0016791566530379868,-0.036142323026247425,-0.021979518199952534,0.019403603187482358,0.027579799855110016,-0.004290478940833059,-0.0390889271627362,-0.039735788194688454,-0.0056946032168711195,0.020603677202638393,0.041886801122974465,-0.005088943783037499,0.009962631142004925,-0.0009446126143267254,0.013570295417576128,-0.028027899112556334,0.006162523667308534,0.04335521609679014,0.008129213272176018,0.02801550745155286,0.0151674821720125,0.021310939322916146,0.0350839821720726,0.021122428539919344,0.01594977297483184,0.01421652385231314,0.008967160203187212,-0.014069258643452697,0.023216302374944667,0.016427434326305043,-0.001080370818562138,0.0055258440511219906,0.0002509289425592482,-0.0034810693501029595,0.005453053814473349,0.012060721195403279,0.005035587658194567,0.017349427159177363,0.01597901543414433,0.010132242181618957,-0.0013657770957140195,0.005410021971632839,-0.008466335355633264,-0.0018472922844083028,0.029060864780927325,0.018803345832336022,0.018274746196833478,0.01560737005147507,0.015221623653881518,0.011431320650313766,0.004453840751445258,0.008044534365399954,-0.00023874440463382952,0.008326073165610858,-0.0003815597185406871,0.01599525244875998,0.017098457285963868,0.0027734036490008277,0.00634336014285583,0.007704603104667007,0.009753264563006356,0.04340102703682479,0.005765498907493383,-0.00856139529887939,0.01990392887692874,0.04283428284848151,-0.0006378221383072655,-0.007123078366977211,0.025227093992345025,0.01180162684051788,0.0030478906891399592,0.015463786483001616,0.00670044813041316,-0.0069977919242924435,0.01019516473766772,0.009804915215170976,0.0016765042842334663,0.004724185560874988,0.013743226338466375,-0.0014471440605840114,0.013649179609275348,-0.0173744917090116,-0.039041771483834954,-0.015056096240404108,-0.010659826266209205,0.005847891188773118,0.0014074965274628076,0.01660143515460374,-0.030261088040165716,0.011303093677302386,-0.019152199811508452,-0.01521193453967503,-0.007726438191757251,-0.009399573612736807,0.035565920548837976,0.000957699720654489,-0.007469763093292128,0.03749021372420575,0.013955912469930087,0.003681021027303231,0.010064404148037416
Cash Ratio,-0.034003424899733764,0.02729098915059232,0.008082528288733093,0.12296022661149524,-0.011221883973172687,0.0261414675420912,0.02414500195413292,0.018193354121201565,0.03863212253452616,0.0203526970060336,-0.004190212476087537,-0.010396054956755675,0.002552233152838998,0.02186986848604381,0.01072033846724407,0.06662938599372152,0.008192723964249997,-0.002103867764220069,0.004742211851564978,-0.008492418697125338,0.013181749829394337,0.032874998848307524,0.00920215281058924,-0.0027756835478335213,0.02011975984167207,-0.02051988039308021,0.01511189566373943,0.010386149485361372,-0.03437998719752641,-0.021011027790060595,0.0238699483324181,0.019550934180081025,-0.001582767088073124,-0.03951590756768851,-0.03736219460642536,-0.006056630814439495,0.014810059381214307,0.04841220786667588,0.00937061304909187,0.015655239681514787,-0.01449728687303782,0.014893412147563042,-0.012441816174811427,0.012481602308054859,0.05857501462997338,0.02701722404429607,0.025906608390406996,0.013636578184562102,0.015114076108033723,0.03270599126184867,0.0103926701189038,0.010024376150853439,0.027463444215934024,0.03860263471481898,0.014467185670177005,0.02215455309263984,0.016112713478427524,0.004422960708806154,0.05569386883767149,0.011608483514741197,0.0187826858614565,0.03372269435885585,0.008227230794481488,0.0031166734943645757,0.012808981261571598,0.018619190197713506,0.013867179871885762,0.011358674546874246,0.010788977486882,-0.006091982687992723,0.0009270605413903626,0.013894774163391898,0.016056575629874347,0.031720035577276796,0.016160159597623937,0.009398286814778408,0.011489023182377166,0.0011514600829635189,0.0011522476348977372,0.010276417403274424,0.017463033889708917,0.008534934653923442,0.0292710848270685,0.031039600040208615,0.023367067299637022,0.009731931937670602,0.073293008757713,0.01306102301336277,0.08151192635981953,0.003271296778195156,0.08008949487054744,0.006176501070306945,0.048044235366975954,0.012758477537644409,0.018031848244811827,0.024210131461547695,0.011430849283048813,0.006983975849774384,0.022449318993104487,0.0011852696758145424,-0.00039375948579762916,0.0006520346710710874,0.004138145614403672,-0.002062525973849892,-0.0006773226174447726,0.003610706021360478,-0.003402272922636982,0.030802360492506432,-0.0022604543166902143,-0.0005469434770636774,0.01588175088971039,-0.012651037099327682,0.007698545197115189,0.007643759709908465,0.022379081192883583,-0.001736934283329179,0.02066159062720812,-0.008887297354025856,-0.007053076995801056,0.007922557496498256,-0.010220037656523812,0.043697076712367784,0.006547644285278165,-0.00034841429433790823,0.04033469986391528,0.016499663136161753,0.005934342404529843,0.019191538658176858
Interest Coverage,0.03866806263231254,0.1217852162920948,0.11262983581283352,0.1585289796402087,0.12106265333646396,0.14214273817516085,0.16493714014737013,0.14689282810102858,0.11878166034797452,0.12052244557042889,0.11704036623844383,0.13580362109108526,0.13250205582109745,0.1521384837489643,0.04773711000136326,0.12330057358965055,0.13397384875291388,0.14757580454797073,0.14406177864638114,0.18819709800821557,0.16663584834647283,0.15581219612969846,0.10048775493573048,0.10819956165114035,0.1480740411930678,0.187868839390753,0.16649273996729375,0.1700715749518502,0.1345985447116323,0.13283815349665515,0.19695845877521947,0.15841859125517227,0.14280520392945484,0.05781150279223848,0.04408123284931781,0.19266629375708152,0.15618709945320725,0.19220169142267576,0.10141353968713103,0.11902796772653867,0.12102448232758743,0.06802104902715583,0.14874179126889694,0.16578476002408038,0.15136724086962464,0.1513297949292821,0.13468661044348443,0.13555857564172935,0.1388054400600573,0.13982520181330851,0.12147896407852839,0.16879726147525295,0.15168548821809127,0.1557259592275773,0.05468898096446493,0.11978798033660756,0.12258526098000623,0.11475996697183624,0.1251117462612023,0.12061526310745264,0.1379516716457176,0.13677427713602144,0.054636635529946166,0.13766446458181184,0.16354114561413022,0.14202187536985184,0.1686259985779962,0.15325338411301687,0.11313161245318218,0.1572603421065144,0.15061719022498157,0.03432859877650128,0.04287249022225868,0.15925921068273205,0.11750923345601387,0.13069061027231793,0.11990800098717488,0.12346962893732305,0.1042201371859182,0.03247007564544414,0.04276027744984002,0.09207245426800038,0.1392385473605192,0.08468826142598126,0.09466665091729633,0.10965803125128064,0.1346881025531529,0.13824166217760395,0.11316816052965796,0.12717525939081728,0.1512315810078626,0.13730011289435884,0.0966675969232605,0.11048093396541679,0.03800608560551091,0.1459946203723456,0.11564092741341334,0.05551073421685092,0.08654903738526944,0.1172841418319229,0.1467670467488219,0.077316205504782,0.06417353732423556,0.10426591058430698,0.08249468068789138,0.05036637722653913,0.04506108922270091,0.17039750730454406,0.18751021181438537,0.1170741733124717,0.14943739140133178,0.13883159878044035,0.06607376733184536,0.09354039808708164,0.17038515127600995,0.07073285987189673,0.10996723963845012,0.13664456131515454,0.04200897954798104,0.09550119559651998,0.1434916708132501,0.10509912774558136,0.09741614945148455,0.16117696310064303,0.11420961558851138,0.13451652633633668,0.16263240110988628,0.07873259908080352
Highest Stock Price,-0.011604506487624986,0.040280133826046845,0.003805530739386426,-0.005182377851889351,0.031323214054982645,0.03854607437852804,0.022848160240592566,0.048465438147708706,0.03115728026920079,0.03422692148770147,0.03646488260393881,0.03040278575992937,0.04275592909305359,0.051695897930288656,0.025265936949293754,0.03985432576438164,0.021793565083159452,0.05022348161256637,0.02122504583726221,-0.002006489643578637,0.01792542091364344,0.028422699355846473,0.013930785115003789,0.03177451038791842,0.023070365750647984,-0.003727015316197033,0.0496624033764917,0.0385477660387514,-0.011088207553287377,-0.0033775754622792377,0.024604483282721,0.00907470068288796,0.018321928780821072,-0.02362821487660353,-0.007828680047711131,-0.005637028272604684,0.01495297770317363,0.056103851043509546,0.002241943365578149,0.018655986801023164,0.03581228601202664,-0.014986780557663783,0.011252011235663164,0.010447765457084713,0.02705862423992399,0.040714017358285726,-0.0011093195677903786,0.0017246854215719775,-0.008469705947961753,0.013368742891637555,0.043313801999392026,0.02824523699085611,0.03620074135832845,0.0358858931470441,-0.002039482092998381,0.026011294028044474,0.05187612581544227,0.04143902457567396,0.043138716001387564,0.03582752123572916,0.044285633202096004,0.04366185172145862,0.006345501551507795,0.036213434837502265,0.051722126375759465,0.05085117975988757,0.04170220226325899,0.02900889531219448,0.0451464608003808,0.030480005966159365,0.0419254017708442,0.02414348756932151,0.01604791502638826,0.0374622478845657,0.04759691208331628,0.04810406513656913,0.04461538134685152,0.024617049882318668,0.028636796549843475,0.016342157238368328,0.023952197439437113,-0.0022543714227949365,0.022053754194753444,0.04031132191728923,0.0164260570162785,0.028919429255535915,0.040954238768306624,0.031111364073056064,0.006924090319912452,0.03521375348907425,0.04137502696895418,0.15205389196075356,0.13337557458777594,0.05532577064163672,0.07086782959530322,0.05908212269139306,0.04038024684410342,0.011429749693747354,0.011200729396487013,0.03586903087359619,0.03130674033799512,-0.00045689878757672266,0.04156840953848871,0.011619355227670035,0.027566601479458587,0.024012889414897983,-0.004548301146359612,0.04420296869713484,0.026430570783355225,-0.017621393954393886,0.03068714919639712,-0.0008531769670991635,0.005132652521289036,-0.002852390142402645,0.05096839262728686,-0.0053687180167372285,0.04949768651184611,0.030709294293121914,-0.012579061060103317,0.04095029884987046,-4.745541295347205e-05,0.024002909347261545,0.00662919945347973,0.04035592827899921,0.03665125990516665,0.041611678931566504,0.0004430308330081044,0.025072365742878806
Lowest Stock Price,-0.02080218270023814,0.051425709945571045,0.001888757810551039,-0.01706882724612068,0.03582554407807404,0.02077605751998302,0.005740477995667011,0.035009974397464234,0.03285557278218417,0.03369825877681858,0.04163344434027194,0.0486565146055221,0.01627679035182274,0.02850061100687514,0.022656197033468554,0.02485993375226431,0.029400957236794773,0.05125786988143004,0.02368478661482425,-0.017651247409396276,0.00571749055876531,0.022038667688027463,-0.004079047974316863,0.031076464656527733,0.002375857968616591,-0.026512452523175658,0.023062297209139992,0.027153462825769616,-0.0068185389516632455,0.0024107706535355534,0.028964785144570925,0.014230842724145402,0.013541504692897756,-0.026384463828368444,-0.01158736387963211,-0.004740344932769199,0.00777187024592462,0.05881408674391146,-0.0014998628652158068,0.00691407915827772,0.025917742271965916,-0.014435966064639913,0.010957371512140346,0.021402321002920423,0.010173390408833149,-0.005023074853135489,0.01066419039192929,0.008986213402350052,-0.010006853887864962,0.016405891806569442,0.04351355012974219,0.03177717271662857,0.015020323215303416,0.019294377404354454,-0.009814872722831228,0.019403652512066893,0.05204754279047767,0.04169825221490462,0.04501198616052002,0.03768607662421072,0.02837211809237214,0.02407590886448523,0.024050962560994857,0.022693970386718717,0.027403273944266164,0.019379251624591916,0.032184065281134835,0.013307042777372328,0.03201991382220597,0.01704710338467452,0.015419536370909523,0.02112233936836188,0.01855256721048092,0.007381625125271687,0.0471690518974202,0.05028952282642608,0.051506121671907074,0.03491307866971797,0.034763499564761186,0.014114476645458274,0.02399608071880402,-0.01194568927046387,0.004507712819480828,0.026739643442607503,0.009890888052737117,0.020478049196405983,0.026641215006625946,0.022879539585730444,0.028262074439396614,0.046513378936661576,0.03200629415926161,0.08066253950834162,0.14620907149561138,0.04127482406493718,0.013248843401894733,0.03841348685372639,0.042976578699487414,0.010304629980630545,0.009048130079563293,0.0335828443972028,0.022097865804630308,-0.005121857972086121,0.045306900643457194,0.009788730874683585,0.027477621480964876,0.00232285288887632,-0.0033898722042813097,0.030096706736573414,0.015127082374231608,-0.01839169203220543,0.01629305012125725,0.0034198696896921158,-0.002165264791446046,-0.031146740413726885,0.016146305728019582,-0.01889630541944078,0.036244357977387835,0.016289615290741015,-0.010768482220593923,0.006762339385172119,0.0030355825390341175,0.004205702279970589,-0.0052872831573180495,0.014470509371646283,0.02850974556379805,-0.0011397108177693869,-0.0012443445689252347,0.014039258116543735
