,Gross Profit,Total Revenue,Business Revenue,Cost of Revenue,Cost of Goods and Services,Operating Income/Expenses,"Selling, General and Administrative Expenses",General and Administrative Expenses,Selling and Marketing Expenses,Research and Development Expenses,"Depreciation, Amortization and Depletion",Depreciation and Amortization,Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Interest Income,Net Investment Income,Gain/Loss on Investments and Other Financial Instruments,Irregular Income/Expense,Restructuring and Reorganization Income/Expense,"Other Income/Expense, Non-Operating",Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Operating Expense,Reported Total Operating Profit/Loss,Reported Effective Tax Rate,Reported Normalized Income,Reported Normalized Operating Profit,Basic EPS,Basic EPS from Continuing Operations,Diluted EPS,Diluted EPS from Continuing Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Reported Normalized Diluted EPS,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
PEG Ratio,-0.016682665458844722,-0.0851161925503331,-0.05809274196006818,-0.06639380547219216,-0.07585749042805005,-0.023713831923141238,-0.08530715569804961,-0.06512111733165293,-0.05739785407782398,-0.09027711221114004,0.0050536266217966535,0.012964076098857146,0.05504578725898179,0.02236664970850258,0.014771941106693501,0.027284247295993883,-0.040277118662891555,0.015429211288535276,-0.01072600050395552,-0.015107186099528259,-0.0044458374836367255,-0.016897625540375938,-0.0021560682924098703,0.031013976270814116,0.02537881014547625,0.015539900174129534,-0.009161290038197586,0.014468787518177312,0.006883157892309596,0.014194927886236056,0.025625954664247774,0.021084466161314326,-0.08721888918775196,-0.03263806740526298,0.04317628324924808,-0.026028253423518513,0.06694187524793331,0.08774807747391623,0.0059086954690498305,0.02319876285227147,-0.0005564746681836485,0.014794186387803353,-0.04323692628944838,-0.042780234056021535,-0.001679151173310806,0.010063819250281374,-0.006346495223711081,0.025035196671339494,0.028922652689098362
EV-to-Revenue,-0.021058499367993647,0.05160120060971821,-0.024530275333384546,0.07421044837575373,-0.08456210348811906,-0.045236914669945304,-0.1302218949180034,-0.07898436084283038,-0.09163520826980867,-0.028571736735440258,-0.015885445904263988,-0.00886814501385612,-0.00032339201968682794,0.03265485655575681,0.007998085513987195,0.026311368386544052,-0.01070972056200931,0.01917403888616688,-0.021934271161352444,-0.030388159154475895,0.008283948613783846,-0.012214498901832505,-0.0034707394993296597,0.004771207083247107,0.012665767772716385,0.003554347784327995,0.0004352575329876732,-0.0023989417482458107,-0.00345900782325815,-0.003343239583043091,0.004294544842632778,-0.01594441033755709,-0.06460032215608942,-0.05866672008795291,0.0028944001063140206,-0.033211337879358,0.005971279139922804,0.002394017103646728,0.0029857380655277663,-0.01231369665747694,-0.005695011481896441,-0.013231791901914026,-0.005723540775398742,-0.004730629843146749,0.02289587810514237,-0.011129652755078679,-0.012967796499888929,0.00012993806091277397,5.356265716294304e-05
EV-to-EBITDA,0.08273456206914942,0.06514728286686057,0.05431264059779571,0.05068304429408155,0.019370601720145802,0.04694054513340212,0.03289634060626199,0.0459352470692933,0.02585156034867783,0.037336685612106596,-0.0012528291112767183,0.007770612202361781,-0.0237650292919679,-0.02468321125107393,-0.01633344327362845,-0.013197643571500812,-0.022223955141755944,0.03184807405798351,-0.004221347031800646,-0.020273981070347707,-0.003572513589696411,-0.016319408395086898,-0.023980530042439337,-0.03382540800668392,-0.02514404506019163,-0.020934842289683446,-0.019831179066989536,-0.04095650543016684,-0.039668218249082884,-0.040889076775027296,-0.011150860834354607,-0.017929917953964862,0.024677822831831946,-0.07747641309656894,-0.028336189355162297,-0.021071790588725436,-0.01746684510047574,-0.012353167480426204,0.07792316450251521,-0.003221861715240514,0.010749944423631065,0.0023811475378783336,0.025722324937911333,0.025512936881117262,-0.001505445262343288,0.08656463280784742,0.031063572219916843,-0.010219569680872915,-0.008071106473947303
EV-to-EBIT,0.023808322016914723,0.04592629685935148,0.04234583837783472,0.08202367784612254,0.0540206674953947,0.0354030471357859,0.014101106257066464,0.027592703233788495,0.014886500624411872,0.045209462888295124,-0.008005913255176824,-0.003666377520710697,-0.017750393685306128,-0.016664423073247225,-0.029093354588344167,-0.016346496477647562,-0.018080073509538875,0.0007341688904041265,-0.007488427291699711,-0.020565488767149042,-0.015120159921694961,-0.025535370185955086,-0.022615155853970073,-0.03533624767290978,-0.04255702071490173,-0.021466766191409865,-0.030824994532115978,-0.045038942724806394,-0.04296651753073471,-0.04406119471744983,-0.02027130683329806,-0.017211918927445394,0.014947499865575576,-0.006263124926206568,-0.033588565451975874,-0.02133856503225486,-0.032639938302630594,-0.02991325960064238,0.07105753215075386,0.04939545973625229,-0.007874560158571287,-0.01921214887408107,-0.014277349212131835,-0.014277349212131835,0.034501450980234785,0.10798257623283336,0.03908322896701061,-0.0026407673082452275,-0.007354016016985316
Earnings Yield (Joel Greenblatt) %,0.09184265750007171,0.050560304926175026,0.05237997512975496,-0.07847562812705158,-0.07104306422867368,0.050425562864556135,0.06163579262818555,0.061211039904085766,0.07667600606184674,0.09312471779126608,-8.358060709323396e-06,-0.0004319247712123264,-0.03857692583876045,-0.04305743990876863,0.019341274217516958,0.07229772047355164,-0.021742629245792344,0.08761909835902344,0.055441557268225014,0.0004522310097633594,-0.0002280644292269587,0.0007676885166625217,0.013244149338897237,-0.03466093507518994,-0.020032916529649288,-0.023974144131468752,-0.02382160577890612,-0.022980408000347716,-0.035766161944046304,-0.03140418929462279,0.021805910280202984,0.019905788766960555,0.04977547146506076,-0.06666844797543482,-0.03296499669735832,-0.022558192445235315,0.005151972369576158,0.005757746669669955,-0.006547692296274983,-0.0039777474256811555,-0.03811057213899485,-0.029352507518126403,0.058267377971816664,0.05688101795830089,0.050803990833392716,-0.017642103933066845,-0.04956263586670166,-0.05324356065737459,-0.058928779993621346
Forward Rate of Return (Yacktman) %,0.07297881991373494,0.02968286359835591,0.014397962965047844,-0.008935580170310164,-0.012798237957121303,0.04712411216686933,0.047572405642636616,0.03959233756866531,0.03926164991436242,0.0856337368836039,0.023626726244020436,0.025571213806283292,-0.03568195750775908,-0.03826157177091462,-0.0009893469670208023,0.016921378485346018,0.0009354173181284819,0.027989415429305907,0.003403802434663971,0.07974510032511962,0.011168325716540965,0.011058632741784384,0.010137739580159188,-0.03601538901987502,-0.014782714486949938,-0.04080696018767317,-0.030511130862558,-0.034443397500540804,-0.0328494661375798,-0.03278946250629178,0.00123834884734106,0.00041537910667614254,0.036816886715395326,-0.06362886575763307,-0.02381537540035375,0.02901257126390883,0.0022787828689942186,0.01108347214203553,-0.012699391689506796,0.019274692093667573,-0.02387449620000573,0.0031618870091121598,0.09110023199640634,0.09029166009241225,0.01569437457433616,-0.05135731088429715,-0.052348279276142794,-0.05702455353417497,-0.06155298808798608
Shiller PE Ratio,0.052435038833864495,0.009007081868928828,0.010686933360401493,-0.03547201893894481,-0.04603162594244642,0.03405532483822494,0.0163659205164127,0.01132616452319588,0.0062850655844782066,0.0069495621448861416,0.00844418647161159,0.01197276168504683,-0.011198703194680675,-0.054429570309596075,0.013481035958889415,0.013461757852275935,-0.045661161882848855,0.055382609179621956,-0.017232685349471373,-0.006117076194431443,-0.0027393020502334774,-0.02982376630461791,0.020872168497775095,-0.03604555221217667,-0.05105935563605327,-0.0426012236548967,-0.04860158407119175,-0.02823934796617029,-0.029577525503072254,-0.023600595680379532,0.015502854797487354,0.009978360050744258,0.005056694382254876,-0.06358495485605006,-0.030026946741759195,-0.010594248978402086,-0.012170083746185018,0.008944937024363754,0.01085162020421655,0.043989399425264766,0.011468792005963603,0.030026767625846724,0.0530421235168648,0.05441695351656699,0.04548268815622931,-0.009345316207327611,0.005244652973908194,-0.0524845586036191,-0.025740759149852202
Dividend Yield %,0.03378347004315935,-0.08797091647139918,-0.08737973187929103,-0.07080654903628583,-0.07712440122906532,-0.09139211356903035,-0.07290384468658614,-0.07632562216559849,-0.08237702351075597,-0.07764428434729159,-0.030599866443268488,-0.034731615489789446,-0.022590447042234035,0.023430664223538566,-0.03850036512010583,0.045937135932298104,-0.03727270133469304,0.05900436586680647,0.011390032983664089,-0.024137117233431767,-0.03944208573483042,-0.042086552287233965,0.0054236541736326915,-0.03016154129635735,-0.01959766812443163,-0.015860336364734478,-0.015860336364734478,-0.0364840100746982,0.04953967856699014,0.05268990798603325,0.0014054888096976803,0.02075419742796586,-0.09626256928359633,-0.012711011721136724,-0.020750746182845965,-0.044445538558557623,-0.057107708594379435,-0.043519934212076956,0.001453167569146224,-0.018760924431246873,0.011226031865994971,0.00632084583792699,0.05379767536124896,0.08428002418678246,0.012808702890814821,-0.019062138073038304,-0.005662594643665524,-0.0358155259191162,-0.015294124859997683
Market Cap,0.015638574199926224,-0.0033850898653628916,-0.002867751633168732,0.04776727499747905,0.04096846674715708,0.003165575202057941,-0.0030863184799992793,-0.000670776750561685,0.015434202418021532,0.03154623980658707,0.016924917714199444,0.020816223395158737,-0.009109453277662835,0.01331148855084387,0.0202842141412873,0.020300809336173297,0.0011028368653170336,0.016320491401451687,0.04437986393104362,0.01934528329732946,0.032435768399830006,0.010720006654972261,-0.008068257930417488,-0.015149013750564221,-0.018282350189078728,0.0049800321425936605,0.0041212095330419715,0.0029755223646666835,0.002483567478361862,0.00489750041669009,0.021635931670521892,0.003439262639807462,-0.006429547896377735,0.020888307752671052,-0.009193526704440645,0.0016115636749031116,0.016812180357183463,0.007697329288592677,0.00048291832674278445,0.0017037501279109398,-0.006999864475135504,-0.005677390056514013,0.015920295259255417,0.019406880845047714,0.07346517207209412,0.06661968076581298,0.05706828132258856,-0.014562534719481397,-0.019473161329080137
Enterprise Value,0.09501076096383981,-0.0030155843786182483,0.07117388277225002,0.0313370191885051,0.04904209111041355,-0.0010395652599607627,-0.0030861627218501725,0.009055809036466954,0.00678260467361215,0.02037267385352472,0.01348586165918702,0.027383993687058194,0.03311282950457204,0.0191082941442972,0.016854789085728343,0.04292428143133266,0.041146167043536803,0.046523414981358244,0.0372387145467865,0.020822408330927376,0.0416375979187515,0.032976656414408695,0.006487888002042544,0.017451639029839157,0.0052185359899637775,-0.005997203091095818,-0.00482344429302268,0.008631047596211378,0.00698764521522267,0.00691736830631653,0.037121963069159505,0.039770367620862224,0.002854345697046899,0.017394162547526935,0.001914319626991087,0.0012054995290271212,0.0345516179206693,0.032482357639964585,-0.0010134950013464814,0.011269902094923387,0.005502741601638939,0.005006865590853019,0.028321358744802936,0.030678462492960686,0.03417678716292722,0.04566745813387472,0.06285873234772815,-0.0044254042095600715,0.012962254861230565
Month End Stock Price.1,0.06398076279603633,0.05865408541158457,0.061436833361581844,-0.07540901550381118,-0.020330875035329276,0.05750754770358136,0.05984679646721736,0.05737043929912841,0.06424273996778324,0.07177868688549653,0.0003776554483459413,0.006968385179886471,-0.02997323349766843,-0.044057471399012636,0.00992690305935728,0.007419956488609233,-0.029590775010470582,0.04472570879027475,0.0007274343069136342,-0.003421793063835947,0.005763786119916322,0.008649372801861739,0.01092374223744042,-0.026148739221119266,-0.03258227686793951,-0.02213015610943517,-0.021503689451813638,-0.02490746495300205,-0.01896260250028036,-0.011295379500833487,0.023544628656890172,0.024146299418041525,0.05745797418106283,-0.06616551264373102,-0.03471982213662263,-0.017420220710786742,0.004649325429965669,0.009340328077845898,0.0008133671545223651,0.007706887399354083,0.006986269589265326,-0.00036527033088819966,0.06633406153774696,0.06194588402065207,0.06062618976607467,0.00487536816812746,0.0003783538212557727,-0.03640418763394582,-0.055033853589131
Net Cash per Share,0.2635110389771742,0.2317773519632474,0.1704141225488607,0.10687772922633092,0.11354900327225254,0.23093529746808109,0.15358233615475927,0.15492001229676508,0.15506326707699544,0.19296152145465362,0.03579575704418197,0.059359977489734185,0.1259484254210864,0.07133328279190643,0.15042352480382187,0.16482015134377503,0.10535794398147676,0.12570341721139927,0.09350525767638798,0.10328132380768487,0.06773542002511304,0.06811521072002184,0.10870445549899327,0.05617281180672709,0.06381461564754097,0.08505992772845118,0.12034374282627666,0.13549154523661244,0.09983773436026513,0.10848205316950532,0.12476997791600974,0.07225049518857388,0.22483169883262008,0.0412607241427912,0.12527211533301305,0.03613642640959542,0.07717146508371175,0.06953918753147152,0.11027539063687432,0.0965781548239012,0.07832543145060016,0.09095391998807448,0.21172086107594731,0.21154303791510465,0.11835127613323457,0.07748418689345209,0.0491853847676691,0.0689353870992564,0.06963703441619468
Net Current Asset Value,0.08356484019942885,0.09548916078316494,0.09380958516442915,0.06615529649980693,0.0638170125633324,0.09670096470549934,0.09594536186528563,0.09570648207382129,0.09890343704459792,0.1240216275530999,0.01964526885924555,0.014636705176946773,0.02324225102169518,-0.0208847793455391,0.11507660535573977,0.12545285009127954,0.08587311573912186,0.0941341982431955,0.11916628055338364,0.07850561662239718,0.04519444122741098,0.03794790208284397,0.057723607532385694,0.02580147291938924,0.011023491553354855,0.037262289915783,0.031214965974031547,0.035059715825646806,0.0912870609094634,0.09379500911307638,0.09728129540298446,0.08562957887919347,0.10686952034483155,-0.0015597490493150772,0.02262671611467746,0.006154318047166464,0.045550940827862096,0.03813378562347586,0.03967974883220015,0.05139416009891691,0.03554094659679882,0.04125145752668532,0.11847300192252841,0.12209976585863357,0.06042059597228548,0.012648572579649152,0.029456956638393282,0.008802635326644031,0.02884620214567632
Net-Net Working Capital,0.180912431824965,0.15498636174070482,0.15547181397465773,0.11976334837798801,0.11665882535168107,0.18600805115357044,0.1652347336519059,0.15403956356880552,0.1881999330911851,0.18968650743087295,0.061544932613028916,0.06147723730519444,0.09833152157065946,0.02894013314447142,0.17039462649754306,0.09313046668567258,0.13708625224570525,0.1471479412010697,0.12922258109056506,0.03404276246378275,0.08426359199104452,0.09463338735024544,0.11196204065719338,0.07264543917780138,0.07429848388649497,0.05615307636705311,0.06624932990872469,0.05916487200279781,0.07178649283622983,0.06656055808172873,0.12918497246899158,0.12512301632009343,0.15457773132619182,0.11498711676802388,0.09783790747469133,0.041950930547724016,0.09019157603533641,0.10559762139757775,0.054396133799452,0.1061909407807768,0.04821000255966226,0.09717099254409685,0.19488367099947584,0.19270442086507117,0.1089591733922441,0.01758876634748216,0.01962544150788043,0.024325277438918106,0.050281393945176237
Intrinsic Value: Projected FCF,0.015675348137950754,-0.021518442156030746,-0.013660443632248463,-0.07308162090870324,-0.06792212710955219,-0.015404116859219257,-0.016204809690422352,-0.015443231325619922,-0.015308514516093889,0.07500337202159399,-0.01364304743365943,-0.0075994897830314705,0.0213768170085982,-0.037192125090391166,-0.0008823949685857306,0.005752095307503415,-0.03466792050793113,0.0367812136602892,-0.01671169515364609,-0.020999806061580514,-0.017666961699042194,-0.016637197939286245,0.015374207396104992,0.003451203793115288,-0.0031817754127396497,0.01692684505242007,0.011378122942295536,0.010827242298757304,0.008090570446945191,0.011594142490919765,0.017876645700335887,0.026799743606678444,-0.023663464617411863,-0.016701679605203943,0.02865438869229515,0.010375518064654745,0.020792501757644678,0.022675502845151924,0.011246833027966988,0.036451477941104315,0.008488375440521306,0.024010450870948274,0.036294647101696595,0.022870721555224873,0.0639966348645542,0.016232785280652265,0.007042302680689159,0.011843705215582175,0.010796472066304479
Median PS Value,-0.014480902490991106,-0.023735702991767638,0.0019827744361770264,-0.061166011666874034,-0.06346769640089919,-0.019923550950732914,-0.023681626080706508,-0.013076875698025,-0.022536805315693503,0.07030168988876223,-0.024827668924058226,-0.024137400298188977,0.009877651872423841,-0.0338029435663014,-0.009249746716128427,-0.009003658024419752,-0.032139431231297776,0.034048514593121984,-0.0271131279652395,-0.021462296752175366,-0.0015256837203880148,-0.019327944884104012,0.0027992014021394683,0.006356568279451278,-0.003039300778308821,0.0018997863678843732,0.002131036723326553,-0.0008458409153681333,0.009228274213819521,0.007126287524087048,0.021042650225806304,0.003951489630439591,-0.022148198178404813,-0.052998477782559006,0.005962126748958001,-0.024280916762690154,0.023965322109819838,0.013498636403252865,0.006092051257300205,0.013951378377206404,0.0014739548582588542,0.006643981654368476,-0.004131925727309054,0.009332151373672352,0.022372075594178975,0.008619591163492198,0.021653887902237108,-0.025533386907726927,-0.013577325674165322
Peter Lynch Fair Value,0.06316271484810773,-0.06241240656793373,-0.06666948168952688,-0.05249934094713421,-0.052916533808248276,-0.060340182243913396,-0.05348424977155085,-0.06196638970304524,-0.06204215717656261,-0.05144521339363673,0.006120100788902335,0.004789658855681696,-0.019687430674992214,-0.005913471549252953,0.031987195272816106,0.036612966943934185,-0.033646624814218686,0.02993381536587532,-0.017373896618001154,-0.012701691810776863,-0.003120936658924053,-0.01050533608361046,-0.007076053533580274,-0.0227876604635574,-0.02392786203458,-0.020247466105343136,-0.022218307160691002,-0.01674511731548668,-0.016579614366856718,-0.01589340268014193,0.024722213540619917,0.011694171567085793,-0.05547762865654591,-0.036711393159343735,-0.022840520458292074,-0.03997078404308151,0.024846379745728266,0.027054807084998488,-0.028299524676275903,-0.019573299703968646,-0.028440662927608277,-0.02698594130402743,0.07870398888768222,0.0776815989030037,-0.0007769356341678301,-0.04939691456947544,-0.029358966352769873,-0.04847683732391778,-0.04447333304743408
Graham Number,0.049922264915461666,-0.042597254219765374,-0.036610419898312166,-0.06548364698970487,-0.07704467744049309,-0.03695196814976673,-0.046983669892445463,-0.03458434643130938,-0.05099065436782097,0.017832521939266294,-0.02114679959847038,-0.004153719044501386,-0.002595093379435547,-0.051923256537196885,-0.008648969323675409,-0.010281169769422602,-0.0537474714410529,0.019630198696921442,-0.03677241714763535,-0.036485563471004734,-0.03957331935957591,-0.04254673045057078,-0.003456452316539991,-0.01789787494134942,-0.032791537982829834,-0.008160134457198443,-0.019912508865542123,-0.02183915245315117,-0.02204854050994524,-0.022011969874718644,0.0022625014090952196,-0.0007564467668222371,-0.08020397596343538,-0.03718427548919169,-0.012513749231137197,-0.019900291756646128,-0.00869102182389864,-0.00896153706651877,0.004302905850731433,0.009435188851652888,-0.0032507513548325232,-0.019146985623079597,0.01912320642782506,0.01479528786342102,0.023056042913228783,-0.0033459878092966457,-0.015361404137798206,0.0036125622058379024,-0.005205226249790659
Earnings Power Value (EPV),0.20881360392248188,0.143876856051203,0.1371019951875594,0.012763646626545923,0.019030318057796106,0.15169763689634172,0.14306526216067877,0.14560213663777866,0.141326902471632,0.1437269741691119,0.04214123790142902,0.04971578154778863,-0.010480101385546064,-0.0056118012829532524,0.031545720691809026,0.021317416056976853,0.024772693738860988,0.04970661619347368,0.03929454091958021,0.04403247397675259,0.036455579243389304,0.03971980790911995,0.04637103682744172,-0.005841818637335529,0.010586402759370611,-0.01606290645973578,-0.004837561648489187,-0.0020071183468220424,-0.009719637131582857,-0.0044869975536074,0.016911923583698064,0.012078218188023175,0.13623029475588613,-0.008365390564695417,-0.009928570287764503,0.03474404021985542,0.038912659963615384,0.04026956492637469,0.07546097889151715,0.05517328179013492,0.013800027305758633,0.04246632262273095,0.15725666210612266,0.1456713316349463,0.06084550459731849,0.058666002463203394,0.05509630711808099,-0.025146429114384757,-0.033065698447203445
Altman Z-Score,0.024902223025107726,-0.06891175536425503,-0.07849939580540281,-0.0838936781470093,-0.08342849175335806,-0.08895507462364638,-0.09024547051976937,-0.07984151360218049,-0.08075086842091667,-0.02369717318038633,-0.023888525852478873,-0.01006456968801415,0.008517235964469435,-0.06428939835675854,-0.008612037841495754,0.003562028623964187,-0.03422903053698579,0.02478420095776673,-0.014436205879200647,-0.02213287165150413,-0.023176093221469025,-0.03532338515929212,-0.017275089950556176,-0.022078275806700718,-0.024204106515872497,0.005788979963986297,-0.00644445557198608,-0.0067895534727004,-0.018282846654631833,-0.023976311341782207,0.021267932836074966,0.0023503910449204856,-0.0717408784779171,-0.05210788744166854,-0.017336812443192108,-0.03727225267069529,0.018167383048236164,0.01497566162683075,0.002713895818102533,-0.014174826109848722,-0.027201021800235318,-0.026665004521824326,0.025384130346107217,0.027070558517169496,0.03358418236133519,-0.007709013304696862,-0.009765230020717516,0.0003839014086469096,0.0017422737943862494
Piotroski F-Score,-0.03810956193564283,-0.05448057513613892,-0.060531822447920935,-0.06904697645888526,-0.06936069170404895,-0.06598484323909079,-0.09777254422991094,-0.07015451770388155,-0.07029736042516115,-0.09882352176165879,0.008009127676129015,0.003694546965899868,0.07559793272611534,0.0191046928566049,0.035437980048485584,0.02682786622173532,0.028349643521658693,-0.031178025733243023,0.014741314042231465,-0.0021643004355606705,0.03177596020243866,-0.008828359136993346,-0.05754307460270043,0.06695357704265152,0.048121764621752064,0.04234812819317722,0.03521522046108766,0.04982528792085726,0.04678092137280528,0.04401694535848221,-0.030669463224958424,-0.04309805634867171,-0.05270977512279581,-0.06567919870367497,0.0700257387030616,-0.08967471860258552,0.0711749453985036,0.07783407191074787,-0.04242609401834888,-0.03466648730569539,-0.051967033948027264,-0.04576637439648233,-0.0918596239921977,-0.09182717439210747,-0.03964025782874539,-0.04582390962320146,-0.04813185440996876,0.06333803761185594,0.061878157795785045
Beneish M-Score,0.14099170414880793,0.15838337263379176,0.2243811108639639,0.16692164418631988,0.1130511528771134,0.19740980847210837,0.1482086985210199,0.18202451902523992,0.18041199781235365,0.21408522066103647,0.03215649716869541,0.06769343243984828,0.02494370516581199,0.006602182435503924,0.0799527785617388,0.08638833740719838,0.05221146855715935,0.14319171001483164,0.09694211556228091,0.04279405826206263,0.08861357239607633,0.028922806075745426,0.09013222573078238,0.06768741702573694,0.041945278493225754,0.04046164121872275,0.03402563518098352,0.025496305202024172,0.046350213126712066,0.0011080042664622404,0.09277737056069181,0.04253789491060043,0.19701632863401644,0.06902790642387174,0.03411507148686456,0.06142872341015463,0.09515964287094705,0.05670686272698323,0.09840323411185342,0.08290607795660385,0.03857175225618524,0.07341186245339476,0.1485254261579184,0.1530402983186795,0.07508149955769199,0.10211827450710037,0.07133829324522899,0.05914762885771682,0.0601554817359795
Scaled Net Operating Assets,0.0992650418264044,0.11091271642800492,0.11976378048408429,0.07586482464897056,0.08717459752292321,0.19450035024282541,0.15624238415645458,0.15587830160586924,0.20210088059446307,0.15940532688018486,0.01853300440371877,0.029232700316721455,0.042626708092084,0.0032274842239296154,0.12059198064476762,0.05707395393313543,0.008002164459580744,0.1009518025385894,0.05227130619310663,0.004500669524986291,0.025558717649129856,0.04125568543829726,0.11471050260116389,0.004064263669502288,0.004332604491079949,0.04867099052297508,0.07482975361618084,0.016047756837795628,0.028546655137930792,0.02752737939511507,0.06087408551491133,0.08626766364041885,0.11708348565308815,0.04874037457824347,0.038174358060799586,0.03394183632797859,0.054392775689199716,0.07208992341912002,0.04369676670212248,0.1271410124774739,0.033507328154442795,0.11125270275072198,0.13136906853349362,0.11838231489393149,0.06580363478147798,-0.00023371178304400241,0.00025059245410167765,-0.008298422037888015,0.01386267900057142
Sloan Ratio %,0.08297587053301006,0.07709199986759052,0.0814193169916476,0.060244997491315226,0.05290892018194992,0.10528350543676109,0.08130760555409516,0.09483473952616905,0.0778678742108767,0.0789390721797389,0.02919580191841235,0.03816945865265245,0.0037311278962342035,0.003023604700323445,0.010457073758675921,-0.009237736970558541,-0.00794769049152079,0.028198872497729892,0.005789804107074642,0.0018333487579455963,0.005359208641976415,0.01992229430520508,0.008894292659917119,-0.00965322907225271,-0.0048484861490653485,-0.007444075631033626,-0.00762764156646697,-0.019256320943930712,-0.013939394696536909,-0.016596378025527905,0.015318295002745138,0.0006715058659544776,0.06837686213640583,-0.045357823476881325,0.004436420970752095,0.02710526710374455,0.00025984519932317936,0.022095100117439485,0.019539550187950956,0.046256526584407945,0.014650234057670358,0.03771041929244356,0.046905469557398806,0.04676294573371842,0.01131323699754533,0.022045802738358197,0.0394893215354818,-0.0157195281074066,-0.0072859957468131495
Current Ratio,0.03326513371640164,-0.04118458343531538,-0.04967992007863285,-0.04113112074733708,-0.058865006085340364,-0.020617116036486305,-0.08079540066472633,-0.03824018028820682,-0.053375055828506594,-0.02345604441214079,-0.027245834159827058,-0.025794979024794003,0.0019819230998266743,0.06314375721572302,-0.0174136612204187,-0.006815929563611201,-0.046162499201498425,0.02075997813790187,-0.014909381040244134,-0.0441524630795297,-0.04699563207876263,-0.04541708724854746,0.03855857077219932,-0.014536112865232452,-0.021020536016562896,-0.002631102846649608,-0.011916677868743262,-0.019062815398048258,-0.0201384665681328,-0.017981309568511336,0.032406941528761446,0.013717746181051198,-0.06419715984573406,0.04226792328058054,-0.009722891576873758,-0.019061971646914946,-0.0464914127418763,-0.03689063290623209,0.006139132142523596,0.044361173186064,0.007974610120742765,0.028385497817514024,0.030620703777634248,0.024901570668938604,0.020032395870677264,-0.00256080846357187,-0.003123271433913598,-0.018296490274228208,-0.013173879125866485
Quick Ratio,0.03219593714306267,-0.07834037982663128,-0.04368233498049697,-0.058587767072625065,-0.08887224715896358,-0.02828096750895293,-0.07452976921523019,-0.07409343375570213,-0.07533171302483033,-0.08559978474220749,-0.03853690048401997,-0.027025902725726143,-0.0012051488841121477,0.05565940030461506,-0.030050982942918608,-0.026529634020947178,-0.05384514543534946,0.014032917902154675,-0.05120312446200192,-0.054907104682538274,-0.06850891535080719,-0.061337965719472184,0.02672960978404287,-0.0147977513458385,-0.04588527733312122,-0.008441008482578637,-0.014166192568407086,-0.02140495004540014,-0.020970006134925535,-0.0192710917089887,0.030220686734196922,0.02258790156816529,-0.08284020261094749,0.020808444559671367,-0.0120092433593374,-0.018580973841230357,-0.047567816954274124,-0.03849300801353736,0.01808706433502977,0.03803248834231777,0.0072993925999341935,0.028606927105096935,0.005475637033497702,0.002519983472510355,0.0043231385796851825,-0.014861141812277625,-0.009327775747915988,-0.010883589608810902,-0.01734649886649186
Cash Ratio,0.05176787020018401,-0.07054026317225928,-0.06984730282465937,-0.08188420081121711,-0.08197190398133752,-0.052715147613776776,-0.09373789352277745,-0.056949091856515234,-0.07572294274147635,-0.06598904510916959,-0.036736131274166584,-0.031254311590217715,-0.0018346801104959804,0.04165241503112753,-0.023872636672540457,-0.020871974970918136,-0.06781122784807536,0.018579704272873566,-0.06404659057222359,-0.06618182137869412,-0.08228957871018634,-0.0586108571374529,0.024176959016876796,-0.014252558236679251,-0.02123203757829123,-0.022051190170989082,-0.015750413005862014,-0.022633077739172038,-0.02211077887498667,-0.0217777674748973,0.022843123471910327,0.01952306409041831,-0.09743851020907945,0.006267594791211725,-0.0015922143986490706,-0.01862767690177781,-0.041616455575699735,-0.02336773923426804,-0.0008353256775553552,0.0067218142702590595,-0.00642938776075129,-0.00775747211679079,0.06561395286907094,0.03917480821184158,-0.016523573335747395,-0.027019806615575976,-0.007402214699295264,-0.0035099050215014536,-0.011947933575045573
Interest Coverage,0.004927874738158249,0.027613876656408715,0.014350920826316983,0.1858322917597296,0.18753276831725305,0.05118172777120009,0.052383874171774966,0.0514147349314141,0.05338976383742132,0.07134675470374201,0.07861655276393711,0.08499856424509523,0.00472280139326786,0.08105110746346392,0.07236561379245773,0.10452116183356108,0.05135387971482456,0.14221088831872203,0.04576543646288599,-0.011986084856691451,0.10367453376843938,0.10305404674100381,0.16399737082963486,-0.002276703208730614,0.07509848229963359,-0.028667430450010845,0.017493648515591764,-0.0002787491521193059,0.009601193569570413,0.00961090984818604,0.05310912453871332,0.0407770650440979,0.018938759559663003,0.1443506245453605,0.012109951488641376,0.10496306245270964,0.020695318901844638,0.019651476655909644,0.12168796326597214,0.18060305618769265,0.17607383442258007,0.1827185425817776,0.03809827723311607,0.035958435538149015,0.20052767297281343,0.1753747752618141,0.21056240103053056,-0.009540739373596768,0.01177931306691795
